Main,ScriptKey,LineKey,Background,Actor,AnimState,DotAnim,DotExpression,TextType,KorText,EngText,NextLineKey,AnimScene,AfterScript,DeathNote,LocTable,LocKey
1,25,30,main_door_open,Dot,Main,,,text,포크로 갓 뜬 생크림케이크와 함께\n그만 ‘행운의 동전’을 삼켜 버리게 될 줄?,she would swallow a ‘lucky coin’\nwith her forkful of frosted cake?,31,,,,Main_Ch5,M5_L0030
1,25,31,main_door_open,Dot,Main,,,text,인간의 신체가 그만 한 행운을 견디기엔\n지나치게 유약하고 정교하게 설계되어 있던 탓에,"Did she know the human body was\nincapable of withstanding such luck,",32,,,,Main_Ch5,M5_L0031
1,25,32,main_door_open,Dot,Main,,,text,그대로 죽어 버리게 될 줄?,that she would die just like that?,33,,,,Main_Ch5,M5_L0032
1,25,33,main_door_open,Dot,Main,,,text,......,......,34,,,,Main_Ch5,M5_L0033
1,25,34,main_door_open,Dot,Main,,,text,"자신의 허망한 끝에 대하여, 그녀는\n가늠이나 제대로 할 수 있었을까?",Did she have even an inkling of\nhow pointless her end would be?,35,,,,Main_Ch5,M5_L0034
1,25,35,main_door_open,Player,Main,,,text,그 누구도... 그런 걸 예상하진 못했을 거야.,No one... could have seen it coming.,36,,,,Main_Ch5,M5_L0035
1,25,36,main_door_open,Dot,Main,,,text,"그녀는 여느 아침처럼 일어나자마자 자리를\n박차고, 팔을 벌려 스트레칭을 한 다음","She must have gotten up like any other\nmorning, stretched and yawned,",37,,,,Main_Ch5,M5_L0036
1,25,37,main_door_open,Dot,Main,,,text,저녁에 있을 ‘파티’를 떠올리며\n콧노래를 부르거나 시를 읊었을 거야.,humming while thinking of the party\nshe would attend that evening.,38,,,,Main_Ch5,M5_L0037
1,25,38,main_door_open,Dot,Main,,,text,집에 돌아와선 어쩌면 피곤할 테니,"Maybe she had plans after the party as well,",39,,,,Main_Ch5,M5_L0038
1,25,39,main_door_open,Dot,Main,,,text,"<이상한 나라의 앨리스>나 <알프스 산의 하이디>를\n펼쳐 들어야지, 라고 다짐하면서...",like picking up <i>Alice in Wonderland</i> or\n<i>Heidi of the Alps<\i> before going to bed.,40,,,,Main_Ch5,M5_L0039
1,25,40,main_door_open,Dot,Main,,,text,모든 인간이 그러듯이 당연하게 다음을 기약했겠지.,Because... why wouldn’t life go on?,41,,,,Main_Ch5,M5_L0040
1,25,41,main_door_open,Player,Main,,,text,......,......,42,,,,Main_Ch5,M5_L0041
1,25,42,main_door_open,Player,Main,,,selection,그 소녀에 대해 많은 생각을 했구나.|세상에... 아직 어린 소녀에게 그런 비극이...,You thought a lot about that girl.|She was so young... how tragic.,43|43,,,,Main_Ch5,M5_L0042
1,25,43,main_door_open,Player,Main,,,text,나였어도 얼어붙었을 것 같아. 발랄하게 춤을 추던 소녀가 갑자기 쓰러져 일어나지 않았다면......,I would have froze too. To see that girl\nfall to the ground and stay there…,44,,,,Main_Ch5,M5_L0043
1,25,44,main_door_open,Player,Main,,,text,도움이 될진 모르겠지만...,I don’t know if this helps...,45,,,,Main_Ch5,M5_L0044
1,25,45,main_door_open,Player,Main,,,selection,실은 나도 죽음의 순간을 목격한 적 있어.|죽음을 처음 접하면 충격을 받는 게 당연해.,But I’ve witnessed death too.|It’s only natural. It was your first time.,46|60,,,,Main_Ch5,M5_L0045
1,25,46,main_door_open,Player,Main,,,text,... 분명 따뜻한 피가 흐르며 생기가 돌던 ‘사람’이었는데.,Warm blood once circulated that body.,47,,,,Main_Ch5,M5_L0046
1,25,47,main_door_open,Player,Main,,,text,"생명이 빠져 나간 자리는 차게 식어 있었고,\n형용할 수 없는 공허함만이 남아 있었지.","But once life drained away, all that\nwas left was a shapeless, nameless void.",48,,,,Main_Ch5,M5_L0047
1,25,48,main_door_open,Player,Main,,,text,"아니, 그걸 ‘남았다’고 표현할 수 있었을까?",Was there really anything <i>left</i> in there?,49,,,,Main_Ch5,M5_L0048
1,25,49,main_door_open,Player,Main,,,selection,... 어째서인지 눈을 뗄 수 없었어.|... 어째서인지 그 잔상을 떨쳐 낼 수 없었어.,I just couldn’t look away.|I just couldn’t shake the image.,50|53,,,,Main_Ch5,M5_L0049
1,25,50,main_door_open,Dot,Main,,,text,경험을 공유해 주어 고마워.,Thank you for sharing your memory.,51,,,,Main_Ch5,M5_L0050
1,25,51,main_door_open,Dot,Main,,face_eyeroll3,text,눈을 뗄 수 없었다... 눈을 뗄 수 없었다.,You couldn’t look away...\nYou couldn’t look away.,52,,,,Main_Ch5,M5_L0051
1,25,52,main_door_open,Dot,Main,,face_eyeroll3_stay,text,"그러게, 나 역시 그녀에게서\n눈을 뗄 수 없었던 것 같아.",I know how you felt. I couldn’t either.,56,,,,Main_Ch5,M5_L0052
1,25,53,main_door_open,Dot,Main,,face_blink,text,경험을 공유해 주어 고마워.,Thank you for sharing your experience.,54,,,,Main_Ch5,M5_L0053
1,25,54,main_door_open,Dot,Main,,face_eyeroll3,text,잔상을 떨쳐 낼 수 없었다... 잔상을 떨쳐 낼 수 없었다,You couldn’t shake the image...\nYou couldn’t shake the image.,55,,,,Main_Ch5,M5_L0054
1,25,55,main_door_open,Dot,Main,,face_eyeroll3_stay,text,"그러게, 나 역시 그녀의 잔상을\n떨쳐 낼 수 없었던 것 같아.",I know how you felt. I couldn’t either.,56,,,,Main_Ch5,M5_L0055
1,25,56,main_door_open,Dot,Main,,face_blink,text,‘그것’을 봐 버렸거든.,Not once I saw ‘it’.,57,,,,Main_Ch5,M5_L0056
1,25,57,main_door_open,Player,Main,,,text,그것?,It?,58,,,,Main_Ch5,M5_L0057
1,25,58,main_door_open,Dot,Main,,,text,... 동전의 뒷면.,... The coin.,59,,,,Main_Ch5,M5_L0058
1,25,59,main_door_open,Dot,Main,,,text,동전의 뒷면을 말이야.,"Or rather, the other side of it.",72,,,,Main_Ch5,M5_L0059
1,25,60,main_door_open,Player,Main,,,text,죽음은 기억할 수도 없을 정도로 오랫동안 우리 곁에\n있어 왔지만...,Death has stayed by us since the dawn of time.,61,,,,Main_Ch5,M5_L0060
1,25,61,main_door_open,Player,Main,,,text,막상 이해해 보려 들면 까마득하고 무섭게 느껴지거든.,But trying to comprehend it can be scary.,62,,,,Main_Ch5,M5_L0061
1,25,62,main_door_open,Player,Main,,,text,그래서 우리는 책이나 영화 같은 이야기를 통해\n죽음을 미리 들여다보기도 하지.,It’s why we observe death through books and movies.,63,,,,Main_Ch5,M5_L0062
1,25,63,main_door_open,Player,Main,,,text,"죽음의 감정을 엿보거나, 그 실체를\n어느 정도 가늠해 볼 수 있으니까.","It gives us a glimpse into how it\nmakes one feel, or what it’s truly like.",64,,,,Main_Ch5,M5_L0063
1,25,64,main_door_open,Player,Main,,,text,뭉치는 어떠한 준비도 없이 무방비하게\n죽음을 마주하게 됐잖아. 놀라는 게 당연해.,But you had to face death without any\nkind of warning. Of course it shook you.,65,,,,Main_Ch5,M5_L0064
1,25,65,main_door_open,Dot,Main,,,text,... 지혜를 공유해 주어 고마워.,Thank you for sharing your wisdom.,66,,,,Main_Ch5,M5_L0065
1,25,66,main_door_open,Dot,Main,,face_eyeroll3,text,무방비하다. ... 무방비하다.,Without warning. Without... warning.,67,,,,Main_Ch5,M5_L0066
1,25,67,main_door_open,Dot,Main,,face_eyeroll3_stay,text,"그래, 어쩌면 나는 지금 무방비하게\n부서져 버린 것일지도 모르겠어.","Yes. Maybe, without warning, I’ve been\nshattered into pieces right now.",68,,,,Main_Ch5,M5_L0067
1,25,68,main_door_open,Dot,Main,,face_blink,text,‘그것’을 봐 버렸거든.,I saw ‘it’.,69,,,,Main_Ch5,M5_L0068
1,25,69,main_door_open,Player,Main,,,text,그것?,It?,70,,,,Main_Ch5,M5_L0069
1,25,70,main_door_open,Dot,Main,,,text,... 동전의 뒷면.,... The coin.,71,,,,Main_Ch5,M5_L0070
1,25,71,main_door_open,Dot,Main,,,text,동전의 뒷면을 말이야.,"Or rather, the other side of it.",72,,,,Main_Ch5,M5_L0071
1,25,72,main_door_open,Dot,Main,,,text,그 동전의 뒷면엔 무엇이 놓여 있었게?,Guess what was on it?,73,,,,Main_Ch5,M5_L0072
1,25,73,main_door_open,Player,Main,,,text,... 동전의 뒷면? 뭐가 놓여 있었는데?,.... What?,74,,,,Main_Ch5,M5_L0073
1,25,74,main_door_open,Dot,Main,,,text,아 무 것 도 없 었 어.,N o t h i n g.,75,,,,Main_Ch5,M5_L0074
1,25,75,main_door_open,Dot,Main,,face_omg,text,아 무 것 도.,J u s t n o t h i n g.,76,,,,Main_Ch5,M5_L0075
1,25,76,main_door_open,Dot,Main,,face_omg,text,"침묵이라 부르기엔 공허했고,\n공백이라 부르기엔 비현실적이었어.","It was too hollow to be silence,\nbut too unreal to be a void.",77,,,,Main_Ch5,M5_L0076
1,25,77,main_door_open,Dot,Main,,face_omg,text,동전의 앞면을 찬란하고 소박하게 수놓던 모든 것들...,"All the simple, yet bright things\nthat embroidered that coin...",78,,,,Main_Ch5,M5_L0077
1,25,78,main_door_open,Dot,Main,,face_omg,text,"가령 음악, 파티, 섬광, 춤.\n그녀의 빨갛고 사랑스런 발걸음.","Music, parties, flashes of light.\nHer lovely red steps on the dance floor.",79,,,,Main_Ch5,M5_L0078
1,25,79,main_door_open,Dot,Main,,face_omg,text,"가득 찬 것들, 부드러운 것들, 박동하는 것들.","Things full, soft, thrumming with life.",80,,,,Main_Ch5,M5_L0079
1,25,80,main_door_open,Dot,Main,,face_omg,text,외투에 묻은 바깥 냄새. ‘진로에 대한 고민’?\n단짝이었던 앤디와의 바보 같은 말다툼까지.,The smell of the outdoors on her coat.\nA silly argument with her best friend Andie.,81,,,,Main_Ch5,M5_L0080
1,25,81,main_door_open,Dot,Main,,face_omg,text,전부 소용이 없었어.,"All of it, futile.",82,,,,Main_Ch5,M5_L0081
1,25,82,main_door_open,Dot,Main,,face_omg,text,모든 앞면의 것들은,Everything on the surface,83,,,,Main_Ch5,M5_L0082
1,25,83,main_door_open,Dot,Main,,face_omg,text,동전이 뒤집힘과 동시에 흔적도 없이 사라졌고.,vanished as soon as the coin flipped.,84,,,,Main_Ch5,M5_L0083
1,25,84,main_door_open,Dot,Main,,face_omg,text,아무것도. 남아 있지 않았어.,And nothing. was left behind.,85,,,,Main_Ch5,M5_L0084
1,25,85,main_door_open,Player,Main,,face_omg,text,...... 그렇게 손 쓸 수 없는 것이 바로 죽음이지.,Death is irreversible like that.,86,,,,Main_Ch5,M5_L0085
1,25,86,main_door_open,Player,Main,,face_omg,text,"건너가면 영원히 붙잡을 수도, 돌아올 수도 없는 삶의 경계이자,","Once you cross the line that separates\nit from life, you don’t come back.",87,,,,Main_Ch5,M5_L0086
1,25,87,main_door_open,Dot,Main,,face_omg,text,낭떠러지. 압도적인 심연.,A cliff’s edge. A yawning abyss.,88,,,,Main_Ch5,M5_L0087
1,25,88,main_door_open,Player,Main,,face_omg,text,(어쩌지? 뭐라 말해야 뭉치를\n진정시킬 수 있을지 모르겠어.),(What do I do? I don’t know\nhow to talk Dot down.),89,,,,Main_Ch5,M5_L0088
1,25,89,main_door_open,Dot,Main,,face_squeeze,text,달나라에 있을 때 ‘자살’에 대해 배웠어.,I learned about ‘suicide’ on the Moon.,90,,,,Main_Ch5,M5_L0089
1,25,90,main_door_open,Dot,Main,,,text,그건 아주 끔찍한 악몽에 시달리던 인간이...\n자신의 손으로 목숨을 끊어 내는 비극.,It’s when a nightmare torments a human\nso much... that they take their own life.,91,,,,Main_Ch5,M5_L0090
1,25,91,main_door_open,Dot,Main,,face_sad,text,소중한 인간이 자살 외의 이유로도\n죽을 수 있다는 건 꿈에도 몰랐어.,But I had no idea you humans\ncould die for reasons beyond that.,92,,,,Main_Ch5,M5_L0091
1,25,92,main_door_open,Player,Main,,face_sad,text,죽음에 대한 극히 일부만을 알고 있었구나.,You only knew a fraction of what death is.,93,,,,Main_Ch5,M5_L0092
1,25,93,main_door_open,Dot,Main,,face_blink,text,....... 그래도 위안 삼을 수 있는 게 있다면.,....... But one thing consoles me.,94,,,,Main_Ch5,M5_L0093
1,25,94,main_door_open,Dot,Main,,,text,...... 너만은 이 척박한 심연으로부터 안전할 수\n있다는 것. 그러니 어서 나에게 확신을 줄래?,...... At least you’ll be safe from that\nbarren abyss. So will you reassure me?,95,,,,Main_Ch5,M5_L0094
1,25,95,main_door_open,Player,Main,,,text,응? 무슨 확신?,Of what?,96,,,,Main_Ch5,M5_L0095
1,25,96,main_door_open,Dot,Main,,face_blink,text,죽음이란 말이야.,Death...,97,,,,Main_Ch5,M5_L0096
1,25,97,main_door_open,Dot,Main,,,text,잘못 놓인 덫 하나가 한순간에\n목숨을 앗아가 버리는 것이지?,"It’s like a misplaced trap\nthat snaps away a life, right?",98,,,,Main_Ch5,M5_L0097
1,25,98,main_door_open,Dot,Main,,,text,그렇게 무작위 추첨으로 죽게 되는 불운한\n인간은... 대략 백 명 중 한 명 정도인 걸까?,So the human that draws the short end\nof the stick... is roughly one in a hundred?,99,,,,Main_Ch5,M5_L0098
1,25,99,main_door_open,Dot,Main,,,text,내가 똑똑히 세어 보았거든.\n그 파티에 있는 사람은 백 명 정도였고.,I made sure to count. There were\nmaybe a hundred people at the party.,100,,,,Main_Ch5,M5_L0099
1,25,100,main_door_open,Dot,Main,,face_eyeroll2,text,‘행운의 동전’이 뒤집은 운명은 오직 한 명뿐이었거든.,And only one’s fate was\nflipped by that lucky coin.,101,,,,Main_Ch5,M5_L0100
1,25,101,main_door_open,Dot,Main,,face_blink,text,"그러니 <nickname>, 너는, 너는... 절대 죽지 않는\n아흔아홉 명 중 한 명에 속하는 게 맞는 거지?",So <nickname>. You’re one of the\nninety-nine that will never die. Right?,102,,,,Main_Ch5,M5_L0101
1,25,102,main_door_open,Player,Main,,,text,"어? 잠깐만, 뭉치야.","Huh? Wait, Dot.",103,,,,Main_Ch5,M5_L0102
1,25,103,main_door_open,Player,Main,,,text,(뭔가를 단단히 오해하고 있는 것 같아...),(Oh no... Dot’s got it all wrong.),104,,,,Main_Ch5,M5_L0103
1,25,104,main_door_open,Player,Main,,,selection,죽음은 확률 게임 같은 게 아니야.|죽음은 불운한 복권 같은 게 아니야.,Death isn’t a game of straws.|Death isn’t a lottery of misfortune.,105|105,,,,Main_Ch5,M5_L0104
1,25,105,main_door_open,Dot,Main,,,text,뭐?,What?,106,,,,Main_Ch5,M5_L0105
1,25,106,main_door_open,Dot,Main,body_move,,text,그렇다면 인간의 죽음이란... 어떤 건데?,Then what is human death\nas you understand it?,107,,,,Main_Ch5,M5_L0106
1,25,107,main_door_open,Player,Main,body_default1,,selection,슬프지만... 모든 인간은 죽어.|죽음. 반드시 찾아오는 운명이지.,It’s sad... but all humans die.|Death. We’re fated for it.,108|108,,,,Main_Ch5,M5_L0107
1,25,108,main_door_open,Dot,Main,,,text,"손을 쓸 수 없는 사고를 당한다거나, 돌이킬 수\n없는 병에 걸린다거나, 단지 수명을 다한다거나.","Accidents, illnesses, or simply old age.",109,,,,Main_Ch5,M5_L0108
1,25,109,main_door_open,Dot,Main,,,text,방식은 다양하지만 우리는 모두 언젠가\n백골이 되어 땅에 스며들게 될 거야.,The causes vary. But eventually\nwe’ll all turn to dust six feet under.,110,,,,Main_Ch5,M5_L0109
1,25,110,main_door_open,Player,Main,,,selection,어떤 인간에게도 예외는 없어.|두렵지만... 나에게도 일어날 일이고.,"Of course, I’m no exception.|It’s scary... but so will I.",111|111,,,,Main_Ch5,M5_L0110
1,25,111,main_door_open,Dot,Main,,,text,뭐?,What?,112,,,,Main_Ch5,M5_L0111
1,25,112,main_door_open,Dot,Main,body_trembling,,text,...,...,113,,,,Main_Ch5,M5_L0112
1,25,113,main_door_open,Dot,Main,body_trembling,,text,......,...,114,,,,Main_Ch5,M5_L0113
1,25,114,main_door_open,Dot,Main,body_default1,,text,<nickname>.,<nickname>.,115,,,,Main_Ch5,M5_L0114
1,25,115,main_door_open,Dot,Main,body_default1,,text,정말이야?,Is this true?,116,,,,Main_Ch5,M5_L0115
1,25,116,main_door_open,Dot,Main,body_bounce,,text,"잘 생각해 봐. 그렇지는 않을걸? 죽음이 오늘의\n파티처럼, 그래, 암흑 왕의 축제라고 생각해 보자.","Think it over. It can’t be, right? Think of\ndeath as, say, a party in the underworld.",117,,,,Main_Ch5,M5_L0116
1,25,117,main_door_open,Dot,Main,body_default1,,text,너에게 주어진 면제권 같은 건 없어?,Can’t you be pardoned from it?,118,,,,Main_Ch5,M5_L0117
1,25,118,main_door_open,Player,Main,,,text,나는 운명에게 그 정도까지 특별 대우를 받는 사람은 아니야.,Fate won’t grant me that\nkind of special treatment.,119,,,,Main_Ch5,M5_L0118
1,25,119,main_door_open,Player,Main,body_default1,,text,"그저 너와 친구가 된, 몇십억 명 중 하나의 인간일 뿐인 걸.",I’m just another human being\nthat happens to be your friend.,120,,,,Main_Ch5,M5_L0119
1,25,120,main_door_open,Dot,Main,body_move,,text,거짓말이지?,You’re lying.,121,,,,Main_Ch5,M5_L0120
1,25,121,main_door_open,Player,Main,,,selection,"거짓말이면 좋겠어, 나도. 피할 길이 있었다면... |뭉치도 답을 알고 있잖아. 내 눈에 거짓이 없단 걸.",I wish I were. I wish there was a way out... |You can see it in my eyes. I’m not lying.,122|122,,,,Main_Ch5,M5_L0121
1,25,122,main_door_open,Dot,Main,body_trembling,face_squeeze,text,으으.,Ah.,123,,,,Main_Ch5,M5_L0122
1,25,123,main_door_open,Dot,Main,body_trembling,face_squeeze,text,으으... 미안해...,Ah... I’m sorry...,124,,,,Main_Ch5,M5_L0123
1,25,124,main_door_open,Dot,Main,body_default1,face_mad,text,하지만 받아들이기 힘들어.,But it’s hard to accept it.,125,,,,Main_Ch5,M5_L0124
1,25,125,main_door_open,Dot,Main,,face_mad,text,나의 사랑스러운 인간인 너마저\n죽음을 향해 걷는 존재였다니.,"Even you, my beloved human,\nare walking towards death.",126,,,,Main_Ch5,M5_L0125
1,25,126,main_door_open,Dot,Main,,face_mad,text,"죽음에 대한 공포에 사로잡힐 때면,\n너는 대체 어떻게 견딜 수 있었어?",How do you bear it when the\nhorror of death grips you?,127,,,,Main_Ch5,M5_L0126
1,25,127,main_door_open,Dot,Main,,face_mad,text,"지혜로운 네가 겪었을, 존재의\n불안에 대한 고통을 떠올리면...",The pain of existential terror\nmy wise friend must have suffered...,128,,,,Main_Ch5,M5_L0127
1,25,128,main_door_open,Player,Main,,face_squeeze,text,.......,.......,129,,,,Main_Ch5,M5_L0128
1,25,129,main_door_open,Player,Main,body_move,face_blink,text,한마디로 설명하긴 어렵지만... 우리가 계속 두려워하며 살아가진 않아.,"Well, it’s hard to put into words...\nbut we don’t live in constant fear.",130,,,,Main_Ch5,M5_L0129
1,25,130,main_door_open,Player,Main,,,text,"평상시에 죽음을 인지하지 않거나, 완전히 배제하고 살아갈 때가 많거든.",More often than not we just\ndon’t acknowledge death.,131,,,,Main_Ch5,M5_L0130
1,25,131,main_door_open,Player,Main,,,text,죽음을 항상 들여다보고 있으면...\n도무지 살아갈 수가 없을 테니까.,If we gazed into death all the time...\nlife would be intolerable.,132,,,,Main_Ch5,M5_L0131
1,25,132,main_door_open,Dot,Main,body_move,face_omg,text,"죽음은 삶과 대척되는 지점에서, 삶이었던 모든\n것을 끝내 거두어 버리는 포악한 ‘끝’이니까.",For death stands in opposition to life.\nA brutal <i>end</i> that takes away everything.,133,,,,Main_Ch5,M5_L0132
1,25,133,main_door_open,Player,Main,,,selection,"동의하는지는 모르겠지만... 일단은.|그래, 동의하지 않을 수가 없네.","I can’t say I agree... but sure.|Yes, that’s exactly it.",134|136,,,,Main_Ch5,M5_L0133
1,25,134,main_door_open,Player,Main,,face_blink,text,"다만 밤에 누워서 공상에 잠길 때나,\n누군가의 갑작스러운 사고 소식을 접했을 때라면...","Sometimes late at night when I’m thinking,\nor when I hear about an accident...",135,,,,Main_Ch5,M5_L0134
1,25,135,main_door_open,Player,Main,,,text,죽음에 대한 생각에 빠지기도 하지.,Then death scares me.\nIt terrifies me.,138,,,,Main_Ch5,M5_L0135
1,25,136,main_door_open,Player,Main,,face_blink,text,"특히 밤에 누워서 공상에 잠길 때나,\n누군가의 갑작스러운 사고 소식을 접했을 때라면...","Especially late at night when I’m thinking,\nor when I hear about an accident...",137,,,,Main_Ch5,M5_L0136
1,25,137,main_door_open,Player,Main,,,text,죽음에 대한 생각에 빠지기도 하지.,That gets me thinking about death.,138,,,,Main_Ch5,M5_L0137
1,25,138,main_door_open,Player,Main,,face_eyeroll3,text,실은...,And the thing is...,139,,,,Main_Ch5,M5_L0138
1,25,139,main_door_open,Player,Main,,face_eyeroll3_stay,selection,언젠가 죽게 될 거란 사실이 무섭고 끔찍해.|난 죽음이 하나도 무섭지 않다?,The thought of death terrifies me.|I’m not afraid of death. Not at all.,140|144,,,,Main_Ch5,M5_L0139
1,25,140,main_door_open,Player,Main,,face_eyeroll3_stay,selection,죽음의 공포가 찾아오면 뜬눈으로 얼어붙기도 하지.|죽음의 개념에 익숙해지면서 그 공포가 완화되었을 뿐.,Sometimes that fear paralyzes me.|I’ve grown used to the concept.,141|143,,,,Main_Ch5,M5_L0140
1,25,141,main_door_open,Player,Main,,face_omg,text,"죽어 있다는 감각은 무엇일지 상상할 수조차 없잖아. 아니, 감각조차 하지 못하는 상태에 있다는 건 뭘까?","I can’t imagine what it would feel like. Or rather, what it would feel like <i>not</i> to feel.",142,,,,Main_Ch5,M5_L0141
1,25,142,main_door_open,Player,Main,,face_omg,text,얼마나 까마득할까?,How unfathomable it must be.,147,,,,Main_Ch5,M5_L0142
1,25,143,main_door_open,Player,Main,,face_omg,text,"하지만 여전히 그 아득함을 가늠해 보려 할 때마다 숨이 멈칫해.\n아무리 어른일지라도, ‘인간’이라면 다 비슷할 거야.","When I try to contemplate it my breath stops. Guess\nit’s a human thing, regardless of how old you are.",147,,,,Main_Ch5,M5_L0143
1,25,144,main_door_open,Player,Main,,face_eyeroll3_stay,selection,죽음은 미지의 영역이잖아. 마치 여행처럼 느껴질 것 같아.|죽으면 모든 고통도 끝나는 거잖아. 평화로운 잠처럼 말이야.,Death is a mystery. What an adventure it must be.|Death means no more pain. Like falling asleep.,145|145,,,,Main_Ch5,M5_L0144
1,25,145,main_door_open,Player,Main,,face_eyeroll3_stay,text,하지만 어쩌면... 나 역시도 죽게 되는 그 순간만큼은\n본능적인 두려움에 휩싸일지도 모르지.,"But I guess... on my death bed,\nthe fear might catch up with me.",146,,,,Main_Ch5,M5_L0145
1,25,146,main_door_open,Player,Main,,face_omg,text,한 번도 경험해 보지 못한 ‘무’로\n내딛는 첫 발걸음일 테니까.,"It will be the first step into a space of\n“nothingness,” one I’ve never experienced.",147,,,,Main_Ch5,M5_L0146
