Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
S14_L0063,...... must die in endless solitude.,...... 끝없는 고독 속에서 죽어 가겠지.
S14_L0064,......,......
S14_L0065,"You’re right. The laws of the universe are\nirrational and harsh and merciless,",맞아. 우주의 법칙은 사실 아주\n부조리하고 가차없고 무자비해서
S14_L0066,so the stars there won’t be able\nto run from void and silence.,그곳의 별들은 공허와 침묵으로부터\n도망칠 수 없을 거야.
S14_L0067,Only death will set them free.,소멸되어서야 해방될 수 있을 거야.
S14_L0068,"Eter, nal pain.",영. 원한 고통.
S14_L0069,"They say nothing lasts forever, but.",세상에 영원한 건 없다지만.
S14_L0070,But in their small small world\nit must feel like an eternity.,그들의 작디작은 세상에서만큼은\n영원과 같은걸.
S14_L0071,...... I don’t like the ending of this scenario.,...... 이 시나리오의 결말은\n마음에 들지 않아.
S14_L0072,(And now Dot has melted.),(그리고 뭉치가 녹아 버렸어.)
S14_L0073,(What to do.),(이제 어쩌지.)
S14_L0074,"<nickname>, hello. You’re here.","<nickname>, 안녕. 왔구나."
S14_L0075,I was yet again being reminded\nof the violence my black contains.,오늘은 나의 검정이 가진\n폭력성을 어김없이 확인당했어.
S14_L0076,"My body devoured a rainbow,\none reflected on the floor.",내 몸이 바닥에 내려앉은\n무지개를 잡아먹고 있었거든.
S14_L0077,"Once touched by the black of filth,\neven a rainbow of beautiful Earth...","폐기물의 검정은, 아름다운\n지구의 무지개마저......"
S14_L0078,"Oh, Dot! That’s what was eating at you.","저런, 뭉치야! 그런\n생각을 하고 있었구나."
S14_L0079,"Well, you don’t have\nto be sad. Because...","음, 하지만 슬퍼하지 않아도\n된다고 생각해. 왜냐하면......"
S14_L0080,"that’s just science, not violence.|the colors must have burrowed into you!","그건 과학적 현상이지, 폭력이 아니거든.|색들은 네 품에 안겨드는 중이었을 거야!"
S14_L0081,"In science, black is the absence of\nlight, when all color is absorbed.",과학적으로 검정은 빛의 부재.\n모든 색들이 흡수된 상태지.
S14_L0082,So your black didn’t absorb the\nrainbow because it’s the wrong sort.,그러니까 무지개를 흡수한 건 네\n검정이 ‘나쁜’ 검정이기 때문이 아니야.
S14_L0083,"It’s just one of its many\ntraits, so don’t worry.","검정이 가진 자연스러운 특성 중\n하나일 뿐이니까, 안심해도 돼."
S14_L0084,......,......
S14_L0085,Are you saying all shades of\nblack on Earth are like that?,지구의 모든 검정들이\n전부 그렇다는 거야?
S14_L0086,"Yes, that’s what makes them black.","응, 그게 검정이 검정인 이유니까."
S14_L0087,"The black of the cat I no longer\nresent, the crow, and even the Dark?","내가 더는 미워하지 않게 된 흑묘의 검정,\n까마귀의 검정, 암흑의 검정 모두 마찬가지야?"
S14_L0088,"Yes, it’s the same principle.","응, 같은 원리지."
S14_L0089,......,......
S14_L0090,What an enormous relief. That this\nis a mere scientific phenomenon.,그렇다면 천만다행이잖아.\n‘그냥’ 과학적 현상.
S14_L0091,"A mere phenomenon. Indeed, indeed.","그냥 과학적 현상. 그럼, 그럼."
S14_L0092,I feel much better. You’re certain it’s not\nthe black of dream filth rearing its ugly head?,마음이 한결 편안해. 정말 꿈 폐기물의\n검정이 패악을 부리는 게 아니었단 말이지?
S14_L0093,"Yes, I keep telling you.","응, 정말이라니까."
S14_L0094,Light and color on Earth are shaped\nby a most miraculous system.,지구의 빛과 색은 정말 신묘한\n체계로 조형되어 있구나.
S14_L0095,"Thank you for sharing your\nscientific knowledge, <nickname>!","너의 과학적 지식을 나누어\n주어 고마워, <nickname>!"
S14_L0096,"Now that I think, I’m sure the light was\nbeing logically absorbed into the black.","다시 생각해 보니, 정말 평이하고 타당하게\n빛이 검정색에 흡수되고 있었던 것 같아."
S14_L0097,"Oh, what a relief! This isn’t\na terrible scene of slaughter!","세상에, 다행이야! 끔찍한\n살육 현장이 아니었던 거야!"
S14_L0098,"You said it seemed like your black\nwas ‘devouring’ light and color,",뭉치는 검정이 빛과 색을\n‘잡아먹는’ 것 같다고 생각했지만
S14_L0099,but I don’t think so. The rainbow was\nprobably snuggling in your black.,내 의견은 달라. 아마 무지개는 너의 검정에게\n포근하게 안겨들고 있었을 거야.
S14_L0100,A rainbow's day seems as if it’d\nbe full of mystery and loveliness.,무지개의 낮은 신비롭고 사랑스러워.
S14_L0101,But...... don’t you think\nit might be also tiring?,하지만...... 한편으로는\n피곤할 것 같지 않아?
S14_L0102,"The world of light and color is one\naffected by refraction and reflection,",빛과 색의 세계는 무수한\n굴절과 난반사로 인해
S14_L0103,"and can become extremely hot and prickly.\nYou know what that feels like, right?",아주 뜨겁고 따가워지는 공간이기도\n하거든. 뭉치도 그 따가움을 잘 알지?
S14_L0104,"Yes, I’ve melted under the light of\nday more times than I can count!","응, 한낮의 햇살 아래서\n녹아내렸던 적이 수도 없지!"
S14_L0105,You’ve presented a black shelter to\nthe rainbow that’s longed for a break.,"휴식을 꿈꾸던 무지개에게, 넌 쉴 수\n있는 검정색 안식처를 내어 준 거야."
S14_L0106,......!,......!
S14_L0107,My fear of black filth,검은 폐기물에 대한 두려움 때문에
S14_L0108,almost distorted the rainbow’s\nrespite into a scene of slaughter.,무지개의 평화로운 휴식 시간을\n끔찍한 살육 현장으로 곡해할 뻔했어.
S14_L0109,"Thank you for your warm\npoint of view, <nickname>.","따스한 시선을 건네\n주어 고마워, <nickname>."
S14_L0110,"Now that I think, I’m sure the\nrainbow was relaxing inside me.","다시 생각해 보니, 정말 무지개가 내\n안에서 휴식하고 있었던 것 같아."
S14_L0111,If it ever returns... I’ll be on my tiptoes.\nSo the rainbow can nap in peace!,다시 나를 찾아온다면... 그때는 조심조심 걸어 다닐래.\n무지개의 평화로운 낮잠을 지켜 줄 거야!
S14_L0112,"Dot, are you resting well?","뭉치, 잘 휴식하고 있었어?"
S14_L0113,Yes. I’m especially fond of this room today.\nA cradle for my myriad thoughts and feelings.,"응, 오늘따라 이 방이 애틋해. 무수한\n생각과 마음이 태어나 고이는 요람."
S14_L0114,"<nickname>, you know what?\nPaint has a peculiar quality.","<nickname>, 그것 알아? ‘물감’은\n참 신기한 습성을 가졌어."
S14_L0115,"You daub paint of varying colors on a canvas,","도화지 위에서 서로 다른\n물감들을 치덕거리다 보면,"
S14_L0116,"and they form patterns of chaos,\nor combine to assume rare hues.","그들은 혼돈의 무늬를 이루기도, 결합되어\n묘한 색채를 띠게 되기도 하지."
S14_L0117,"Two things, seemingly destined to forever\nskate by each other, blend and mix.","영영 미끄러져 지나갈 것만 같던 둘이\n마주한 채 과감히 물들거나 뒤섞인다는 사실,"
S14_L0118,......,......
S14_L0119,That is precious yet strange.,...... 그 사실은 귀중하고도 기이해.
S14_L0120,And is strange... yet precious.,그리고 기이한 동시에 귀중해.
S14_L0121,"An obvious fact, but it feels somewhat\nnovel in your language, Dot.","당연한 사실이지만, 뭉치의 언어를\n통해 들으니 색다르게 느껴지네."
S14_L0122,Hehe. Really?,헤헤. 정말?
S14_L0123,"Mm, if you ever get a chance, please sit still\nand watch paint blend with one another.","으음, 언젠가 기회가 된다면\n물감이 섞이는 걸 가만 바라봐 줘."
S14_L0124,"On water, on paper, on a palette... Wherever.","물에서, 종이 위에서,\n팔레트 위에서... 어디든 좋아."
S14_L0125,It resembles the stain we\nunintentionally leave each other.,그 모양새는 우리가 서로에게 의도치\n않게 남기는 얼룩을 닮아 있거든.
S14_L0126,"Like paper towels clumped up with paint,",우리는 덕지덕지 물감\n묻은 휴지 조각처럼
S14_L0127,"we are born clean and pure\nbut become filthy in time,","백지로 태어났지만 모르는\n새에 점차 너저분해지고,"
S14_L0128,"and end up enfolded by so many globs of\ncolor, becoming an unnameable color-blob.",수많은 색을 덕지덕지 둘러 영영 이름도\n모를 것만 같은 색-덩어리가 돼.
S14_L0129,"Your canvas becomes mottled with the colors of\nall who brushed past, touched, and lingered.","너의 도화지는 스쳤던, 닿았던, 머물렀던\n모든 이들의 색으로 얼룩덜룩해져 가는 거야."
S14_L0130,"...... Brushed past, touched, lingered.","...... 스쳤던, 닿았던, 머물렀던."
S14_L0131,"My canvas must be mottled with every person\nthat changed me, in ways big and small.","나의 도화지 역시 나에게 크고 작은 영향을\n주었던 수많은 타인들로 얼룩져 있고,"
S14_L0132,And theirs too must be speckled\nwith drops of my paint... Right?,그 수많은 타인에게도 내 물감 방울의\n일부가 드문드문 묻어 있겠지?
S14_L0133,... How odd it makes me feel.|How warm it makes me feel.,... 기묘한 기분이야.|마음이 따뜻해지는걸.
S14_L0134,"Of course. And, although very rare, when\nyou encounter those special beings","그럼. 그리고 아주 드물게, 누군가의 색채로\n물들고 싶어지는 귀한 만남들이 찾아올 때"
S14_L0135,"whose color you want to bleed into, take\nthe courage to jump into their unique color.",그럴 땐 용기를 내어\n그만의 색채로 뛰어들고
S14_L0136,All you have to do is readily lend them a\ncorner of your canvas for them to smear.,"아주 기꺼이, 부벼댈 도화지\n한 켠을 내밀어 주면 될 뿐이야."
S14_L0137,"Like how my canvas is now colorful with\nthe colors of Earth and you, <nickname>.",나의 도화지가 <nickname>과 지구의\n색들로 잔뜩 알록달록해진 것처럼 말이야.
S14_L0138,"Yeah, your watercolor heart comes to mind.","응, 뭉치의 수채화 심장이 떠오르는걸."
S14_L0139,"<nickname>, what kind of stain will I leave?","<nickname>, 난 어떤 얼룩을 남기게 될까?"
S14_L0140,"In this space and time. And,\n<nickname>, on your canvas.","내가 머물던 이 시간과 공간에.\n그리고 <nickname>, 너의 도화지에."
S14_L0141,...... The stain will probably\nbe black. Or will it?,그 얼룩은 아마도 검은색.\n검은색이려나?
S14_L0142,I’d be lying if I were\ncompletely happy about it.,온전히 기쁘다면 거짓말이겠지만.
S14_L0143,But somehow a stain that’s not\nblack won’t feel like <i>my</i> stain.,검지 않은 얼룩은 ‘나의’\n얼룩이 아닐 것만 같거든.
