Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
S13_L0028,"My battery is low and it's getting dark.”
It's getting dark...
It's getting dark.
They say sunsets on Mars are blue.
Before darkness settled on its eyelids\none last time, in that brief eternity,
Did it dream in blue?
Was Earth in its dreams?
...
I was sitting by the window yesterday. Some\npassersby were acting strange, though.
How so?
They put their hands together.\nIntertwined them, even.
Ah, you saw peoople holding hands. Lovers\ndo it, families do it... Anyone can, really.
Hold hands. Hold hands.\nDo you hold hands too?
Yes, if I'm close to someone.
How does it feel?
It's sweet and thrilling.|It makes me feel safe.
My heart starts beating to the\ndistant rhythm of love songs.
Side by side, two companions\nwalking in tandem.
It's fascinating how holding hands\ncan make your heart beat faster.
A heart that races with\nfeelings for someone...
Isn't the heart a critical organ for humans?\nWon't it be dangerous? What if it explodes?
I can't imagine. My heart is just a mushy\nglob that happens to beat regularly.
Your heart turns into a rainbow of colors too,\nremember? Like how watercolor paints paper.
I'm sure you're the only one\non Earth with a heart like that.
And what's really important is that\nour hearts follow our emotions.
A heart that follows emotions...
A heart that follows emotions to\nboldly change color or rhythm.
Does that mean my heart... can\nalso be that kind and brave?
It's a comfy, warm, and soft feeling.
My breathing calms, as if I'm\nfalling asleep to a lullaby.
It's fascinating how holding\nhands can do that.
Breathing that slowly calms from\ntouching someone you care for...
I think I can understand.
I feel a similar sense of\npeace when you stroke me.
Holding hands, hugging, stroking.\nThey're all expressions of affection.
Affection may not be special,\nsince we all exchange it.
But that's exactly why it <i>is</i> special.
How warm it feels that\nall life can give affection.
...Could I give affection to\nsomebody with these hands?
Could I give them peace?
With these small, sticky hands...
Red, Red. You're watching, aren't you?
How can I tell? Well....
Sometimes I can feel you tapping into my flat eyeballs.
I feel a warmth somewhere inside me, as faint as kitten whiskers.
.... Warm. Even now.
You know, Red. Humans sometimes write letters knowing they won't get one back.
And label them in many different ways.
A poem, a journal entry, an earnest prayer.
I cherish all those fruitless attempts and imitate them.
This—talking to you, all the way on the other side of the Moon—is something like that.
What do you think of my journey?
What was it like to gaze at humans from down there?
What were you expecting, and what were you disappointed by?
Did you ooh and aah at every encounter, and etch them under the sea of the Moon?
I know Edison will have.
If we ever meet again under the order of the universe, make sure you tell me all about it.
Oh, and something I've always meant to tell you since I was a black lump of goo.
Thank you for not giving up on me.
I recognized you the moment you recognized me.
Like you did with your human kid...
That you would be an unending flame to me as well.
Are you having trouble falling asleep?
How come you aren't going to sleep?
<nickname>, on one hand I\nhoped you'd stay awake with me
and share your thoughts throughout the night.
But not anymore. I know now how\nmuch humans need their rest.
I'd prefer you have a good night's sleep.
And if you don't dream, it will\ntrouble the Moon Beings too!
Huh?
A generously prepared gift needs to be received by someone.
So take your well-wrapped, squeaky-clean dream with grace, please.
(Now I know who to blame for nightmares.)|(Now I know to cherish my dreams.)
Alright, I'll try. But what do I do\nwhen I still can't fall asleep?
Hm... Hm... Hm Hm Hm.
<nickname>. Then I'll elongate my body to cover the window,
becoming a blackout curtain of sorts just for you. How's that?
(The Dot-out curtain...)
You'll drip. Won't it be sticky?|The window is too big, your body'll rip...
Hm... Will it?
Hm...! I guess it will.
......
Then I'll embrace my regret and stroke you with all my heart.
I won't let a speck of light touch a single strand of your snoozing hair.
With all my heart.
With all your heart?
Yes. That's how I\nwant to protect you.
I wish the blackest blackout\ncurtain would cover you.
So that... A comfortable scene of you and I can be drawn before us.
Now close your eyes, <nickname>.
",“배터리가 부족하군요. 점점 어두워져요.”
S13_L0029,It’s getting dark...,점점 어두워져요....
S13_L0030,It’s getting dark.,점점 어두워져요.
S13_L0031,They say sunsets on Mars are blue.,화성에서의 석양은 푸른색이래.
S13_L0032,"Before darkness settled on its eyelids\none last time, in that brief eternity,","마지막 어둠이 그의 눈꺼풀에 내려앉기\n직전, 그 영원 같을 찰나 사이에,"
S13_L0033,Did it dream in blue?,그는 푸르른 꿈을 꿨을까?
S13_L0034,Was Earth in its dreams?,... 그 속엔 지구도 있었을까?
S13_L0035,...,...
S13_L0036,"I was sitting by the window yesterday. Some\npassersby were acting strange, though.",어제는 창가에 앉아 있었어. 그런데\n지나가는 몇몇 행인들이 수상한 거야.
S13_L0037,How so?,어떤 점에서?
S13_L0038,"They put their hands together.\nIntertwined them, even.",손을 '맞잡고' 있었어.\n깍지를 껴잡기도 하며.
S13_L0039,"Ah, you saw people holding hands. Lovers\ndo it, families do it... Anyone can, really.","아, 손잡는 사람들을 봤구나! 연인도, 가족도...\n정말 누구나 서로의 손을 잡을 수 있지."
S13_L0040,Hold hands. Hold hands.\nDo you hold hands too?,손잡다. 손잡다. 너도\n누군가와 '손을 잡아'?
S13_L0041,"Yes, if I’m close to someone.","응, 가까운 사람과는 손을 잡지."
S13_L0042,How does it feel?,그건 무슨 감각이야?
S13_L0043,It’s sweet and thrilling.|It makes me feel safe.,가슴 뛰고 설레는 일이야.|안정감이 들어.
S13_L0044,My heart starts beating to the\ndistant rhythm of love songs.,"어렴풋이 들리는 사랑 노래의\n리듬에 맞춰 심장이 뛰기 시작하고,"
S13_L0045,"Side by side, two companions\nwalking in tandem.",우리는 나란히 선 채 손을\n꼭 잡고 발 맞춰 걷는 거야.
S13_L0046,It’s fascinating how holding hands\ncan make your heart beat faster.,손을 맞잡는 행위로 심장이 더욱\n빨리 뛸 수 있다는 게 신기해.
S13_L0047,A heart that races with\nfeelings for someone...,설레이는 마음을 품고\n더욱 빨라지는 심장....
S13_L0048,Isn’t the heart a critical organ for humans?\nWon’t it be dangerous? What if it explodes?,인간에게도 심장은 주요한 생명 유지 장기\n아니야? 위험하지 않아? 터지면 어떡해?
S13_L0049,I can’t imagine. My heart is just a mushy\nglob that happens to beat regularly.,상상이 안 가는 걸. 내 심장은 그저\n규칙적으로 박동하는 물컹한 구체일 뿐인데.
S13_L0050,"Your heart turns into a rainbow of colors too,\nremember? Like how watercolor paints paper.",네 심장도 다채로운 색채로 물들잖아.\n수채화 물감이 종이 위에 스미듯 말이야.
S13_L0051,I’m sure you’re the only one\non Earth with a heart like that.,지구에 그런 심장을 가진\n건 네가 유일할 거야.
S13_L0052,And what’s really important is that\nour hearts follow our emotions.,"그리고 중요한 건, 우리의 심장이\n우리의 감정을 따른다는 사실이 아닐까?"
S13_L0053,A heart that follows emotions...,감정을 따르는 심장....
S13_L0054,A heart that follows emotions to\nboldly change color or rhythm.,연약한 심장조차 감정을 따라\n과감히 박동하거나 물든다니.
S13_L0055,Does that mean my heart... can\nalso be that kind and brave?,나의 심장 역시... 그렇게 다정하고 대담하단 걸까?
S13_L0056,"It’s a comfy, warm, and soft feeling.","편안하고, 따스하고,\n부드러운 감각이야."
S13_L0057,"My breathing calms, as if I’m\nfalling asleep to a lullaby.","호흡이 진정되기도 하지, 편안한 집에\n누워 자장가를 듣고 있는 것처럼."
S13_L0058,It’s fascinating how holding\nhands can do that.,손을 맞잡는 게 그런 효과를\n낼 수 있다는 게 신기해.
S13_L0059,Breathing that slowly calms from\ntouching someone you care for...,좋아하는 사람과 닿으면\n차차 안정되는 숨결....
S13_L0060,I think I can understand.,어렴풋이 이해될 것 같기도 하지.
S13_L0061,I feel a similar sense of\npeace when you stroke me.,네가 날 쓰다듬어 줄 때에도\n비슷한 평화를 느끼거든.
S13_L0062,"Holding hands, hugging, stroking.\nThey’re all expressions of affection.","손을 잡고, 안아 주고, 쓰다듬는 모든\n행위들은 애정을 표현하는 수단이니까."
S13_L0063,"Affection may not be special,\nsince we all exchange it.","손을 잡고, 안아 주고, 쓰다듬는 모든\n행위들은 애정을 표현하는 수단이니까."
S13_L0064,But that’s exactly why it <i>is</i> special.,그렇기에 아주 특별해지기도 해.
S13_L0065,Because we all exchange affection.\nDoesn’t it warm your heart?,"손을 잡고, 안아 주고, 쓰다듬는 모든\n행위들은 애정을 표현하는 수단이니까."
S13_L0066,...Could I give affection to\nsomebody with these hands?,.... 나도 이 손으로 누군가에게\n애정을 줄 수 있을까?
S13_L0067,Could I give them peace?,평화를 느끼게 할 수 있을까?
S13_L0068,"With these small, sticky hands...",이 작고 끈끈한 손으로....
S13_L0069,"Red, Red. You’re watching, aren’t you?","레드, 레드. 보고 있지?"
S13_L0070,How can I tell? Well...,어떻게 알았냐고? 사실은....
S13_L0071,Sometimes I feel you\ntapping into my flat eyeballs.,레드가 내 납작한 눈알과 이어지는 순간을 이따금 느낄 수 있어.
S13_L0072,"I feel a warmth within me,\nfaint as whiskers on kittens.",몸 속 어딘가에서 고양이 수염만큼 미세한 온기가 느껴지거든.
S13_L0073,... Warm. Even now.,.... 따뜻해. 지금도.
S13_L0074,"You know, Red. Humans sometimes write\nletters knowing they won’t get one back.","있지, 레드. 인간들은 종종 답장이 오지 않을 걸 알면서도 편지를 써."
S13_L0075,And label them in many different ways.,그리고는 다양한 이름을 붙이지.
S13_L0076,"A poem, a journal entry, an earnest prayer.","한 편의 시, 오늘의 일기, 간절한 기도."
S13_L0077,I cherish all those fruitless\nattempts and imitate them.,난 그 모든 덧없는 일들을 간직하며 모방해.
S13_L0078,"This—talking to you, all the way on the\nother side of the Moon—is something like that.",지금 내가 달 뒤편 레드에게 말을 거는 것도 그런 종류야.
S13_L0079,What do you think of my journey?,네가 본 '나'의 여정은 어땠어?
S13_L0080,What was it like to gaze at\nhumans from down there?,생에 처음 아래로부터 바라본 인간들은 어땠어?
S13_L0081,"What were you expecting, and\nwhat were you disappointed by?",무엇을 기대하고 무엇에 실망했어?
S13_L0082,"Did you ooh and aah at every encounter,\nand etch them under the sea of the Moon?",어쩌면 하나하나 감탄하며 달의 바다 밑에 새겨 놓았을까?
S13_L0083,I know Edison will have.,에디슨이라면 분명 그랬을지도.
S13_L0084,"If we ever meet again under the order of\nthe universe, make sure you tell me all about it.",언젠가 우리가 우주의 질서 아래서 다시 만나게 된다면 잊지 말고 알려줘.
S13_L0085,"Oh, and something I’ve always meant to\ntell you since I was a black lump of goo.","아, 그저 검은 점액 뭉치였을 때부터 하고 싶었던 말이 있어."
S13_L0086,Thank you for not giving up on me.,포기하지 않아줘서 고마워.
S13_L0087,I recognized you the\nmoment you recognized me.,네가 나를 알아본 순간 나도 널 알아봤어.
S13_L0088,Like you did with your human kid...,네가 그 소년에게 그랬던 것처럼....
S13_L0089,I knew you would be an\nunending flame to me as well.,내게도 결코 꺼지지 않는 불꽃이 될 것임을.
S13_L0090,Do you have days when you\ncan’t seem to fall asleep?,유독 잠이 잘 오지 않는 날들이 있어?
S13_L0091,If you do... I have something\nto say to you.,있다면... 잠들지 못하는 너에게 해 주고 싶은 말이 있어.
S13_L0092,There were days I hoped\nyou’d stay awake with me,"<nickname>, 네가 나와 같이 긴 밤을 잠들지 않고 보내며"
S13_L0093,and share your thoughts\nthroughout the night.,"많은 시간과 생각을 공유해 주길 꿈꾸는 마음도 분명 있었지만,"
S13_L0094,But not anymore. I know now how\nmuch humans need their rest.,그래도 이젠 아니야. 인간에게 양질의\n수면이 중요하다는 걸 알게 됐거든.
S13_L0095,I’d prefer you have a good night’s sleep.,"욕심을 내기보다는 <nickname>, 나는 네가 푹 잠들면 좋겠어."
S13_L0096,"And if you don’t dream, it will\ntrouble the Moon Beings too!","그리고, 네가 꿈을 꾸지 못하면 달의 이들도 곤란해!"
S13_L0097,Huh?,응?
S13_L0098,A generously prepared gift needs\nto be received by someone.,공들여 준비한 선물은 받아 줄 사람이 필요한 법이거든.
S13_L0099,"So take your well-wrapped,\nsqueaky-clean dream with grace, please.",달빛에 비추어 가며 깨끗이 닦아 포장한 너의 꿈을 달게 받아 주길 바라.
S13_L0100,(Now I know who to blame for nightmares.)|(Now I know to cherish my dreams.),(악몽을 꾼 날에는 직원들을 탓하면 되겠어.)|(꿈을 더욱 소중히 여겨야겠어.)
S13_L0101,"Alright, I’ll try. But what do I do\nwhen I still can’t fall asleep?","응, 그래 볼게. 하지만 그럼에도 잠이 오지 않을 때는 어쩌면 좋을까?"
S13_L0102,Hm... Hm... Hm Hm Hm.,음... 음... 음음음.
S13_L0103,"<nickname>. Then I’ll elongate my\nbody to cover the window,","<nickname>. 그럼 그런 날엔, 내가 몸을 늘이고 덮어서"
S13_L0104,becoming a blackout curtain of sorts\njust for you. How’s that?,너에게 하나의 암막 커튼이 되어 주는 건 어때?
S13_L0105,(The Dot-out curtain...),(납작해진 커튼 뭉치라....)
S13_L0106,"You’ll drip. Won’t it be sticky?|The window is too big, your body’ll rip...",흐를 테지. 끈적하지 않을까?|창문이 커서 네 몸이 찢어질 거야....
S13_L0107,Hm... Will it?,음... 그런가?
S13_L0108,Hm...! I guess it will.,음...! 그렇지도.
S13_L0109,......,.......
S13_L0110,Then I’ll embrace my regret and\nstroke you with all my heart.,그렇다면 나는 아쉬움을 그러안고 너를 온 마음으로 쓰다듬어 줄 거야.
S13_L0111,I won’t let a speck of light touch a single\nstrand of your snoozing hair.,창틀 새로 삐져나오는 빛먼지 한 톨도 네게 닿지 못하게 할래.
S13_L0112,With all my heart.,마음으로.
S13_L0113,With all your heart?,마음으로?
S13_L0114,Yes. That’s how I\nwant to protect you.,응. 그렇게 내가 너를 지켜주고 싶어.
S13_L0115,I wish the blackest blackout\ncurtain would cover you.,가장 새카만 암막 커튼이 너를 덮어 주길 바라.
S13_L0116,So that... A comfortable scene of you\nand I can be drawn before us.,그러니까... 나와 너의 안정된 풍경을 허공에 덧그릴 수 있도록
S13_L0117,"Now close your eyes, <nickname>.","이제 눈을 감아, <nickname>."
