Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
M13_L0069,That thought will be\nthe most important key.,그런 마음이 가장 중요한 열쇠가 될 거야.
M13_L0070,Remember? The day I tried to leave you.,기억 나? 내가 너에게서 떠나려고 했던 날.
M13_L0071,"Of course! It’s impossible to forget.|Huh, I think I remember it?",물론이지! 잊을 수 없어.|그러고 보니 그런 날도 있었지.
M13_L0072,"If you hadn’t shared your kind intentions,","그때 네가 다정한 마음을 공유해 주지 않았더라면,"
M13_L0073,"or I hadn’t been ready to absorb your words back then,","혹은 내가 너의 말을 흡수할\n준비가 되지 않았더라면,"
M13_L0074,"and so we gave up on coexisting in this room, what do you think would’ve happened?",그래서 결국 우리가 이 방에서\n공존하기를 포기했다면 어땠을까?
M13_L0075,Hm… Well.,음… 글쎄.
M13_L0076,"I think I’d be sad, even now.|Perhaps we’d have gone our separate ways without much turmoil.",지금까지도 슬퍼하고 있지 않을까?|생각보다 덤덤하게 각자의 길로 걸어갔을 수도 있어.
M13_L0077,It would’ve been the same with me. I’d be sad all day and stick and drip everywhere.,나도 마찬가지야. 온종일 슬퍼하며\n아무 곳에서 늘어 붙어 있었을지도 몰라.
M13_L0078,"Indeed, I did well not to leave!",역시 떠나지 않길 잘했어!
M13_L0079,I’m glad I could be beside you until the ‘end.’,너와 ‘끝’까지 함께 할 수 있어서 다행이야.
M13_L0080,"Yes, we may be sad for awhile, but sadness doesn’t last forever. So you’re right.","그래, 슬프지만 슬픔은 영원하지 않으니 맞는 말이야."
M13_L0081,"Perhaps I would’ve made a new friend, a fearsome monster living in the sewers.",어쩌면 난 하수구에 살고 있는 무시무시한\n괴물 친구를 새로 사귀었을지도 몰라.
M13_L0082,But it would’ve been difficult to feel more affection towards him than towards you.,하지만 그를 너보다 소중히 여기기는 어려웠겠지.
M13_L0083,I’m glad I could be beside you until the ‘end.’,너와 ‘끝’까지 함께 할 수 있어서 다행이야.
M13_L0084,Me too.,나도 마찬가지야.
M13_L0085,"Mm, I want to be careful bringing up this subject but… there was ‘the incident’ as well.","으음, 말하기 조심스럽지만… ‘그 일’도 있었지."
M13_L0086,What incident?,어떤 일?
M13_L0087,"When I, to your—albeit dusty—only mold friend…","내가 너의, 비록 퀴퀴하지만\n하나 뿐인 곰팡이 친구를 그만…."
M13_L0088,…That’s enough for me to understand.,…거기까지만 말해도 충분해.
M13_L0089,"Yes. Although I didn’t mean to, I still feel sorry about that.","응. 어쩔 수 없었다고 해도,\n여전히 미안하게 생각하고 있어."
M13_L0090,"I understand. The more we try to reach each other’s profound levels,","이해해. 우리가 함께하며 서로의\n깊은 부분에 다다르려 애쓸수록,"
M13_L0091,it becomes inevitable that we hurt each other or make mistakes.,필연적으로 서로에게 실수를\n저지르거나 서로를 상처 주게 되니까.
M13_L0092,"I didn’t know then, but we were in the process of ‘imprinting’ on each other!","그때는 몰랐지만, 우리는 서로에게\n‘각인’되는 과정에 있었던 거야!"
M13_L0093,Imprinting?,각인되는 과정?
M13_L0094,Yes.,응. 언젠가 과거를 더듬어 보면 손끝에 걸리게 되는 것.
M13_L0095,,그렇게 돌이킬 수 없는 시간\n속에 형태가 남아 있게 되는 것.
M13_L0096,,"서로의 존재가 남긴 상처도, 애정도. 모든\n것들이 그 자리에 잔잔히 머무르는 거야."
M13_L0097,,"각인되었다는 사실 자체를 바꿀 수는 없어. 우리의\n시간은 유한하고, 변함없이 앞으로만 흐르니까."
M13_L0098,,하지만 어떤 모양으로 각인할지는 선택할 수 있지.
M13_L0099,,각인이라. 멋진 생각이야.|의미를 부여하는 건 나라는 거지?
M13_L0100,,홀로 사색에 잠기다 보면 종종\n멋진 생각이 떠오르기도 해.
M13_L0101,,"남겨진 일에 색채를, 모양을, 의미를\n덧씌우는 건 스스로의 몫이라는 생각."
M13_L0102,,"응. 남겨진 일에 색채를, 모양을, 의미를\n덧씌우는 건 스스로의 몫이 아닐까?"
M13_L0103,,"그러니 <nickname>, 네게\n각인된 나를 마음껏 기억해 줘."
M13_L0104,,"너의 창가에 머무른 달빛을 쓰다듬는\n방식으로, 의미를 부여해 줘."
M13_L0105,,응. 약속할게.
M13_L0106,,고마워.
M13_L0107,,…… 기억된다는 건 벅찬 일이구나.
M13_L0108,,내 삶은 찰나였고 오래 슬펐지만\n갖가지 색채로 가득 차 있었어.
M13_L0109,,꿈이 될 결심을 하지 않았더라면 몰랐을 거야.
M13_L0110,,그렇게 느꼈다니 다행이야.
M13_L0111,,나도 너의 빛나는 삶 속에 존재할 수 있어서 기뻐.
M13_L0112,,"꿈이 되면 나의 존재는 사라지지만, 나와\n함께한 기억은 너에게 남아 있을 거야."
M13_L0113,,"어느 훗날, 우리가 나눴던 투명한 교류가\n너의 소중한 조개껍데기가 되기를 바라."
M13_L0114,,문득 돌아보면 언제든 어루만질 수 있는 온기가 되어 주길.
M13_L0115,,"한 가지 더, 꿈틀거리는 시선으로 주변의\n인간들을 바라보게 되는 계기가 되었으면 해."
M13_L0116,,그 시선이 너 자신을 달빛처럼\n비추며 나아가게 할 거라 믿어.
M13_L0117,,…….
M13_L0118,,"…… 온기, 그리고 시선."
M13_L0119,,"응, 알았어."
M13_L0120,,"<nickname>, 물어보고 싶은\n게 있어. 수줍은 질문이야."
M13_L0121,,너는 나를 어떤 의미로 각인하고 싶어?
M13_L0122,,찰나의 미소 띤 잔상|파도 속 낯선 안식처|비좁고 다정한 암흑|미약한 용기의 불씨
M13_L0123,,"뭉치, 시간이 흘러 네가 흐릿한\n잔상으로만 남는 순간이 오겠지."
M13_L0124,,하지만 이토록 짧은 순간 너와 주고받은\n기억들은 여전히 남아 나를 지탱해 줄 거야.
M13_L0125,,너는 ‘찰나의 미소 띤 잔상’이야.
M13_L0126,,찰나의 미소 띤 잔상…….
M13_L0127,,"뭉치, 네가 떠나간 후에도 파도는\n내게 끊임없이 밀려 들 거야."
M13_L0128,,그 힘겨운 파도 속을 헤매더라도 어쩐지 네가\n거기 있을 것 같다는 생각이 들어. 그래서 괜찮아.
M13_L0129,,너는 ‘파도 속 낯선 안식처’야.
M13_L0130,,파도 속 낯선 안식처…….
M13_L0131,,"뭉치, 너는 내가 아는 캄캄한 암흑 중에\n가장 비좁지만 가장 많은 것을 품고 있었어."
M13_L0132,,내게 암흑이 찾아오는 순간에도 여전히\n너의 다정함을 느낄 수 있을 거야.
M13_L0133,,너는 ‘비좁고 다정한 암흑’이야.
M13_L0134,,비좁고 다정한 암흑…….
M13_L0135,,"뭉치, 너는 내가 혼자서 나아갈\n수 없었던 곳까지 밝혀 줬어."
M13_L0136,,어둡고 위태로웠던 나의 암흑을 마주하게\n해준 너의 따스함을 오래 간직할게.
M13_L0137,,너는 ‘미약한 용기의 불씨’야.
M13_L0138,,미약한 용기의 불씨…….
