Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
M9_L0054,I wanted to be a dream from the moment I\nopened my eyes. It’s a yearning I can’t fight.,난 태어난 순간부터 꿈이 되길\n바랐어. 누를 수 없는 갈망이야.
M9_L0055,Is it because I originated from a dream? Or has\nthe vision of a dream imprinted itself on me?,나의 아주 먼 본래가 ‘꿈’의 형태였기 때문일까? 경이로운\n꿈의 풍경이 각인이라도 된 걸까? 모르겠지만...
M9_L0056,"Whichever the case, it’s a primal urge. To evolve\nfrom a useless lump into a beautiful dream.",아주 본능적으로 원하고 있어. 쓸모없는 덩어리가\n아니라 아름다운 꿈이 되리라는 목표를.
M9_L0057,Well.,음.
M9_L0058,And to be trapped in this dark body\nforever... would be a nightmare.,게다가 이 검은 몸에 평생 갇혀\n있어야 한다니... 그건 끔찍한 걸.
M9_L0059,Like having your existence denied?,존재를 부정당하는 느낌인 건가?
M9_L0060,Yes. And I’ll have to confer\nwith Red... if possible.,그래. 그리고 레드와도 상의해\n봐야 할 것 같아. ... 가능하다면.
M9_L0061,"He’s the one who gave me a chance,\nand believed I could be a dream.","그는 나에게 꿈이 될 기회를 주고,\n내가 꿈이 될 거라고 믿어준 존재이니까."
M9_L0062,I see... it makes sense.,"(하지만... 레드는 뭉치가 죽는 걸 바라진 않을 거야.)|(그래, 뭉치는 역시 꿈이 되고 싶어 하는 거야. 강렬하게.)"
M9_L0063,...,"...... 하지만, 뭉치야. 레드는."
M9_L0064,(Dot wants to be a dream.),(차마 말할 수 없어. 평생 갈망하던 게 죽음으로 가는\n길이었단 걸... 대체 어떻게 설명해 줘야 하지?)
M9_L0065,(But is my ‘dream’ the same as Dot’s ‘dream’?),(내가 아는 꿈과 같은 걸 상상하고\n있는지는... 모르겠어.)
M9_L0066,(Are we truly on the same page?),(우리는 같은 이야기를 하고 있는 게 맞을까?)
M9_L0067,But your concept of a dream\nis different from mine.,"있지, 뭉치가 생각하는 꿈은\n내가 아는 꿈이랑 조금 다른 것 같아."
M9_L0068,How so?,어떻게 다른데?
M9_L0069,"What is a dream to you,\nand to humans?","<nickname> 네가, 그리고 인간이\n생각하는 꿈이라는 건 뭐야?"
M9_L0070,... I’m not sure you’re ready to hear it.,... 이야기하기 망설여져. 혹시라도 너에게 충격을 줄까 봐.
M9_L0071,Dreams... I’ve yearned to know about them for\nas long as I can remember. I’m ready.,"다른 것도 아니고, 내가 온 마음 다해 갈망해 온\n‘꿈’에 대한 진실이잖아. 기꺼이 감당할래."
M9_L0072,Then I’ll only say this once...\nso listen closely.,"내가, 그리고 우리 인간들이 알고 있는 '꿈'은..."
M9_L0073,A dream occurs only once. Once\nhumans wake it’s gone for good.,단 한 번만 볼 수 있는 거야.\n잠에서 깨어나면 완전히 사라지는 거야.
M9_L0074,"It may leave behind remnants, but\neven those are forgotten as time passes.","깬 후에 잔열이 남지만, 시간이\n지날수록 점점 잊어 버리는 거야."
M9_L0075,Only once. Gone for good.,꿈은 단 한 번. 깨어나면 사라져.
M9_L0076,"Remnants, that are forgotten as time...","깬 후에 잔열이 남지만,\n시간이 지날수록 점점 잊..."
M9_L0077,...,...
M9_L0078,...,...
M9_L0079,......,......
M9_L0080,......,......
M9_L0081,Dot?,뭉치야?
M9_L0082,(Dot is taking it harder\nthan expected.),(뭉치가 각오한 것보다도 충격을 세게 받은 것 같아.)
M9_L0083,......,......
M9_L0084,......,......
M9_L0085,......,......
M9_L0086,......,......
M9_L0087,Dot... Dot?,뭉치야... 뭉치야?
M9_L0088,You mean like my mold?,그러니까 내 곰팡이처럼 말이지?
M9_L0089,That’s different. It’s...,곰팡이와는 다르지. 뭐가 다르냐면...
M9_L0090,......,......
M9_L0091,(I don’t know what to say.),(어떤 이야기도 할 수 없어.)
M9_L0092,......,......
M9_L0093,I. Think I need some time?,나. 조금 쉬어도 될까?
M9_L0094,I still can’t wrap my head around it.,아무리 생각해도 말이 안 되는 것 같아.
M9_L0095,Could it be possible that humans are\nunaware of what dreams really are?,인간들이 꿈의 실체에 대해\n모르고 있는 것은 아닐까?
M9_L0096,On the Moon they said humans don’t\nrealize just how important dreams are.,"달나라에서, 인간들은 생각보다\n꿈의 중요성을 모른다고 했어."
M9_L0097,"Dreams don’t go away,\nnor are they forgotten.",꿈은 사라지는 것도 잊히는 것도 아니야.
M9_L0098,"One may think they’re buried when the credits\nroll, but really they live on in your mind.",상영된 후에 망각한다고 생각하지만\n실은 네 머릿속에서 살아가는 거야.
M9_L0099,Maybe your dreams... are\njust too shy to talk to you?,어쩌면 너의 꿈들은 모두 소심해서... \n말을 안 걸 뿐 아니었을까?
M9_L0100,(... Are my dreams shy?)|(But won’t they be forgotten eventually?),(... 정말 내 꿈이 소심할 뿐인가?)|(그러면 결국 잊히는 게 되는 거 아닌가?)
M9_L0101,(It’s nothing like the concept of\na dream I’ve known my whole life...),(하지만 내가 평생 알던 꿈은 그런 존재가 아닌데...)
M9_L0102,...,......
M9_L0103,"Can I guess what you’re\nthinking, <nickname>?","네 마음을 지금 맞혀 봐도 될까, <nickname>?"
M9_L0104,‘It can’t be. Dreams do go away.’,‘정말로 아닐 거야. 꿈이란 사라지는 것이야.’
M9_L0105,"(Silence.)|Yes. Even if they live on, it’s as a memory.","(침묵으로 답을 대신했다.)|그래, 살아남는대도 기억 속에 남는 게 맞아."
M9_L0106,Yes. Yes. I knew it. I knew it. I.,응. 응. 알고 있었어. 알고 있었어. 나는.
M9_L0107,But... I looked away and refused\nto accept it. How awful of me.,하지만... 선명하게 받아들이지 못한 채\n외면하고 있었지. 추악하기 짝이 없게도.
M9_L0108,"Clingy critter, your awfulness is welcome.|You’re not awful. We all want to look away.",그 정도의 추악함은 가져도 돼. 덜 고통스러울 수 있다면.|추악하지 않아. 누구나 외면하고 싶을 수 있어.
M9_L0109,Then accompany me on a journey of\naccepting things the way they are.,"<nickname>, 곧대로 받아들이는 여정을 나와 함께해 줘."
M9_L0110,"With pleasure, Dot.","얼마든지, 뭉치야."
M9_L0111,...,...
M9_L0112,...,...
M9_L0113,I gazed up at the marbles being sent from\nthe crater to Earth and thought to myself.,나는 크레이터에서 지구로 송출되는\n구슬들을 올려다 보며 생각했었어.
M9_L0114,I believed those glowing spheres\nwould be iridescent and eternal.,찬란하게 빛나는 구가 되어 영원할 거라 믿었지.
M9_L0115,Don’t think of it as wishful\nthinking. I was desperate.,막연한 바람이라고는 생각하지 말아줘.\n나에겐 간절한 믿음이었어.
M9_L0116,(Listen quietly.)|Have no fear. Your thoughts are never wishful to me.,(그저 조용히 들어준다.)|안심해 줘. 너의 꿈을 우습게 여긴 적 없으니까.
M9_L0117,"Fate is cruel and wretched,\n<nickname>.","운명이 비정하고 참담해, <nickname>."
M9_L0118,To vanish isn’t something\nI willingly choose.,사라진다는 건 내 의지로 선택할 수 없는 수순이지.
M9_L0119,"Like the spores, trampled and\ntwitching, I can’t change anything.",짓밟혀 꿈틀이는 내 친구 곰팡이처럼\n난 그 어떤 것도 바꿀 수 없어.
M9_L0120,I don’t even know\nhow to describe it.,어떤 수식이 정확한 표현인지조차 모르겠어.
M9_L0121,... I think I know how you feel.|Some fates are cruel in their inevitability.,"... 그런 마음은 나도 어느 정도 알고 있어.|그래, 거스를 수 없는 운명은 사람을 비참하게 만들지."
M9_L0122,As do most humans.,대부분의 인간이 그럴 거야.
M9_L0123,And sometimes intolerable.,가끔 참을 수 없을 정도야.
M9_L0124,"I know, I know, so\ntry to calm down.",뭉치는 혼자가 아니니까...\n차분하게 마음을 가라앉혀 봐.
M9_L0125,"(And what Dot would want for me, and\nwhat I want for Dot in this situation...)","(그리고 이런 상황에서 뭉치가 나에게,\n내가 뭉치에게 바라는 것은...)"
M9_L0126,Take as much time as you need. To express\nyourself with words closest to your heart.,신중하게 골라도 좋아. 네 마음과\n가장 맞닿은 언어로 표현해 주면 좋겠어.
M9_L0127,As you always have...,늘 하던 대로...
M9_L0128,...,...
M9_L0129,I’m afraid. It’s a primal fear\ntoward endings.,두려워. 종말에 대한 원초적인 공포감이야.
M9_L0130,I’m bitter. Of what can’t be changed.,야속해. 바꿀 수 없는 무정한 섭리가.
M9_L0131,I feel betrayed. That something I willed myself\nto believe in just shattered into pieces.,배신감이 들어. 쉬운 마음으로 믿은 것도\n아닌데 파편이 되어 깨져 버린 느낌.
M9_L0132,Oh.,음.
M9_L0133,<nickname>. But is\nthere truly no way?,<nickname>. 하지만 방법이 정말 없는 걸까?
M9_L0134,No way for me not to leave you\neven after I become a dream.,꿈이 된 후에도 내가 널 떠나지 않을 수 있는.
M9_L0135,Not a single way in this world for\nme to exist in whatever form?,어떠한 형태로 존재하게 만들 수 있는\n방법이 세상에 단 하나도 없을까?
M9_L0136,"A remedy, an equation, or\nperhaps a machine of sorts?","약물, 공식, 혹은 그래, 어떠한\n기계를 발명해 보는 건?"
M9_L0137,Well.,으음.
M9_L0138,"Yes, that’s it. How about talking it over with the\nones that woke me in the first place, on the Moon?","그래, 그래. 애초에 날 깨운 이들,\n달의 이들에게 이야기해 보는 건?"
M9_L0139,(Dot is desperate... it’s hard to watch.)|(It isn’t likely that they’d know something...),(절박하게 방법을 강구하는 뭉치가... 가여워.)|(그들이라고 알 것 같지는 않은데...)
M9_L0140,How can a substance on the Moon\nbecome a phenomenon on Earth?,어떻게 달에서는 물질이었던 게\n지구에서는 현상이 되는 거지?
M9_L0141,"A glowing marble, reduced\nto a mere illusion...",영롱한 구슬이었던 게 한낱 허상으로...
M9_L0142,"Then is there no way to change it back into a\nsolid substance, after one is done observing it?","그렇다면 그 현상의 관측이 끝난 이후에, 그것을\n다시 물질로 바꿀 수 있는 방법은 전혀 없는 걸까?"
M9_L0143,"I can’t say for certain, Dot...|It might be possible. Go on, Dot.","섣불리 확답할 순 없는 이야기인 것 같아, 뭉치...|가능할지도 모르는 얘기네. 계속해 봐, 뭉치."
M9_L0144,"Well, all I’m doing is listing possibilities.","그래, 난 알량한 가능성을 마구잡이로 나열하고 있는 거야."
M9_L0145,Spouting repulsively as a\nmeans to grasp what I want.,잡아채고 싶은 게 있기에 추악하게 쏟아내고 있는 거야.
M9_L0146,"Oh, right. Where do the\nsouls of dead dreams go?","아, 그렇지. 죽은 꿈들의 영혼이 가는 곳은 없나?"
M9_L0147,"Is there somewhere I can live happily forever\nwith my friends, remembering you fondly?","거기에서 내가 영원히 행복하게, 나의 친구들과 함께\n너를 추억하며 사는 엔딩이 있을 수 있지 않을까?"
M9_L0148,I wish there was...,그럴 수 있다면 좋을 것 같지만...
M9_L0149,You make me think dreams might have souls.|The afterlife is controversial for humans too.,너를 보니 꿈에도 영혼이 있을지 모른다는 생각이 들어.|인간들에게도 사후 세계는 논쟁이 되는 주제야.
M9_L0150,I’d be happy if there was some way for you\nto remain as Dot after you become a dream.,네가 꿈이 된 이후에도 또 다른 형태의\n뭉치로 남을 방법이 있다면 나도 기쁠 거야.
M9_L0151,"Trust me on this, Dot.","이 마음만은 믿어 줘, 뭉치야."
M9_L0152,But there’s so much that you and I don’t know.\nI can’t say anything for certain just now...,"하지만 너도, 나도, 아직 모르는 게 많아.\n지금 더 이상의 확신을 줄 순 없겠네..."
M9_L0153,"Uncertainty means possibility, that’s all.","모른다는 건 아직 가능성이 열려\n있다는 것, 그뿐인 거야."
M9_L0154,"Some believe the afterlife to be unfounded belief or\na figment of imagination, to escape the terror of death.","죽음에 대한 두려움을 피하기 위한 근거\n없는 믿음 혹은 상상력의 산물이라고 여기거나,"
M9_L0155,While others believe it to be a spiritual place for\nsouls that no longer have bodies to find solace in.,"수명이 다하고 신체를 떠난 영혼들이 신적인 공간에서\n안식을 취하는 곳, 즉 영혼들의 거처라고 믿는 이들도 있어."
M9_L0156,"There’s no more to say on the subject\nbeyond this, on the afterlife of dreams.",꿈들의 사후세계라는 것도 이 정도 수준에서\n나아갈 수 없는 이야기인 것 같아.
M9_L0157,"Alright, alright. I understand.","아, 그래, 그래, 이해했어."
M9_L0158,Everything is a mystery.,모든 건\n의문으로 남아 있구나.
M9_L0159,......,......
M9_L0160,And only one thing is for certain.,확실한 건 단 하나뿐이구나.
M9_L0161,That I will die.,내가 죽는다는 것.
M9_L0162,"I too, will die.",나도 죽는다는 것.
M9_L0163,......,......
M9_L0164,I will die.,나는 죽을 거야.
M9_L0165,"I’ll be a dream, at last, then I’ll be gone.","바라던 꿈이 되어서, 죽을 거야."
M9_L0166,"Oh but, if I am freed from this\nbody as a multicolored dream,","아 그런데, 색색깔의 꿈이 되어\n몸에서 해방될 수도 있는데."
M9_L0167,won’t I be happier than ever?,그럼 난 아주 기쁠 수도 있지 않을까?
M9_L0168,...|Dot.,......|뭉치야.
M9_L0169,But I won’t be there to\nbask in that happiness.,그치만 기쁨을 느낄 수 있는\n나는 사라지고 없겠지.
M9_L0170,What if death means termination. If everything\nscatters like my memories with the spores?,죽음이 소멸이라면. 모든 게\n포자와의 추억처럼 흩어진다면?
M9_L0171,...,......
M9_L0172,"Oh? Hmm? Again, again. Da capo!\nI wanted to be a dream from the very start.","아? 음? 다시, 다시. 다 카포! 난\n태초부터 꿈이 되고 싶었던 거잖아."
M9_L0173,"It was my sole goal. Red, Edison, Sir Cello,\nare you listening? No one can deny it.","나의 단 하나뿐인 목표야. 레드, 에디슨, 첼로 경,\n듣고 있어요? 그 누구도 부정할 수가 없어."
M9_L0174,It’s everything I have stood for.,난 오직\n그걸 위해 존재했다는 것을.
M9_L0175,But... for what?,하지만... 무엇을?
M9_L0176,......,......
M9_L0177,One other thing is for certain.,확실한 건 하나가 더 있지.
M9_L0178,That I... have been dreaming\nwithout knowing what a dream is.,나는... 꿈이 뭔지도 모르고\n꿈을 꾸고 있었던 것.
