Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
TM_L0067,...,...
TM_L0068,"I understand. You’re... kicking me out, right?",무슨 뜻인지 알겠어. 나를… 쫓아내려는 거지?
TM_L0069,But... I don’t think I’m meant to roam.,하지만... 내 적성은\n방랑자가 아닌 것 같아.
TM_L0070,"On the moon, my favorite spots were the\npalm of Red’s hand and Sir Cello’s plump belly.",달에서 지낼 때에도 나는 레드의 손바닥 안과\n첼로 경의 뱃살 위에 머무는 것을 가장 좋아했어.
TM_L0071,The world outside looks dangerous. No\nsecluded darkness to welcome me.,바깥은 위험해 보여. 창문 밖엔 나를 품어\n줄 비좁은 어둠이 없는 것 같았어.
TM_L0072,And I... I need that.,그래서 나에게는... 그게 필요해.
TM_L0073,So you need shelter.,안식처가 필요한 거구나.
TM_L0074,"That’s it. As long as I’m not\nbothering you, <nickname>.","응, 응. <nickname>의 방해꾼이\n되고 싶지는 않지만..."
TM_L0075,Hmm.,흠.
TM_L0076,"(i mean, Dot is growing on me.)|(I guess it can’t be helped...)",(안쓰러운 동시에... 조금은 귀여운 걸.)|(어쩔 수 없는 상황인 건가...)
TM_L0077,"And, and.","그리고, 그리고..."
TM_L0078,To say goodbye to the\nfirst human I’ve ever met.,내가 처음 만난 인간과\n영영 작별해야 한다니.
TM_L0079,Dot...,뭉치야...
TM_L0080,You’re the first alien creature\nI’ve ever met too.,뭉치도 내가 처음 만난 외계 괴물이야.
TM_L0081,(An alien in my room... I’m a little worried.)|(I’ve always dreamed of meeting an alien!),(끈적한 괴물이 내 방에... 조금은 걱정되지만.)|(외계 생명체와의 만남은 내가 평생을 꿈꿔 온 일이었다고!)
TM_L0082,(But so far no signs of turning into a\nmuscular monster with too much teeth.),(하지만 이빨이 많이 달린 근육\n괴물로 변할 것 같아 보이진 않지.)
TM_L0083,"(I’ll give Dot a place to stay,\nand spend some time together.)","(일단 지낼 곳을 내어 주고,\n함께 시간을 보내 보자.)"
TM_L0084,(I guess I have my very own E.T. now.),(이제 나에게도 E.T.나 월-E 같은 친구가 생기게 되는 걸까?)
TM_L0085,"Alright, Dot.","좋아, 뭉치."
TM_L0086,"I wouldn’t want you to roam the\ndangerous city with no place to go,","나도 네가 갈 곳도 없이\n위험천만한 도시를 헤매다,"
TM_L0087,and get trampled by people’s shoes without\nbeing able to lift a finger... (if you have one.),움직일 힘도 없이 구두 밑창에 밟히며\n고통받게 되는 건 보고 싶지 않아.
TM_L0088,"How about you observe humans out there,\nand return to the closet once you’re done?","밖에서 인간들을 관찰하되, 외출을 마치면\n내 장롱으로 돌아오는 걸로 하면 어때?"
TM_L0089,Just how did you come up\nwith a plan like that?,<nickname> 너는 어떻게 그런\n방법을 생각해 낸 거야?
TM_L0090,"Humans go out, and come home\nall the time. We call it taking a walk.","인간들은 자주 외출하고, 늘 집으로\n돌아오거든. 우리는 그걸 산책이라 불러."
TM_L0091,"Walk, walk, walk.\nAnd my very own corner.","산책, 산책, 산책.\n그리고 근사한 나의 공간."
TM_L0092,Life couldn’t be better!,이보다 좋을 수는 없어!
TM_L0093,(It’s nice to see Dot so happy.)|(Phew... I think that worked.),"(Well, I’m glad Dot seems to like it.)|(Phew... I think that worked.)"
TM_L0094,"It will help your human studies,\nand I’ll have a little companion...","뭉치의 인간 공부에도 도움이 되고,\n나에게도 작은 말동무가 생길 테니..."
TM_L0095,This will work for both of us.,서로에게 좋은 일일 거야.
TM_L0096,"Yes, yes. I’m certain of it.","응, 응. 분명 그럴 거야!"
