Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
M14_L0036,I once told you about that day on the Moon\nwhen I was sentenced to death.,너에게 언제 한번 이야기한 적 있었을 거야.\n달에서 사형 선고를 받던 날에 대해서.
M14_L0037,"When I sat on the pale, colorless ground,\nstaring at the universe for ages,","그 회백색 땅덩이에 앉아\n한참이고 우주를 바라보았을 때,"
M14_L0038,I thought I saw something.,난 분명 무언가를 봤다고 생각했어.
M14_L0039,"Not a shining star, or a dying meteor,","반짝이는 별도, 죽어 가는 운석도 아닌,"
M14_L0040,"but something shapeless, nameless....\nfluttering in the rough, silent dark.","형체도, 이름도 없이 거칠고 고요한 암흑\n속에서 나풀거리기만 하던 무언가를."
M14_L0041,Was it a figment of my imagination?\nSomething I conjured to overcome my fears?,나의 상상력이 그려 낸 환각이었을까?\n혹은 우주에 대한 공포를 이겨 내기 위한 환상?
M14_L0042,Maybe it really was a shining star.|Maybe it really was a dying meteor.,정말 반짝이는 별이었을지도 몰라.|정말 죽어 가는 운석이었을지도 몰라.
M14_L0043,Or maybe just a bit of chalk dust\nclinging to my eyes! Hehe.,"히히, 내 눈에 묻은, 채 닦이지\n않은 분필 가루였을지도 모르지!"
M14_L0044,"But <nickname>. Watching you humans,\nI’ve finally understood.","하지만 <nickname>, 너희 인간들을\n보며 나는 마침내 깨달아."
M14_L0045,That ‘flutter’ was in fact...,그 ‘나풀거리던 무언가’는....
M14_L0046,Nothing.,사실 아무것도 아니었다는 걸.
M14_L0047,Nothing?,아무것도 아니었다고?
M14_L0048,Yes.,응.
M14_L0049,It was nothing at all.,그건 정말 아무것도 아니었어.
M14_L0050,And yet it meant the world to me.,그럼에도 나에게는 소중했어.
M14_L0051,It let me look straight into the universe.,"우주를 똑바로 바라볼 수 있게 해 주었고,"
M14_L0052,It let me seize the possibility that\nsomewhere out there I might be a dream.,"‘저 밖엔 나를 꿈으로 삼아 줄 누군가가 존재할지도\n모른다’는 가능성을 있는 그대로 포착하게 해 주었고,"
M14_L0053,"And at last, it led me to\nmy human friend.",결국 나의 인간 친구를 만나게 해 주었으니까.
M14_L0054,"Whether it was something or nothing,\nthat truth will never change.","이건 그게 ‘무언가’였든 ‘아무것도’ 아니었든\n간에 결코 변하지 않을 사실이고,"
M14_L0055,"When I realized that, I felt... free.",나는 그걸 깨닫고서야 숨이 뻥\n하고 뚫리는 자유로움을 느꼈어.
M14_L0056,I remember how shaken you were. And\nnow you can see your past in a new light.,그때 혼란스러워하던 뭉치가 기억 나네.\n달에서의 과거를 또 다른 시선으로 바라볼 수 있게 되었구나.
M14_L0057,I’m glad you’re free now.,자유로워졌다니 다행이야.
M14_L0058,"When you peel away the layer of meaning,\nthere’s nothing under it.",의미의 가죽을 벗겨 내고 나면\n남는 것은 아무것도 없어.
M14_L0059,The path I walk on each day is one among\nhundreds of thousands on this vast planet.,내가 매일 산책하러 나가는 길은\n커다란 지구에 깔린 수십만 개 길 중 하나.
M14_L0060,"Even if it were overturned or ground\nto dust, the world would keep spinning.",뒤집히거나 가루가 되어 버린대도\n비슷한 다른 길을 걸으면 그만일 거야.
M14_L0061,"My friend, the mold, is one among billions of fungi.\nAnd to most humans, an object of disgust.","내 친구였던 빵 곰팡이는 수천억 마리 균류 중 하나이며,\n대부분의 인간들에겐 불쾌감만을 주는 존재."
M14_L0062,"Happiness, sorrow, love, anxiety...\nEmotions that shook me to my core...","행복, 슬픔, 사랑, 불안... \n내 삶 전반을 뒤흔들어 왔던 감정들조차"
M14_L0063,"‘Scientifically’, they’re just illusions sparked\nby chemical reactions within the body.",‘과학적으로’는 체내의 화학 작용이\n불러 일으키는 착각일 뿐이래.
M14_L0064,"I hated to admit it, especially\nwhen it came to you,","너마저 그렇다면 걸 받아들이긴 싫었지만,"
M14_L0065,"but in the end every living being is just\na carcass-to-be, sprinting toward death.",결국\n모든 생물은 죽음을 향해 달려가고 있는 예비-사체였지.
M14_L0066,... Including me.,...물론 나조차도.
M14_L0067,It’s impossible to fathom.,도무지 이해하기 어려운 일이야.
M14_L0068,"Yes. Confusing, horrible, reeling.","응... 혼란스럽고, 끔찍하고, 어지러운 일이지."
M14_L0069,But... maybe...,하지만... 어쩌면...
M14_L0070,When we accept the reeling sensation,"이 어지러움을 온전히 받아들이고 난다면,"
M14_L0071,maybe it will set us free.,그것이야말로 우리의 자유로움이 될 수 있지 않을까?
M14_L0072,Free?,자유로움이라니?
M14_L0073,... Nothing has meaning.,... 모든 게 무의미하기에
M14_L0074,So we are free to create it.,우린 자유롭게 의미를 붙일 수 있어.
M14_L0075,Nothing has value.,모든 게 무가치하기에
M14_L0076,So we can paint it anew.,우린 자유롭게 가치를 덧그릴 수 있어.
M14_L0077,"And as we keep doing so, the fact that\nit’s meaningless no longer matters.",그렇게 의미를 붙이다 보면 그것이 실상\n무의미하단 사실은 중요하지 않아져.
M14_L0078,Then all that’s left will be your freedom to choose.,오로지 선택할 자유만이 남는 거야.
M14_L0079,"On the blank page, what meaning\nwill you chase—and how?","무의미의 백지 위에서,\n어떤 의미를 어떻게 좇을 것인가?"
M14_L0080,What mark will I leave on the ones I love?|What can I leave that will live on after my time?,내가 사랑하는 사람들을 어떤 마음으로 물들일 수 있을까?|나의 죽음 이후에도 지속될 세계에 무엇을 남길 수 있을까?
M14_L0081,..... See? Isn’t the answer in your head\nlike a breath of fresh air?,"..... 봐, 답을 생각하는 것만으로도\n숨이 트이는 것 같지 않아?"
M14_L0082,Knowing something is a mirage and taking\nto the chase anyway. The purest act of rebellion.,"닿을 수 없는 신기루임을 알면서도 좇길 선택했다는 건,\n닿을 수 없다는 사실 자체에 대한 순수한 반항이며."
M14_L0083,As is loving the path to that mirage.,그 신기루로 향하는 길 자체를\n사랑할 줄 안다는 것.
M14_L0084,So I choose to love my fate.,그러니 나는 내 운명 역시 사랑하겠다고 선택할래.
M14_L0085,I was fated to be ‘nothing’,‘아무것도 아닌’ 동시에
M14_L0086,"yet became your <선택지>,\nand your only monster friend.","너의 <13일차 선택지>, 그리고 너의\n유일무이한 괴물 친구였던 나의 운명을."
M14_L0087,So I will rebel against the tide of resignation\nthat tries to swallow me as I reach the edge.,그러니 낭떠러지에 가까워지며 체념에 잡아먹히려는\n순간마다 나는 반항으로 몸을 뒤틀 거야.
M14_L0088,How I took my walks and observed\nthe little changes around me.,"나의 산책길을 걸으며 매일마다\n사소하게 달라지는 풍경을 관찰했고,"
M14_L0089,"How I reminisced the bond I shared\nwith my mold friend, now no more.",다시는 돌아오지 않을\n빵 곰팡이와의 우정을 회상했듯이.
M14_L0090,"Joy, sorrow, love, anxiety... How I cherished\nthose overflowing ‘chemical reactions’.","행복, 슬픔, 사랑, 불안... 그 모든 ‘화학 작용’들이 내 몸속에서\n한가득 찰랑이는 감각을 분명하게 만끽했듯이."
M14_L0091,"To the last hour I will gaze on\nEarth, my dark snug corner,","마지막의 마지막까지 지구와,\n나의 어둡고 비좁은 모퉁이와,"
M14_L0092,"and you. My dearest, greatest friend.",나의 가장 근사하고 소중한 친구인\n너를 눈에 담을 거야.
M14_L0093,"I know there is no answer. Yet I’ll ponder\nlife and death, the world and the dark.","답을 찾지 못한단 걸 알면서도 삶과, 죽음과,\n세계와 암흑에 대해 고민하고 또 고민할 거야."
M14_L0094,"So that’s what you chose,\nand what will set you free.","그게 네가 직접 선택한\n너만의 의미, 너만의 자유구나."
M14_L0095,I’m welling up over here.|I really am proud of you.,코끝이 찡하고 마음이 뭉클해.|네가 진심으로 자랑스러워.
M14_L0096,No meaningless void could take away\nwhat a brave creature you were.,그 어떤 무의미도 네가 이렇게 용감한\n괴물이었단 사실을 앗아갈 수는 없을 거야.
M14_L0097,The thought of death still chills me...,물론 죽음에 대해 생각하면\n금세 몸이 차가워지지만...
M14_L0098,"But you already know that fear is a part\nof life, a collage of beauty and rebellion.",뭉치 너는 그 두려움마저 아름답고\n반항적인 삶의 일부로 여길 수 있을 것 같아.
M14_L0099,...,...
M14_L0100,"See. This puny, laughable act of rebellion...","봐, 블랙홀에겐 한입거리도\n안 될 겁쟁이의 반항임에도..."
M14_L0101,"has already been made\nheroic by you, my spectator!",지켜봐 준 너로 인해 벌써\n곱절은 멋있어졌는걸!
M14_L0102,"<nickname>, this may seem out of\nthe blue. But I want you to promise me.","<nickname>, 지금은 이 말이 와닿지 않는대도\n괜찮아. 그치만 나와 약속해 줬으면 좋겠어."
M14_L0103,"No matter how unfathomable\nyour fate may seem, never hate it.",너의 운명을 영원히 이해할 수 없게\n되더라도 그것을 결코 미워하지는 말기를.
M14_L0104,May you rebel by loving the small chaos\nin the palm of your hand.,네 손아귀의 혼돈을 사랑해 버리는\n방식으로 세계에 가뿐히 반항하기를.
M14_L0105,"May you live in every continuous moment,",연속된 모든 순간들을 온전히 살아 내며
M14_L0106,and find life reeling and freeing.,"기꺼이 어지럽고, 기꺼이 자유롭기를 바랄게."
M14_L0107,"I’m terrified. Still, I wanted you to know this.","이것이 너의 괴물 친구가, 두려움에 떨면서도\n너에게 꼭 전하고 싶었던 말이야."
M14_L0108,...,...
M14_L0109,Now... something very private is on\nmy mind that needs resolving.,"이제... 아직 해소되지 않은, 나의 지극히\n 중대하고 비밀스러운 고민에 몰두하러 가 봐야 할 것 같아."
M14_L0110,You’ll call me when you’re done?,끝나면 나를 불러 줄 거지?
M14_L0111,"Of course! My dearest human\nfriend, <nickname>.","당연하지! 나의 소중한 인간 친구, <nickname>."
M14_L0112,"And that very private thing on\nmy mind was... drumroll, please.",나의 지극히 중대하고 비밀스러운 고민은 바로....
M14_L0113,What color I would be as a dream!,어떤 색의 꿈이 될 것인가!
M14_L0114,"Blue, red, yellow, purple...\nGreen? Orange? Pink?","파랑, 빨강, 노랑, 보오라.\n혹은 초록? 주황? 분홍?"
M14_L0115,They’re each such a character\nthat I simply can’t decide.,각자만의 매력이 확고해\n감히 정할 수가 없었어.
M14_L0116,I’d like to hear what you think.....,너에게 조언을 구해 보고 싶은데.....
M14_L0117,What color calls to you right now?|What used to be your favorite color?,지금 마음이 끌리는 색은 뭐야?|가장 좋아하던 색은 뭐야?
M14_L0118,"It’s blue, like the ocean waves.",파도를 닮은 푸른색이지.
M14_L0119,"It was blue, like the ocean waves.",파도를 닮은 푸른색이었지.
M14_L0120,Staring into the blue makes\nsomething rise and fall within me.,파란색을 들여다보고 있으면\n몸속에서 무언가 넘실거려.
M14_L0121,"I felt like if I heaved, blue marbles\nwould come rolling out.",그걸 토해 내면 푸른 빛깔 구슬이\n굴러 나올 것만 같았어.
M14_L0122,You must have waves within.|... Do you think there are waves within me?,네 안에 파도가 치고 있나 봐.|... 내 안에도 파도가 있을까?
M14_L0123,I wonder what you would\nbe like as a blue dream.,파란색 꿈이 된 뭉치도 궁금한걸.
M14_L0124,"Sometimes my emotions\nswell like the tide, too.",가끔 파도처럼 울컥이는 감정들이 느껴지거든.
M14_L0125,...,...
M14_L0126,I have a question for you.,"그런데 나, 질문이 있어."
M14_L0127,What is it?,어떤 질문?
M14_L0128,"Dot, why did you admire color?","뭉치야, 왜 색을 동경했어?"
M14_L0129,Well.,음.
M14_L0130,Well...,음...
M14_L0131,Hmm...,으으음...
M14_L0132,Because dream filth is black.,꿈 폐기물이 검정이라서.
M14_L0133,"Dream filth was the first, and most grotesque\nthing I set eyes on when I was born.","꿈 폐기물은 내가 태어나서 처음으로 본\n가장 불결하고 혐오스러운 존재,"
M14_L0134,An entity of evil crawling with possibilities\nthat drive humans to end their lives.,인간을 자살로 몰고 갈 가능성들이\n우글거리는 끔찍한 악의 덩어리였어.
M14_L0135,"So I hated myself, too.",그래서 내 자신 또한 싫어했지.
M14_L0136,I felt like a black lump... born from\nthe filth and unable to escape it.,그곳에서 태어나 멀리 벗어나지 못한...\n그저 검은 덩어리 같아서.
M14_L0137,You still hate black...,뭉치는 아직도 검정색을 싫어하는구나...
M14_L0138,"No, no. I no longer hate black itself.","아니, 아니. 더 이상 검정 자체를 싫어하진 않아."
M14_L0139,The darkness is now a friend\nof mine. I’ve felt peace within it.,이제 암흑은 나의 친구인걸.\n그 속에서 편안함을 느껴 봤었으니까.
M14_L0140,"But my black isn’t that of the Dark,\nor outer space, or ravens, or paint,","하지만 나의 검정은 암흑의 검정, 우주의 검정,\n까마귀의 검정, 물감의 검정도 아닌"
M14_L0141,but of the filth.,폐기물의 검정이야.
M14_L0142,The kind of black that harms human souls.,인간의 영혼을 해치는 검정 말이야.
M14_L0143,A black of filth...,폐기물의 검정이라...
M14_L0144,You think the black of filth is irrevocable.|You think the black of Filth isn’t a worthy color.,폐기물의 검정은 돌이킬 수 없는 검정이라 생각하는구나.|폐기물의 검정은 자격을 박탈당한 검정이라 생각하는구나.
M14_L0145,Yes. So I want to leave\nmy black behind in my body.,"응, 그래서 나의 검정만은\n나의 육체에 버리고 가고 싶어."
M14_L0146,So that when I’m a dream I can\nharmlessly enter your slumber,꿈이 될 때만큼은 아름다운 색채 한 방울로서
M14_L0147,as a beautiful drop of color.,네 잠결을 무해하게 침투하고 싶어.
M14_L0148,"Hehe, it’s like my heart is expanding!","히히, 온 마음이 부푸는 것 같아!"
M14_L0149,Colorful Dot.,색깔 있는 뭉치.
M14_L0150,I understand your dream... but there’s\nsomething I’ve always been meaning to say.,뭉치의 꿈은 이해하지만...\n줄곧 하고 싶었던 말이 있는데.
M14_L0151,(I’m glad the lake of filth birthed Dot.)|(Are discarded dreams really so evil?),(폐기물의 호수는 뭉치가 태어난 고마운 장소야.)|(파쇄된 악몽들... 실은 악한 존재가 아닐지도 몰라.)
M14_L0152,"It’s about the dream filth,","꿈 폐기물 말이야,"
M14_L0153,"True, it might be a nasty pitch-black\ndarkness to someone.","그래, 어쩌면 네 말대로 누군가에겐\n아주 불결하고 칠흑같은 암흑이었겠지만"
M14_L0154,"But you drew your first breath in its bubbles,\nand opened your eyes to the world.","그의 기포 속에서 네가 첫 숨을 내쉬었고,\n세상에 태어나 눈을 떴어."
M14_L0155,I can’t bring myself to hate it.\nI can’t help but feel... tender.,"나에겐 그렇게 밉게 느껴지지 않아.\n아니, 오히려 애틋한 마음이 들기도 해."
M14_L0156,Because in that darkness\nlay the possibility of you.,그 폐기물의 암흑에는 ‘너’라는 존재의\n가능성이 내포되어 있었으니까.
M14_L0157,The possibility of me?,나라는 존재의 가능성?
M14_L0158,Me.,나라는 존재.
M14_L0159,"A tiny, ugly, worthless being.","나라는 아주 작고, 못나고, 무가치한 존재."
M14_L0160,And my special monster friend.,그치만 나의 소중한 괴물 친구.
M14_L0161,But my black is the black of foul filth...,하지만 나의 검정은 악한 폐기물의 검정...
M14_L0162,I can’t erase its vast impurity\njust because it birthed me.,고작 나를 틔워 냈다는 사실만으로는\n그 거대한 불결을 지워 낼 수가 없는걸.
M14_L0163,But you dreamed of becoming a dream\nand making humans happy. A caring dream.,그치만 그 안에서 태어나자마자 인간을 행복하게 해 주는\n꿈이 되고 싶다는 꿈을 꾸었던 뭉치잖아. 아주 사려깊은 꿈을.
M14_L0164,"I’m human so I only know as much,\nbut looking at you makes me think.","그러니 나는 아무것도 모르는 인간일 뿐이지만,\n너를 보며 이렇게 생각하게 되는 거야."
M14_L0165,"Maybe the dream filth, and the lake...\nweren’t filled with despair and malice.","꿈 폐기물이, 검은 호수가... 절망과\n악의로 가득찬 곳이 아니었을지도 모른다고."
M14_L0166,"Maybe wishes, hopes, and\nsorrows lay undisturbed.","오히려 소망과 희망, 그리고 깊은\n슬픔과 의문이 잠재된 곳이었으리라고."
M14_L0167,.....,.....
M14_L0168,Those emotions were a part of me.\nAs if I was born from them.,전부 나를 구성하던 감정들이었지.\n마치 그 안에서 태어나기라도 한 것처럼.
M14_L0169,... I feel bad for them.,... 마음이 약해지고 있어.
M14_L0170,But I shouldn’t.,하지만 그래선 안 되는 거잖아.
M14_L0171,Not when I think of all the lives\nthose nightmares took...,그 악몽들이 앗아간 소중한\n인간들의 목숨을 생각하면...
M14_L0172,.....,.....
M14_L0173,"The dream filth and nightmares\nshouldn’t take all the blame, you know.","있지, 꿈 폐기물과 악몽들에게\n모든 책임을 전가하려 하지 않아도 괜찮아."
M14_L0174,Dreams... aren’t all that compel\na human to take their own life.,인간이 스스로의 목숨을 끊어 내게 만드는 건....\n애석하지만 꿈 하나가 아니기도 하니까.
M14_L0175,That still doesn’t change anything.\nWanna know what I think?,"그리고 설령 달나라의 오해가 진실로 밝혀진다 할지라도\n결코 바뀌지 않을 나의 생각이 하나 있는데, 들어 볼래?"
M14_L0176,Talking about my black always\nmakes my heart prickle...,나의 검정에 대한 이야기를 나누는 건\n언제나 마음을 까끌거리게 하지만...
M14_L0177,.....,.....
M14_L0178,But why not. I feel like\ntaking a chance this time.,"응, 왜인지 이번에는 괜찮을 것만 같아."
M14_L0179,Maybe it functions as an absolute\nkind of evil on the Moon.,달에선 그게 절대적인\n악으로서 기능할 수도 있겠어.
M14_L0180,But you dreamed of becoming a dream\nand making humans happy. A caring dream.,그치만 그 안에서 태어나자마자 인간을 행복하게 해 주는 꿈이\n되고 싶다는 꿈을 꾸었던 뭉치잖아. 아주 사려깊은 꿈을.
M14_L0181,"I may not know much as a human,\nbut looking at you makes me think.","그러니 나는 아무것도 모르는 인간일 뿐이지만,\n너를 보며 이렇게 생각하게 되는 거야."
M14_L0182,"Maybe discarded dreams... once\nlonged to be a human’s dream, too.",파쇄된 꿈들 역시... 인간의 꿈이 되고\n싶었던 불쌍한 꿈들일 뿐이라고.
M14_L0183,"You mean the dream filth, and the lake...\nmight not be filled with despair and malice?","꿈 폐기물이, 검은 호수가... 절망과 악의로\n가득찬 곳이 아니었을지도 모른다는 말이야?"
M14_L0184,It’s what I think.,내 생각은 그래.
M14_L0185,"Maybe wishes, hopes, and\nsorrows lay undisturbed.","오히려 소망과 희망, 그리고\n깊은 슬픔이 잠재된 곳이었으리라고"
M14_L0186,"So there might have been\nslime, not yet monsters,","나를 닮은, 나와 같은 꿈을 꾸는,"
M14_L0187,that looked like me\nand dreamed like me?,예비-괴물 점액들이 꿈틀거리고\n있을지도 모르는 걸까?
M14_L0188,Sure. Picture a squarish or\ntriangular version of you.,그럼. 네모난 뭉치나 세모난\n뭉치를 상상해 볼 수도 있겠어.
M14_L0189,".... But without chalk eyes to gaze at the\nbeauty of Earth, or memories of the Moon Trio.",".... 그치만 그들은 아름다운 지구를 볼 수 있는 분필 눈도,\n레드와 달 삼총사를 만날 기회도 가지지 못하잖아."
M14_L0190,All they can do is writhe in the\nmisery of having been discarded.,그저 파쇄되었단 고통과 슬픔에 잠겨\n몸을 뒤척일 수밖에 없는 거야.
M14_L0191,I pity them. So much that I can’t hate them.,애처러움이 들어.\n차마 미워할 수 없을 정도로.
M14_L0192,But I’m not supposed to pity them.,하지만 이런 감정을 느껴선 안 되는 거잖아.
M14_L0193,Not when I think of all the lives\nthose nightmares took...,그 악몽들이 앗아간 소중한\n인간들의 목숨을 생각하면...
M14_L0194,.....,.....
M14_L0195,"The dream filth and nightmares\nshouldn’t take all the blame, you know.","있지, 꿈 폐기물과 악몽들에게 모든\n책임을 전가하려 하지 않아도 괜찮아."
M14_L0196,Dreams aren’t all that compel\na human to take their own life.,인간이 스스로의 목숨을 끊어 내게 만드는 건...\n애석하지만 꿈 하나가 아니기도 하니까.
M14_L0197,"And even if they are, I’ll still be certain\nof one thing. Wanna know what that is?","그리고 설령 달나라의 오해가 진실로 밝혀진다 할지라도\n결코 바뀌지 않을 나의 생각이 하나 있는데, 들어 볼래?"
M14_L0198,Talking about my black always\nmakes my heart prickle...,나의 검정에 대한 이야기를 나누는 건\n언제나 마음을 까끌거리게 하지만...
M14_L0199,.....,.....
M14_L0200,But why not. I feel like\ntaking a chance this time.,"응, 왜인지 이번에는 괜찮을 것만 같아."
M14_L0201,"Dot, your black.","뭉치야, 너의 검정은."
M14_L0202,..... Yes.,..... 응.
M14_L0203,Well.....,음.....
M14_L0204,You’ve heard of a palette?,팔레트라는 것 알지?
M14_L0205,A palette.,팔레트.
M14_L0206,"Yes, of course. It’s the plate\nhumans use to paint pictures.","응, 그럼. 인간들이 그림을\n그릴 때 사용하는 물감 그릇."
M14_L0207,Do you know what happens when\nyou mix all the colors on that palette?,그 팔레트 속 모든 색을\n전부 섞으면 무엇이 되는 줄 알아?
M14_L0208,.....,.....
M14_L0209,!,!
M14_L0210,"To you, your black is a terrible imperfection.\nOne that trapped you since you were born.","너에게 너의 검정은 끔찍한 결함,\n태어날 때부터 널 옭아매던 결핍이었지."
M14_L0211,I can’t begin to imagine the pain.,그 고통을 난 짐작조차 할 수 없을 거야.
M14_L0212,"But, your black as I understood\nit in my world was this.","다만, 내가 바라본 뭉치의\n검정은 이런 존재였어."
M14_L0213,"It’s who you are, made all the more\ndeeper with each lovable color.",모든 색이 켜켜이 혼합되어...\n새까맣게 깊어진 검정.
M14_L0214,A black of possibility that\ncan bloom any color.,어떤 색이든 피워 낼 수 있는 가능성의 검정.
M14_L0215,A black of possibility that\ncan bloom any color?,어떤 색이든 피워 낼 수 있는 가능성의 검정?
M14_L0216,...,...
M14_L0217,...,...
M14_L0218,"Yes, black that can bloom any color.","응, 그리고 너의 사랑스러운 정체성."
M14_L0219,... But.,... 그렇지만.
M14_L0220,What use is possibility on\nits own? It’s only black.,가능성으로만 머무른다면 무슨\n소용이야? 그저 검정일 뿐이잖아.
M14_L0221,"No, it’s black and that’s great!|Well, black is more than nothing.","아니, ‘무려’ 검정인 거지!|검정은 아무것도 아니지 않아."
M14_L0222,"Because colors stay under\nthe surface of black,",검정은 역설적으로 색들이\n그의 물밑에서만 머물러 있기에
M14_L0223,"it ironically is free to be black with\nno compromise, boundaries or rules.","타협 없이, 틀 없이, 멋대로\n자유롭게 시커먼 암흑일 수 있어."
M14_L0224,A shade that can hide anything.\nA vast and silent embrace.,무엇이든 숨겨 줄 수 있는 색.\n넓고 고요한 품의 색.
M14_L0225,"Because black exists in its virtual state,","검정은 역설적으로, 색들이\n그의 물밑에서만 머물러 있기에"
M14_L0226,"it ironically is free to be itself with\nno compromise, boundaries or rules.","타협 없이, 틀 없이, 멋대로\n자유롭게 시커먼 암흑일 수 있어."
M14_L0227,"A shade that contains nothing,\nand so can welcome everything.","아무것도 없기에, 모든 걸 담을 수 있는 색."
M14_L0228,So I don’t want to lose\nyour black to colors.,"그래서 난 색채에게, 너의\n검정만큼은 빼앗기고 싶지 않아."
M14_L0229,"True, you’ve always surprised me\nwith your multicolored imagination.",물론 넌 정말 다채로운 색색깔의\n상상으로 언제나 날 놀라게 했지만.
M14_L0230,"But if you were to one day bloom blue,\nI would be sorely disappointed.",네 몸에 어느 날 시퍼런 물감이\n자라났다면 난 아주 아쉬웠을걸.
M14_L0231,"Some things are beautiful because\nthey are black, solely black.","검기에, 오로지 검기에만 아름다운 것들도 있으니까."
M14_L0232,"Meaningless,",무의미하기에
M14_L0233,thus free to have meaning.,자유롭게 의미를 붙일 수 있는 색.
M14_L0234,"Worthless,",무가치하기에
M14_L0235,thus free to be of worth.,자유롭게 가치를 부여할 수 있는 색.
M14_L0236,That’s right.,그렇지.
M14_L0237,Does my black deserve the same logic?,무의미함을 바라보던 나의 논리를...
M14_L0238,Does it really?,... 나의 검정에게도 적용할 수 있는 거야? 정말?
M14_L0239,"My oldest, worst enemy... my black.",나의 가장 오래되고 끔찍한 적...\n나의 검정에게도
M14_L0240,Does it deserve to be set free?,자유로울 가치가 있는 걸까?
M14_L0241,Of course. Of course it does.,"그럼, 당연하지. 당연하지."
M14_L0242,Why on earth not?,정말이지 왜 안 돼?
M14_L0243,.....,.....
M14_L0244,Oh. Oh. <nickname>.,아. 아아. <nickname>.
M14_L0245,Black.,검정.
M14_L0246,My black.,나의 검정.
M14_L0247,... I’m just getting used to it.,"... 그래, 어색하지만."
