Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
S6_L0042,"This is rancid vomit, shameful\ninferiority... squirming cockroaches.","썩어 버린 토사물, 더러운 열등감 덩어리...\n꿈틀거리는 바퀴벌레."
S6_L0043,Think. Think about it from\na human perspective.,생각해 봐. 인간으로서 생각해 보란 말이야.
S6_L0044,"Imagine you’re made of them, and you smell\nthem every time you look at yourself.","네 몸뚱아리가 그들로부터 구성되고,\n네 몸을 볼 때마다 그들의 냄새가 난다고."
S6_L0045,Isn’t it disgusting? Revolting?,불쾌하지 않아? 혐오스럽지 않아?
S6_L0046,Aren’t you seized with the urge to\nscratch your skin off layer by layer?,당장이라도 네 몸을 한 겹\n한 겹 긁어 내고 싶지 않아?
S6_L0047,To chop it off?,잘라 버리고 싶지 않아?
S6_L0048,A bathtub... or just plain old bleach.,욕조... 어쩌면 락스.
S6_L0049,Don’t you want to submerge yourself in anything\nand pray pray pray that it purifies you?,뭐든 좋으니 잠겨서 제발 제발 제발 제발\n정화될 수 있기를 빌게 되지 않아?
S6_L0050,"Oh, oh, oh. Oh...","아, 아, 아. 아..."
S6_L0051,"If you’d been born from filth, from the foulest\nand largest pool on the dark side of the Moon.",달 뒤편의 가장 추악하고 거대한 웅덩이가\n가진 ‘더러움’ 속에서 네가 태어났다면.
S6_L0052,Then you wouldn’t be able to\nsay these words so easily.,그랬더라면 네가 지금 같은 말을 그다지도 \n쉽사리 내뱉을 수 있었을까.
S6_L0053,Dot...,뭉치야...
S6_L0054,You’re pitying me but you have\nno idea what it’s really like.,"아니, 아니. 그만 둬. 그건 얄팍한 연민이야."
S6_L0055,"You’re being arrogant, thinking\nyou can fix anything. You can’t.",편협한 오만이고.
S6_L0056,...,...
S6_L0057,I thought you would understand.,너라면 내 마음을 알 줄 알았어.
S6_L0058,"No, no, no.","아니, 아니, 아니지."
S6_L0059,"Maybe you can’t understand,\nbecause you’re you.",너라서 내 마음을 모르는 것일지도.
S6_L0060,And you could never be me.,‘너’는 근본적으로 ‘내’가 될 수 없으니.
S6_L0061,Because you’re human.,너는 인간이고.
S6_L0062,And I’m...,나는...
S6_L0063,I’m.,나는.
S6_L0064,A monster.,괴물이니.
S6_L0065,......,......
S6_L0066,I don’t want to see you right now.,당장은 너를 보고 싶지 않아.
S6_L0067,Leave. Please.,나가 주면 좋겠어.
S6_L0068,"<nickname>, is it special to be unique?","<nickname>, 유일하면 특별해?"
S6_L0069,Is being unique a good thing?,유일하면 좋아?
S6_L0070,"Yes, it’s a valuable thing.|Depends on what kind of unique.","응, 유일하단 건 가치가 있다는 거야.|어떤 유일인지에 따라 다르겠지."
S6_L0071,Are you sure?,과연 그럴까?
S6_L0072,I see.,역시 그렇구나.
S6_L0073,...,...
S6_L0074,"<nickname>, I envy you.","<nickname>, 난 네가 부러워."
S6_L0075,Everywhere you go you have your\nspecies staring back like a mirror.,어딜 가나 너를 닮은 너의 종족들이\n거울처럼 너를 바라보고 있잖아.
S6_L0076,"On a walk in the park near your house, or\non some hidden beach in a faraway land,","집 앞 공원에 산책을 가도, 머나먼\n나라의 숨겨진 해변가에 가도,"
S6_L0077,your species resembles you and\nassure you of who you are.,널 닮은 너의 종족들은 동질감을\n넘어 너라는 존재에 대한 확신을 줘.
S6_L0078,"He, she, and them,\nhere there and everywhere.","너랑 닮은 그도, 그녀도, 그들도 여기\n있고, 쟤도 얘도 모두가 여기 있지."
S6_L0079,"They all look like you, and their\nlives interlace with yours like a net.","다들 너랑 비슷한 모양을 하고,\n그물처럼 엮이고 엮이며 살아가."
S6_L0080,...,...
S6_L0081,"Assurance. That I too can and should\nexist. Not as a coincidence, but a fact.",확신. 그렇다면 나 또한 이곳에 존재하는\n게 옳구나. 우연이 아닌 당연.
S6_L0082,That my existence in itself grants me\nthe right to make up part of this universe.,존재. 그저 존재함으로서\n세상을 구성할 자격이 있구나.
S6_L0083,It’s a privilege only\nthose with kin are given.,그런 마음을 느낄 수 있는 건\n동족 있는 자들의 특권일 거야.
S6_L0084,(They have always been comforting.)|(But are they always good for you?),"(맞아, 동족의 존재는 나에게 위안이 됐어.)|(과연 ‘동족’이 좋기만 한 존재들일까?)"
S6_L0085,One could think that. I agree with you.,그렇게 생각할 수 있지. 공감해.
S6_L0086,Humans... are like one another\nin each and every unique way.,인간들은... 어쩌면 전부 달라 보이는\n방식으로 비슷한 존재들이거든.
S6_L0087,"Happiness is shared by\nroaring together in ecstasy,","온전한 기쁨은 타인과 함께\n나누며 환호하기도 하고,"
S6_L0088,while a stranger’s words pull you\nfrom the deepest caverns of sorrow.,깊은 슬픔의 굴에 혼자 빠졌을 때에는\n타인의 한 마디에 위로받기도 하지.
S6_L0089,The fact that someone shares my\nemotions and perspective alone,나와 동일한 감정과 시각을 가지고\n있는 존재가 있다는 사실만으로도
S6_L0090,"can at times give me confidence\nin myself, and my existence.",자연스레 나라는 존재에 대한\n확신이 들 때가 있는 것 같아.
S6_L0091,I see...... I knew it. I was right.,그렇구나...... 역시 그런\n거였어. 나의 생각이 맞았어.
S6_L0092,"You see, <nickname>. I envy\nthat loose thread of connection.","<nickname>, 나는, 있지, 그 느슨한\n소속의 감각이 미칠 듯 부러운 것 같아."
S6_L0093,It’s not always a good thing.,생각보다 좋지 않을 수 있어.
S6_L0094,"Being similar means being subjected to\ncomparison, evaluation, or projection.","비슷한 모양을 하고 있기 때문에 더욱\n쉽게 비교나 평가, 투영의 대상이 되지."
S6_L0095,"The more people look like you,\nthe easier you can be replaced.","나를 닮은 사람이 많다는 건, 그만큼\n쉽게 대체될 수 있다는 뜻이기도 하고."
S6_L0096,"You might lose faith in your existence,\nand even your individuality.","존재에 대한 확신, 나아가 너의\n고유성마저 잃어버릴 수 있어."
S6_L0097,"Losing, or forgetting... whichever\nit may be I’ll never know.","잃는 것인지, 잊는 것인지...\n무엇인지는 정확히 알 수 없겠지만."
S6_L0098,But it’s tiring and scary to have beings\nthat share my emotions and perspectives.,나와 동일한 감정과 시각을 가지고 있는\n존재가 있다는 건 피곤하고 두려운 거야.
S6_L0099,I even wanted all of them to go away.|That’s why I don’t like people very much.,한때는 그들이 모두 사라지기를 바라기도 했어.|그래서 난 인간들을 그다지 좋아하지 않아.
S6_L0100,Really?,정말?
S6_L0101,Humans... as peculiar\nas they are beautiful.,인간들은... 아름다운 만큼\n오묘한 존재들이구나.
S6_L0102,That even you can sometimes\nbe tired of your kin.,따뜻한 <nickname>조차 동족을\n이따금씩 지겨워한다니.
S6_L0103,But...,하지만...
S6_L0104,I can’t stop thinking how that sentiment\nis yet another privilege for those with kin.,그 감상 또한 동족 있는 자들의\n특권이라는 생각을 지울 수가 없어.
S6_L0105,I.,나는.
S6_L0106,...,...
S6_L0107,"That is, I.",그러니까 나는.
S6_L0108,...,...
S6_L0109,I’m unique anywhere I go.,나는 어딜 가도 유일해.
S6_L0110,One of a kind.,오직 하나밖에 없어.
S6_L0111,They call beings like me a ’rarity’.,이걸 ‘희귀하다’고 한대.
S6_L0112,"Like a pink diamond from the desert\nor a baby’s first tooth, solid and white.","사막에서 나오는 핑크 다이아몬드처럼,\n누군가의 단단하고 새하얀 첫 이빨처럼."
S6_L0113,To be rare should mean to be beautiful.,희귀하면 아름다워야 하는데.
S6_L0114,And desirable.,그래야지 모두가 원할 텐데.
S6_L0115,...,...
S6_L0116,But why am I like this.,난 왜 이럴까.
S6_L0117,Small and sticky and mouthless and\ncolorless and kinless and useless,왜 작고 끈적거리고 입도 없고\n색깔도 없고 동족도 없고 쓸모없고
S6_L0118,useless,쓸모없고
S6_L0119,useless,쓸모없고
S6_L0120,"and no one wants me. Like a nasty piece of\ncandy, stuck to the bottom of a picnic basket.",또 누구도 먹기 싫어해. 바구니 밑바닥에\n남아 햇빛에 녹고 눌러붙는 이상한 맛의 사탕처럼.
S6_L0121,Dot...,뭉치야...
S6_L0122,...,...
S6_L0123,I’m unique.,난 유일해.
S6_L0124,One of a kind.,하나뿐이야.
S6_L0125,"Singular because no one needs me,","아무도 필요로 하지 않기 때문에\n하나밖에 존재하지 않는,"
S6_L0126,like a leftover. With no\nright to this universe.,나머지 같은 존재.\n세상을 구성할 자격이 없는.
S6_L0127,...,...
S6_L0128,... Lonely. I think I’m lonely.,... 외로워. 외로운 것 같아.
S6_L0129,I can only ever be me,나는 나밖에 될 수 없고
S6_L0130,and you can only ever be you.,너는 너밖에 될 수 없어.
S6_L0131,"I know, I know, I know! But! I think I’ve found\nthe sole exception, where we can be one!","알아, 알아, 알아! 알지만! 예외를 찾은 것 같아,\n너와 내가 통할 수도 있다는 예외를!"
S6_L0132,(Look at Dot.)|(Inquire.),(뭉치를 그저 바라본다.)|(의문한다.)
S6_L0133,What exception?,어떤 예외?
S6_L0134,It has to do with this book I read today!,오늘 어떤 책을 읽었거든!
S6_L0135,"The protagonist was\na monster just like me,","그 책 속 주인공도 나와 같은 괴물이었는데,"
S6_L0136,"and we were alike in many ways,\nand so were our thought processes.","우리는 닮은 점이 아주 많았고,\n생각하는 방식도 비슷했어."
S6_L0137,"The way he thought and felt,\nfeared, rejoiced, and questioned.","감정과 생각의 흐름, 그의\n두려움, 기쁨, 의문까지."
S6_L0138,All of it was a carbon copy of every\nsingle voice flowing within me.,내 안에서 유체처럼 떠도는 모든 울림을\n있는 그대로 빼다 박아 놓은 것 같았지.
S6_L0139,Even his hatred toward himself\nfelt like my very own.,"그가 자신을 보며 느끼던 혐오감까지도,\n진정 나의 그것 같았어."
S6_L0140,"And I, oh, oh, oh—! I felt my heart\ncry out... and I resonated with him!","난 이렇게, 아, 아, 아-! 심장이 부르짖는\n감각을 느끼며... 그와 공명할 수 있었다고!"
S6_L0141,I <i>was</i> him!,그는 곧 ‘내’가 되었던 거야!
S6_L0142,"But Dot. You said before that we’re separate\nbeings that could never be one, right?","그렇지만 뭉치, 너와 나는 각자의 존재로,\n결코 하나가 될 수 없다고 하지 않았어?"
S6_L0143,"Yes, I did.","응, 그랬었지."
S6_L0144,"But no! Really? Really, truly? No!",그런데 설마! 진짜? 진짜 그럴까? 설마!
S6_L0145,The mere thought of it being true\nmade my heart ache with desolation.,나는 알면서도 정말이지 그 사실을\n생각하면 심장이 허망하게 사무쳐서
S6_L0146,"So I was searching for clues, exceptions\nthat would exclaim, “Preposterous!”","‘이 생각은 아주 틀렸어!’라고 외칠 수 있는\n단서, 예외들을 찾아 나서는 중이었어."
S6_L0147,"If there truly is no exception, am I confined\nto a fundamentally solitary existence,","예외가 세상에 단 하나라도 없다면, 나는\n그렇게 존재의 근본적인 고독을 느끼며"
S6_L0148,"abandoned and left alone to slowly dry out?\nNo, not a chance. Seek the exception I shall!","홀로 버려진 채 서서히 메말라 버리지 않을까?\n아니, 그럴 수 없지. 예외를 찾아야지!"
S6_L0149,... The way you searched for characters\nin books that resemble you?,... 너와 닮았다고 느껴지는 책\n속 인물들을 찾아 다닌 것처럼?
S6_L0150,Yes.,응.
S6_L0151,"I’m not just bound to me, and\nyou’re not just bound to you.","나는 나밖에 못 되고,\n너는 너밖에 못 되는 게 아니야."
S6_L0152,We can be each other!,우리는 서로가 될 수 있어!
S6_L0153,But he’s only a character from a book.|But can a man-made monster back your logic?,하지만 그는 그저 책 속의 인물일 뿐인걸.|다만 창작된 괴물 캐릭터가 좋은 예시일까?
S6_L0154,Characters exist as print on the pages of a book.,"그는 활자와 책의 표면으로 존재해,"
S6_L0155,"They don’t contain multitudes, they don’t live\nor breathe, and they don’t interact with you.",입체감 있는 자아나 주체를\n가진 인간과는 다르지.
S6_L0156,"You might have been deeply\ntouched by reading that book,","뭉치가 적혀진 글을 읽고\n깊이 공감했을 수 있겠지만,"
S6_L0157,but the way you resonated... might just\nbe you projecting a piece of you onto him.,너와 하나처럼 공명한 건... 그저 그에게\n투영된 너의 조각 중 하나가 아닐까.
S6_L0158,But...,그치만...
S6_L0159,But.,그렇지만.
S6_L0160,In that moment I felt whole...,난 그 순간만큼은 충만해졌는걸...
S6_L0161,(Pat Dot.)|(Watch Dot.),(뭉치를 조용히 쓰다듬는다.)|(뭉치를 조용히 바라본다.)
S6_L0162,"Was it a moment of fulfillment,\na moment of illusion?","찰나의 만끽, 찰나의 착각이었던 걸까."
S6_L0163,"Oh, oh... All unique beings are inevitably\nlonely. I know, I know, I know.","아, 아... 모든 고유한 존재들에는\n필연적인 외로움이 있어. 알아. 알아. 알아."
S6_L0164,"I know, I know it has to be so, and yet.","알면서도, 그럴 수밖에 없다는 걸 알면서도,"
S6_L0165,"It’s a wall I desperately want to\ntear down. I thirst, and I desire.","이건 격렬히 깨 부수고 싶은 벽이야.\n갈증이고, 갈망이야."
S6_L0166,(Stay by Dot’s side.)|(Give Dot some space.),(조용히 옆에 있어 준다.)|(뭉치에게 혼자만의 시간을 준다.)
S6_L0167,"<nickname>, look over here!","<nickname>, 여길 봐!"
S6_L0168,Hmm?,응?
S6_L0169,What do you think?,어때?
S6_L0170,(Oh my. A bug.)|(Gah! What is that!),"(오, 세상에. 벌레다.)|(히익! 이게 뭐야!)"
S6_L0171,Oh... a bug.,앗... 벌레구나.
S6_L0172,"What are you doing with a bug, Dot?","어째서 벌레와 함께 있는 거야, 뭉치?"
S6_L0173,"(Please, please get away from it.)","(얼른, 제발 떨어지라고 말하고 싶다.)"
S6_L0174,"Yes, it’s a present from Dame Spider\nthat lives on our windowsill!","응, 우리 집 창문에 살고 있는\n거미 선생이 선물해 준 벌레야!"
S6_L0175,I think humans call this a ‘caterpillar’.,인간들은 ‘애벌레’라고 부르는 것 같던데.
S6_L0176,Look at it. It’s plump\nand long and flexible.,애벌레의 몸을 봐. 통통하고 길고 유연해.
S6_L0177,Just how many places has it\nbeen to with its wriggling body?,이 꿈틀거리는 몸으로 얼마나\n많은 곳을 다녀왔을까?
S6_L0178,"The corner store, the local\ngraveyard, and then your favorite diner, easily.","창문 밖으로 보이는 편의점, 동네 묘지, 네가 가장\n좋아하는 식당까지 무리 없이 다녀왔을 것 같아."
S6_L0179,(I guess that sounds...cute?)|(Blegh... gives me the creeps.),(상상하니 나름... 귀여운걸?)|(윽... 소름 돋아.)
S6_L0180,Yeah... I guess...,응... 그럴 수도 있겠다...
S6_L0181,I want to hear what it has to say.\nIt must have had an adventure.,애벌레의 이야기들을 꼭 듣고 싶어.\n모험 소설 같을 것 같아.
S6_L0182,I like to think this caterpillar is a lovable\nprankster who gets up to mischief.,나는 애벌레가 여기저기 괜한 훼방을\n놓는 사랑스러운 장난꾸러기일 것 같은데.
S6_L0183,What do you think?,너는 애벌레가 어떨 것 같아?
S6_L0184,(Although I’d rather not think about it…),(딱히 상상하고 싶지는 않지만...)
S6_L0185,"Dot, no!",그러면 절대 안 되지!
S6_L0186,Diners don’t allow bugs!,식당에 벌레가 있으면 어떡해!
S6_L0187,Why not? Caterpillars get hungry too.,왜? 애벌레도 배가 고플 수 있잖아.
S6_L0188,What would be the best\ndish for our little friend here?,네가 생각하는 최고의 메뉴를\n이 친구에게 추천해 주는 건 어때?
S6_L0189,"Oh, um... the best dish?","음, 어... 최고의 메뉴?"
S6_L0190,"Uh, I guess it would be...",애벌레를 위한 메뉴는...
S6_L0191,... I like it!,... 마음에 꼭 들어!
S6_L0192,"You know,","있잖아,"
S6_L0193,"I’m on better terms with Dame\nSpider now, wouldn’t you say?",내가 거미 선생과 조금은 더 친해진 것 같지?
S6_L0194,"I always said hello to her\nafter our first encounter,","처음 스쳤던 이후로 마주칠 때마다 인사했는데,"
S6_L0195,but she didn’t seem to recognize me.,선생은 나를 잘 못 알아보는 것 같더라고.
S6_L0196,And it felt like a weight\non my chest every time.,그래서 마음이 마치 쇳덩이로\n짓눌린 것처럼 답답했어.
S6_L0197,...,...
S6_L0198,"Until today, when she dropped\nthis bug in front of me!",그런데 오늘 갑자기 내 앞에\n이 벌레를 놓고 떠난 거야!
S6_L0199,...,...
S6_L0200,"Only then did I guess how Dame Spider felt,\nthough we haven’t said a word to each other.",한마디 나눠 본 적 없어 알지 못했던 거미\n선생의 마음을 그제야 짐작할 수 있었어.
S6_L0201,"She must think we’re closer now, and this\ncaterpillar must be a token of our friendship.","역시 나와 조금은 친해졌다고 생각하고,\n친밀감의 증표로 애벌레를 선물한 것 같아."
S6_L0202,...,...
S6_L0203,"I would like to befriend this present,\nso kindly offered to me by the Dame.",선생의 소중한 마음을 담은\n이 선물과 친한 친구가 되고 싶어.
S6_L0204,...,...
S6_L0205,How should I go about\nbecoming friends? Help!,이 친구와 어떻게 친해질 수 있을까? 도와줘!
S6_L0206,(What do I do...),(이를 어떡하지...)
S6_L0207,Well... I’ll think about it...,으음... 생각해 볼게...
