Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
S5_L0036,"Well, one time while gazing up at the sun\nI wanted to be in its gentle embrace","으음, 한 번은 태양을 올려다보며\n그의 자애로운 온기에 안겨 있고 싶어져서"
S5_L0037,"so I tried to rub my\ncheek against its surface,","햇살 표면에 내 볼을 슬며시\n부비적거려 본 적이 있었는데,"
S5_L0038,"but its lemon-yellow rays beat down\non me and it thundered at me,",그는 레몬과 같은 노란빛의 햇살로\n나를 따갑게 내리쬐며 호통을 쳤지.
S5_L0039,“How dare you!” And I... I had no choice\nbut to flee into the damp shadows.,“감히 네가 어디를!” 난 그저... 축축한\n그림자 속으로 도망칠 수밖에 없었어.
S5_L0040,Lemons must be\nthe fruit of rejection.,레몬은 거부의 과일인 게 분명해.
S5_L0041,Mm...,음...
S5_L0042,Experiences make us think a\ncertain way about each thing.,제각각의 경험은 특정한 것에 대해\n특정한 방식으로 생각하게 할 때가 있어.
S5_L0043,It’s because memories are subjective!,기억은 주관적이거든!
S5_L0044,Subjective?,주관적인 기억?
S5_L0045,"See, you feel a sense of\nrejection from lemons.","봐, 레몬을 생각하면 뭉치는\n거부당하는 느낌이 들잖아."
S5_L0046,But others feel\ndifferently about it.,하지만 다르게 생각하는 사람들도 있어.
S5_L0047,"Really? Wait, what do\nyou think of lemons?","정말? 잠깐, 그럼 <nickname 너는\n레몬을 생각하면 어떤 느낌이 들어?"
S5_L0048,"To me, lemons are...",레몬은 나에게......
S5_L0049,Huh.,그렇구나.
S5_L0050,I understand. Lemons really\ncould be all these things.,이해했어. 레몬은 정말\n수많은 것들이 될 수 있겠어.
S5_L0051,So this singer must have had\na gloomy experience with lemons.,그럼 이 가수는 레몬과\n관련된 나쁜 일을 겪었겠구나.
S5_L0052,"Perhaps, maybe.",그렇지. 정말 그럴지도 몰라.
S5_L0053,Hm...,으음...
S5_L0054,I wonder what made lemons\ntaste like melancholy for this person.,왜 이 사람의 레몬은\n우울한 맛이 나게 되었을까?
S5_L0055,"Ah, I think I see it.","아, 알 것 같아."
S5_L0056,Maybe he had a lemon drop in his mouth\nthe last time he ever saw his best friend.,어쩌면 가장 친한 친구를 마지막으로 봤을 때\n하필이면 레몬 사탕을 물고 있었을지도...
S5_L0057,"Maybe he once bit into a rotten lemon,\ngifted to him by a bunch of bullies.",어쩌면 못된 녀석들이 쥐여 준 썩은 레몬을\n 베어 문 적이 있었을지도...
S5_L0058,Maybe he was once chased by\na gigantic lemon in his dreams,어쩌면 거대한 레몬에게 쫓기는\n꿈을 꾼 직후의 아침이었을지도...
S5_L0059,Maybe... ,어쩌면... 
S5_L0060,Maybe...,어쩌면...
S5_L0061,Maybe.,어쩌면.
S5_L0062,"Today I looked down at a dark red,\nsour blob of jam on the sidewalk,","오늘은 도시 바닥에 떨어진,\n누군가의 샌드위치에서 흘러 나왔을"
S5_L0063,"that might have fallen out of\nsomeone’s sandwich, and thought,",검붉고 시큼한 잼 덩어리를 바라보다가
S5_L0064,‘I was born from something sort of\nlike that... dark and sticky and inedible;’,‘나도 비슷할지 모르는 잼 덩어리에서\n태어났는데... 검고 끈적이고 먹을 수 없고’
S5_L0065,‘a putrid kind of jam.’,‘아무래도 역한 맛이 날 것 같은 잼.’
S5_L0066,"And then I blinked, and\nI was sucked into it.",생각하며 눈 깜빡 감았다 떴는데\n그 속으로 빨려들어가 버렸어.
S5_L0067,Into a nightmare of a world.,악몽 같은 세상이었어.
S5_L0068,"Everything was red, like looking\nthrough red cellophane.","붉은 셀로판지로 바라본 것처럼,\n모든 것이 붉었고."
S5_L0069,(A world soaked with crimson blood.)|(A world soaked with raspberry juice.),(새빨간 피로 물든 세상이 떠올라.)|(산딸기 즙으로 절여진 세상이 떠올라.)
S5_L0070,It was like being inside\nan ancient myth.,오랜 신화 속이었던 것 같아.
S5_L0071,"A giant lay on the ground,\nstabbed by a brave warrior’s sword.",용맹한 전사의 칼에 찔려\n죽은 거인이 누워 있었어.
S5_L0072,"Its bloodshot eyes gazed\nat the red, rancid stream","그는 핏발 선 눈을 하고, 자기 목에서\n솟구치는 시뻘겋고 비릿한 물줄기를"
S5_L0073,spurting from its throat.,그저 바라만 보았어.
S5_L0074,"A violent, yet silent red.","격렬하지만 고요한 붉음이었어,"
S5_L0075,Everyone cheered at the giant’s\ndeath but it remained mute.,모두가 거인의 죽음에 환호했지만\n오직 그만은 말이 없었지.
S5_L0076,"It looked at the roaring warrior and\nthe worshipping townsfolk, and said—","그는 가슴을 내밀고 포효하는 전사와\n그를 숭배하는 마을 사람들을 바라보다가,"
S5_L0077,I never asked to be born this big.,커다랗게 태어나고 싶지 않았는데 말이에요.
S5_L0078,Next time I’ll be reborn as a small\nraspberry. Mama. Mama. It hurts.,다음에는 아주 작고 올망졸망한\n산딸기로 태어나야지. 엄마. 엄마. 아파요.
S5_L0079,Mama. I’m scared.,엄마. 무서워요.
S5_L0080,— and slipped and fell down the cliff.,하며 절벽 아래로 미끄러져 떨어졌어.
S5_L0081,Oh.,아.
S5_L0082,Oh.,아.
S5_L0083,"That day on the Moon, staring into\nspace and awaiting my death sentence,","사실 달에서의 그날, 우주를 바라보며\n사형 집행을 기다리던 그날"
S5_L0084,I was that giant.,그날은 나도 거인이었지.
S5_L0085,A giant falling into space.,우주로 떨어지는 떨어지는 거인이었어.
S5_L0086,......,......
S5_L0087,"I know its fear. Its sorrow,\nits confusion,","그의 공포를 알아. 그의 설움을, 혼란을,"
S5_L0088,the feel of the darkness\ncrawling in the thick void.,짙은 허공 속 우글거리던\n암흑의 감각을 알아.
S5_L0089,"I never asked to be born in that\npitch black pit of all places, either.",나도 그 시커먼 구덩이 속에서만큼은\n태어나고 싶지 않았는데 말이야.
S5_L0090,"I wanted to be round and\npretty, like a color, like a dream.","동그랗고 예쁘게, 색처럼, 꿈처럼."
S5_L0091,I really really did.,정말이지 그렇게 태어나고\n싶었는데 말이야.
S5_L0092,"With no one to hold onto, all I could do\nwas gaze into space.",붙잡을 사람 하나 없이\n우주를 바라만 바라만 보았어.
S5_L0093,"And like the giant staring at the rancid\nred stream with its bloodshot eyes,","핏발 선 눈을 하고, 목에서 솟구치는 시뻘겋고\n 비릿한 물줄기를 바라보던 거인처럼"
S5_L0094,I tried to stomach everything\nI felt in a single swallow.,모든 모든 마음을 한입에\n삼켜 보려 노력하면서.
S5_L0095,"It was like being inside a mortar\nmade of steel, in a jam factory.",어느 잼 공장의 철로 된\n절구통 속이었던 것 같아.
S5_L0096,"A raspberry, halfway crushed,",몸이 반만 뭉그러진 산딸기 하나가
S5_L0097,"with bloodshot eyes gazed\nat the red, rancid stream","핏발 선 눈을 하고, 내장에서\n솟구치는 시뻘겋고 비릿한 물줄기를"
S5_L0098,spurting from its intestines.,그저 바라만 보았어.
S5_L0099,"A violent, yet silent red.","격렬하지만 고요한 붉음이었어,"
S5_L0100,"The pestle went thump, thump, thump, thump,\nand the raspberry said—",절구는 일정하게 쿵 쿵 쿵 쿵 쿵\n내려찍혔고 산딸기는
S5_L0101,I never asked to be born so sweet.,달콤하게 태어나고 싶지\n않았는데 말이에요.
S5_L0102,One day I’ll be reborn as a bitter giant. \nMama. Mama. It hurts.,다음에는 아주 씁쓸한 맛이 나는 거인으로\n태어나야지. 엄마. 엄마. 아파요.
S5_L0103,Mama. I’m scared.,엄마. 무서워요.
S5_L0104,— and was thrown into the pot as jam.,하며 잼이 되어 냄비에 던져졌어.
S5_L0105,Oh.,아.
S5_L0106,"That day on the moon, staring into space\nand awaiting my death sentence,","사실 달에서의 그날, 우주를\n바라보며 사형 집행을 기다리던 그날"
S5_L0107,I was that raspberry.,그날은 나도 산딸기였지.
S5_L0108,A raspberry being crushed and crushed.,으깨지는 으깨지는 산딸기였어.
S5_L0109,......,......
S5_L0110,"I know its fear. Its sorrow, its confusion, the feel\nof the darkness that crawled in the thick void.","그의 공포를 알아. 그의 설움을, 혼란을, 짙은 \n허공 속 우글거리던 암흑의 감각을 알아."
S5_L0111,"I never asked to be born in that\npitch black pit of all places, either.",나도 그 시커먼 구덩이 속에서만큼은\n태어나고 싶지 않았는데 말이에요.
S5_L0112,"I wanted to be round and pretty,\nlike a color, like a dream.","동그랗고 예쁘게, 색처럼, 꿈처럼."
S5_L0113,I really really did.,정말이지 그렇게 태어나고\n싶었는데 말이에요.
S5_L0114,"With no one to hold onto, all I could do\nwas gaze into space.",붙잡을 사람 하나 없이\n우주를 바라만 바라만 보았어.
S5_L0115,"And like the raspberry staring at the\nrancid red stream with bloodshot eyes,","핏발 선 눈으로, 내장에서 솟구치는 시뻘겋고\n 비릿한 물줄기를 바라보던 산딸기처럼"
S5_L0116,I tried to stomach every single\nthing I felt in a single swallow.,모든 모든 모든 마음을\n한입에 삼켜 보려 노력하면서.
S5_L0117,Hello.,안녕.
S5_L0118,"Nice to see you again, mold.","반가워, 곰팡이야."
S5_L0119,"Did you know,","있지,"
S5_L0120,I come from the Moon?,나는 달에서 왔다?
S5_L0121,"The dark side of the Moon,\nin fact, that can’t be seen from Earth.","지구에선 보이지 않는,\n달의 어두운 뒤편에서 왔어."
S5_L0122,...,...
S5_L0123,"I’m glad to be here, to have\nmet <nickname> and you.","난 이곳에 온 게 참 좋아. 나의 모퉁이를\n찾았고, 나의 인간 친구를 만났지."
S5_L0124,"It feels like a dream I don’t want to wake\nfrom, or sweet ripples embracing me.","벗어나고 싶지 않은 꿈결 같고,\n다정히 안겨드는 물결 같아."
S5_L0125,"But sometimes, in the middle of\nthe night... the Moon visits my mind.","그런데 아주 가끔, 이따금의 한밤중에...\n달이 내 마음에 찾아올 때가 있어."
S5_L0126,...,...
S5_L0127,"The dark side of the Moon,\nthat can’t be seen from Earth.","지구에선 보이지 않는,\n달의 어두운 뒤편이."
S5_L0128,I look to my very own Moon then.,그럴 때면 난 나만의 달을 바라봐.
S5_L0129,That round lamp over there.,저기 동그란 전등 말이야.
S5_L0130,...,...
S5_L0131,It’s not as gray or cratered\nas where I came from.,내 시초지만큼 색이 어둡거나\n구덩이가 많진 않아.
S5_L0132,"In fact, it’s nothing like it.",사실 조금도 닮지 않았어.
S5_L0133,This lamp is more like how\nthe Moon looks from Earth:,이 조명은... 지구에서 보이는\n달과 더 닮았을 거야.
S5_L0134,Bright and glowing.,밝고 빛나지.
S5_L0135,But that’s okay. I still find it lovable.,하지만 그런 대로 괜찮아.\n그래도 사랑스러워.
S5_L0136,...,...
S5_L0137,"You see, it still reminds me\nof the Moon that I know.","조금도 닮지 않았지만, 그 자체만으로\n내가 아는 나의 달을 떠올리게 하니까."
S5_L0138,"Everyone else here\nsees the shining front,","지구에 있는 모두가 빛나는\n앞면을 바라보지만,"
S5_L0139,but only I know the\nother side of the Moon.,"오직 나만이 달의 뒤편,\n그 어두운 이면을 아니까."
S5_L0140,"Filled with dust and filth,\nthe pitiful and soiled,","먼지와 오물, 안쓰럽거나\n불결한 것들로 가득한..."
S5_L0141,but the Moon nonetheless.,그럼에도 여전히 달인.
S5_L0142,That’s the Moon that\nI know and remember.,그게 바로 내가 알고 기억하는 달이야.
S5_L0143,My Moon. And...,나의 달. 그리고...
S5_L0144,Their Moon. Those with their\nwarmth and wounds.,"나를 처음으로 알아주었던, 상처 깊고\n따뜻한 이들... 내 첫 친구들의 달."
S5_L0145,...,...
S5_L0146,So I want to share this lamp with you.,그래서 너와 이 전등을 나누고 싶어.
S5_L0147,...,...
S5_L0148,"From now, it can be\nour little Moon.",이제부턴 우리의 달인 거야.
