Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
M3_L0054,So please don’t jump to any\nconclusions about yourself.,그러니 너 자신을 섣불리 단정 짓지 말아 줘.
M3_L0055,"No, Dot. You’re thoughtful, soft, and warm.","아냐, 뭉치. 넌 생각이 깊고,\n부드럽고, 따스한 심성을 가졌잖아."
M3_L0056,"To me, those parts of you are what’s real.","너의 검정은, 이러한 다정한 구석들까지\n집어삼킬 정도로 강하지 않아."
M3_L0057,...,...
M3_L0058,I think I need to be alone.\nWould you stop by later?,나 혼자 있을 시간이 필요한 것 같아.\n이따 다시 찾아와 줄래?
M3_L0059,...,...
M3_L0060,Hello Dot.,안녕 뭉치.
M3_L0061,......,......
M3_L0062,... Do you still want to be alone?,... 혹시 아직 혼자 있고 싶어?
M3_L0063,"It seems like you had\na pleasant time,<nickname>.","편안한 시간을 보내고\n온 것 같아, <nickname>."
M3_L0064,Your smile is firmer.,미소가 조금 더 짙어졌어.
M3_L0065,"This is who you really are, right?",역시 지금의 네가 너의 본모습인 거지?
M3_L0066,Hmm? What makes you think so?,응? 왜 그렇게 생각해?
M3_L0067,"Because you’ve always looked\nat me warmly, <nickname>.",<nickname> 너는 늘 나를\n따뜻하게 바라봐 주었으니까.
M3_L0068,And I can’t stand to think otherwise.,그렇게 생각하지 않으면 견딜 수가 없어.
M3_L0069,"If it wasn’t real... if it was\nall just pretend, I...",그 모습이 진짜가 아니면... 거짓이라면 난...
M3_L0070,"I think I know how you feel.|You don’t have to worry, Dot.",... 어떤 불안함인지 알 것 같아.|그런 거라면 걱정하지 않아도 돼.
M3_L0071,So I promise I’ll always be true\nto you when we’re together.,그러니 너와 함께할 때엔 늘 진심이겠다고 약속할게.
M3_L0072,I’ve always been myself with you.,너와 함께할 때의 나는 늘 변함없이 나였으니까.
M3_L0073,...Really? I don’t need to use\nwhat humans call a ‘polygraph’?,... 정말이야? 인간들의 ‘거짓말 탐지기’를\n사용하지 않아도 되겠지?
M3_L0074,(Where did Dot learn that from?),(그런 건 어디서 봤을까?)
M3_L0075,"Of course. I was the real me before\nI went out, as I still am right now.","그럼. 외출 전의 나도,\n지금의 나도 진짜 나야."
M3_L0076,"It’s just that people can’t be consistent\nevery single minute, hour, and day.","단지 매일, 매 분, 매 시간이\n같은 모습일 수 없는 것뿐이야."
M3_L0077,...They’re human.,... 인간이니까.
M3_L0078,"So, so, the thorny part of you that\nyou told me earlier is also the real you?","그럼, 그럼, 전에 내게 말해 준 따가운\n모습의 너도 ‘진짜’ 너라는 거야?"
M3_L0079,"The vile desires shifting deep within you,\nthose painful impulses and blues are truly you?","너의 깊은 곳에서 몸을 뒤척이는 추한 욕망도,\n고통스러운 충동과 우울도 너의 본모습이야?"
M3_L0080,It’s not a disguise? Were you\nborn with it? Are you hiding it?,뒤집어 쓴 게 아니야? 가지고\n태어난 거야? 감추고 있는 거야?
M3_L0081,"I think so, not that I’m proud of it.|I’m not sure about that. What do you think?",인정하기 싫지만 그런 것 같기도 해.|그것까지는 잘 모르겠어. 뭉치 생각은 어때?
M3_L0082,... You’re always <nickname>.,"... <nickname>, 너는 언제나 너였던 거야."
M3_L0083,"The way the Earth is always the Earth, in its\nvarying shades of light and sunsets and dark.","아침 햇살이 비칠 때와 노을이 질 때, 어둠이 \n짙을 때 다른 색을 품지만 지구가 늘 지구인 것처럼."
M3_L0084,"They just appear to be different, but\neverything belongs solely to them.","다른 모습으로 ‘나타날’ 뿐, 모든\n모습들이 전부 그 사람의 것인 거야."
M3_L0085,There’s no use in telling\napart what’s real and fake.,진짜와 가짜를 구분하는\n것은 의미가 없어지지.
M3_L0086,"No need to worry over what’s real, weep over\nwhat’s not, or blame either one of them.","진짜일까 불안해하지도, 가짜라고 슬퍼하지도, 어느\n한 쪽을 탓하며 손가락질하지 않아도 되는 거야."
M3_L0087,"If all my faces are really just who I am,","네 말대로 내가 가진 모든 모습들이 그저 나라면,"
M3_L0088,(That’s soothing.)|(I’m still lost. Who am I?),(어쩐지 안심이 돼.)|(... 여전히 혼란스러워. 나도 날 모르겠는 기분.)
M3_L0089,"then having a number of them\ndoesn’t mean I’m a paradox, or a fraud.",여러 개의 모습을 가졌다고 해서 특별히\n모순적이거나 가식적인 사람이 아니라는 거구나.
M3_L0090,... That’s good to know.,... 다행이야.
M3_L0091,But then why do my inner selves\nconflict with each other at times?,하지만 종종 내 안에서 여러 개의\n내가 충돌하는 건 왜일까?
M3_L0092,... I’m still lost.,... 여전히 혼란스러워.
M3_L0093,"It’s up to you to decide what face\nyou want to show, <nickname>.",어떤 모습을 보여 줄지\n선택하는 건 <nickname>의 몫이야.
M3_L0094,That you have a large selection might\nmean you’re just that multi-dimensional.,"보여 주고 싶은 모습이 다양하다는 건,\n그만큼 다채로운 사람이라는 뜻일지도 몰라."
M3_L0095,"<nickname>, I want to ask you something.\nDoes this mean I’m like humans?","<nickname>, 물어보고 싶은 게 있어.\n그렇다면 나도 인간과 같을까?"
M3_L0096,What do you mean?,그게 무슨 말이야?
M3_L0097,"I mean that I want\ndimensions, just like you.",아주 입체적인 덩어리 괴물이\n되고 싶다는 말이야.
M3_L0098,"I want to be me. Be it a depressed\nnobody with a black wobbly body,","검고 흐물거리는 몸을 가지고\n좌절하는 하찮은 나도,"
M3_L0099,or a thinker pondering with\nyou over beloved humans. Just me.,너라는 친구와 사랑하는 인간에 대해 사유하는\n나도 전부 나로서 존재할 수 있으면 해.
M3_L0100,"Even with these arms full of despair, I still long to make room for hope.",우글거리는 모든 절망을 끌어안은\n동시에 희망을 품을 수 있으면 해...
M3_L0101,"so that, surrounded by possibilities of the days\nahead, I’ll be less lonely than the one before.",그러면 다양한 내일의 가능성 속에서\n어제보다 덜 외로운 내가 될 거야.
M3_L0102,Do you think I can? Could I really?,부디 그럴 수 있을까? 응?
