Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
S10_L0055,......,......
S10_L0056,......,......
S10_L0057,That was unseemly.\nI hope you’ll forgive me.,부끄럽네. 아까의 모습은 잊어 줘.
S10_L0058,"And if you don’t mind, I hope you’ll\nhold me for just a little longer.",... 그리고 실례가 아니라면\n조금만 더 쓰다듬어 줄 수 있을까.
S10_L0059,"(Stroke Dot. It feels\nsticky, but warm.)",(뭉치를 가만히 쓰다듬는다.\n조금 끈적하지만 따뜻하다.)
S10_L0060,Your hands are different.\nThey speak of peace.,너의 손끝은 달라. 평화 같아.
S10_L0061,But nothing like the monochrome\npeace I’ve known so far.,그런데 어둡지도 않아.
S10_L0062,"Not dark, not heavy.","아, 이런 색을 가진 평화도 있구나."
S10_L0063,"Warm, like moss on the verge of sleep...",졸린 이끼처럼 온화하고...
S10_L0064,and light. Like bubbles that\nhave just blinked awake.,잠에서 막 깬 기포처럼 가벼운 평화.
S10_L0065,"Thank you, <nickname>.","고마워, <nickname>."
S10_L0066,Watching monochrome films on\ncolor-filled Earth feels endlessly quiet.,색이 가득한 지구에서 보는 흑백\n영화는 한없이 고요하게 느껴져.
S10_L0067,That comfortable quiet led me\nto take a black-and-white photo.,"그 고요함이 왜인지 편안해서,\n이번엔 흑백 사진을 찍어 봤어."
S10_L0068,"An Earth where only lines,\nblack, and white exist.",선과 흑과 백만이 존재하는 지구.
S10_L0069,The Earth in the photo resembled\nthe Moon up there in space.,사진 속의 지구는 우주\n속의 달과 닮아 있었어.
S10_L0070,"<nickname>, as you know,\nI yearn for vivid colors.","<nickname>, 너도 알고 있겠지만,\n나는 다채로운 색채를 갈망해."
S10_L0071,I so sincerely love them and\nthe way they softly paint the world.,부드럽게 세상을 물들인\n그것을 사랑해 마지않아.
S10_L0072,However...,하지만...
S10_L0073,"I imagined, just for a minute,\na black-and-white world.",잠시 동안 상상해 봤어.\n오로지 회빛 뿐인 세상을.
S10_L0074,The Dot in it seemed\nfar less lonesome.,그 안의 나는 지금보다\n훨씬 덜 외로워 보였지.
S10_L0075,I know.,나도 알아.
S10_L0076,"The more I love color, the more lonely\na monochrome being like me becomes.",색채를 사랑할수록 색채가 없는\n나는 더 외로워진다는 걸.
S10_L0077,"In spite of that, I blindly\nfeel for color endlessly.","그럼에도 색채를 끝없이\n더듬게 되는 이유는,"
S10_L0078,Perhaps because...,그건 아마도...
S10_L0079,Can you hurt yourself even\nwhen you don’t want to die?,죽고 싶지 않은데도 스스로를\n해칠 수 있는 걸까요?
S10_L0080,Even when you truly\ndon’t want to disappear?,정말이지 사라지고 싶은 것이 아닌데도?
S10_L0081,Ever since I’ve met you I\ncan’t control these thoughts,당신을 만난 후로 다발적으로\n으깨지는 나의 생각을
S10_L0082,that get crushed all at once.,도무지 주체할 수가 없어요.
S10_L0083,Can you hurt yourself even\nwhen you don’t want to die?,죽고 싶지 않은데도 스스로를\n해칠 수 있는 거예요?
S10_L0084,How can that be?,어째서 그렇죠?
S10_L0085,It’s scary and it hurts...,무섭고 아프지만...
S10_L0086,But when that feeling of\nhatred bursts outwardly,가렵고 어려운 감정들이\n언젠가 울컥 터져 나올 때
S10_L0087,I find myself mimicking\nyour actions. I’m drawn to it.,당신의 행동을 나도 모르게\n모방하게 돼요. 이끌려요.
S10_L0088,How? How is that possible?,왜요? 왜 그런 일이 가능한 거죠?
S10_L0089,Was it the same for you? Was that moment\nof abandonment like a single red apple?,당신도 그랬나요? 찰나 만끽했던\n해방은 한 알의 빨간 사과 같았나요?
S10_L0090,......,......
S10_L0091,What about you? Were you able to hurt\nyourself because you wanted death?,당신은 어땠나요? 죽고 싶었기에\n스스로를 해칠 수 있었던 건가요?
S10_L0092,Did you hate Earth that much?,그 정도로 지구가 미웠나요?
S10_L0093,"Time, life, or yourself?","시간이, 삶이, 혹은 당신이?"
S10_L0094,Then I...,그렇다면 나는...
S10_L0095,I...,나는...
S10_L0096,......,......
S10_L0097,"Oh, I’ve longed to melt away into\nnothing but did that mean death?","아, 사르르 녹아 사라지기를 염원해\n왔지만 그것이 곧 죽음이었던 걸까요?"
S10_L0098,... Why?,... 어째서 그렇죠?
S10_L0099,I miss the Moon. I miss Red.\nIt’s strange here.,달이 보고 싶어요. 레드가\n보고 싶어요. 이곳은 이상해요.
S10_L0100,I’m the only one that’s black\nand disgusting. Just me.,... 나만 너무 검고 역해요.
S10_L0101,Dot?,뭉치야?
S10_L0102,....,......
S10_L0103,Doooot.,뭉치야아.
S10_L0104,......,......
S10_L0105,(Seems like Dot doesn’t want to talk.)|(Is Dot having a sad dream?),"(오늘은 대화하고 싶지 않은가 봐.)|(뭉치, 슬픈 꿈을 꾸고 있는 걸까?)"
S10_L0106,(Give them time.),(뭉치에게 시간을 준다.)
S10_L0107,(We’ll talk in the morning.),(내일 일어나면 이야기해 봐야겠다.)
S10_L0108,"Good night, Dot.","잘 자, 뭉치."
