Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
S9_L0045,...,...
S9_L0046,...,...
S9_L0047,...,...
S9_L0048,Oh.,아.
S9_L0049,But you’re not.,그럴 리가 없지.
S9_L0050,You would never lie.,거짓말일 리가 없잖아?
S9_L0051,You’ve always been\nbrutally honest with me.,너는 늘 나에겐 잔인할\n만큼 진실된 인간이니까.
S9_L0052,So all feeble life dies in vain.,모든 연약한 생명은 단지\n허무하게 죽어 버릴 뿐이고.
S9_L0053,"Like a dream that loses its warmth for\ngood, and scatters once morning comes?",아침이 오면 영영 차갑게\n식어 흩어지는 꿈처럼?
S9_L0054,Beautiful but futile.\nAnd thus ugly.,아름답지만 허무한. 그렇기에 추한.
S9_L0055,So.,그러니.
S9_L0056,So he is dead.,그러니 얘는 죽은 게 맞아.
S9_L0057,...,...
S9_L0058,"I’m sorry, Dot. I know it isn’t easy.","미안해, 뭉치. 받아들이기 쉽지 않을 거야."
S9_L0059,No one is ready to say goodbye.,그 누구도 이별에 준비된 자는 없으니까...
S9_L0060,"It’s alright, <nickname>. My human friend.","괜찮아, <nickname>. 나의 인간 친구."
S9_L0061,"Just because all humans,\nall mold, and all insects die","모든 인간이, 모든 곰팡이가, 모든\n날벌레가 죽어 버린다고 해서"
S9_L0062,"doesn’t mean I’ll die too, right?",나 역시 죽는다는 보장은 없는 거잖아?
S9_L0063,So it’s alright.\nBut I’d like to be alone.,"그러니 괜찮아. 나, 잠시 혼자 있을게."
S9_L0064,I’ll be better after thinking things\nthrough. Please don’t mind me.,뭐라도 생각하고 있으면 조금\n나아질 거야. 신경 쓰지 말아 줘.
S9_L0065,“We had nothing to lose but everything to gain.\nThose were the days we dared to dream.”,“가진 건 없었지만 잃을 것도 없던 날들이었다.\n감히 낭만이라 이름 붙이던 날들.”
S9_L0066,The people on TV screamed this out\nloud with their arms wide open.,티비에서 이런 나레이션과 함께\n자유롭게 팔 벌리는 사람들을 봤어.
S9_L0067,Nothing to lose.\nEverything to gain.,가진 것이 없다. 잃을 것이 없다.
S9_L0068,<nickname>.,<nickname>.
S9_L0069,What do you dare dream of?,<nickname>의 낭만은 뭐야?
S9_L0070,"To have nothing and lose nothing,\nsprinting through life barefoot?","가진 것이 없기에 잃을 걱정도 없이,\n맨발로 부랑하며 내달리는 삶이야?"
S9_L0071,Or to tread lightly and keep what\nyou love in your arms safe and sound?,아니면 소중한 것들을 손아귀에\n그러쥐고 까치발 내디디는 삶이야?
S9_L0072,Sprinting.|Treading.,내달리는 삶.|내디디는 삶.
S9_L0073,"Even though you could careen\noff a cliff, or smash into a wall?","벼랑 너머로 추락하거나, 벽에\n추돌해 박살 날 수 있는데도?"
S9_L0074,(Sounds scary.)|(Even so.),(그건 무섭다.)|(그럼에도 달린다.)
S9_L0075,Not quite what I imagined...\nI guess I could slow down.,그렇게 들으니까 섬뜩하네...\n속도는 늦춰야겠어.
S9_L0076,"I can see you sprinting, steadily but surely.",너의 온건한 내달림을 상상해 봤어.
S9_L0077,Even so. Freedom is irreplaceable.,"응, 그럼에도. 자유는\n무엇과도 바꿀 수 없으니까."
S9_L0078,"I can see you sprinting, arms wide open.",너의 대담한 내달림을 상상해 봤어.
S9_L0079,And if they slip from your grip?\nAnd shatter into a thousand pieces?,그러다 미끄러져서 놓치게 되면?\n돌이킬 수도 없이 산산조각 나 버리면?
S9_L0080,(Don’t sweat the small things.)|(I’m starting to get scared.),(괜한 걱정은 하지 않는다.)|(두려워지기 시작했다.)
S9_L0081,That won’t happen. I never\nlet go of what I hold dear.,그럴 일은 없어. 난 소중한 걸 절대 놓치지 않아.
S9_L0082,I can see you treading firmly.,너의 강인한 내디딤을 상상해 봤어.
S9_L0083,Then I’ll only carry what\nI can. I’m bad at letting go.,감당할 수 있을 만큼만\n쥐어야지. 잃는 건 무서워.
S9_L0084,I can see you treading softly.,너의 섬세한 내디딤을 상상해 봤어.
S9_L0085,You’re smiling.,웃고 있네.
S9_L0086,The meteor collided\non an ordinary day.,운석은 평범한 어떤 날에 충돌했어.
S9_L0087,"This is just another story of\na dinosaur, nothing special.",그리고 이건 어느 공룡 선생의\n특별할 것 없는 이야기.
S9_L0088,He was out hunting while\nhis partner was taking a nap.,"그는 사냥 중이었고, 그의\n반려는 낮잠을 자고 있었지."
S9_L0089,"His grandfather, born so long ago,\nwas about to draw his last breath.","오래 전 태어난 그의 할아버지는 안\n그래도 생을 마감하기 직전이었고,"
S9_L0090,"And his daughter was thrumming with life,\nready to break out of her egg into the world.",그의 딸은 태동하는 잠재력을 품은\n채 알을 깨고 나오려고 하고 있었어.
S9_L0091,"Only, none of them saw it coming.","다만 중요한 건, 그 누구도\n예상하지 못했다는 거야."
S9_L0092,"Longings for the future and regrets of the\npast spawned into thousands of colors,","미래에 대한 미련과 과거에 대한\n후회가 수천 빛깔로 산란되다,"
S9_L0093,"a thunderous roar. And not long\nafter the dinosaur’s vision turned red,",굉음. 머지않아 물들듯\n붉어지던 공룡 선생의 시야.
S9_L0094,all went the dark\nwith a spark of pain.,작열하는 찰나의 고통과\n함께 모든 게 암전되었어.
S9_L0095,......,......
S9_L0096,......,......
S9_L0097,It sounds terrible.,말로만 들어도 끔찍한걸.
S9_L0098,(Dot... What caused them to mull on\nthe death of dinosaurs. I feel bad.),(뭉치... 어떤 마음으로 공룡의\n멸종을 떠올린 걸까. 안타까워져.)
S9_L0099,The dinosaur looked at its crumbling\nbody and at first did not believe it.,"공룡 선생은 모래처럼 타오른 몸을\n내려다보며, 처음에는 믿을 수 없다고 생각했어."
S9_L0100,"But he couldn’t roar, and he couldn’t weep,","하지만 포효할 수도,\n눈물을 흘릴 수도 없었지."
S9_L0101,Death had already swallowed\nhim and everything he knew.,"죽음이 이미 그와, 그가 알던 모오든\n것들을 집어 삼킨 후였으니까..."
S9_L0102,He must have felt empty.|He must have seethed with rage.,허망했을 것 같아.|분노로 들끓었을 것 같아.
S9_L0103,"Death, extinction... a whole species\neradicated just like that.","죽음으로, 멸종으로... 한 생명의, 한\n종족의 가능성이 사실상 전멸했잖아."
S9_L0104,"Yes, the unfairness of it all must\nhave made him shout out.","응, 그는 부조리에 사무쳐\n이렇게 외쳤을 거야."
S9_L0105,“Here one moment\nand gone the next!”,“한 순간 있다가 다음 순간 없다니!”
S9_L0106,"“To have my beautiful life chained\nto an unavoidable tragedy,”","“나의 아름다운 생이 피할 수\n없는 비극의 일부로 귀속되어,”"
S9_L0107,“and dragged away before\nI can do anything about it!”,“어찌해 볼 도리 없이\n끌려 들어가야만 한다니!”
S9_L0108,But......,하지만......
S9_L0109,"Oh, is the story not over?","오, 이야기가 끝난 게 아니구나?"
S9_L0110,"But of course not. It carries on\nlong after his death, doesn’t it?",그럼. 끝나지 않지. 죽음 이후에도\n공룡 선생의 이야기는 계속된걸?
S9_L0111,He remains. He. Remains.,그는 남겨졌잖아. 그는. 남겨. 졌잖아.
S9_L0112,"After eons and eons past,","영겁에 또 영겁의 시간이 지난 지금,"
S9_L0113,"he now remains as a T-Rex’s skull\nin some museum, doesn’t he?",그는 어느 박물관의 티라노사우르스\n두개골로서 단단히 남아 있잖아?
S9_L0114,"“It is better than disappearing for good.\nTo remain as a fossil, in any shape,”","“아예 사라지는 것보단 이게 나아.\n화석으로나마, 어떤 형태로나마”"
S9_L0115,"“makes me somewhat happy,”\nI’m sure he would say.",“세상에 머무를 수 있어서 조금은 기쁘구나.”\n그는 분명 이렇게 말할 것만 같아.
S9_L0116,"To remain on Earth and be\nsomeone’s magical discovery,","이렇게라도 땅 위에 남아서\n누군가에게는 신비로운 발견이 되고,"
S9_L0117,"or someone’s lifelong\nwork to track down,","누군가에게는 인생의 연구로\n추적해야 할 흔적이 되고,"
S9_L0118,or someone’s important memory\nfrom a day at the museum.,누군가에게는 어릴 적 박물관에서\n본 소중한 기억이 된다는 점.
S9_L0119,To depart and yet remain.,떠났지만 남았다는 점.
S9_L0120,To be kept safe\nfrom total extinction.,완전한 소멸로부터 안전하다는 점.
S9_L0121,"...... For, ever.","...... 영원, 히."
S9_L0122,"<nickname>, this inspiring story\nled me to a discovery.","<nickname>, 이 감명 깊은 이야기를\n듣고, 난 찾아 내고야 말았지."
S9_L0123,Really? What kind?,응? 뭐를?
S9_L0124,"Yes, I have found a way.","그래, 나는 방법을 찾은 거야."
S9_L0125,I should too. I should remain\nas a solid dream-fossil,나 역시. 고체형의 꿈-화석으로 남아
S9_L0126,"and be your friend for a long\nlong long long time, right?","너와 오래 오래 오래 오래,\n친구 하면 되는 거잖아?"
S9_L0127,Right? Then I won’t have to disappear?,응? 사라지지 않을 수 있는 거잖아?
S9_L0128,"Even if I were a hideous black,\nugly Dot-the-fossil...","혹은, 혹은? 아주 혐오스럽겠지만서도 영문\n모를 이유로 너만은 그런 대로 예뻐해 줄"
S9_L0129,It would be okay. So long\nas you cared for me.,시커멓고 볼품없는\n뭉치-화석일지라도 괜찮으니까.
S9_L0130,So? How about I start researching\nways today? This might work.,응? 내가 이제부터 연구해 보면\n될 것 같은데? 정말 될 것만 같아.
S9_L0131,We already have a great\nprecedent. Don't we?,"멋진 선례가 있잖아. 맞지, 그렇지?"
S9_L0132,......,......
S9_L0133,"Yeah, Dot. I’ll be rooting for you.|Well, I’ve never heard of dream fossils.","응, 뭉치야. 응원하고 있을게.|글쎄, 꿈 화석은 들어 본 적이 없지만."
S9_L0134,(It may be possible. Dot is a creature far\nbeyond what humans can understand.),(정말 가능할지도 몰라. 뭉치는 인간의\n상식으로 해석할 수 없는 괴물이니까.)
S9_L0135,(Just maybe...),(어쩌면......)
S9_L0136,(Is it possible? Even if Dot is a Moon creature\nfar beyond what humans can understand.),(가능할까? 아무리 뭉치가 인간의\n상식을 벗어난 달의 괴물이라지만...)
S9_L0137,(But just maybe...),(어쩌면......)
S9_L0138,Dot-the-fossil...\nI’ll be rooting for you.,뭉치-화석이라... 응원하고 있을게.
S9_L0139,"Yes, thank you! <nickname>!","응, 고마워! <nickname>!"
S9_L0140,Wow...,우와...
S9_L0141,"<nickname>, there’s going to\nbe a meteor shower soon.","<nickname>, 곧 별똥별이 내린대."
S9_L0142,"Hundreds, thousands of stars\nfalling from the sky...","하늘에서 떨어지는 수십, 수백의 별들..."
S9_L0143,I wonder where\nthey all came from?,그 수많은 별들은 어디서 왔을까?
S9_L0144,Did they travel all the way from a galaxy\nhundreds of millions of light-years away?,"몇억 광년이 지나야 닿을 수 있는 은하수에서,\n멀고 먼 길을 건너 왔을까?"
S9_L0145,Or are they newborn stars\nborn from a nearby planet?,혹은 가까운 행성에서 태어난 아기별일까?
S9_L0146,(Refute logically.)|(Explain patiently.),(과학적으로 반박한다.)|(친절히 설명한다.)
S9_L0147,"Actually, Dot, shooting\nstars aren’t really stars.","뭉치, 별똥별은 사실 별이 아니야."
S9_L0148,They are pieces of rock or dust from space\nthat burn through Earth’s atmosphere.,우주 티끌이나 먼지가 지구의 대기와의\n마찰로 불타는 현상을 뜻해.
S9_L0149,Shooting stars?\nI hear they’re not actually stars.,별똥별이 별처럼 보이긴 하지만...\n실제로는 별이 아닐 거야!
S9_L0150,"They’re bits from space that enter Earth,\nthen burn up and disappear with a wink!","우주의 티끌이 지구에 들어와, 반짝 빛을\n내며 타오르다 사라지는 거라고 들었어."
S9_L0151,"Oh, so they aren’t stars.",별이 아니었구나.
S9_L0152,"Did they long to be starlight until the\nvery end,\nonly to die as rock and dust?","고작 돌과 먼지로서, 그들은 죽는\n순간까지도 별의 빛을 갈망했던 걸까."
S9_L0153,"Oh, oh... They must have. Gazing upon\n their blazing bodies, wretchedly happy.","아, 아... 분명 그랬겠지. 비참한 만큼\n행복한 채로, 발광하는 몸뚱이를 바라보며."
S9_L0154,And terrified. To have come into\nthis world on their dying breath.,또 얼마나 무서웠을까. 태어나자마자\n쉰 숨이 그의 마지막 호흡이었다면.
S9_L0155,"Help, please help! I’m burning up,\nit hurts, it hurts, it hurts! It hurts!","살려 줘, 살려 줘! 온몸이 불에 타,\n아파, 아파, 아파! 아파!"
S9_L0156,"Burnt to a cinder in pure agony,\nbefore fully embracing their fear of death.","죽음에 대한 공포를 채 끌어안지도 못한 채,\n고통 속에서 타오르다 바스라졌겠지."
S9_L0157,Oh......|How melancholy.,어......|덩달아 울적해지네.
S9_L0158,I feel like I know them.,반가운 것 같아.
S9_L0159,I wonder why.,왜일까.
S9_L0160,Maybe because we share some traits.,나도 비슷한 속성을 가졌거든.
S9_L0161,So I want to gaze at them.\nWarmly. To ease their pain.,바라봐 주고 싶어. 따스하게.\n그들이 덜 아플 수 있게.
S9_L0162,...,...
S9_L0163,"You know,\nI heard humans wish on shooting stars.","있잖아, 인간들은 별똥별에\n소원을 빈다고 들었어."
S9_L0164,I have a wish too.,나에게도 소원이 있어.
S9_L0165,It glows from miles away.,너무 반짝이고 소중하지만...\n아득한 거리 너머 존재하는.
S9_L0166,And I’m scared I’ll never reach it.,그래서 영영 닿을 수 없을까 봐 두려워.
S9_L0167,...,...
S9_L0168,Will a shooting star make\nmy wish come true?,별똥별에 빌면 이루어질까?
S9_L0169,I’ve wished on one before.|I’ve never wished on one before.,나도 별똥별에 소원을 빌어 본 적 있어.|별똥별에 소원을 빌어 본 적은 없어.
S9_L0170,Though I wasn’t sure it would come true.,이루어진다는 것을 확신할 수는 없었지만.
S9_L0171,So I can’t promise you\nit will come true.,이루어진다는 것도 확신할 수는 없겠지만.
S9_L0172,But that vague uncertainty\ncan at times be named ‘hope’.,그래도 그 어렴풋한 불확신은 가끔\n‘희망’이라는 이름으로 불리기도 하니까.
S9_L0173,And that makes all the difference.,그런 대로 반짝이고 소중할 수 있어.
S9_L0174,Do you want to try it with me?,같이 한번 소원을 빌어 볼까?
S9_L0175,Okay.,"응, 빌어 볼래."
S9_L0176,"Hold your hands together,\nand close your eyes.","두 손을 모으고, 눈을 꼭 감아 봐."
S9_L0177,This is how humans make a wish.,인간들은 이렇게 소원을 빌어.
S9_L0178,......,......
