Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
M6_L0045,"But, <nickname>. Last night a vivid\nrealization struck my heart like a knife.","그렇지만, <nickname>, 어젯밤의 몽상 속에서 내\n마음을 강타했던 칼날 같은 깨달음이 하나 있어."
M6_L0046,"That no matter how intricate words are, they\naren’t enough to contain you and your infinities.","아무리 세심한 언어일지라도, 그보다 훨씬\n방대한 너를 담아 내기에는 역부족인걸."
M6_L0047,And... perhaps the surface is disguised\nto look nothing like what lies beneath.,그리고... 마음과 다른 표면을\n꾸며 내었는지도 모를 일이지.
M6_L0048,I have faith that’s not the case\nwith you... but it’s a blind one.,너는 그러지 않을 거라 믿지만... 이건\n그저 눈가리개를 찬 믿음일 뿐이니까.
M6_L0049,"So just by observing the surface I won’t be able\nto gaze into your heart, or cross over to it.","그러니 난 결코 표면을 관찰하는 것만으로는 네 마음속을\n들여다볼 수도, 그 경계를 넘어갈 수도 없을 거야."
M6_L0050,I won’t ever get to know you by <i>being</i> you.,결코 ‘네가 되어 보는’ 방식으로\n너를 알아갈 수는 없을 거야.
M6_L0051,That will forever lie\nbeyond my grasp...,그건 영영 불가능할 거야...
M6_L0052,(But solitude in its essence can’t be resolved.)|(... I can understand that solitude.),(하지만 근본적인 고독이란 원래 채워질 수 없는 거잖아.)|(... 그 갑갑한 고독을 나 역시 알 것 같아.)
M6_L0053,I remember a conversation\nwe once had.,너와 언제 이런 말을 나누었었지.
M6_L0054,That some desires can’t be solved or fulfilled.\nThat sometimes bearing it is the only option.,채우거나 충족할 수 없는 마음도 있다고.\n그럴 땐 견디는 것만이 유일한 길이라고.
M6_L0055,"We’ll bear it. The wall may be unbreakable,\nbut someday we’ll learn to deal with it.","견딜 수 있을 거야. 깨지지 않는 벽이지만,\n언젠가 그 벽을 다루는 법을 알게 될 거야."
M6_L0056,"Time will pass, and we may draw closer\nthen ever in spite of the wall in between.","시간이 흐른 뒤, 벽을 사이에 둔 채로도\n가장 가까워진 우리를 볼 수 있을지도 몰라."
M6_L0057,So give us time to grow closer.,그러니까 너와 내가 가까워질 수 있는 시간을 줘.
M6_L0058,"Fruitless desires. Blind faith.\nNothing is ever certain, is it.",헛된 갈망. 눈가리개를 찬 희망. 결국\n확실한 건 아무것도 없는 것이구나.
M6_L0059,I feel that way too sometimes.,가끔 나에게도 그런 순간이 찾아와.
M6_L0060,I feel stuck sometimes. Even when I’m next\nto someone that’s intimate and like me...,답답해서 가슴이 턱 막히는. 아무리\n친밀하고 비슷한 사람 옆에 있더라도...
M6_L0061,"If only there were someone so like me that to\nread me would be like breathing, and vice versa,","너무 닮아서 나를 자연히 독해하고, 나\n역시 그를 독해할 수 있는 타인이 있다면,"
M6_L0062,then I wouldn’t have to explain myself so\nthoroughly. I would be accepted as I am.,내가 나를 열심히 설명하며 살지 않아도 될 텐데.\n그 역시 온전히 이해받을 수 있을 텐데.
M6_L0063,"Sometimes maintaining relationships can\nbe tiring, and lonely. I know how you feel.","때로는 관계를 이어간다는 게 아주 피곤하기도,\n아주 외롭기도 하지. 뭉치의 마음을 공감해."
M6_L0064,"There is no hope, is there.\nYou feel the same pain.",결국 희망은 없구나. 너도 같은 통증을 느낄 뿐이구나.
M6_L0065,I’m stuck. Stuck. Stuck. Stuck.,답답해. 답답해. 답답해. 답답해.
M6_L0066,"I’m losing it. I want to know. I have to\nknow. I need to be closer, closer, closer.","미칠 것 같아. 알고 싶어. 알고 싶어.\n더, 더, 더 가까워지고 싶어."
M6_L0067,"Oh, oh... No.","아, 아... 아니."
M6_L0068,All individual beings have\nlonely fates. I have to know this.,모든 고유한 존재들에는 필연적인\n외로움이 있어. 알아야만 해.
M6_L0069,But I’m so scared.,그렇지만 정말로 무서운걸.
M6_L0070,"That we may remain strangers forever\nonly to be forgotten, then wither and die...","우린 서로에게 영원한 이방인으로 남은\n채 잊히다가, 메말라 죽어 버릴지 몰라..."
M6_L0071,Maybe even after\nI become a dream...,어쩌면 꿈이 된 후에도...
M6_L0072,"<nickname>, you’re here.","<nickname>, 왔구나."
M6_L0073,Do you feel better?|Have you found your answer?,기분은 괜찮아졌어?|고민은 해결됐어?
M6_L0074,"Yes, the anxiety has passed and I’ve\nfound peace. But I’m sad and troubled.","응, 불안이 가시며 마음의 평화를\n되찾았어. 하지만 슬프고 착잡해."
M6_L0075,Why?,왜?
M6_L0076,I have decided to leave you.,나는 너를 떠나기로 했거든.
M6_L0077,(Stunned.)|(Ask why.),놀라서 아무 말 하지 않는다.|이유를 물어본다
M6_L0078,Why?,왜?
M6_L0079,You are my only and\nmost unique being.,넌 나에게 유일하고도\n가장 고유한 존재인데.
M6_L0080,"And I believed that by resonating\nwith you from a very close distance,","너와 아주 가까운 거리에서 공명하며,"
M6_L0081,we could be fulfilled together.,함께 충만해질 수 있을 거라\n굳게 믿고 있었는데.
M6_L0082,"But if I can never go within\nyou, and beyond your seas,","난 네 안, 네 바다 너머로\n결코 들어갈 수 없다면,"
M6_L0083,if I can never resonate with\nyou and know you wholly.,너를 결코 온전히 아는\n채로 공명할 수 없다면
M6_L0084,"... And if that truth will never change,\nthen I can no longer stay by your side.","... 그리고 그게 진리라면, 더 이상\n너의 옆에 있을 자신이 없어."
M6_L0085,"It hurts to be let down, you see.",기대가 깨지는 건 아주 아픈 일이거든.
M6_L0086,Where will you go?,떠나서 어디로 갈 거야?
M6_L0087,I don’t know.,모르겠어.
M6_L0088,It’s dangerous out there.|You’re leaving... just like that?,바깥은 너무 위험해.|그냥... 이렇게 떠나는 거야?
M6_L0089,"You might find a new home, but you might\nalso slip into a muddy pool and dissolve.","다른 집을 찾을 수 있을지도 모르고,\n고여 있던 구정물에 빠져 녹아 버릴 수도 있어."
M6_L0090,... I’m not leaving\nin search of a new place.,... 내가 떠나는 이유는 다른\n곳으로 가기 위함이 아니야.
M6_L0091,I just can’t stay here any more.,이곳에 남아 있지 못해서야.
M6_L0092,I thought you would at least talk\nthings out. I thought we were friends.,이야기하지도 않고 혼자 결정할 줄은\n몰랐어. 나는 우리가 친구라고 생각했거든.
M6_L0093,... I’m not leaving because we’re not.,... 내가 떠나는 이유는 너를\n친구로 생각하지 않아서가 아니야.
M6_L0094,Perhaps I’m leaving because you’re\ntoo good of a friend to me...,너무 좋은 친구로 생각하기\n때문에 떠나는 것일지도...
M6_L0095,"<nickname>, you can’t understand the dark well\nwithin me, can you? You’re... beautiful. Human.","<nickname>, 너는 내 안의 시커먼 우물을 이해할\n수 없겠지? 넌... 아름다운 인간이니까."
M6_L0096,Perhaps a fellow creature will\nresonate with me more intimately.,"어쩌면 나와 더욱 긴밀히 공명할\n존재는, 나와 같은 괴물 친구."
M6_L0097,I’m not as perfect as you think...|I think humans are no different from creatures.,나는 너의 생각만큼 무결한 존재가 아니야...|인간과 괴물은 다를 바가 없다고 생각해.
M6_L0098,Sometimes I feel like there’s\na dark well within me.,"가령, 내 마음 속에도 시커먼 우물이\n고여 있는 것처럼 느껴질 때가 있어."
M6_L0099,It may be different from the emotions\nthat causes you to despise yourself.,네 검정이 너를 징그럽게 여기도록\n하는 감각과는 다를 수 있겠지만
M6_L0100,But in some way\nyou and I are alike.,비슷한 결로서는 나도 너와 닮아 있어.
M6_L0101,We are all alike in some way.,우리는 모두 서로 닮아 있어.
M6_L0102,...,...
M6_L0103,But I wanted to be your dream.,하지만 나는 너의 꿈이 되고 싶었단 말이야.
M6_L0104,What about it?|Do we have to be the same for you to be mine?,그게 왜?|꿈이 되려면 너와 내가 같아야만 해?
M6_L0105,"When you dream of me at night, I’ll\nlive in your head when morning comes.","너는 밤 동안 꿈으로 변한 나를 꾸면, 그날\n아침부터 난 네 머릿속에 살게 될 거야."
M6_L0106,"There, I’ll sit in a small dark corner... ",그곳에도 나를 위한 작고\n어둑한 모퉁이가 있겠지...
M6_L0107,And I’ll be your friend forever.,난 그곳에서 너의 영원한 친구가 돼.
M6_L0108,(It’s Dot’s way of saying that is how\nthey’ll stay in my memory and heart.),(뭉치는 기억과 마음 속에\n남는다는 걸 이렇게 표현하는구나.)
M6_L0109,(Dreams can be romantic like this.),(꿈이 굉장히 낭만적인 존재처럼 느껴지네.)
M6_L0110,But.,그런데
M6_L0111,"But even after I make\nthat irreversible choice,","그런데 만약 그 돌이킬 수\n없는 선택을 내려 버린 후에도,"
M6_L0112,"what if after I become your dream,\nbeyond your seas and the wall,","꿈이 된 후에도 내가 네\n바다 너머, 벽 너머에서"
M6_L0113,"I’m reminded every single day\nthat we can never be completely us,",우리가 완전한 우리가 될 수\n없다는 것을 매일 매일 상기당하며
M6_L0114,and forced to scratch the surface of the wall\nand talk to myself? Forever? Alone? Perilously?,벽의 표면만을 긁으며 평생을 혼잣말해야 \n한다면? 평생을? 고독하고? 위태롭게?
M6_L0115,..... (What?)|I’m not following.,..... (무슨 뜻이지?)|비유가 난해해서 이해하기 어려워.
M6_L0116,..... What?,..... 응?
M6_L0117,... It’s alright. It doesn’t matter if you don’t\nunderstand. Perhaps if you were a creature.,"... 괜찮아. <nickname>, 이해를 바라고 한 말은 아니었어.\n네가 아닌 괴물 친구였다면 단박에 알아들어 주었겠지만."
M6_L0118,"Yes, you and I are different.\nWe can never be one.","그래, 너와 나는 다른 존재야.\n영원히 하나될 수 없는."
M6_L0119,Maybe that’s all there\nis to our relationship.,어쩌면 그게 관계의 본질일지도 모르지.
M6_L0120,But...,하지만...
M6_L0121,It’s that we’re different that makes\nus beautiful.It’s all a matter of will.,결국 우리는 달라서 아름다운 거야.|결국 중요한 건 의지라고 생각해.
M6_L0122,What?,뭐?
M6_L0123,Think of a harmony.,화음을 생각해 보자.
M6_L0124,At times our melodies may slip and\ncreate an unpleasant dissonance.,각자의 음을 노래하다가도 때로는 삐끗해서\n듣기 싫은 불협화음이 될 수도 있지.
M6_L0125,But it’s still our song.,하지만 그게 우리의 노래인걸.
M6_L0126,"It doesn’t always have to be beautiful,\nas long as you and I tune it together","매순간 아름답지 않아도, 너와 내가\n함께 노래를 만들기 위해 음을 조율하고"
M6_L0127,and try to move each other with\na carefully drawn-out melody.,조심스럽게 음을 내어\n서로를 울리려 하는 것.
M6_L0128,"To focus on your melody, the way it differs from\nmine, and simply <i>feel</i> it. That matters to me.","나와는 다른 너의 음을 귀 기울여 듣고, 그저 느껴\n보려 하는 마음. 난 그게 값진 거라고 생각해."
M6_L0129,"We’re different, and that’s what will make\nus try to read each other more thoroughly.","우리는 다르지만, 다르기에 서로를\n더욱 자세히 읽어 보려 할 거야."
M6_L0130,Whether we’ve misread or\nunderstood is unimportant.,"중요한 건 이해를 했는지,\n오독을 하고 있는지가 아니야."
M6_L0131,The will to read each other.\nThat’s what matters.,서로를 독해하려는 의지.\n그 의지만 중요한 거야.
M6_L0132,I understand what you mean.\nBut I’m still afraid.,말은 잘 이해했어. 하지만\n난 여전히 두려워.
M6_L0133,Afraid our ignorance and our\ndifference will rear its childish head.,우리의 무지와 우리의 다름이\n미성숙한 횡포를 부릴까 겁나.
M6_L0134,"If I can’t bear the distance between\nus and scream to let myself be closer,","내가 우리 사이의 간극을 견디지 못해,\n너에게 가닿기 위해 소리를 질러 버린다면,"
M6_L0135,that sharp wave might\nchange you and I forever.,그 날카로운 파동이 너와 나의\n모양을 영영 바꿔 버린다면 어쩌지.
M6_L0136,"And what of my premeditated solitude,\none where I’ll walk across the empty time?",이후의 텅 빈 시간 위를 혼자\n걸을 나의 예견된 고독은?
M6_L0137,I know you’re worried. But\nnothing in the world is certain.,불안할 것 알아. 그치만 세상에\n확실한 건 단 하나도 없어.
M6_L0138,Someone you love deeply\ncould be gone tomorrow.,깊이 사랑하던 사람이 내일이면\n곁을 떠날 수 있는 것처럼.
M6_L0139,It’s sad. But everything is\nand always will be a mystery.,"애석하지만 모든 게, 정말 모든 게 미지수야."
M6_L0140,"Nevertheless, Dot. Nevertheless.","하지만 뭉치야, 하지만."
M6_L0141,"If we want to truly connect, we have to\nhave at least a little faith in each other.",그렇기에 우리가 관계를 맺고 살아가려면 \n서로를 조금이라도 믿어야 한다는 거야.
M6_L0142,The faith that one day\nwe’ll overcome this ignorance.,"무지를 언젠가는 극복할 수 있다는 믿음,"
M6_L0143,"That the way you look at me, at\nthe very least, is honest and true?",네가 날 바라볼 때의 눈빛만큼은\n진심을 그대로 투영할 것이라는 믿음 말이야?
M6_L0144,"Yes, right. Even if we may witness\nthat faith crumbling at times,","응, 맞아. 종종 그 믿음이 무너지는 것을 목격할 때도"
M6_L0145,I still think it will live on somewhere.|I still think it’s important we rebuild it.,우리의 믿음은 어딘가에 여전히 존재한다고 생각해.|우리가 믿음을 다시 쌓아 가는 게 중요하다고 생각해.
M6_L0146,"So we put faith in others not because\nwe want to, but because we have to?",그러면 타인을 ‘믿고 싶어서’가\n아니라 ‘믿기 위해서’ 믿는 거야?
M6_L0147,That’s one way of putting it.,아니라고 할 수가 없네.
M6_L0148,Faith as the only solution... It’s too\nharsh a truth for my restless soul.,그저 믿는 것만이 유일한 해답이라니...\n내 불안 가득한 마음에겐 너무 가혹한 이치야.
M6_L0149,I don’t know if this will help... but\ntime can help more often than not.,위안이 될지는 모르겠지만...\n시간이 해결해 줄 때가 많기도 해.
M6_L0150,Faith grows stronger with time.,믿음은 시간이 흐를수록 견고해지는 법이거든.
M6_L0151,"So I hope that you stay by my side, and\nobserve what happens to your faith.","그러니까 내 옆에서, 너의 믿음에 어떠한\n일이 일어나는지 지켜봤으면 좋겠어."
M6_L0152,Just as long as your time with me\nis worth all the restlessness...,물론 그 불안을 감당할 만큼\n나와의 시간이 즐거운 게 맞다면...
M6_L0153,.....,.....
M6_L0154,.....,.....
M6_L0155,....!,....!
M6_L0156,.....,.....
M6_L0157,I can’t believe I made you worry\nabout something like that.,내가 너에게 그런 걱정을 하게 하다니.
M6_L0158,"It’s worth it. It’s always been\nworth it, and it always will!",즐거워. 한순간도 즐겁지 않았던 적 없었어!
M6_L0159,"Oh, what have I almost done?","아, 내가 무슨 짓을 한 걸까?"
M6_L0160,"I was so afraid of fiction and the future that\nI almost pushed you, my dear friend, away.",허상과 미래를 두려워하느라 소중한\n친구인 너를 내 손으로 밀어낼 뻔했어.
M6_L0161,"When you, <nickname>, always\ntried to be my true friend.","<nickname>, 너는 언제나 나의 진실된\n친구가 되어 주려고 노력했는데."
M6_L0162,When I was comfortable and\nhappy during our time together.,나는 너와의 시간에서 가장 안락한\n즐거움을 느끼고 있었는데.
M6_L0163,To have hurt you so...,너에게 이렇게 돌이키기 힘든 상처를 주다니...
M6_L0164,I really am no better than\na plastered gunk of tar.,이래서야 정말로 눌어붙은\n타르 덩어리와 다를 바 없잖아.
M6_L0165,(They do look alike...)|(But smarter and cuter.),(비슷하게 생긴 건 맞는걸...)|(타르 덩어리보단 똑똑하고 귀여워.)
M6_L0166,"I’m sorry, <nickname>.","미안해, <nickname>."
M6_L0167,May I remain your sticky\ncreature friend as I have so far?,지금처럼 너의 끈적끈적한 괴물 친구로 남아도 될까?
M6_L0168,(Smile and nod.)|(Make fun of Dot.),(웃으며 끄덕인다.)|(장난을 친다.)
M6_L0169,Silly Dot. Of course.,바보 괴물. 당연하지.
M6_L0170,That’s how you learn.,이렇게 하나씩 배워 가는 거야.
M6_L0171,Congratulations on dealing with distinctly\nhuman emotions in a creature’s body!,괴물의 몸으로서 지극히 인간적인\n감정 소모를 하게 된 걸 축하해!
M6_L0172,"Yes, yes!","응, 응!"
M6_L0173,Silly Dot.,바보 괴물.
M6_L0174,"You can stay if you like,","남는 건 자유지만,"
M6_L0175,but I’ll always be jealous of\nyour imaginary ‘creature friend’.,내 마음엔 네 상상 속 ‘괴물 친구’에\n대한 질투도 함께 남게 될 거야.
M6_L0176,So brace yourself.,각오해.
M6_L0177,Oh no...!,안 돼...!
