Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
M12_L0072,"When plagued by torment, I fear I might\nunconsciously seek that dangerous sensation.","고통스러운 생각으로 억눌렸을 때, 그 위험한\n감각을 나도 모르게 찾게 될까 두려워."
M12_L0073,(Be alarmed.)|(Be firm.),(당황하며 놀란다.)|(단호하게 대응한다.)
M12_L0074,Oh... oh. I see. I see...,어어... 어... 어. 그렇구나. 그랬구나...
M12_L0075,(I need time to think. This isn’t\nsomething I can deal with right now.),(잠시 생각할 시간이 필요하다.\n당장 감당하기 어려운 생각이야.)
M12_L0076,(To revisit the relief self-harm gives...),(자해가 주는 불건강한 해방을\n다시 찾게 될 것 같다니...)
M12_L0077,"(No, I can’t understand it.)|(I can understand it, but...)","(아니, 이건 이해할 수 없어.)|(사실 이해할 수 있지만...)"
M12_L0078,(But I don’t want my friend\nto be hurt. I have to stop Dot.),(하지만 소중한 친구가 다치는 건\n싫다. 뭉치를 말려야 한다.)
M12_L0079,But.....,그런데.....
M12_L0080,"I don’t think it’s a good idea. That is,\nharming yourself is never the answer.","좋은 방법은 아닌 것 같아. 그러니까, 자해는\n어느 상황에서든 좋은 방법이 될 수 없어."
M12_L0081,Trying to relieve negative emotions\nin a dangerous way... will be a trap.,부정적인 마음을 위험하게 해소하려\n한다면... 그건 너의 덫이 될 거야.
M12_L0082,"No, don’t go looking for those sensations.\nDon’t even think about them.","아니, 너는 그 위험한 감각을 다시 찾아서는\n안 돼. 찾고 싶어 하지도 않았으면 좋겠어."
M12_L0083,Trying to relieve negative emotions in a\ndangerous way will only make things worse.,부정적인 마음을 위험한 방식으로\n해소하려고 하면 상황만 악화될 뿐이야.
M12_L0084,Like the way you felt today.,오늘 뭉치도 느낀 것처럼 말이지.
M12_L0085,"To put it in human terms, it will leave a\npermanent scar you will have to hide.","인간의 경우로 말해 주자면, 늘 가리고\n다녀야 할 흉터가 몸에 영구적으로 남게 돼."
M12_L0086,Your ability to withstand things\nwill weaken. And if you truly die...,상황을 지탱할 힘이 더 약해질 수도 있지.\n게다가 정말 죽기라도 하게 된다면...
M12_L0087,"Yes... <nickname>, I truly think\nmy body will stay a bit bloated.","응... <nickname> 나 정말로,\n몸이 좀 부풀어 있을 것 같아."
M12_L0088,I know my body and I can feel it.,내 몸이니까 아는 건데 그런 예감이 들어.
M12_L0089,Melted and bloated. Oh.\nJust how ugly I’ll become.,녹아 내려 가는데 부풀기까지.\n아. 얼마나 더 볼품 없어질까.
M12_L0090,"... Instead of solving the problem,\nyou could fall into a pit of self-abuse.","... 상황을 해결하려 하는 대신, 자기\n학대의 굴레에 빠지게 될 수도 있어."
M12_L0091,What you just said can be another trap.,네가 방금 한 말 역시 또 다른\n덫이 될 수 있단 말이야.
M12_L0092,"That’s, that’s... I can’t argue with that.","그건, 그건... 도저히 아니라고는 말 못 하겠네."
M12_L0093,And...,그리고...
M12_L0094,Is self-harm the only option?,과연 자해가 해방의 유일한 방법일까?
M12_L0095,... Hmm? What do you mean?,... 응? 그게 무슨 말이야?
M12_L0096,"I feel like there’s another way to crystallize\nyour emotions, one that’s not awful.",감정을 실체화하는 ‘끔찍하지 않은\n방법’도 세상에 존재할 것 같아서.
M12_L0097,It would only take one\nspoonful of imagination...,한 스푼의 상상력만 있다면...
M12_L0098,"Hmm. Let’s say... writing your pain down\nwith ink, or letting it burst in a scream?","음. 가령... 고통을 글로 휘갈겨 쓰거나,\n고함을 질러 터트려 버린다거나?"
M12_L0099,... Or stretching my body?,... 몸을 쭈욱 늘린다거나?
M12_L0100,I could rub it against paper... and\ndraw a striking picture... hmm. Hmm.,종이에 대고 검은 몸을 문대서...\n강렬한 그림을 그려 보는 것도... 음. 음.
M12_L0101,You could bend into all kinds of shapes.\nYou’re so much more flexible than humans.,너라면 몸으로 여러 모양을 만들어 볼 수도\n있을 거야. 인간보다 곱절은 더 유연하니까.
M12_L0102,That way you can visualize\nyour sorrow or despair.,그렇게 너의 슬픔이나 갑갑한\n절망을 몸으로 시각화해 볼 수도 있잖아.
M12_L0103,.....,.....
M12_L0104,..... Maybe.,..... 어쩌면.
M12_L0105,Maybe the sensation self-harm brought\nme wasn’t relief... but just pain.,어쩌면 자해가 불러다 주었던 강렬한 감각은\n해방이 아니라... 그저 고통이었을지도 모르겠어.
M12_L0106,My blurry mind merely mistook it for relief.,"또렷하지 않은 정신으로 받아들인 고통은,\n마치 해방의 모습으로 착각되었을 뿐."
M12_L0107,... I hope the human I saw that day can find\nrelief. I hope the vast waves reach his mind.,... 그날 본 인간도 더욱 푸르른 해방을 찾을 수 있다면\n좋겠다. 너른 파도가 그의 마음에 가닿았으면.
M12_L0108,I’m glad...,다행이야...
M12_L0109,"Dot, I just want to say.","뭉치야, 혹시 있잖아."
M12_L0110,"If you ever feel helpless enough to resort\nto this again, don’t let it hurt you too much.","감당할 수 없을 때 다시 ‘어쩔 수 없는 방법’을\n택하게 된다면, 그게 너를 아주 해치게 두지는 마."
M12_L0111,"Let’s try to find a healthier\noutlet, no matter what.","그리고 되도록이면, 꼭, 건강한\n해소 방식을 찾도록 하자."
M12_L0112,It may take time... but\nat least it won’t hurt you.,그건 느릴 수 있겠지만... 적어도\n널 다치게 하진 않을 거야.
M12_L0113,... Concern.,... 걱정.
M12_L0114,Concern is warm and affectionate.,‘걱정’은 따뜻하고 애정 어린 것.
M12_L0115,I can feel your tender heart.\nThank you. I mean it.,<nickname>의 부드러운 마음이\n느껴져. 고마워. 정말이야.
M12_L0116,And... now I want to leave this cup.,그리고... 이제 이 컵에서\n나가고 싶어졌어.
M12_L0117,"I want to return to my corner, and ponder\non our conversation today for a long time.","나의 모퉁이로 돌아가, 오늘 나눈\n대화를 오래 곱씹어 보고 싶어졌거든."
M12_L0118,By the way… my body’s gotten…\neven more mushy.,그나저나... 정말 몸이... 더욱 흐물거리게 됐네.
M12_L0119,......,......
M12_L0120,If it doesn’t look that different… would\nthat be any comfort to you?,겉보기엔 큰 차이가 없다고 하면...\n너에게 약간의 위로가 될까?
M12_L0121,... Want me to squeeze the water out?|How about drying yourself in the sun?,... 내가 물기를 쭉 짜 줄 수도 있어.|창가에서 몸을 말려 보는 건 어때?
M12_L0122,"No, no, no. No need!","아니, 아니, 아니. 괜찮아!"
M12_L0123,"I’m just messing with you.\nGet some rest, Dot.","하하, 장난이었어. 어서 조금이라도 쉬어, 뭉치야."
M12_L0124,Alright. I’ll roll around in it.,"응, 알았어. 이리저리 몸을\n움직여 잘 말려 볼게."
M12_L0125,"If only there were a nice breeze...\nOkay. Get some rest, Dot.","적당한 바람이 불면 좋을 텐데...\n그래, 어서 조금이라도 쉬어, 뭉치야."
M12_L0126,"Dot, how are you? Feeling better?","뭉치, 괜찮아? 좀 어때?"
M12_L0127,"Yes, my body is back to normal.","응, 우선 부풀었던 몸이 돌아왔어."
M12_L0128,And I’ve calmed down. Thanks to you.,감정도 추스러진 것 같아. 덕분이야.
M12_L0129,That’s good to hear.,다행이다.
M12_L0130,I took some time to sit in my favorite\nshadow and reflect on the Dark.,모처럼 내가 가장 좋아하는 그림자 속에\n앉아 ‘암흑’에 대한 생각을 하고 있었어.
M12_L0131,The Dark? Aren’t you afraid of it?,암흑? 뭉치가 무서워하던 공간 아니야?
M12_L0132,"Yes... But,","응... 그런데,"
M12_L0133,I recalled the humans I’ve\nmet so far one by one.,그동안 만났던 인간들을 한 명씩\n떠올려 보았는데 말이야.
M12_L0134,"The man that hungered for love, the\nboy that scratched at an unfillable hole.","사랑이 고파 괴로워하던 남자,\n채울 수 없는 결핍을 가려워하던 소년."
M12_L0135,"The woman with too many truths,\nthe child that swallowed too much.",너무 많은 ‘진짜’를 가졌던 여자와\n너무 많은 ‘가짜’를 삼켰던 아이.
M12_L0136,"Those that longed for escape through laughter,\ncontinuous self-destruction, and dreams.","웃음으로, 연쇄적인 자기 파괴로, 꿈으로.\n필사의 힘을 다해 도망치고 싶어 하던 자들까지."
M12_L0137,Each had their innermost darkness.,모두 그들만의 내밀한 암흑을 가지고 있었어.
M12_L0138,"Whether they tripped and fell,\nor willingly sank into its depth...","암흑 속으로 발을 헛디뎌 넘어지는\n것이든, 자진해서 잠겨드는 것이든..."
M12_L0139,What matters is that they were\nall bearing it in their own ways.,"중요한 건, 모두가 자기만의\n방법으로 견디고 있었다는 거야."
M12_L0140,All humans have a secret dark room.|They were at war with themselves.,"모든 인간에게는 비밀스럽고 어둑한 방이 하나 존재하지.|... 맞아, 그들은 자기와 투쟁하던 이들이었어."
M12_L0141,.....,.....
M12_L0142,"The thing is. <nickname>, there’s\nsomething I wanted to ask you.","사실. <nickname>, 너에게도\n묻고 싶은 게 있어."
M12_L0143,"Grubby desire, depression, anxiety.\nNightmares, deficiency, obsession...","추잡한 욕망, 우울, 불안. 악몽, 결핍, 강박..."
M12_L0144,"Its name I can’t fathom,",이름을 가늠할 수는 없겠지만.
M12_L0145,but you said there’s a darkness\nin your rosy brain as well. Right?,<nickname>의 분홍빛 뇌 속에도\n새까만 암흑이 있다고 했었지?
M12_L0146,"Not that I like to admit it.|Yes, and it strikes when least expected.","인정하고 싶지 않지만 나에게도 어려움이 있지.|맞아, 시간과 장소를 모르고 엄습해 오는 암흑이지."
M12_L0147,Are you friends with it?,그와 친해?
M12_L0148,I find it to be strange and difficult.|It’s one of my closest companions.,늘 서먹하고 어려운 사이인 것 같아.|어쩌면 타인보다도 친구 같아.
M12_L0149,"On a scale of one to ten,\nhow broken is your darkness?","1부터 10까지 중에서 골라야 한다면,\n네 암흑은 어느 정도로 망가져 있어?"
M12_L0150,To put it into words...,이런 질문은 처음이지만...
M12_L0151,Unpleasant feelings and questions born from\nthe Dark that stretch their hands out to you. A ‘fog’.,"암흑 속에서 태어나 너에게 손을 뻗기 시작하는 모든\n불유쾌한 감각들과 질문들, ‘안개’."
M12_L0152,"A fog that further tarnishes the muddy insides\nof your Dark, one you’re doomed to wander in.","네 암흑의 질척한 내면을 더욱 추잡하게 만드는,\n그 안에서 영원히 헤매이게 될 것만 같은."
M12_L0153,Have you come across fog thick and\ngray enough to strike you down?,너를 무너뜨리기 충분할 지경으로\n빽빽하고 희뿌연 안개들과도 만난 적 있어?
M12_L0154,... Can you give me an example?|I see what you mean.,... 예를 들어 줄 수 있어?|단번에 이해했어.
M12_L0155,"The pain when you realize what’s absent from\nyour life, or the brief confusion when anguish strikes.",네 결핍을 인식하게 되었을 때 느껴지는 따끔한\n고통이나 고뇌에 풍덩 빠진 순간의 혼란.
M12_L0156,Why are we given things we cannot change? Why\nam I alone and lonely? What does fragile life seek?,어째서 바꾸지 못하는 것들이 주어지지? 나는 왜\n홀로 남아 고독하지? 연약한 생명은 무엇을 쫓지?
M12_L0157,From self-loathing questions to bouts of\nwandering when life loses direction.,자기 혐오적인 의문들부터 삶의 방향이나\n의미를 잃었을 때의 숱한 방황들까지.
M12_L0158,"Sometimes, but I try not to be lured.|Our encounters are frequent and harrowing.",만난 적은 있지만 끌려가지 않으려고 노력해.|자주 만나고 자주 힘들어해.
M12_L0159,I have things more important than questions.|It’s hard for me to bear unpleasantness.,나에겐 질문에 감겨 있는 것보다 중요한 일이 많아.|나는 불유쾌함을 잘 견디는 사람이 아니거든.
M12_L0160,I respect that. I used to admire those strong\nenough to escape the clutches of the Dark.,너의 삶의 방식을 존중해. 나도 암흑에 끌려가지 않을\n만큼 강한 힘을 가진 이들을 경이로워하기도 했어.
M12_L0161,"But... today I reflected on a different strength,\none that comes from willingly gazing into it.",하지만... 오늘은 암흑을 기꺼이 들여다보는 자들만이\n가질 수 있는 힘에 대해 생각하게 됐는데.
M12_L0162,"A flickering flame of courage, one\nonly distinguishable in the Dark.","암흑 속에서만 인식할 수 있는,\n어둑한 촛불 같은 용기 말이야."
M12_L0163,"I respect that. I... know what it’s like for my body,\ntouched by unpleasantness, to turn into mud.",너의 삶의 방식을 존중해. 나도... 불유쾌함에\n닿으면 몸이 진흙처럼 변해서 잘 알지.
M12_L0164,It’s horrible.,끔찍해.
M12_L0165,"Yes, it really is.|(I’ve seen muddy Dot. It was cute...)","응, 정말 끔찍한걸.|(진흙 뭉치, 본 적 있어. 귀여웠는데...)"
M12_L0166,"But... today I reflected on a different strength,\none that comes from willingly gazing into it.",하지만... 오늘은 암흑을 기꺼이 들여다보는 자들만이\n가질 수 있는 힘에 대해 생각하게 됐는데.
M12_L0167,"A flickering flame of courage, one\nonly distinguishable in the Dark.","암흑 속에서만 인식할 수 있는,\n어둑한 촛불 같은 용기 말이야."
M12_L0168,"<nickname>, you’re someone brave\nenough to face your own dark fog.","<nickname>, 너는 너의 어둑한 안개를\n용기 있게 직면하는 사람이었구나."
M12_L0169,"Yes, I think I enjoy digging deep. In spite of the pain.|Yes, though it would be easier to stay in the sunlight.","응. 파고드는 걸 즐기는 것 같아, 고통스럽더라도.|... 응, 햇살 안에만 머물렀다면 마음이 더 편했겠지만."
M12_L0170,"You know, I used to admire those strong\nenough to not be dragged into the Dark.","사실, 암흑에 끌려가지 않을 만큼 강한 힘을\n가진 이들을 경이로워하던 적도 있었어."
M12_L0171,"But not anymore.To me, your courage\nmakes you strong and wonderful.","이제는 아니야. 암흑을 기꺼이 들여다보는 용기를\n가진 네가, 내 눈에는 가장 강하고 경이로운 인간 같아."
M12_L0172,"<nickname>, do you think we can shovel away the\nDark within us, or scrape it off with a knife?","<nickname>, 너는 우리가 내면의 암흑을 삽으로 파\n내거나, 칼로 긁어 떼어 낼 수 있을 거라 생각해?"
M12_L0173,"If we look away, or pray it away.","눈을 멀리멀리 돌리면, 혹은 간절하게 빌어 보면,"
M12_L0174,Will the dark cease to torment us?,암흑이 더 이상 우리를 괴롭히지\n않을 거라고 생각해?
M12_L0175,...... No. Most likely not.|...... I hope so.,...... 아니. 아니겠지.|..... 그랬으면 좋겠어.
M12_L0176,You already know what the answer is.,잘 알고 있구나.
M12_L0177,You have an inkling of what the answer is.,어렴풋이 알고 있구나.
M12_L0178,"Trapped in the dark, surrounded\nby black fog... I was utterly lost.","암흑에 빠진 채, 검은 안개에 둘러쌓여... 나는 강한\n혼란을 느꼈지만, 당시에 가장 이해할 수 없었던 건"
M12_L0179,"I ran for the exit, I hid, I racked my brain\nlike a mouse trapped in a maze.","출구를 향해 도망쳐 봐도, 숨어 봐도,\n미로에 갇힌 쥐처럼 머리를 굴려 봐도."
M12_L0180,Yet there was no escape.\nThe dizzying fog stood firm.,내가 암흑에서 도망쳐 나올 수 없었다는 사실이야.\n어지러운 안개들 역시 굳건히 자리를 지켰지.
M12_L0181,"... As if there was no avoiding it. As if I\nwas fated to return, and reunite with them.","... 절대로 피해 갈 수 없다는 듯. 꼭 다시\n이곳으로 돌아와, 그들과 재회하게 될 거라는 듯."
M12_L0182,"So one day we’ll have to face it,\nno matter how hard we try not to?",아무리 피하려 해도 언젠가는\n직면하게 된다는 걸까?
M12_L0183,Yes. Be it our last breath.,"응, 그게 죽기 직전의 순간이 될지라도."
M12_L0184,"They’re a part of the world, and one of the\ningredients that shape our very essence.","그들은 세계의 일부이자, 우리의\n본질을 구성하는 원료 중 하나인 걸."
M12_L0185,...,...
M12_L0186,Facing them head on doesn’t mean we will\nbe able to truly understand what they are.,"그들을 정면으로 마주한다고 해서, 그들이\n무엇인지를 완벽히 이해할 수 있는 것도 아닐 거야."
M12_L0187,"Nor get rid of them once and for all. They\nmay scatter when we bat them away,",완벽히 없앨 수도 없지. 걷어 내려\n하면 잠시 동안은 흩어지겠지만
M12_L0188,but the fog will return and cloud our vision.,안개는 금세 뭉게뭉게 돌아와\n시야를 가리고 있을 테니.
M12_L0189,... Ambiguity.,... 모호함.
M12_L0190,To open or close my eyes. Whether it\nmakes a difference in the first place.,"내가 눈을 떠야 하는지, 감아야 하는지,\n애초에 그 둘은 차이가 없는 게 아닌지."
M12_L0191,These thoughts disheartened\nme. And yet.,"그런 야속함이 들기도 했어. 하지만,"
M12_L0192,Everything vague beyond my reach\nmake me think incessantly.,"내가 손댈 수 없는 모호한 것들은,\n나를 끝없이 생각하게 하지."
M12_L0193,I might never find an answer.,결론이 나지 않아.
M12_L0194,But maybe all that matters\nis that I can think—,"그치만 중요한 건 내가 고민할 줄 안다는 것,"
M12_L0195,and that I still do.,또 여전히 고민하고 있다는 것이 아닐까.
M12_L0196,Is that how you reached such a conclusion?,그래서 그런 결론에 다다른 거야?
M12_L0197,Did diving headfirst into the dark and absorbing\nit feel like the only way to coexist with it?,"암흑으로 뛰어들어 속속들이 알아가는 게,\n너의 암흑과 공생할 유일한 방법 같아서?"
M12_L0198,"Yes, that’s right.","응, 맞아."
M12_L0199,"But Dot, with so little time left on Earth...","하지만 뭉치, 얼마 안 남은 지구에서의 삶일 텐데..."
M12_L0200,Why insist on the dark? Won’t you regret it?|There are far more breathtaking things here.,왜 어두운 것만 보려 하는 거야? 후회하지 않겠어?|이곳에는 더 멋지고 아름다운 것들이 많아.
M12_L0201,Those thoughts may gnaw at you\nuntil you crumble. ... Just like today.,"그 고민들이 너를 갉아먹고, 끝에 가선\n무너지게 할 수도 있어. ... 오늘처럼 말이야."
M12_L0202,It’s alright to crumble. When I put myself\nback together I’ll be stronger than ever.,무너져도 괜찮아. 다시 일어선\n나는 분명 전보다 강해져 있었어.
M12_L0203,I wonder why. Because I searched to find myself\nfor so long? Because I’ve come closer to myself?,왜일까. 그 시간 동안 ‘나’를 찾기 위해 헤매었기\n때문일까? 그렇게 ‘나’에 더 가까워졌기 때문에?
M12_L0204,We could go see the vast ocean.|We could enjoy the breeze atop an old tree.,우리는 같이 드넓은 바다를 보러 갈 수도 있을 거야.|우리는 오래된 나무 위에서 바람결을 즐길 수도 있을 거야.
M12_L0205,Why not relish the warm Earth before dying in\nthe sun’s embrace? It would be a happy way to go.,지구의 밝음을 더욱 만끽하다 햇살의 포옹을 받으며\n죽어도 괜찮잖아? 그것도 행복한 죽음일 거야.
M12_L0206,But I am a child of the shade. The embrace will\nno doubt be warm... but still uncomfortable.,"하지만 그늘에서 태어났지, 나는. 물론 그\n포옹은 따뜻하겠지만... 약간은 불편할 거야."
M12_L0207,Some part of me will always\nbe thinking about the shade.,그늘이 자꾸만 떠오를 거야.
M12_L0208,"And what’s more is that I was gifted life,\ngifted time, and most of all gifted myself.","더욱이 나는 생을 선물받았고, 시간을\n선물받았고, 무엇보다 ‘나’를 선물받았지."
M12_L0209,There’s nothing more important\nin this life than seeking who I am.,그렇다면 이 생에서 ‘나’를 찾는\n것보다 중요한 건 없는 거야.
M12_L0210,"So if that self can only be found in the\ndarkest abyss, I will willingly dive into it.","그러니 내가 컴컴한 암흑에서만이 가까스로 추려 낼\n수 있는 존재라면, 기꺼이 그 안으로 뛰어들고 싶어."
M12_L0211,"So have you found yourself, Dot?|... Was it meaningful?","결국 너를 찾아 냈어, 뭉치는?|... 그게 의미 있는 행위였어?"
M12_L0212,Have you found the answer to\nall those questions deep within?,네 마음속 혼란에 대한 답을 찾아 낸 거야?
M12_L0213,"No, and I probably never will.","아니, 아마 영원히 찾지 못할 거야."
M12_L0214,"Questions about dreams, the world, its\ncruelty... and myself, the fog asks sharply,","꿈에 대해, 세계에 대해, 그의 잔혹함에\n대해... 그리고 나의 존재에 대해"
M12_L0215,but I couldn’t see an answer among any of it.,"날카로이 캐묻던 안개 속에,\n‘답’ 같은 건 보이지 않았어."
M12_L0216,So I will never know. For good.,그러니 난 영원히 모를 거야. 정말로.
M12_L0217,But just because there is no answer doesn’t\nmake the search for it meaningless.,하지만 답이 없다고 해서 답을\n찾는 행위까지 무의미한 건 아니야.
M12_L0218,"I... I. I’m more myself when pondering on\nanswers that aren’t there, than turning away from them.",나는... 나는. 없는 답을 찾으려 고민하는 게\n눈을 돌리는 것보다 더 나다운 것 같아.
M12_L0219,"Those questions and confusions are a part of\nme, and a part of this world that surrounds me.","그 모든 의문과 혼돈 역시 나의 일부이자,\n나를 감싸고 있는 세계의 일부인걸."
M12_L0220,"I can’t look away from things I’ve already\nrealized, just because they’re scary or troubling.",이미 인식해 버린 것들을 두렵고 어렵다는\n이유만으로 못 본 척 살아갈 수 없어.
M12_L0221,(Those who leap into the\nabyss are the strongest...),(암흑으로 뛰어드는 자가 가장 강하다...)
