Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
S2_L0089,"“You may wish to take two,\nbut can only take one.”",“당신에겐 두 손이 있겠지요. 하지만\n다음 행인을 위해 하나만 가져가세요.”
S2_L0090,It seems you can choose only one.\nWhich would you take with you?,오직 하나만 선택할 수 있나 봐.\n어떤 걸 가져갈래?
S2_L0091,"The pouch of water, of course.|The dog.",물론 물 주머니지.| 강아지.
S2_L0092,I may have a long way to go.,갈 길이 멀지도 모르니까.
S2_L0093,Fascinating!,신기하다!
S2_L0094,"Now, let's take a look at the results.","자, 같이 결과를 보자."
S2_L0095,The first choice reveals\nyour deepest fear.,첫 번째 질문은 너의 가장\n깊은 두려움을 드러내.
S2_L0096,You chose the tree-filled path.,넌 나무가 자란 길을 골랐지.
S2_L0097,"It's quiet and cool. Trees with kind\nshadows, and a fresh stream of water.","그곳은 조용하고 시원해. 나무들이 자애로운\n그림자를 드리우고, 싱그러운 샘물이 흐르지."
S2_L0098,But what about the path\nlined with flowers?,다만 꽃길은 어떨까?
S2_L0099,You'll have to walk under\nthe scorching sun.,따가운 뙤약볕을 가로질러야 하지.
S2_L0100,"At first it will be warm, but as time goes\nby, the thirst will be overwhelming!","처음엔 따뜻하다 느껴지겠지만, 나중엔\n타들어가는 햇볕이 널 갈증 나게 만들 거야!"
S2_L0101,"You must be afraid of the heat, right?",너는 분명 열기에 대한\n두려움이 있을 거야.
S2_L0102,Think back to your very first\nnightmare when you were little.,어릴 때 꾸었던 최초의 악몽을 기억해 봐!
S2_L0103,"The sun beat down on you,","분명 강렬한 태양을 온몸으로 맞으며,"
S2_L0104,"and you were dead on your\nfeet, desperate for water!",바짝 마른 시체처럼 물을 찾아\n떠돌고 있었을 거야!
S2_L0105,"Then, the second choice.",두 번째 질문으로 넘어갈게.
S2_L0106,It was about who you are when\nfaced with an unsure future.,불확실한 미래를 앞두고 어떻게\n행동하는지에 대한 질문이었어.
S2_L0107,"If you chose the pouch of water,","물 주머니를 골랐다면,"
S2_L0108,it means you value where you\nare going over who you are with.,누구와 가고 있는지보단 어디로 가고\n있는지를 중요시한다는 뜻이야.
S2_L0109,Interesting... you must\nalways be thinking ahead.,흥미롭네.... 항상 미래를 생각하고 있구나.
S2_L0110,"I knew it, <nickname>!","그럴 줄 알았어, <nickname>!"
S2_L0111,"You were always prepared for\nany question, any problem I had.","넌 내가 가진 어떤 질문에도,\n고민에도 답을 내놓았지."
S2_L0112,I knew I could always count on you.,역시 의지할 수 있어.
S2_L0113,"But let's just say—assume,\nreally, completely theoretically.","하지만 이런 상황이면 어떨까?\n완전, 그저, 오로지 가정일 뿐이야!"
S2_L0114,You saw a pouch of water and\nme on the side of the road.,길가에 물 주머니랑 내가\n나란히 있는 걸 봤다면.
S2_L0115,Hehe.,히히.
S2_L0116,Which would you choose?,어느 쪽을 고를 거야?
S2_L0117,The pouch of water.|You.,물 주머니.|너.
S2_L0118,Well.,그래.
S2_L0119,Goodbye. For now.\nI'll be crying over there.,안녕. 나는 저 구석에서 울고 있을게.
S2_L0120,Just in case you care.,신경 안 써도 돼.
S2_L0121,I'm glad.,다행이다.
S2_L0122,It's nice to know that I mean more\nto you than a pouch of water!,내가 물 주머니보단 의미\n있는 존재라니 기뻐!
S2_L0123,I'll be quietly celebrating\nin the corner over there.,나는 이제 저 구석에서\n잠깐 동안 기뻐하고 있을게.
S2_L0124,Fascinating!,신기하다!
S2_L0125,"Now, let's take a look at the results.","자, 같이 결과를 보자."
S2_L0126,The first choice reveals\nyour deepest fear.,첫 번째 질문은 너의 가장\n깊은 두려움을 드러내.
S2_L0127,You chose the tree-filled path.,넌 나무가 자란 길을 골랐지.
S2_L0128,"It's quiet and cool. Trees with kind\nshadows, and a fresh stream of water.","그곳은 조용하고 시원해. 나무들이 자애로운\n그림자를 드리우고, 싱그러운 샘물이 흐르지."
S2_L0129,But what about the path\nlined with flowers?,다만 꽃길은 어떨까?
S2_L0130,You'll have to walk under\nthe scorching sun.,따가운 뙤약볕을 가로질러야 하지.
S2_L0131,"At first it will be warm, but as time goes\nby, the thirst will be overwhelming!","처음엔 따뜻하다 느껴지겠지만, 나중엔\n타들어가는 햇볕이 널 갈증 나게 만들 거야!"
S2_L0132,"You're afraid of the heat, aren't you?",너는 분명 열기에 대한\n두려움이 있을 거야.
S2_L0133,Think back to your very first\nnightmare when you were little.,어릴 때 꾸었던 최초의 악몽을 기억해 봐!
S2_L0134,"The sun beat down on you,","분명 강렬한 태양을 온몸으로 맞으며,"
S2_L0135,"and you were dead on your\nfeet, desperate for water!",바짝 마른 시체처럼 물을 찾아\n떠돌고 있었을 거야!
S2_L0136,"Then, the second choice.",두 번째 질문으로 넘어갈게.
S2_L0137,It was about who you are when\nfaced with an unsure future.,불확실한 미래를 앞두고 어떻게\n행동하는지에 대한 질문이었어.
S2_L0138,"If you chose the dog,","강아지를 골랐다면,"
S2_L0139,it means you value who you are\nwith over where you are going.,어디로 가고 있는지보단 누구와\n함께하는지를 중요시한다는 뜻이야.
S2_L0140,Who you are with...,함께 하는 사람...
S2_L0141,Do I count?,거기에 나도 해당돼?
S2_L0142,Of course.|Well....,물론이지.|글쎄....
S2_L0143,Really? You mean it?\nI won't forget this moment!,정말? 정말? 이 순간을 잊지 않을래!
S2_L0144,I'll be quietly celebrating\nin the corner over there.,나는 이제 저 구석에서\n잠깐 동안 기뻐하고 있을게.
S2_L0145,Goodbye. For now.\nI'll be crying over there.,안녕. 나는 저 구석에서 울고 있을게.
S2_L0146,Just in case you care.,신경 안 써도 돼.
S2_L0147,Alright... now this one goes here...,음.. 좋아... 이건 여기에...
S2_L0148,...,...
S2_L0149,"Look, I want to show you something.","있잖아, 네게 보여 줄 게 있어."
S2_L0150,What is it?,뭔데?
S2_L0151,Ta-da.,짠.
S2_L0152,It's my collection.,나의 수집품이야.
S2_L0153,I heard some humans 'collect' things.,인간들은 '수집'이란\n걸 한다고 들었어.
S2_L0154,"Not for practical reasons, but simply\nbecause it makes them happy.",특별한 쓸모가 없더라도 본인의 기쁨을\n위해 물건을 모으고 바라보고 만진다며.
S2_L0155,I've started collecting to get\na taste of that happiness.,나도 그러한 기쁨이\n궁금해서 수집을 시작했어.
S2_L0156,Right now I'm collecting small\nand round objects. Just like me!,내 수집 품목은 작고 동그란\n물건이야. 나랑 닮은!
S2_L0157,So far I've found three.,지금까지 총 3개나 모았어.
S2_L0158,...,...
S2_L0159,So. Thoughts?,네가 어떻게 생각하는지 궁금해.
S2_L0160,"Collecting is a refined hobby... very nice.|Whoa, that's cool. Tell me more!",수집은 고상한 취미지... 멋진 걸.|우와! 대단한 걸? 더 설명해 줘!
S2_L0161,"Look. Here's a blueberry,\na coin, and a marble.","잘 봐봐, 블루베리, 동전, 구슬이야."
S2_L0162,The coin is flatter than the others\nbut it didn't want to be left out.,동전은 다른 아이들에 비해 조금\n납작하지만 끼고 싶어해서 넣어줬어.
S2_L0163,"And something I'd really like\nto add to my collection,","그리고 꼭 추가하고\n싶은 게 하나 있는데,"
S2_L0164,is your eyeball.,바로 너의 눈알이야.
S2_L0165,(Dissuade Dot)|(Freak out),(뭉치를 설득한다)|(기겁한다.)
S2_L0166,"(Yikes!) But Dot, without my eye\nI wouldn't be able to see the world.","(오, 세상에!) 하지만 뭉치, 눈알이\n없으면 난 세상을 볼 수 없는걸."
S2_L0167,"What? Dot, why on earth would\nyou want something ike that?","세상에! 뭉치야, 대체 왜\n그런 걸 원하는 거야?"
S2_L0168,Because...,왜냐하면...
S2_L0169,Hehe...,히히...
S2_L0170,I thought you would have seen the\nwide world with your two eyes.,너라면 드넓은 세상을 두 눈알로\n마구 봤을 거라 생각했어.
S2_L0171,"If I could collect something that\nhad taken in how humans live,",인간들이 살아가는 모습을 담아 놓은 물건\n중 하나만이라도 내가 수집할 수 있다면
S2_L0172,it would be like having a crystal\nball to see the world with!,마치 세상을 보는 수정\n구슬을 가진 느낌일 거야!
S2_L0173,"And if it were your gaze, that would make\nit even more special. Hence your eyeball!",그리고 그 세상이 '너의 시선'으로 담겨져서\n더 특별하게 느껴졌거든. 너의 눈알에!
S2_L0174,...,...
S2_L0175,"I guess my chalk-drawn eyeball\nwill have to do, someday.",그럼 부족하더라도 언젠간\n나의 분필 눈알이라도 수집해야겠다.
S2_L0176,(Well that's terrifying....)\nWhy don't you think it over?,(무시무시한 생각이다....) 다시 한 번 생각해 보는 건 어떨까?
S2_L0177,(Please...!),(제발...!)
S2_L0178,"<nickname>, what does\nit mean to be complete?",<nickname>. 완전함이라는 건 뭘까?
S2_L0179,To be whole.|To be flawless.,모든 게 갖추어진 것.|부족함이 없는 것.
S2_L0180,And does being whole and flawless mean,모든 게 갖추어지고 부족함이 없다는 건
S2_L0181,"that one fills, swallows,\npaints, and grows,","채우고, 삼키고, 칠하고, 성장해서"
S2_L0182,until there are no more imperfections?,더 이상 어떤 결함도 없는\n상태를 말하는 거야?
S2_L0183,...,...
S2_L0184,"Do you want to be complete, too?",너에게도 완전해지고 싶은 마음이 있어?
S2_L0185,I wouldn't say no to it.|Nah. I'm fine with who I am.,될 수 있다면 거부하지 않겠어.|굳이. 지금 나의 모습으로 만족해.
S2_L0186,Interesting...,흥미로워...
S2_L0187,Share with me what faint clouds in your life,어떤 네 삶의 잔구름들이 너의\n그 대답을 만들어 냈는지
S2_L0188,led you to that answer.\nI want to know more about you.,시간을 들여 나에게 알려줘.\n네가 더 궁금해졌어.
S2_L0189,Of course! If you're interested.,물론이지! 뭉치가 궁금하다면.
S2_L0190,But <nickname>. Can completion\nalso be called growth?,그런데 <nickname>. 완전해지는\n건 곧 성장이라고 부를 수 있을까?
S2_L0191,Perhaps growth is just\nexperiencing another form.,성장이란 어쩌면 그냥 다른\n모양을 경험하는 건 아닐지.
S2_L0192,From someone you don't like\ninto someone you can.,마음에 들지 않는 나에서\n마음에 드는 나로.
S2_L0193,"From an inexperienced, foolish\nme to a relaxed, mature me.",미숙하고 치기 어린 나에서\n여유롭고 관능적인 나로.
S2_L0194,"If, while changing into what I believe\nis a better me, I long for who I used to be","더 나아지고 있다는 믿음으로 모습을 바꾸는\n와중에, 이전의 순수함을 동경하게 된다면"
S2_L0195,won't it be too late to go back?,그때는 다시 돌아가기엔\n늦은 때가 아닐까?
S2_L0196,Hmm. <nickname>.,음. <nickname>.
S2_L0197,Do you ever want to\nprotect your innocence?,너는 너의 순수함을\n지키고 싶다고 생각해?
S2_L0198,Hmm... in what way?,으음... 이를 테면 어떤 식으로?
S2_L0199,"I mean, have you ever missed\nthe person you once were.",너 자신의 본래적인 형태를 그리워한 적이 있냐는 뜻이야.
S2_L0200,Picture it again. The 'you'\nthat was closest to 'you'.,지금 다시 떠올려 보는 거야. 가장\n'너'와 가까웠던 '너'의 모습을.
S2_L0201,Who I was when I was untainted...,가장 때묻지 않은 나의 모습이라면...
S2_L0202,"I think I know you better now,\nand my heart is squirming.","조금 더 친해진 것 같아,\n내 마음이 꾸물거리고 있네."
S2_L0203,Oh! <nickname>.,아! <nickname>.
S2_L0204,"If, perhaps, I might speak on\nwho I see when I look at you,","또는, 어쩌면, 내가 보는\n너의 모습을 말해 주자면"
S2_L0205,could it be you still have that pure\ngaze from when you were a child?,네 안에는 여전히 아이일 때의\n투명한 눈짓이 남아 있는 건 아닐까?
S2_L0206,"After all, you're the one who discovered me.",달나라에서 온 나를 발견해 준 너니까.
S2_L0207,...... Hehe.,...... 히히.
S2_L0208,.......,.......
S2_L0209,.......,.......
S2_L0210,Now I'm going to be still and watch\nthose mold spores drift midair.,난 이제 아주 오랫동안 미동 없이 앉아서\n저 곰팡이의 포자들이 부유하는 걸 바라볼 거야.
S2_L0211,"I won't expect anything out\nof it.
I'll merely observe.","그 어떤 것도 바라지\n않은 채, 바라만 볼 거야."
S2_L0212,You must be fond of being bored.|Any reason?,뭉치는 지루함을 좋아하는구나.|왜 바라만 보는데?
S2_L0213,"Yes. Boredom is like dry dough, before\nyou add water and make it sticky.",응. 지루함은 찰기 없는 밀가루\n같은 감촉을 가지고 있거든.
S2_L0214,Good to roll around in.,누워 놀기 좋아.
S2_L0215,Huh. And where is it\nthat you're rolling around in?,흥미롭네. 지금 누운 곳은 어디야?
S2_L0216,A field of misery.,고통의 풀밭.
S2_L0217,Oh? .... Why?,어? .... 왜?
S2_L0218,"If those spores settle somewhere nice, soon\nenough the whole family will be spotted.","쟤네, 살기 좋은 어딘가에 안착한다면\n곧 다글다글 번식해서 인간의 눈에 띌 거야."
S2_L0219,And they'll be removed.\nIn the blink of an eye.,머지않아 제거되겠지. 손쉽고 간편하게.
S2_L0220,Either burnt alive or melted down.,불타오르거나 녹아내리면서.
S2_L0221,"If they settle somewhere less savory,\nthey'll avoid being noticed.",살기 나쁜 어딘가에 안착한다면\n인간의 눈은 피할 수 있을 거야.
S2_L0222,But they'll starve to death.,그런데 굶어 죽을 거야.
S2_L0223,Slow and helpless....,느리고 무정하게....
S2_L0224,"The life sucked out of them,\nleft to dry and crumble.",얄팍한 생명을 흡착당하며 바스라지겠지.
S2_L0225,I shouldn't expect anything else.\nBecause if that faith is broken...,난 그 무엇도 바라지 못해. 걸어\n두었던 희망이 꺾여서 돌아오면...
S2_L0226,It'll hurt. A lot.,아주 아플 테니까.
S2_L0227,(But what good is mold?)|(I'm feeling sorry for the mold.),(곰팡이가 번식해서 좋을 게 있나?)|(곰팡이가 괜히 안쓰러워 보여.)
S2_L0228,It's only mold. Horrid to the\neye and harmful to humans.,고작 곰팡이일 뿐이야. 보기에도\n흉하고 인간에게 무익해.
S2_L0229,But so am I. Do you see me\nthe way you see them?,그건 나도 마찬가지 아니야?\n너에겐 나도 '고작' 뭉치인 걸까.
S2_L0230,....... <nickname>.,....... <nickname>.
S2_L0231,"No, never. You're so\nmuch more than mold!","아니, 아니야. 고작 뭉치가 아닌 무려 뭉치지!"
S2_L0232,You're my friend.|You're lovable.,너는 나의 친구잖아.|너는 사랑스럽잖아.
S2_L0233,"Plus, you have no effect\non lung capacity whatsoever.",기관지에 해롭지도 않고.
S2_L0234,I see. I need some time\nto think. Excuse me.,그렇구나. 시간이 필요해. 잠시 혼자 있어야겠어.
S2_L0235,I bet some of those spores fall onto the\nbread. Like children jumping on the bed.,저 빵 위로 떨어지는 애들도 있을걸.\n폭신한 침대에 뛰어드는 아이처럼!
S2_L0236,They'll live their fluffy happy\ndays together with their family.,그 아이들은 그들의 곰팡이 가족과\n폭신폭신 행복하게 살 수 있을 거야.
S2_L0237,You really think so?,정말 그럴까?
S2_L0238,......., .......
S2_L0239,I see.,그렇구나.
S2_L0240,"Thank you, <nickname>.","고마워, <nickname>."
S2_L0241,Now I'm going to be still and hope\nfor them to fall onto the bread.,난 이제 아주 오랫동안 미동 없이 앉아서\n얘네가 빵 위로 떨어지길 바라 볼 거야.
S2_L0242,For a very long time.,아주 오랫동안.
