Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
M1_L0063,Emotions fraught with desperate tears|Emotions distorted with obsession|Emotions filled only with comfort but no thrill|don’t seem like love to me.,"처절한 눈물로 점철된|집착으로 뒤틀려 있는|설렘 없이 편하기만 한|감정들을 나는 사랑이 아니라 생각하지만,"
M1_L0064,but some consider them\nto be a part of love as well.,그것 또한 사랑의 일부라 여기는 사람도 있어.
M1_L0065,Their ‘I love you’ would mean\ndifferently to my ‘I love you.’,그 사람들의 “사랑해”는 나의 “사랑해”와\n조금 다른 의미를 가질 수 있겠지.
M1_L0066,"Even within a single relationship,\nlove transforms bit by bit every day!","그리고 한 사람과의 연애에서도,\n사랑은 매일 자잘하게 달라져!"
M1_L0067,"Sometimes a very colorful\nand complex love pops out,","아주 다채롭고 복잡한 사랑이\n튀어나올 때도 있고,"
M1_L0068,and sometimes a quiet\nand still love lingers.,보다 조용하고 정적인 사랑이\n머무를 때도 있지.
M1_L0069,"If so, even if it comes from the same\nperson’s brain and the same person’s mouth,","그럴 때는 한 사람의 뇌,\n하나의 입에서 나왔을지라도,"
M1_L0070,wouldn’t yesterday’s ‘I love you’ mean\nsomething different from today’s?,어제의 “사랑해”와 오늘의 “사랑해”가\n다른 의미를 가지게 되지 않아?
M1_L0071,Exactly! You’re quick.|Exactly. It’s mutable.,"응, 정확해! 뭉치 똑똑하다.|응, 정확해. 유동적인 거지."
M1_L0072,"So, so... ‘Love’ is kind and sweet,","음, 음, 그러니까... ‘사랑’은\n엄청 다정하고 달콤한 것,"
M1_L0073,"but can be like a coarse field,","그러나 거친 황야 같기도 하고,"
M1_L0074,"or like a bored sea lion,","지루한 바다 사자 같기도 하고,"
M1_L0075,or a little round cherry tomato...,동그란 방울토마토 같기도 한....
M1_L0076,"And ‘I love you’ is a single box that\nhouses allll those feelings, right?",사랑해는 그 모오든 결의 마음을\n담아 두는 단일한 상자인 거지?
M1_L0077,"That’s one way to put it.|That’s a strange way to put it, but yes.","그렇게 표현할 수도 있겠네.|그, 그렇게 표현하니까 낯선데."
M1_L0078,But... <nickname>. It’s vague.,그런데... <nickname>. 모호해.
M1_L0079,"To me, ‘I love you’ feels like\nan inconsiderate homonym.",’사랑해’가 나에겐 친절하지\n않은 다의어처럼 느껴져.
M1_L0080,"If no one truly knows what ‘love’ is, if\neveryone perceives the meaning of it differently...",‘사랑’이 무엇인지를 그 누구도 정확히 알 수\n없다면. 모두가 다른 뜻으로 사랑을 인식한다면....
M1_L0081,What happens to the emotion put\ninside the box of ‘I love you?’,‘사랑한다’는 상자 속에 집어넣은\n마음은 어떻게 되는 거지?
M1_L0082,It seems like we’re losing sight\nof what’s really important...,어쩌면 가장 중요한 무언가를\n놓치고 있는 기분이야....
M1_L0083,Just like the man I met today did.,오늘 만난 그 인간이 그러했듯이.
M1_L0084,Well...,음....
M1_L0085,But it seems to be a significant\nphrase for humans...,그치만 인간들에겐 소중한\n단어라고 하니까....
M1_L0086,"Can we talk about it later, after\nI’ve pondered over it for a while?",생각을 마치고 잠시 뒤에\n다시 이야기해도 될까?
M1_L0087,"Sure. I’ll be waiting here!|Yes, take your time.","그럼. 기다릴게!|그럼, 천천히 생각해."
M1_L0088,"<nickname>, while reflecting,\nI read ten love stories","<nickname>, 사색의 시간\n동안 ‘로맨스 소설’ 열 권과"
M1_L0089,and watched two romance\nfilms. And I realized.,사랑 영화 두 편을 감상하며 깨달은 사실이 있어.
M1_L0090,Humans love...... love.,인간은...... 사랑을 사랑해.
M1_L0091,"Not knowing what it is\nbut certain of its existence,","당최 무엇인지도 모르겠지만 분명히 존재한다는\n‘사랑’을 올려다보며, 그 모양을 가늠하며,"
M1_L0092,humans try to guess the shape of\nlove and strive to scratch its surface.,표면에라도 가닿으려 애쓰는 존재들.
M1_L0093,Such a romantic interpretation of human desperation.|Loving love! Such kind words...,"인간의 처절함에 대한 낭만적 해석이네.|사랑을 사랑한다니, 다정한 말이야!"
M1_L0094,"And when they encounter a fragment\nthat resembles love even a little bit,",그리고 사랑을 조금이라도 닮아\n있는 듯한 어느 파편을 마주할 때
M1_L0095,humans speak of love.\nLike chanting a spell.,인간은 사랑한단 말을 하는 거야. 의식처럼.
M1_L0096,"Hoping and praying that this fragment\nis, that this time it’s ‘real’ love.",지금 마주한 이 파편은\n‘진짜’ 사랑이길 갈망하면서.
M1_L0097,The man and his lovers probably had\nthat romantic yet innocent intention.,남자와 그의 연인들은... 아마도 그런\n낭만적이고도 순수한 마음이었을 거야.
M1_L0098,Finally it feels as if the puzzle is finished.,이제야 모든 퍼즐이 맞춰진 기분이 들어.
M1_L0099,The romantic fragility of humans...\nIt’s enough to blind my chalk-drawn eyes!,"내 분필 눈이 멀어 버릴 만큼 연약하고\n아름다운 생물이야, 인간은...."
M1_L0100,"Dot, you’ve come to appreciate\nour ‘I love you.’ That’s a relief.","뭉치, 우리의 ‘사랑해’에 대해 긍정적인\n인식을 가지게 되었구나. 다행이야."
M1_L0101,"Mm... Yes, I’ve come to understand\nthe romance in the declaration of love.","음... 응, 사랑의 선언만이 가진\n낭만이 있음을 이해하게 됐어."
M1_L0102,......,.......
M1_L0103,Although my emotions are\n...chillingly horrified by it.,내 모든 감각들은... 그것에게\n섬뜩한 공포를 느끼고 있지만.
M1_L0104,Horrified?,공포라니?
M1_L0105,‘I love you’ can also\nbe... a very chilling box.,‘사랑해’란 단어는...... 아주\n섬뜩한 궤짝이기도 하거든.
M1_L0106,"Feels like the beginning of a good story.|That’s quite a scary conclusion, Dot...","흥미로운 이야기가 시작될 것만 같네.|무서운 결론에 도달했구나, 뭉치...."
M1_L0107,"<nickname>. To me,",<nickname>. 나는 말이야.
M1_L0108,"the notion that what made his love—formerly\nswirling with plum candy, sunsets,","매실 사탕과 노을, 그리고 바다가 자유롭게\n파도치던 그의 사랑을 썩게 만든 범인이"
M1_L0109,and crashing waves—decompose was\nthe phrase ‘I love you’ won’t leave my head.,바로 그 ‘사랑해’란 단어라는\n예감을 지울 수 없었어.
M1_L0110,"‘Love.’ A word that means so much\nthat, in the end, it means nothing.","‘사랑’은 의미가 너무 거대해서, 결국\n아무 의미도 아니게 되어 버린 단어."
M1_L0111,Then what happens to the emotion\nstuffed inside that box of ‘I love you?’,그렇다면 ‘사랑해’라는 상자 속에 구겨 넣어진\n마음은? 그 마음은 어떻게 되는 거지?
M1_L0112,"... To look for clues, I decided to become\none of the ‘emotions of love.’","... 실마리를 찾기 위해, 난 ‘사랑의 감정’들 중\n하나가 되어 보기로 했어."
M1_L0113,"(’Emotions of love’... Romantic.)|(Strange thought, but let’s hear them out.)",(사랑의 감정... 로맨틱하다.)|(이상한 생각 같지만 우선 들어 보자.)
M1_L0114,"First, I tried becoming the emotion of\n‘You are so interesting and strange,","가장 먼저, 나는 ‘당신은 정말 흥미롭고\n이상해서 거대 현미경 안에 잡아 넣고"
M1_L0115,"I want to trap you beneath a microscope\nand study you, cell by cell!’",세포세포 탐구하고 싶어요!’\n라는 감정이 되어 봤어.
M1_L0116,"I, I guess there are people who feel that way?|Yes, the bubbling urge to know more. I’m familiar.","그, 그런 감정을 느끼는 인간도 있구나.|음, 끓어오르는 탐구욕. 아주 잘 알지."
M1_L0117,"My host stilled as she felt the pit-a-pat\nof her heart, filled with residual heat.",나의 주인은 심장 어귀에 종종걸음처럼\n남은 열감을 가만히 느끼다가
M1_L0118,"She looked into her lover’s eyes\nas if to devour them, and said",애인의 눈을 파 먹을 듯\n격렬한 힘으로 들여다보더니
M1_L0119,“I love you.”,“사랑해.” 라고 말했지.
M1_L0120,"Instantly, a square box trapped me, and\nmy stretched-out, entwined ends were cut off.","그 순간 아주 네모난 상자가 날 가뒀고, 뻗어 나와 있던\n나의 덩굴 같은 살떨림들은 숭덩숭덩 잘려 나가,"
M1_L0121,"My ends had become clean-cut cross\nsections of “I,” “love,” and “you.”",“사” “랑” “해” 깔끔하고 반듯한 단면이 되었어.
M1_L0122,"To emotions, omission must be assault.|I can’t believe something so terrible happened...",감정에게 생략의 행위는 폭력이었구나.|그러한 끔찍한 일이 일어났다니....
M1_L0123,"Thinking perhaps it was an exceptional\ncase, I found another example of a human.","그녀만의 경우였을까 싶어,\n나는 다른 사람 하나를 더 찾았어."
M1_L0124,"He thought, ‘It feels so soft and cozy\nwith them. Like lying on a cloud.’",그는 ‘저 사람과 함께하면 너무도 포근하고\n안락해. 구름에 누워 있는 기분이야.’ 하더니
M1_L0125,"Then, the moment he spat\nme out as “I love you,”",나를 “사랑해”라는 단어로 뱉어 냈고
M1_L0126,"I, again, felt a burning-hot\nterror and inflated freakishly.",나는. 또. 다시. 뜨겁게 작열하는\n공포를 느끼며 기형적으로 부풀었어.
M1_L0127,"My ends expanded and distorted, just\nto perfectly fit his box of “I love you.”",사지가 확장되고 뒤틀렸어. 단지 그가 가진\n“사랑해”의 상자에 꼭 맞는 모양이 되기 위해서.
M1_L0128,"Meanwhile, he simply tilted his head\nand smiled, unaware of my devastation.",반면 그는 갸우뚱하다 웃고\n말았지. 나의 절망은 모르고.
M1_L0129,I’ve never thought of it that way.|’I love you’ simply isn’t enough for some emotions.,한 번도 그렇게 생각해 본 적이 없었어.|‘사랑해’ 따위로 채 표현되지 않는 감정도 있지.
M1_L0130,I understand why you\nillustrated it as a chilling box.,끔찍한 궤짝이라 표현한 이유를 알겠어.
M1_L0131,"‘I love you’ was slicing and encaging\nemotions within empty casings,","사랑한단 말, 그건 해독 불가한 외계어와 같이"
M1_L0132,"the meaning of which nobody could know,\nmuch like an indecipherable alien language.",그 누구도 의미를 알지 못하는 어느 공허한 껍질\n속에 감정들을 자르고 가둬 둘 뿐이었던 거야.
M1_L0133,"Lovers of the man I saw\ntoday, even the man himself.","오늘 보고 온 남자의 연인들,\n하물며 그 본인조차도."
M1_L0134,... They were all bound by this\ngreat big phrase beyond the sky,"... 모두가 하늘 너머의 거대한 단어에 얽매여,"
M1_L0135,"and calculated, inflated, or tailored their\nemotions. Hastily fitting them into ‘love’.","눈앞의 감정을 계산하거나, 부풀리거나, 재단했어.\n그것을 자신만의 뜻 모를 사랑에 끼워 맞추기 급급했지."
M1_L0136,They neglected their silently swaying\nemotions without realizing their importance.,고요히 일렁이던 마음에는 눈길을 주지 않았어.\n정작 가장 소중한 것일 줄은 모르고.
M1_L0137,"... Huh. Maybe love is\nsomething to feel, not chase.",... 그러게. 사랑은 좇는 게 아니라 느껴야 하는 걸까.
M1_L0138,I now recall more words that have the\nsame effect within the human language.,돌이켜보면 인간의 언어 체계에 비슷한\n작용을 하는 단어들이 몇 개 더 떠올라.
M1_L0139,"Words like happy, sad, good...","행복해, 불행해, 좋아, 같은 말들...."
M1_L0140,"When we get our paycheck, have a delicious\ndessert, or walk on soft, sun-warmed grass...","월급이 들어왔을 때, 맛있는 디저트를 먹을 때,\n그리고 햇살 아래 부드럽게 달궈진 잔디 위를 걸을 때"
M1_L0141,We felt different emotions yet\nexpressed them all as ‘happy.’,우리는 각기 다른 감정을 느끼면서도\n똑같이 행복하다 표현해 왔어.
M1_L0142,‘Am I happy?’ is a common nighttime\nvisitor. ‘What is happiness?’ is another one.,‘나는 지금 행복한가?’ 하는 고민도 밤이면 숱하게\n찾아드는 단골이지. ‘행복은 대체 뭘까?’ 하는 의문도.
M1_L0143,"But having listened to you, Dot, even\nthose questions seem meaningless.",하지만 뭉치의 말을 듣고 나니\n그것도 무의미하게 느껴지네.
M1_L0144,Were you ever tricked by words\ninto neglecting your emotions...?,너 역시 그런 순간이 있었어?\n단어에 속아 감정을 들여다보지 못했던...
M1_L0145,Probably.,아마도.
M1_L0146,"When I said ‘I love you’ to somebody,|When I said ‘I am happy’ to somebody,",그때 누군가에게 사랑한단 말을 했을 때|그때 그 순간 행복하단 말을 했을 때
M1_L0147,what I really ‘felt’ was...,내가 정말 ‘느꼈던’ 감정은....
M1_L0148,I see. Thank you for telling me.,그랬구나. 이야기해 주어 고마워.
M1_L0149,"On that note...... <nickname>, promise\nme something? It’s important to me.","그래서 말인데...... <nickname>, 약속 하나만 해 줄래? 나에겐 중요해."
M1_L0150,And even more important to us.,우리에겐 더욱 중요해.
M1_L0151,"Anything, Dot.|What is it?","언제든지, 뭉치야.|무슨 약속인데?"
M1_L0152,"From now on, <nickname>.","앞으로는 말이야, <nickname>."
M1_L0153,Please let them live and breathe freely\nand safely as your ‘emotions.’,그들이 가장 자유롭고 안전하게\n‘너의 감정’으로서 살아 숨쉴 수 있도록
M1_L0154,"Feel feel feel them as they are,",있는 그대로를 감각 감각 감각한 뒤
M1_L0155,"and depict them in detailed, accurate,\nand sometimes precariously raw language.","섬세하고, 정확하고, 때로는 위태로울만치\n날 것 그대로인 언어들로 표현해 줘."
M1_L0156,Emotions are corporeal.,감정은 유체거든.
M1_L0157,"They have thousands of sensitive,\nsquishy stems and bumps.",그들에겐 섬세하고 말캉한 수천 개의\n줄기와 돌기가 있거든.
M1_L0158,"They freely flow, pool, color,\nand breathe as they multiply!","그들은 마음껏 흐르고, 고이고, 채색되고,\n호흡을 내지르며 증식하거든!"
M1_L0159,I want you not to fall prey to box-like\nwords and savor your emotions as they are.,"너는 궤짝 같은 단어들에 매몰되지 않고,\n네 감정을 오롯 만끽할 수 있었으면 좋겠어."
M1_L0160,Won’t you keep them safe and... deliver\nthem to me in their most original state?,그들은 지켜 내서...... 가장 원형에\n가까운 형태로 나에게 전달해 줄래?
M1_L0161,"Are you worried for my emotions, Dot?","나의 감정을 걱정해 주는 거야, 뭉치?"
M1_L0162,"Yes, they are your colorful and free\nechoes that no one else can take away.","응, 그건 무엇도 앗아갈 수 없는,\n너만의 다채롭고 자유로운 울림인걸."
M1_L0163,Thanks. I’ll treat my emotions more preciously.|I still struggle with emotions but... I’ll try.,.... 고마워. 내 감정을 더욱 소중히 대할게.|감정과는 낯을 가리는 편이지만... 노력해 볼게.
M1_L0164,But there may be times I choose the easy\nway out unconsciously and habitually.,하지만 나도 모르게 간편한 방법을 선택하게 될\n수도 있어. 습관으로 굳어진 경우가 있거든.
M1_L0165,"When I do so, and when you’re curious\nabout the details, will you ask me about it?","그럴 때면, 뭉치가 내 마음의 세세한\n감정이 궁금해질 때면 나에게 질문해 줄래?"
M1_L0166,......!,......!
M1_L0167,Humans are indeed wise!\nI can use the tool ‘question!’,인간들은 역시 현명하구나!\n‘질문’이라는 도구를 사용하면 되겠어!
M1_L0168,Asking and answering questions can be\npart of you and I getting to know each other.,질문하고 대답하는 행위도 너와 내가\n친해지기 위해 노력하는 과정이라 생각해.
M1_L0169,Yes! I agree with you wholeheartedly.,"응! 나, 너에게 동의할래."
M1_L0170,"That attempt will lead us\nto clearer waters, I know it.",그 노력이 우리를 더욱 투명한\n물길 속으로 이끌 거라 확신해.
M1_L0171,You are the best human I’ve met.,너는 내가 만난 인간 중 최고의 인간이야.
M1_L0172,"I mean, humans are already the best,\nbut you are the best among even them!","아니, 인간은 이미 최고지만,\n너는 그 중에서도 가장 최고야!"
M1_L0173,(Excited Dot is cute.)|Have you met any other humans though?,(신난 뭉치. 귀엽다.)|다른 인간은 거의 만난 적 없지 않아?
M1_L0174,...... No. But still... I <i>observed</i> a\nlot of humans today on the street......,...... 그치만. 오늘 거리에서...\n많은 인간들을 구경했단 말이야.......
M1_L0175,"Haha, I was just kidding. Thank you. It means a lot.\n(Although the sample is really quite small.)","하하, 장난친 거야. 고마워. 의미가\n큰 말이네. (표본은 정말 적은 것 같지만.)"
M1_L0176,<nickname>’s thoughtfulness rings\nthrough me like some kind of an echo.,<nickname>의 사려 깊음이\n나에게 어떠한 울림을 줬어.
M1_L0177,"How to express this, hm......","어떻게 표현해야 할까, 으음...."
M1_L0178,It’s difficult to express\nin human language......,인간의 ‘언어’로는 표현해\n내기가 어려운걸....
M1_L0179,Dot! Your heart!,뭉치야! 네 심장!
M1_L0180,Huh?,응?
M1_L0181,......,......
M1_L0182,......! Wow! It resembles the\necho I wanted to describe!,......! 어! 내가 표현하고\n싶었던 울림과 닮아 있어!
M1_L0183,I too have a color now!\nI wonder where it came from!,나에게 색이 생겼어!\n자라난 걸까? 옮겨진 걸까?
M1_L0184,"I have a color, <nickname>!","나에게도 색이 생겼어, <nickname>!"
M1_L0185,What do you call this color?,이 색은 뭐라고 불려?
M1_L0186,"It has many names, but\nthe most common is ‘pink.’","다양한 이름이 있을 수 있겠지만,\n가장 자주 쓰이는 말은 ‘분홍색’이야."
M1_L0187,Pink.,분홍색.
M1_L0188,That is the color of my emotions today.,오늘의 마음은 이런 색을 띄었나 봐.
M1_L0189,... I too have a color.\nA color... even for me.,... 나에게도 색이 생겼어.\n이런 나에게도... 색이.
