Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
M2_L0072,"I could just melt from the embarrassment.\nWas I, a monster, too nosy in human business?",부끄러워서 녹아 버릴 것 같아. 괴물인 내가\n인간에게 부적절하게 참견하려고 한 걸까?
M2_L0073,"Not really, humans can also feel that way.|You being a monster probably wasn't an issue.","글쎄, 인간들도 서로에게 똑같은 마음을 느낄 때가 있어.|위안이 될진 모르겠지만, 네가 괴물인 건 전혀 문제가 되지 않아."
M2_L0074,Really? How so?,정말? 어떻게 그래?
M2_L0075,To see someone’s empty heart and feel pity\nmay be pretty common for us too.,누군가의 비어 있는 마음을 보고 가련함을\n느끼는 건 우리에게도 꽤나 흔한 일일지 몰라.
M2_L0076,"Amid the euphoria of having been invited to\na secret space, sometimes we act unlike ourselves.","하나뿐인 특별한 방에 초대되었다는 도취감에 사로잡힌\n채, 평소의 나답지는 않은 일을 벌이기도 하지."
M2_L0077,......,.....
M2_L0078,Like you did just then.,꼭 아까의 뭉치처럼 말이야.
M2_L0079,......,.....
M2_L0080,"Deficiency... Is it in every human? A hole in\ntheir heart, invisible to my chalk-drawn eyes?",결핍이란 건 모든 인간이 가지고 있는 거야? 분필로\n그린 눈으로는 볼 수 없는 마음의 빈 자리가.
M2_L0081,Everyone is born with a hole.|Everyone ends up with a hole.,모두는 빈 자리를 가진 채로 태어나.|모두는 살아가면서 마음에 빈 자리를 마련해.
M2_L0082,Which one are you?,너는 어느 쪽이야?
M2_L0083,Do you have an unquenchable\nthirst for something too?,너에게도 채워지지 않는 갈증이 있어?
M2_L0084,"Of course I do.|I can’t name one right away, but I do.",당연히 나에게도 있지.|음... 당장 짚을 수는 없지만 분명 존재해.
M2_L0085,... I see. Your blank hole.,... 그렇구나. <nickname>의 빈 구석.
M2_L0086,Although it’s even more embarrassing\nthat I’ve shown that ugly side of me...,그런 너에게 추태를 보인 것 같아서\n더 창피해지려고 하지만...
M2_L0087,"Don’t worry about it too much, Dot.","너무 신경 쓰지 마, 뭉치."
M2_L0088,"Okay, okay. I’m a little better.","응, 응. 아마도 좀 괜찮아진 것 같아."
M2_L0089,"But I’m still not sure how I feel right now. I\nneed time to dwell on everything, word by word.",다만 내 마음이 어떤지 당장은 잘 모르겠어. 모든\n걸 마디마디 곱씹어 보는 시간이 필요한 것 같아.
M2_L0090,It’s time to rest now.,이제 조금 쉬어야겠다.
M2_L0091,"Thank you for imparting\nyour wisdom, <nickname>.","지혜를 나눠 줘서 고마워, <nickname>."
M2_L0092,What’s wrong with being a little empty?,비워진 그대로는 살아갈 수 없는 거야?
M2_L0093,For that man? Or everyone?,그 인간이? 아니면 모든 인간이?
M2_L0094,I’d like to start with him. Then\nwe could go around the world.,그 인간부터 시작해 보고 싶어. 그러다 보면\n온 지구를 품을 수 있을 거야.
M2_L0095,(Around the world...\nmaybe it will reach me as well.),(온 지구를... 어느새 나에게도 닿아 있을까?)
M2_L0096,Couldn’t he have stayed as he was?\nI thought his holey self was splendid.,있는 그대로는 안 됐던 건가? 나는 구멍이 뚫린\n그의 모습이 아주 근사하다고 생각했거든.
M2_L0097,"If he were a storybook character,\nI would’ve named him ‘Ring Boy.’",동화 속의 인물이었다면 난 ‘반지 소년’이라는\n이름을 붙여 주었을 거야.
M2_L0098,Great name.,이름도 근사한 이름인 걸.
M2_L0099,Why did Ring Boy want to be hole-less?\nSome people might want the opposite.,반지 소년은 왜 구멍이 뚫리지 않은 상태가\n되고 싶어한 거야? 그 반대일 수도 있잖아.
M2_L0100,I can guess... but it’s hard for me as\na stranger to give you a clear answer.,추측 정도는 가능하지만... 타인인 내가\n명쾌하게 답해주기는 어려운 것 같아.
M2_L0101,"How about this. Ask yourself a similar question.\nWhy do you dislike your black body so, Dot?",이렇게 해 볼까. 반대로 하는 거야. 뭉치는\n뭉치의 검은 몸을 싫어하는 이유가 뭐야?
M2_L0102,Because...,그건...
M2_L0103,......,......
M2_L0104,Take your time.,천천히 대답해 줘도 좋아.
M2_L0105,"Because I’m different from the dreams I’ve seen\non the Moon. I was the only black, colorless blob.",내가 달나라에서 본 꿈들과 나는 다르니까.\n나 혼자만 색채가 없는 시커먼 덩어리였으니까.
M2_L0106,Ring Boy was also the only circular\nperson in a triangular family.,반지 소년도 세모난 가족들 사이에서\n혼자만 동그라미로 태어난 사람이었지.
M2_L0107,Being different in a sea of\nsimilar faces can be lonesome.,비슷해 보이는 이들의 무리 속에서 홀로\n이질감을 갖는다는 건 꽤나 외로운 일이잖아.
M2_L0108,...,...
M2_L0109,I’ll be a human’s dream. A beautifully crafted piece.,그리고 나는 색채로 빛나는 몸을 가지는 상상을 해.\n꿈이 되어 지금과는 다른 아름다운 형체를 갖는 꿈을.
M2_L0110,"Maybe Ring Boy desired his hole-less self as well.\nIf not triangular, he wanted to be flawless.",반지 소년도 구멍이 뚫리지 않은 완전한 내가 되고\n싶었던 게 아닐까. 세모나진 못하더라도 파손되지는 않은.
M2_L0111,"If you yearn for an ideal version of yourself,\nyour current self dulls in comparison.",이상적인 나를 그리고 있다면\n지금의 나는 비교될 수밖에 없겠어.
M2_L0112,...,...
M2_L0113,"Okay, although there’s more to it.\nI can’t discuss ‘black’ with you yet.","그래, 그것뿐만은 아니지만. ‘검정’에\n대해서만큼은 아직 너에게 말할 수 없어."
M2_L0114,...... There’s an infested barrier.,......  깊고 우글거리는 장벽이 있어.
M2_L0115,......,......
M2_L0116,(Dot’s ‘black’...),(뭉치의 ‘검정’에 대한 것...)
M2_L0117,"All right. I won’t press you. Mm... Do you\nunderstand Ring Boy now, though?",알았어. 지금은 더 물어보지 않을게.\n음... 반지 소년에 대한 건 이해했어?
M2_L0118,"Yes, but how can a beautiful human think like I do?","응, 하지만 아름다운 인간이 어떻게 나 같은 괴물과\n같은 생각을 하지? "
M2_L0119,It’s hard to accept.,쉽게 받아들이기 어려워.
M2_L0120,"It’s the truth. All people have a hole of\ntheir own, in different shapes and forms.",그게 정말인 걸. 대부분의 인간이 제각각의\n구멍을 조금씩은 가지고 있으니까 말이야.
M2_L0121,... The human species not only\nhas colors but distinct stains.,... 인간은 색채뿐만이 아니라 고유한\n얼룩도 가지고 있는 종족이구나.
M2_L0122,"Yes, so you see humans are not always great.|That's a neat way to describe us. Thanks.",그렇지. 인간이 마냥 근사하기만 한 건 아니거든.|우리를 이렇게나 멋지게 표현해 주다니 고맙네.
M2_L0123,......,......
M2_L0124,"Can’t I keep saying that you all are great?\nAfter all, stains only add to you charm!",혹시... 계속 너희가 근사하다고 하면 안 될까?\n어떤 얼룩도 인간의 근사함을 해칠 순 없으니 말야!
M2_L0125,"Well, it does make me feel shy.|If you feel that way... why not.",그치만... 내가 조금 쑥스러운걸.|뭉치가 그렇게 느낀다면야... 나쁠 건 없지.
M2_L0126,Alright... I’ll just think it to myself.,그렇다면... 혼자서만 생각할게. 마음속으로...
M2_L0127,Hooray! Thanks!,"응, 응응! 기뻐! 허락해 줘서 고마워!"
M2_L0128,Should we get back on\ntrack? Where were we?,그럼 다시 원래 이야기로 돌아와\n볼까? 어디까지 얘기했지?
M2_L0129,The strange effects of ‘deficiency.’\nSo we’re back where we started.,‘결핍’의 기이한 부분에 대해.\n결국 처음으로 돌아오게 되겠네.
M2_L0130,Whether Ring Boy could\nhave lived with his hole?,반지 소년은 비워진 그대로는 살아갈 수 없는가?
M2_L0131,"Yes. Why did he fill it when it made him dismiss\nhis original identity, his original path of life?","응, 그가 고유하게 태어난 모습과, 그가 고유하게 살아온\n궤적을 외면하면서까지 그걸 메우려는 이유가 뭘까?"
M2_L0132,Perhaps it was destructive behavior intended\nto damage the original ring shape.,어쩌면 그건 고유의 반지 모양을 훼손하려는\n파괴적인 행동이었을지도 몰라.
M2_L0133,Ring Boy’s hole was already a part of him.\nHe just couldn’t cope with the fact.,반지 소년의 구멍은 이미 그의 일부가 된 지 오래니까.\n그 사실을 차마 견딜 수 없었던 거야.
M2_L0134,But... unfortunately for him. Maybe deficiencies...,하지만... 그에겐 정말 안타깝게도.\n어쩌면 '결핍'이란...
M2_L0135,are like deep scars.,패인 흉터 같은 게 아닐까. 
M2_L0136,"New tissue may grow or it might fade,\nbut it never completely goes away.","그 자리에 있다가 새 살이 돋거나\n흐려질 수는 있겠지만, 아예 사라지지는 않는."
M2_L0137,"Say those scars stay with you, like the trajectory of one’s life.",결핍이 누군가 살아온 과거의 궤적이\n마음에 새겨져 남아 있는 거라면.
M2_L0138,What you’re saying is... you can’t change the past or your scars?,과거를 바꿀 수는 없는 법이니... 결핍도 마찬가지란 거지?
M2_L0139,...... But life goes on. What if I want to overcome them?,...... 하지만 삶은 계속 펼쳐지는 걸.\n흉터를 극복하고 싶어지면 어떻게 해?
M2_L0140,I think......,그건......
M2_L0141,I don’t have an answer just yet. Why don’t we try this instead?,나도 확답을 주지 못할 것 같아.\n이번엔 이렇게 해 보는 게 어떨까?
M2_L0142,<nickname>. How do you\nhandle your own thirst?,<nickname>. 너는 너의 갈증을\n어떻게 견뎌 나가고 있어?
M2_L0143,"Truthfully, it’s still painful.|I’m brainstorming ideas to relieve it.|I live with it as a part of myself.|It’s been so long, I stopped thinking about it.",실은 아직 고통스러워. 그저 견딜 뿐이야.|보완할 방법을 처절하게 궁리하고 있어.|나의 일부로서 안고 살아가.|오래되어 자연스레 생각하지 않게 되었어.
M2_L0144,I feel proud of you. Although a creature like\nme couldn’t possibly feel that way for a human.,어쩐지 너에게 자랑스럽다는 말을 해 주고 싶네. 실제로\n나 같은 게 인간에게 그런 감정을 느낄 수는 없겠지만.
M2_L0145,Enduring what can only be endured.,견뎌야만 견뎌지는 것들.
M2_L0146,Embracing what can only be embraced.,안고 지내야만 안을 수 있는 것들.
M2_L0147,"Accepting all that, I hope one day you’ll\nbe able to adore your singular identity.",그렇게 받아들인 채로 어느 순간에는 너의 단일한\n정체성을 사랑스러워해 줄 수 있길 바랄게.
M2_L0148,"This is what you wanted to say\nfrom the beginning, isn’t it?",뭉치는 처음부터 이 이야기를 하고 싶었던 거구나.
M2_L0149,Maybe.,그랬던 걸지도 몰라.
M2_L0150,......,......
M2_L0151,Ring Boy as well.,그리고 반지 소년도.
M2_L0152,"That’ll happen, I’m sure.",분명 그렇게 될 거야.
M2_L0153,"So, have you accepted your\n‘black body’ the way it is?","그럼, 이제 뭉치도 너의 ‘검은 몸’을\n고유한 모양으로 받아들이기로 한 걸까?"
M2_L0154,<nickname>.,<nickname>.
M2_L0155,Some things just can’t be accepted.,내 이름은 ‘뭉치’고... 결핍과 결함은 다른 이야기야.
M2_L0156,......,.....
M2_L0157,But thank you for being kind.\nI’ll treasure it always.,그래도 친절을 나눠 줘서 고마워.\n마음을 들여 간직할게.
