Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
S12_L0067,I like to picture you and\nI swirling in time like a ring.,고리처럼 돌고 도는 시간 속의 너와\n나를 상상하는 것만으로도 즐거워.
S12_L0068,It must be like…,그건 분명히…
S12_L0069,"a waltz, one where we spin\nand spin but never get dizzy!",빙글빙글 돌아도 어지럽지\n않은 왈츠였을 거야!
S12_L0070,"<nickname>, have you ever met a jellyfish?","<nickname>, 해파리를\n만나 본 적 있어?"
S12_L0071,"Yes, I have.|No, I haven’t.","응, 있어.|아니, 없어."
S12_L0072,Then have you ever seen a jellyfish’s heart?,그럼 해파리의 심장을 본 적은?
S12_L0073,… Not that I can remember.,…. 없는 것 같은데.
S12_L0074,I thought so. Humans don’t typically question\nwhether something has a heart at first sight.,그렇구나. 인간이 무언가를 마주할 때\n심장의 유무를 궁금해 하지는 않으니까.
S12_L0075,Did you know? I read in a book\nthat jellyfish don’t have hearts.,"그거 알아? 책에서 봤는데,\n해파리는 심장이 없대."
S12_L0076,Really? Is that possible?,정말? 그게 가능해?
S12_L0077,Yes. They shed all that weight and swim\nserenely with their transparent body.,응. 심장의 무게를 벗고 투명한\n몸으로 유유히 헤엄치는 거야.
S12_L0078,Long after beings with hearts\nhave lain down to rest.,심장이 있는 것들이 모두\n스러지고 나서도 아주 오랫동안.
S12_L0079,I have a question for those jellyfish.,그런 해파리들에게 궁금한 게 있어.
S12_L0080,Does no heart mean no emotions?,심장이 없으면 마음도 없는 걸까?
S12_L0081,Can neither hurt nor love tear at their\ninsides if they don’t have a heart?,"어떤 상처도 사랑도, 심장이 없는\n그들을 헤집어 놓을 수는 없는 걸까."
S12_L0082,"At times when my beating\nheart weighs me down,","가끔 내 안에서 콩닥거리는 심장이\n너무 무겁게 느껴질 때면,"
S12_L0083,I long to be a jellyfish and float freely.,해파리가 되어 자유로이\n떠오르고 싶어져.
S12_L0084,"If you ever meet one in person, could you\ncheck for me whether they have a heart?","혹시 나중에 해파리를 만나게 되면,\n정말로 심장이 없는지 살펴봐 줄래?"
S12_L0085,And just how gracefully they swim.,그리고 그들의 유영이\n얼마나 아름다운지도.
S12_L0086,What makes summer\nso lovely as a season?,무엇이 여름이라는 계절을\n사랑스럽게 만드는 걸까?
S12_L0087,"Think of summer in poems\nand novels, or movies.","시나 소설, 영화에서\n등장하는 여름을 떠올려봐."
S12_L0088,"They are full of life and energy,\nor unforgettable heat.","대부분 생기와 활기, 또는\n잊지 못할 열기로 가득 차 있어."
S12_L0089,"<nickname>, what is your summer like?","<nickname>, 너의 여름은 어때?"
S12_L0090,Do you feel the unique\nthrum of summer?,너도 여름만의 박동을 느껴?
S12_L0091,"Yes, summer is special to me.|No, summer is just hot.","응, 여름은 특별한 계절이야.|아니, 여름은 그저 더운 계절이야."
S12_L0092,I see.,너도 그렇구나.
S12_L0093,I thought so too when I looked\nup summer in my encyclopedia…,나도 백과사전에서 여름을 찾았을\n때는 그렇게 생각했었는데…
S12_L0094,Some humans want to mark their\nsummers like a page of a book.,어떤 인간들에게 여름은 책갈피를\n남기고 싶은 계절인가봐.
S12_L0095,"In their summers, leaves of\ngreen shades melt into light.","그들의 여름 안에선, 초록을\n머금은 잎이 빛에 스며들어."
S12_L0096,"Children run with long shadows\nhanging onto their heels,","아이들이 그림자를\n늘어뜨린 채 뛰어다니고,"
S12_L0097,and the sound of bicycle wheels\nrolling beneath the shade.,그늘 밑을 구르는 자전거\n바퀴 소리가 들리지.
S12_L0098,Everything is vivid enough to touch\nand yet could vanish in an instant.,모든 게 만져질 듯이 선명하면서도\n홀연히 사라질 것 같아.
S12_L0099,"Beautiful, beautiful, blinding.\nAnd yet strangely…","아름다워, 아름답지, 눈이 부셔.\n그런데 이상하게도…"
S12_L0100,I can’t picture myself in the scene.,그 풍경 속에 있는 나를\n그려 보기는 어렵네.
S12_L0101,The pouring light won’t\nlet me be as dark as I like.,쏟아지는 빛 속에서는 마음껏\n어두워지지 못할 테니까.
S12_L0102,"If damp and clinging beings\nwere to hide from the sun,","혹여나 습하고 질척이는 존재들이\n해를 피해 숨어 버린다면,"
S12_L0103,I too would crawl into some invisible\ncorner of summer and lament.,나도 여름 속 보이지 않는 어느\n구석으로 함께 기어 들어가 슬퍼할래.
