Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
TS_L0118,"(It seems I’ve made an emotional friend.)|(Huh, they’re cute...!)","(아주... 감성적인 친구가 생겨 버렸네.)|(뭐야, 귀엽잖아.... 정이 들 것만 같아.)"
TS_L0119,Anyway...,그나저나....
TS_L0120,"It was true. I wrapped today in my diary\n—now I see what was unseen,","정말이었어. 오늘을 일기 속에 담아 두고\n나니 보이지 않던 것들이 보이고,"
TS_L0121,And what was special\nsparkles even more so.,소중해하던 것들이\n더욱 반짝이게 되었어.
TS_L0122,"Um... If it’s alright with you, I’d like\nto keep my writings to myself.",있지... 괜찮다면 내 일기는\n<nickname>에게 비밀로 하고 싶어.
TS_L0123,Can you promise me\nyou won’t ever read it?,절대 열어 보지 않기로\n약속해 줄 수 있지?
TS_L0124,"Sure, I promise. Your secrets are safe.|Only if you hide it well enough!","그럼, 비밀 지킬게. |잘 숨겨 놓는다면!"
TS_L0125,Thank you! Our secret will remain\nsafe under the bed forever!,고마워. 우리 비밀은 침대 밑에\n영원히 감춰져 있을 거야!
TS_L0126,Of course! I’m going to hide it\nso well under the bed.,좋아! 침대 밑에 꽁꽁\n철저하게 숨겨 놓겠어.
TS_L0127,"<nickname>, I plan to\nfall asleep soon.","<nickname>, 나는 이제\n잠에 빠져들 계획이야."
TS_L0128,"I discovered somewhere very snuggly\nunder the bed just before,","아까 침대 밑에서 아주 포근해\n보이는 무언가를 발견했는데,"
TS_L0129,May I please use it\nas my place of sleep?,혹시 내가 그곳을 내 잠의\n공간으로 사용해도 될까?
TS_L0130,Under the bed...? Where?,침대 밑...? 어디?
TS_L0131,Here!,여기!
TS_L0132,"Uh, ugh. It’s a spiderweb.","어, 어라. 거미줄이네."
TS_L0133,(Gaaah!)|(Eeeew.),(으아아악.)|(하아아아....)
TS_L0134,Spiderweb? Spiderweb.\nSpiderweb.,거미줄? 거미줄. 거미줄.
TS_L0135,Is it ‘spider’ plus ‘web’?\nWhat is a spider? Spider. Spider!,‘거미’ 더하기 ‘줄’인 걸까?\n거미란 뭘까? 거미. 거미!
TS_L0136,"After some sleep,\nI plan to study ‘spiders.’",한숨 자고 일어나면\n‘거미’에 대해 공부해 볼 거야.
TS_L0137,Perhaps then I’ll learn the secret\nto this plush sleeping spot.,이 폭신한 잠 공간의 비밀을\n알게 될 수 있을지도 모르지.
TS_L0138,"<nickname>, when I wake up, let’s walk and\ndaydream and think even more together!","그리고 <nickname>, 자고 일어나면. 너와 함께\n또 산책과 공상과 사유의 모험을 할래!"
TS_L0139,"My heart feels so giddy and full,\nit feels like it’s going to float away...",하아암. 마음이 들떠\n날아가 버린다면....
TS_L0140,"Up, up, and away...",어쩌지....
