Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
S8_L0033,I see that impulse has yet to\nfind you. That's unfortunate.,"그런 강렬한 마음이 아직 너에게 찾아간 적이\n없다니. 그건 소소한 불행이야, <nickname>."
S8_L0034,Such a crescendo of the mind is hard\nto come by. I want to experience it.,마음이 치닫는 것은 쉽게 오지 않는\n기회거든. 나는 그런 기회를 누리고 싶어.
S8_L0035,The urge to throw myself into what\nwill shatter me like grains of sand.,"눈부시지만, 나를 끝내 모래알처럼\n흩어지게 할 무언가에 뛰어들고 싶다는 것."
S8_L0036,Do you think the sea would\ntake me... Even as I am?,이렇게 작고 새까만 나도\n바다에 안길 수 있을까?
S8_L0037,I would think so. The sea\ndoesn’t discriminate.,아마 그럴 거야. 바다의\n품은 아주 넓으니까.
S8_L0038,"<nickname>, I could just soar\nacross an entire ocean!","<nickname>, 바다로 날아갈\n수도 있을 듯한 기분이야!"
S8_L0039,If a sweet smelling candy basket or\nthe nightmare of an extinct creature,나를 흩어지게 하는 게 달콤한\n향이 나는 사탕 바구니나
S8_L0040,"were to scatter me, I wouldn’t\nbe nearly as joyful!",멸종된 동물의 악몽이었다면\n이렇게 기쁘지는 않았을 거야!
S8_L0041,"The sea would tenderly carry me away,\nthen tear me apart without hesitation.","파도에 휩쓸리면 바다는 나를 부드럽게 안고, 강렬하게 찢어 발기겠지."
S8_L0042,"To relish such beauty—perhaps\nthat’s what I want, deep down...",그 거대한 아름다움을 만끽하는 것—\n그건 내가 진정으로 바라던 것일지 몰라.
S8_L0043,(Talk Dot down.)|(Let Dot go on.),(뭉치를 말린다.)|(생각을 이어가도록 둔다.)
S8_L0044,"But Dot, that road\nseems dangerous.","하지만 뭉치, 그 길은 위험해 보여."
S8_L0045,You’re right. It won’t be\neasy. I’d have to leave you.,그래 맞아. 쉽지만은 않은 일이야.\n그러려면 널 떠나야 하니까.
S8_L0046,"And say goodbye to my silent\nbut kind companion, the mold",과묵하지만 따뜻한 친구였던 빵 곰팡이와
S8_L0047,"as well as its many spores scattered\nhere, there, and everywhere.",제멋대로 흩어진 그의\n포자들에게도 작별을 해야 하지.
S8_L0048,Yes. Perhaps it will be an\nunforgettable experience.,그래. 어쩌면 잊지 못할\n경험이 될 수도 있겠어.
S8_L0049,But then I’d have to leave you.,... 하지만 그러려면 널 떠나야 할 거야.
S8_L0050,"And say goodbye to my silent\nbut kind companion, the mold,",과묵하지만 따뜻한 친구였던 빵 곰팡이와
S8_L0051,"as well as its many spores scattered\nhere, there, and everywhere.",제멋대로 흩어진 그의\n포자들에게도 작별을 해야 하지.
S8_L0052,(Feel relieved.),(조심스럽게 안심한다.)
S8_L0053,"Besides, I’ve yet to\nbecome a dream...",무엇보다 아직 꿈이 되지 못했으니...
S8_L0054,"When I become one, I think I’d be quite\ncontent to run into the sea’s arms.","꿈이 되고 나서는, 마음껏 바다의 품에\n안길 수 있을 것 같다는 생각이 들어."
S8_L0055,"I’ll be a dream, dreaming\none never-ending dream.",난 끝없이 파도치는 꿈이 될 거야.
S8_L0056,"I’ll close my eyes and soon I’ll\nbe floating—up, up, and away.",눈을 감고... 두둥실 떠오르겠지. 그때의\n나는 분명 바다를 닮아 있을 거야.
S8_L0057,I spent all day watching Tim Burton’s\n‘The Night Before Christmas’ yesterday!,"<nickname>, <nickname>. 어제 하루 종일 팀\n버튼의 <크리스마스의 악몽>을 봤어!"
S8_L0058,"I didn’t dare breathe, I didn’t dare blink,","한 숨도 쉬지 않고, 눈을 최대한\n적게 깜빡이려 노력하며"
S8_L0059,"and I watched, and watched, and watched.","계속, 계속, 계속 봤어."
S8_L0060,Until the black screen\nsignaled the end.,모든 것이 끝났다는\n검은 화면이 뜰 때까지.
S8_L0061,.......,.......
S8_L0062,.......,.......
S8_L0063,.......,.......
S8_L0064,"My, it’s stunning. It’s intense!","세상에, 멋있어. 강렬해!"
S8_L0065,I never knew black could be so cool.,세상엔 폼 나는 검정도\n있다는 걸 배웠어.
S8_L0066,But.,그런데.
S8_L0067,"Why... why is my black like this,\n<nickname>?","나의 검정은 왜... 왜 이럴까, <nickname>?"
S8_L0068,It’s ugly.,볼품없어.
S8_L0069,... It’s ugly.,... 볼품없어.
S8_L0070,“Being with people who don’t\nlisten is lonelier than being alone.”,“듣지 않는 상대와 함께 있는 건\n혼자일 때보다 더 외로운 일이다.”
S8_L0071,...,...
S8_L0072,Isn’t that wonderfully profound?,놀랍도록 철학적이지 않아?
S8_L0073,...,...
S8_L0074,"Okay, well, you don’t have\nto like it because I like it.","그래, 뭐, 꼭 내가 좋아한다고\n좋아할 필요는 없어."
S8_L0075,"Being with people who don’t listen\nis lonelier than being alone, isn’t it?","듣지 않는 상대와 함께 있는 건 혼자일\n때보다 외로운 게 확실해, 그렇지?"
S8_L0076,...,...
S8_L0077,"Fine. I've only ever talked\nto you, so I wouldn’t know.","그래, 오직 <nickname> 한 명과\n이야기를 나눠 본 난 확답을 줄 수 없겠지만."
S8_L0078,"But it must be. Lonely, I mean.",그렇지만 분명 그럴\n거야. 외로울 거야.
S8_L0079,"When I’m alone, I let my mind wander.",혼자 있을 때면 난 마음을 풀어\n헤치고 상상 속을 거닐어.
S8_L0080,"I travel to foreign planets\nwhere it rains glitter,","비 대신 반짝이가 내리는 낯선\n행성으로 여행을 떠나기도 하고,"
S8_L0081,"chat with anglerfish in the deep dark ocean,\nand live as a little girl in the 1880s.","심해 아귀와의 깜깜한 담소를 즐기기도 하고,\n1880년대의 어린 소녀가 되어 보기도 해."
S8_L0082,"And when I’m with <nickname>,\n<nickname> listens.","그리고 <nickname>과 함께일 때면,\n<nickname>만은 내 말을 들어줘."
S8_L0083,"Listens to my musings, questions\nand confessions, all of it.","내 사색, 질문, 고해, 그 모든 걸."
S8_L0084,But to be with someone\nwho doesn’t listen?,그렇지만 듣지 않는 상대는 어떨까?
S8_L0085,"It must feel as if you’re\ntalking to a wall,",꼭 벽이랑 대화하는 기분일 거야.
S8_L0086,or a gust of wind passing by.,아니면 스치는 바람과 대화하는 기분.
S8_L0087,"It must feel as if you are locked in a\nglass box in the middle of a busy city,",바쁜 도시 한가운데 유리 상자\n속 갇혀있는 기분일 거야.
S8_L0088,where you’re screaming and\nscreaming but no one ever hears you.,"날카롭고 간절하게 소리치며 벽을 긁어\n보지만, 아무도 내 비명을 듣지 못하는."
S8_L0089,...,...
S8_L0090,I would never do that to you.,"곰팡이, 난 절대 너를 외롭게 두지 않아."
S8_L0091,"You know that, right?",알고 있지?
S8_L0092,...,...
S8_L0093,I’m always ready to listen.,난 언제나 들을 준비가\n되어 있으니까.
S8_L0094,...,...
S8_L0095,"I’ll be right here, waiting.",여기서 기다리고 있을게.
S8_L0096,Even if all I hear is the fluttering\nof your spores... I’ll be listening.,네가 포자 흩뿌리는 소리밖에 못\n낼지라도. 나는 듣고 있을 거야.
