Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
PR8_L0004,Starting a club for those that\neat lemons raw might be nice.,레몬을 생으로 먹는 모임이라도\n만들면 좋지 않으려나.
PR8_L0005,I’d like to share this poem\nwith those humans.,그런 인간들에게\n들려 주고 싶은 시야.
PR8_L0006,To today’s boy…\nsurely in this world,오늘의 소년에게도… 이 세상에는 분명
PR8_L0007,there is a place for him.,그의 자리가 있을 테니까.
PR9_L0001,I could not use my body\nto wipe a rain-stained glass.,비 내리는 유리창에\n내 끈적한 몸을 닦을 순 없을 거야.
PR9_L0002,"It would leave a thick smear,\none like my old friend.",그럼 나의 옛 친구를 닮은\n진득한 흔적이 남겠지.
PR9_L0003,I’d wipe and wipe and still\nbe better off where I’d been.,닦아도 닦아도\n닦지 않으니만 못해지겠지.
PR9_L0004,Which is why I won’t\nwipe the glass in solitude.,그러니까 난 홀로 유리창을 닦지 않을 거야.
PR9_L0005,…… I hope my mold friend,나의 곰팡이 친구가...
PR9_L0006,does not appear on my glass.,나의 창에 떠오르지 않았으면 좋겠어.
PR10_L0001,"One gloomy night, while I\npeered, mushy and inky","어느 음울한 한밤중, 물렁하고 색짙은 몸으로"
PR10_L0002,Into many a peculiar and strange\ndream of intimate stories—,내밀한 이야기들이 담긴\n기이하고 이상한 꿈을 보다
PR10_L0003,"While I nodded, nearly napping,\nsuddenly there came a tapping.","선잠에 든 채 꾸벅거리는 중,\n갑작스레 두드리는 소리가 들렸어."
PR10_L0004,“’Tis some visitor—\nOnly this and nothing more.”,"“방문객이로군.” “그저 방문객일 뿐,\n아무것도 아닐 거야.”"
PR10_L0005,I asked the small bird three questions.,작은 새에게 나는 세 가지 질문을 했어.
PR10_L0006,Is there a future\nwhere I do not disappear?,그곳에는 내가\n소멸하지 않는 미래가 있는가?
PR10_L0007,Will I once again see\nthese beautiful humans?,또는 아름다운 인간과\n다시금 만날 수는 있는가?
PR10_L0008,"If not, could I forget\neverything about them?",아니라면 나는 인간에 대한\n모든 걸 잊을 수 없는가?
PR10_L0009,"Nevermore, nevermore, nevermore.","절대로, 절대로, 절대로."
PR10_L0010,"If those are your only answers,\nI’d rather you remain a beakless bird.",그리 답할 바에야\n차라리 부리 없는 새로 남아.
PR10_L0011,"Still, the reason I can’t seem\nto stop these questions…","그래도, 나로 하여금,\n질문을 멈출 수 없는 이유는…"
PR10_L0012,……,……
PR10_L0013,What is the reason the speaker\ncan’t seem to stop? I’d like your thoughts.,화자가 멈출 수 없는 이유는 뭘까?\n네 생각이 궁금해.
PR11_L0001,<nickname>. <nickname>.,<nickname>. <nickname>.
PR11_L0002,"Can’t I, with my stickiness,",이 끈끈한 몸으로\n무자비한 시간을 부둥켜 안은 채
PR11_L0003,cling to time and its cruelties,"단 한 알이라도, 단 한 알이라도"
PR11_L0004,"and a single, a singular grain?",붙잡아 볼 수는 없는 걸까?
PR11_L0005,"Can’t I, un-buffeted,\nremain in this world",단 한 톨의 ‘뭉치’라도 좋으니\n떠밀리지 않고
PR11_L0006,even as a single speck of ‘Dot’?,이 세상에 남아 있을 수는 없을까?
PR11_L0007,Have dreams and hopes,"꿈은, 희망은,"
PR11_L0008,truly vanished—no. Wrong question.,"정말 사라진…. 아, 아니지.\n질문이 틀렸구나."
PR11_L0009,Were they never there to begin with?,정말 처음부터 존재하지 않았던 걸까?
PR12_L0001,<nickname>. <nickname>.,<nickname>. <nickname>.
PR12_L0002,Do you think I know how to slip\nbeneath the surface on the well of grief?,나는 충분히 우물 속에\n잠길 줄 아는 괴물인 것 같아?
PR12_L0003,I hope you think so.\nIt’s a side of myself I cherish.,그렇게 봐 주면 좋겠어.\n난 나의 그런 모습을 아끼거든.
PR13_L0001,Look. My queries—ones like burnt ash.,이걸 봐. 나의 타고 남은 재 같은 의문들을
PR13_L0002,Now put into words far more\nbrilliant than mine.,나보다도 더 멋진 언어로\n그린 이들이 있다는 걸 알게 되었어.
PR13_L0003,I feel nestled into a movement\nfar bigger than myself.,거대하고도 거대한 흐름 속에\n감싸인 기분이야.
PR13_L0004,"Not like inside a damp cup,\nbut my own snug hole","눅눅한 머그컵 속은 아니고,\n빛무리가 튀는 여름 해변의 모래에"
PR13_L0005,on a summer beach where\nlight scatters off the sand.,그 자리에 그 구덩이에\n알맞게 비워진 나의 공간에 들어온 느낌.
PR13_L0006,So at long last will\nmy mind begin to wonder—,그러니 나는 이제부터서야\n한가로운 고민을 할 거야.
PR13_L0007,What verse will I leave behind?,어떤 시를 바치면 할까?
PR13_L0008,What verse should I leave behind?,어떤 시를 바쳐야 좋을까?
PR13_L0009,"<nickname>, join me.","<nickname>, 함께해 줘."
PR13_L0010,What verse will you leave behind?,너는 어떤 시를 바치고 싶어?
