Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
M11_L0030,...!,그게 나의 현실을 망가뜨린다는 걸 알면서도.
M11_L0031,But that human loved her\ndream more than her reality.,그렇지만... 그 인간은 현실보다 꿈을 더 사랑하고 있었어.
M11_L0032,I’ve never seen someone like that.\nSomeone so in love with her dream.,깨지 않는 꿈과 영원한 현실은 사실상 똑같은 것이 아닐까?
M11_L0033,Her dream offered things\nunattainble in real life.,다만 그녀의 꿈은 현실에서 불가능한 것들을 선사했지.
M11_L0034,"Time with her lover, neverending\nwealth, profound honor...","사랑하는 이와의 시간, 끝없는 환희,\n드높은 부와 명예..."
M11_L0035,Maybe it became harder and harder to\nbear a reality with none of those things.,"그 모든 게 누락된 현실을 견디기 어려웠기에,\n꿈을 사랑할 수밖에 없던 건 아닐까?"
M11_L0036,...You mean the human chose\nto stay in a fantasy—her dream.,"꿈속에 머물다. 현실에서... 도망치다?\n아냐, 아냐. 아냐. 내 말을 들어 봐."
M11_L0037,Living within an plentiful fantasy\nmay be meaningful in its own way.,<nickname>. 충만한 환상 속에서 살아가는\n것도 나름의 의미가 있을지도 몰라.
M11_L0038,"It may be the only solution,\na last resort for her.","그 길이 자신을 위한 유일한 해결책일\n수도, 최후의 보루일 수도 있잖아. 응?"
M11_L0039,Of course.,물론 그럴 수도 있지.
M11_L0040,"But I’ve been thinking, Dot.","생각해 봤는데, 뭉치..."
M11_L0041,A fantasy will never be anything more.|It’s okay to linger for just a while.,그래도 환상은 환상일 뿐이야.|잠시 환상에 머무르는 것도 괜찮을 거야.
M11_L0042,"It’s not real. It has no depth.\nIt’s fiction, made by you or others.","환상에는 실체가 없는걸. 쌓아 올린 게\n아니야. 주어졌거나, 만들어 낸 거지."
M11_L0043,"And some day it will all go up in smoke,\nwith no guarantee of what will be left.","불안정한 환상은 언젠가 모습을 감출 거고,\n그 뒤에 무엇이 남을지는 장담할 수 없어."
M11_L0044,Residing in one’s made-up fantasy\nseems like an acceptable choice.,"위안과 활력을 가져다 줄 수도 있을 테고,\n숨을 돌릴 틈이 되어 주기도 하겠지."
M11_L0045,"If such a choice brings you relief and\nenergy, I think that’s valuable in itself.",환상이 영원할 거라는 환상을\n조심해야겠지만 말이야.
M11_L0046,"One should be cautious of fantasizing\nthat a fantasy will last forever, however.",... 돌아올 힘을 잃어버리면 안 되니까.
M11_L0047,...That a fantasy will last forever is fantasy.,"... 환상이 영원할 거라는 것도, 환상."
M11_L0048,"<nickname>, then are fantasies mere\nhideouts that are sure to collapse?","<nickname>, 그렇다면 환상은 무너져\n버릴 게 분명한 도피처에 불과할까?"
M11_L0049,Would it be foolish to crawl into the\nsweet darkness and never come out?,영영 달콤한 어둠의 뒤편으로 숨어\n들어가는 건 어리석은 일일까?
M11_L0050,"Why should we throw ourselves into harsh\nreality, waiting with its jaws wide open?",어째서 입을 벌린 채 기다리고 있는 잔인한\n현실 속으로 몸을 던져야만 하는 걸까.
M11_L0051,"...I can’t tell, for now. I’ll have to\ndive into the ocean of thoughts.",...당장은 알 수 없겠어. 생각에 잠겨 보는 수밖에.
M11_L0052,"<nickname>. You understand what\nI wish to run away from, right?","<nickname>, 너도 내가 무엇으로부터\n도망치고 싶은지 알겠지?"
M11_L0053,"To tell you the truth, I am afraid of death.",사실은 나 죽음이 두려워.
M11_L0054,"When I feel its shadow approaching\nacross time, my entire body recoils.",시간을 가로질러 오는 그것의 그림자가\n느껴질 때면 온몸이 움츠러들어.
M11_L0055,"Frightening. It’s so frightening,\nI cannot endure it.","무서워, 무서워서, 견디지 못하겠어."
M11_L0056,Have you ever been this frightened?\nEnough to bolt from the spot?,너도 이렇게 무서웠던 것이 있어?\n당장 도망치고 싶었던 적이 있어?
M11_L0057,"Yes, I was.|Not yet.","응, 나도 있어.|아직까지는 없었어."
M11_L0058,I was so frightened I wanted to run away when...,그리고 견뎌야만 했어. 피할 길이 없었거든.|두려움을 피해 도망치기도 했어.
M11_L0059,"And going through such\nthings, you became stronger.",그런 공포를 감당한 <nickname>\n너는 정말 강한 인간이구나.
M11_L0060,Thank you for sharing.,도망치는 데에도 용기가 필요하지.\n두 다리를 이끌고 어디론가 가야 하니까.
M11_L0061,But I completely understand how you feel.,하지만 뭉치의 마음은 충분히 이해해.
M11_L0062,"I can’t wholeheartedly believe\nyour words, but thank you nonetheless.","그 말을 온전히 믿을 수는 없겠지만, 고마워."
M11_L0063,But there is still a horrendous\nshadow cast in front of me.,그런데... 여전히 내 앞엔 참혹한\n그림자가 드리워져 있어.
M11_L0064,"Speaking of shadows... When you encounter a\nproblem, do you tend to avoid it or confront it?","그래서 말인데... 너는 문제를 맞닥뜨릴 때 회피하는\n편이야, 아니면 직면하는 편이야?"
M11_L0065,"I avoid it.|I confront it, if possible.",일단 회피하는 편이야.|가능하다면 직면하는 편이야.
M11_L0066,Avoiding is necessary sometimes.,때로는 회피도 필요하다고 생각해.
M11_L0067,"Would you mind if I borrow a\nbit of your courage, <nickname>?",<nickname>의 용기를 빌리고 싶어.
M11_L0068,It’s still difficult for me to face death...,난 아직 죽음을 마주하기 어렵거든...
M11_L0069,"<nickname>, you said that all humans know\nthey’ll die someday, yet don’t fully realize it.","<nickname>, 지구의 인간들은 모두 언젠가 죽는다는\n걸 알면서도 실감하지 않고 살아간다고 했지?"
M11_L0070,"Should I live like that? I’ll spend my days laughing\nwith you, then one day close my eyes peacefully.","나도 그러면 어떨까? 지금처럼 너와 웃고, 대화하고,\n그러다 평화롭게 눈을 감는 거야."
M11_L0071,"I could be born as your dream\na long, long time later.",아주 오랜 시간이 지난 그때\n너의 꿈으로 태어나면 되잖아.
M11_L0072,"Perhaps once I reflect enough,\nI won’t be afraid of death anymore.","충분한 시간을 사색으로 물들이고 나면, 더는\n지금과 같이 죽음이 두렵지 않을지도 몰라."
M11_L0073,Ah! Maybe fear will grow old and frail\nand won’t be able to hurt me then.,아! 어쩌면 낡고 쇠한 두려움이\n더 이상 날 해치지 못할지도.
M11_L0074,That would make me happy. But...,그렇다면 나는 기쁘겠지만...
M11_L0075,You’ve longed to become a dream. Are you sure\nyou want to live like that with no end in sight?,뭉치 너는 꿈이 되기를 손꼽아왔잖아.\n그렇게 기약 없는 시간을 보내도 괜찮겠어?
M11_L0076,Yes! Sure!,응! 물론이지!
M11_L0077,"I’ll wake up like any other day, say hello\nto my mold, and look out the window.",난 여느 때처럼 일어나 내 곰팡이와\n인사하고 창 밖을 내려다볼 거야.
M11_L0078,I’ll hide among humans\nand observe them quietly!,인간들 사이에 숨어들어\n조용히 그들을 관찰할 거야!
M11_L0079,"Then I’ll come back, discuss my\nfindings with you, and fill out my diary.","그리고 돌아와 <nickname>, 너와 대화하고,\n내 일기장을 가득 채울 거야."
M11_L0080,At times it will hurt. Sharp confusion\nand pitch-black hate will sometimes crawl in.,괴로움도 있겠지. 이따금 송곳 같은 혼란과\n새까만 혐오감이 기어들어 오고는 하니까.
M11_L0081,"Ah... but if I could stay here,\nI would gladly welcome them.",아... 내가 여기에 남아 있을 수만 있다면\n그것들조차 관대하게 맞이할 거야.
M11_L0082,"Day after day, season after\nseason, for a very long time.","매일매일, 계절이 수백 번 바뀌도록, 아주 오랫동안."
M11_L0083,Until I forget what a dream is...,꿈이 무엇인지조차 잊을 정도로...
M11_L0084,....,.....
M11_L0085,....,.....
M11_L0086,(Dot seems to be hiding something.),(뭉치가 무엇인가를 숨기고 있는 것만 같아.)
M11_L0087,(Should I ask? Or should I\nwait for them to bring it up?),(무슨 일인지 물어볼까?\n스스로 말할 수 있도록 묵인할까?)
M11_L0088,...Is something going on?|...I’m glad to hear it.,...혹시 무슨 일 있어?|...그렇다면 다행이야.
M11_L0089,No. This is what the average Dot looks like.,그럴 리가. 지극히 보통의 뭉치야.
M11_L0090,You can be honest with me.\nI only want to help.,솔직하게 말해 주면 좋겠어. 널 돕고 싶어.
M11_L0091,I’m glad we’re going to be\ntogether for a long time.,뭉치와 오래도록 함께 할 수 있게 되어서.
M11_L0092,"O, Okay...","그, 그래..."
M11_L0093,... You know. Being dishonest is like trapping\nyou inside a fantasy that will one day shatter.,"... 있지, 널 속이는 건 어쩌면, 너를 영원하지\n못할 환상 속에 가두는 것과 같을 거야."
M11_L0094,The fantasy I can give you is safe and\nsound. It’s more peaceful than a dream.,내가 네게 선사할 수 있는 환상은 안전하고\n부드러워. 꿈만큼... 아니. 꿈보다 평화롭지.
M11_L0095,So much so that it’s hard to\nbelieve it will shatter someday.,언젠가 깨질 거라 믿기 힘들 만큼.
M11_L0096,"On the other hand, the truth that has hit\nme, the reality, may make even you writhe.","반면에 내게 닥친 진실은, 그러니까 현실은,\n너조차 몸부림치게 할지도 몰라."
M11_L0097,"Now, do you still want to undo\nthe ribbon of this ominous gift?",그래도 이 불길한 선물의 리본을 풀어 보고 싶어?
M11_L0098,Of course.|I’m a little hesitant...,물론이지.|좀 망설여지는데...
M11_L0099,But I still want to know.,그래도 여전히 알고 싶어.
M11_L0100,How come?,어째서?
M11_L0101,It will hurt more when the fantasy shatters.|Ignoring reality will only make my fears grow.,환상이 깨졌을 때의 아픔이 더 클 테니까.|현실을 외면하는 동안 두려움만 커질 테니까.
M11_L0102,"If you believe everything will be fine and\nsolve nothing, you may be happy for a while.","네가 다 괜찮을 거라 믿고 무엇도 해결하지\n않으면, 그동안은 여전히 행복할 수도 있겠지."
M11_L0103,But when the fairytale fantasy shatters...,하지만 끝내 거짓말 같은 환상이 깨지고 나면...
M11_L0104,There will be nothing left for me.\nNot even an opportunity to choose.,그때 내게 남아 있는 건 무엇도\n없을 거야. 선택할 기회조차도.
M11_L0105,....,...
M11_L0106,"Now that I’ve heard what you’ve said, I can’t\nwander within the fantasy lightheartedly.","이미 네 말을 듣게 된 이상, 마음\n편히 환상 속을 거닐 수는 없어."
M11_L0107,I wouldn’t be able to make a choice\nif I don’t know the problem at hand.,우리에게 닥친 문제를 알지 못하니\n선택을 내리지도 못하게 되겠지.
M11_L0108,"I would simply be looking around\nand shaking, incessantly...",그저 바라보며 떨고 있을 거야. 하염없이...
M11_L0109,Yes... Like I am right now.,그래... 지금의 나처럼.
M11_L0110,"Thank you, <nickname>. I have a vague\nidea of what the answer might be.","고마워, <nickname>. 어렴풋이 답을 알 것 같아."
M11_L0111,"First, I should come clean.",우선은 너에게 모두 털어놓아야겠지.
M11_L0112,"The truth is, from the day I learned dreams\ninevitably disappear, my body started changing.","실은, 꿈이 사라질 수밖에 없다는 걸\n알게 된 날부터 몸이 이상했어."
M11_L0113,"It started getting lighter, like\na balloon being blown up.","붕 떠오르듯이, 흩어지듯이, 조금씩 조금씩,"
M11_L0114,"As if it were floating,\nor dissolving, little by little.",부풀어 오르는 풍선처럼 가벼워지고 있어.
M11_L0115,"What do you mean? Dot, are you ill?","그게 무슨 뜻이야? 뭉치, 아픈 거야?"
M11_L0116,"No, not like that...\nIt can’t be fixed. I can tell.","아니, 그런 게 아니야... 고칠 수\n있는 게 아니야. 저절로 알 수 있어."
M11_L0117,Something’s wrong with the life force\nthat the Moon Beings gave me.,달의 이들이 선물해 준 생명력에 이상이 생긴 것 같아.
M11_L0118,Or maybe my given time\nwas never long to begin with.,아니면 나에게 주어진 시간이\n원래부터 그리 길지 않았거나.
M11_L0119,You said dreams are destined to\nbe forgotten on Earth. Right?,"<nickname>, 꿈은 지구에서 망각의\n속성을 가졌다고 말했었지?"
M11_L0120,"Although I’m made up of worthless odds\nand ends, dreams and I may be a little alike.","보잘것없는 찌꺼기에 불과할지라도,\n나 조금은 꿈을 닮았나 봐."
M11_L0121,"If I can’t fully become a dream,\nI may end up a pile of ashes.",완전한 꿈이 되지 못한다면... 머지않아\n재가 되어 사라져 버릴지도 모르겠어.
M11_L0122,...!,...!
M11_L0123,"No, it can’t be. You don’t know\nthat yet. We’ll find a way.","아냐, 아닐 거야. 아직 확실하지\n않잖아. 같이 방법을 찾아보자."
M11_L0124,Talking to you made me realize.,너와 대화하면서 비로소 직감했어.
M11_L0125,Fanciful methods such as lucid\ndreams can’t keep me alive.,"루시드 드림과 비슷한, 허황된 방법\n같은 걸로 나를 살려 둘 수 없다는걸."
M11_L0126,"Rather, clinging to such illusions\nmight make me lose everything.",오히려 그 위험한 환상에 매달려\n많은 걸 잃게 될지도 몰라.
M11_L0127,"I don’t want to remain in an unstable,\nbreakable fantasy anymore.",깨질 듯 불안한 환상 속에 있는 건 이제 멈추려 해.
M11_L0128,Does that mean you will\nbecome a dream right away?,그렇다면... 당장 꿈이 되겠다는 거야?
M11_L0129,Or that you will wait for death as you are?,아니면 이대로 죽음을 기다리겠다는 말이야?
M11_L0130,I don’t know...yet. I’m still confused.,아직은... 잘 모르겠어. 여전히 혼란스러워.
M11_L0131,"One thing is for sure, though.\nI will no longer crouch and hide.","그래도 확실한 건, 더는 숨어서\n웅크리고 있지 않을 거라는 거야."
M11_L0132,"Until now, I wasn’t ready to choose.",이전까지는 선택할 준비가 안 됐었어.
M11_L0133,"To look death in the eye,\nand inch closer to it.","죽음을 똑바로 바라보고,\n그것에 가까이 다가갈 준비가."
M11_L0134,I speculated from afar and\ntrembled at everything in fear.,멀리서 짐작하고 막연히 두려워하기만 했어.
M11_L0135,Now I won’t push aside thoughts of death.,이제는 죽음에 대한 생각을 마다하지 않을 거야.
M11_L0136,Even if it puts me on the road\nto more pain and agony...,설령 그것이 더 아프고 괴로워지는 길이라고 해도...
M11_L0137,"I will gladly march into reality,\nlurking with the dark farewell.",기꺼이 어두운 이별이 도사리는\n현실 속으로 걸어 들어갈 거야.
