Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
S4_L0031,"I see. One-sided, one-sided.\nIt has a funny ring to it.","그렇구나. 짝사랑, 짝, 사, 랑.\n발음이 재미있는 단어야!"
S4_L0032,"And, and, <nickname>, today I learned\nfrom my books and the documentary,","그런데, 그런데, <nickname>, 오늘 읽었던 책\n두 권과 다큐멘터리에서 알게 되었던 건데."
S4_L0033,that the Moon can also move things.,달도 무언가의 동력이 될 수 있대.
S4_L0034,Like what?,어떤 것의 동력?
S4_L0035,Like the sea! The sea is\nmoved by the Moon.,"응, 바다의 동력!\n바다의 동력이 달이래."
S4_L0036,"The gravity of the Moon,\nits... blue-gray mist.","달의 중력, 달의... 어슴푸레함."
S4_L0037,"When the Moon’s gravity affects Earth,\nand causes the sea to rise toward it...","달의 중력이 지구에 미쳐, 바닷물을\n세게 끌어당기며 생기는 현상을..."
S4_L0038,It creates a spring tide.,‘조석’이라고 한대.
S4_L0039,"And so the sea gently rises\nand falls in a gentle flow,",그것에 의해 바다에는 너른\n흐름으로 밀물과 썰물이 치고
S4_L0040,"drawing close, swelling... then\nquietly retreating, again and again","바다는 다가갔다가, 홀로 부풀었다가,\n슬며시 멀어지기를 반복하며"
S4_L0041,and carrying the currents with it.,말없이 파도를 이는 거야.
S4_L0042,....,......
S4_L0043,"Does the sea love the Moon,","달이 지구를 짝사랑하듯,"
S4_L0044,the way the Moon loves the Earth?,바다는 달을 짝사랑하려나?
S4_L0045,......,......
S4_L0046,"To move someone, to become the driving\n force behind their push or pull—","누군가를 움직인다는 거, 어떠한 울림과\n흐름의 동력이 된다는 건 말이야-"
S4_L0047,How breathtaking it must be.,그건 얼마나 벅차오르는 일일까?
S4_L0048,The Moon Beings.,"달 사람들은 말이야,"
S4_L0049,"Most of them spoke in a language that\nsounded clean-cut, like that of humans.","대개 인간의 언어를 닮은, 네모나고\n반듯한 소리의 언어를 사용했어."
S4_L0050,But one of them was different.,그런데 한 명은 달랐어.
S4_L0051,They called him “Sir Cello”.,"달 사람들은 그를\n‘첼로 경’이라 불렀는데,"
S4_L0052,"His speech was composed\nof soft, layered melodies.",그의 언어는 켜켜이 쌓인 부드러운\n선율로 이루어져 있었어.
S4_L0053,"Of course, on some grumpy days, he’d\nlet out a grating combination of notes.",물론 가끔 기분이 나쁠 땐 듣기 싫은\n불협화음을 내기도 했던 것 같아.
S4_L0054,Communicating via music... did\nthe Moon Beings understand him?,음악으로 소통한다... 달 사람들은\n그의 말을 알아들었어?
S4_L0055,"I was confused too, at first.",나도 처음에는 의아했어.
S4_L0056,I wondered how the others\ncomprehended him.,남들은 어떻게 이해하고\n있는 건지 궁금했지.
S4_L0057,"When to me, it all sounded like\nbeautiful melodies about nothing at all.","나에겐 언어의 기능이 없는,\n그저 아름답기만 한 선율이었거든."
S4_L0058,"And so I spent hours listening to Sir Cello’s\nmusic with no real understanding,",그렇게 아무런 이해 없이 첼로 경의\n음악 소리를 잠자코 듣기만 했던 시간들이
S4_L0059,"for hours and hours and hours,","한 시간, 두 시간...\n다섯 시간... 그렇게 지났지."
S4_L0060,with zero comprehension...,"그렇게 이해가 안 되고,\n이해가 안 되다가..."
S4_L0061,until suddenly I could hear him.,그냥 어느 순간 ‘들리게’ 됐어.
S4_L0062,But how?,대체 어떻게?
S4_L0063,Ta-da!,빠밤- 하고.
S4_L0064,Just like that.,그냥 그렇게!
S4_L0065,"His language had no\nwrappers or patterns,",그의 언어에 포장지나\n규칙 같은 건 없었지만
S4_L0066,yet spoke of things deep and broad.,그럼에도 불구하고 깊고\n너른 것들을 담아 냈어.
S4_L0067,"Longing, affection, curiosity,\nregret... and so on.","사무치는 그리움, 애정, 호기심,\n후회... 이런 것들 말이야."
S4_L0068,I was taking his language the wrong way.,그의 언어를 내가 잘못\n받아들이고 있었던 거야.
S4_L0069,It had nothing to do with comprehension.\nI had to feel him simply by listening!,그건 ‘이해’의 영역이 아니었어.\n듣는 것 자체로 그를 느껴야 했던 거지!
S4_L0070,Only after this epiphany\ndid I look at Sir Cello,이런 변화를 느낀 후에\n첼로 경을 바라보니
S4_L0071,and see him for who he was.,그제서야 그를 알 것만 같았어.
S4_L0072,And who was he?,그는 어떤 사람이었는데?
S4_L0073,"His mellow smiles never faltered,\nbut my ears told another story.",첼로 경은 항상 처진 눈을 하고\n푸근한 미소를 짓고 있었지만
S4_L0074,His silences were marked with the\nlasting grief of having lost someone.,"그의 정적 속에는 누군가를 잃은,\n지울 수 없는 슬픔이 새겨져 있었고"
S4_L0075,"His laughter was laced with the quiet relief\nof leaving a painful past behind him,","그의 웃음소리에는 오물과 악취, 고통스러운\n과거로 범벅된 구렁텅이를 지나..."
S4_L0076,"of reclaiming his muted, monotonous life.",먹먹한 삶의 관성을 되찾았다는\n안도가 서려 있었어.
S4_L0077,Feels like there’s more to the story.,어쩐지 숨겨진 이야기가 있을 것만 같네.
S4_L0078,......,......
S4_L0079,You understood his language.,자신의 언어를 결국 이해해 준 뭉치를 보며...
S4_L0080,It must have made him happy.,첼로 경도 내심 감동했을 거야.
S4_L0081,So did the two of you grow closer together?,"그래서, 이후에 그와 더 가까워질 수 있었어?"
S4_L0082,"Yes! I told him I understood him,",응! 그래서 당신을 이해한다고 말해 줬더니
S4_L0083,and he thumped his round belly\nwith delight and sang me a song.,그는 퉁퉁한 배를 두들겨\n리듬을 타며 노래를 불러 주었어.
S4_L0084,"It was about a plain far away,\nsomewhere no longer within reach.","그 노래 안엔 더 이상 갈 수 없게 되어 버린,\n어느 먼 곳의 평야가 담겨 있었어."
S4_L0085,And on that plain stood\nSir Cello with a human girl.,그 위엔 첼로 경과 어떤 인간이 서 있었고.
S4_L0086,"Gazing at them from afar, I mused\nover each and every note he sang.","그들을 멀리서 바라보며, 난 첼로 경이\n불러주는 노래의 음표 하나하나를 곱씹었지."
S4_L0087,"It was a tale of beauty and melancholy,\nmajor and minor scales woven together.",첼로 경은 장음계와 단음계를 넘나들며\n아름답도록 슬픈 이야기를 들려주었고...
S4_L0088,"And when he finished with a passionate\nfortissimo and let out a long silence,","그가 격정적인 포르티시모의 강세로 마지막\n한마디를 하고 긴 침묵을 내쉬었을 때,"
S4_L0089,I could caress his sorrow like my own.,나도 그의 슬픔을 나의\n것처럼 어루만질 수 있었어.
S4_L0090,I wanted to comfort him.,위로해 주고 싶었어.
S4_L0091,"So I approached him quietly, climbed\non his lap, and closed my eyes again.",그래서 조용히 다가가 그의 무릎에\n올라가서 다시 눈을 감아 봤어.
S4_L0092,Hoping he would\ncarry on with his song...,그가 그의 노래를\n계속 들려주길 바라며...
S4_L0093,"About your Moon radio, Dot.","뭉치, 저 달나라 송신기 있잖아."
S4_L0094,I’d like to know the story behind it.,저 물건에 대한 이야기가 궁금해.
S4_L0095,"Edison pinned it on me, before\nI left the Moon and headed for Earth.","저건 달에서 지구로 떠나 오기 전, 에디슨\n선생이 나의 몸에 꽂아 주었던 물건이야."
S4_L0096,Pinned it on you?,몸에 꽂아... 주었다니?
S4_L0097,Yes. I was still adjusting\nto my new hands...,"응, 나는 태어난 지 얼마 되지\n않아 악력이 약했으니..."
S4_L0098,I guess she trusted the stickiness\nof my body over my shaky grip!,그녀는 어쩌면 내 손보다 내 몸의\n점성을 더 신뢰했을 수도 있겠어!
S4_L0099,Did Edison make it herself?,에디슨 선생이 만든 물건이야?
S4_L0100,"Yes, she did. She was a very clever\nand talented scientist on the Moon.","응, 맞아. 그녀는 명석하고\n총명한 달나라 과학자였어."
S4_L0101,She studied everything there\nis to know about humans.,인간에 대한 모든 걸\n탐구하며 그들을 연구했지.
S4_L0102,Her love and affection for them shone\nthrough her research and inventions.,그녀의 논문과 발명품들에는 인간을\n향한 깊은 애정과 호기심이 담겨 있었어.
S4_L0103,"A lot of Moon Beings love humans, huh?",달에는 인간을 사랑하는\n이들이 정말 많구나...
S4_L0104,"Very much. All three Moon Beings\nthat kept me company loved humans,","응응, 내 옆을 지켜 주었던 세 명의\n달 청소부들은 전부 인간을 아주 사랑하고,"
S4_L0105,and missed them too.,또 아주 그리워했어.
S4_L0106,"Edison said she invented this\nbecause she admired humans,","에디슨 선생은 인간에 대한 아주 큰 동경,\n그리고 그보다 거대한 그리움으로"
S4_L0107,and missed them even more.,이 발명품을 만들었다고 했지.
S4_L0108,Missed them? Have they\nmet humans before?,그리움? 그들이 인간을 전에 만난 적이 있던 거야?
S4_L0109,"Oh, yes. So to speak. Edison, and\neveryone that cleaned the Crater,","아, 응. 말하자면. 그녀, 그리고\n크레이터를 청소하던 모든 이들은"
S4_L0110,"once looked after human’s dreams up\nin the factory, from what I’ve heard.",예전에 공장 위에서 인간의 꿈을\n관리하던 직원이었대.
S4_L0111,I imagine they rooted for humans going\nabout their day with exuberance and love—,"그 당시에는 아주 활기차고 호기심\n많은 사랑으로 인간의 낮을 응원하다,"
S4_L0112,"and once night fell, sculpted dreams\nfor humans with care and excitement.","밤이 찾아오면 인간을 위한 꿈을 사려 깊은\n손길로, 아주 신나게 조각하기 시작했겠지."
S4_L0113,"And to think they can’t keep up with humans,\nor make dreams for them anymore.","그런데 더는 인간의 하루하루를 볼 수도,\n그들을 위한 꿈을 만들 수 없게 되었으니."
S4_L0114,What happened?,왜 그렇게 된 건데?
S4_L0115,Well...,그건...
S4_L0116,...,...
S4_L0117,...,...
S4_L0118,"Not an easy story to tell, I see.",지금은 말하기 어려운 사연이 있구나.
S4_L0119,Tell me more about Edison?|Tell me more about the transmitter?,다시 에디슨 선생에 대해 이야기해 줄래?|다시 달나라 송신기에 대해 이야기해 줄래?
S4_L0120,She made this so transmissions between\nhumans and the Moon could take place.,"응, 그녀는 인간과의 실시간 양방향\n송신에 대한 꿈을 가지고 이걸 만들었어."
S4_L0121,But the technology isn’t quite finished yet...,아직은 기술이 부족한 탓에...
S4_L0122,"so transmissions from the Moon to Earth,\nand vice versa can only be sent one at a time.","달에서 지구로, 또 지구에서 달로\n개별적인 전송만 가능하지만."
S4_L0123,"From what you’ve told me,",네가 이야기해 준 그녀를 상상해 보자면
S4_L0124,I think she’ll perfect\nthe technology someday.,그녀는 분명 언젠가 꿈을 이룰 것 같은걸?
S4_L0125,Missing someone moves you forward.|Loving someone moves you forward.,그리움은 커다란 원동력이거든.|애정은 커다란 원동력이거든.
S4_L0126,Really?,정말?
S4_L0127,Sometimes I picture it too.,실은 나도 가끔 그런 상상을 해.
S4_L0128,"Edison, working on an invention like this—\nor something even more incredible!",달에서 뚝딱뚝딱 연구하며 또 다른—\n어쩌면 더 멋진 무언가를 만들고 있을 그녀를!
S4_L0129,"Oh, what do we have here...","어, 이건 뭐지..."
S4_L0130,"<nickname>, what’s this?","<nickname>, 이게 뭐야?"
S4_L0131,That’s the doll I used to\nplay with as a kid.,어릴 때 가지고 놀던 인형이네.
S4_L0132,(Don’t need it anymore. Throw it away.)|(Childhood memories. Keep it safe.),(더는 필요 없으니 버리는 게 좋겠어.)|(한때 소중했던 물건이니... 어떻게든 보관할래.)
S4_L0133,I took it wherever I went and played\nhouse with it. It was my best friend.,옛날에 어딜 가든지 들고 다니면서\n소꿉놀이를 하곤 했어. 진짜 좋아했었는데.
S4_L0134,I don’t know where\nto put it now though...,그런데 지금 이걸 둘 곳이 있으려나...
S4_L0135,"It was nice seeing it after so long,\nbut I guess I’ll have to throw it away.",오래간만에 다시 보니까 반갑지만\n어쩔 수 없이 버려야겠네.
S4_L0136,You’re throwing it away?,버리기로 한 거야?
S4_L0137,...,...
S4_L0138,But doesn’t that doll carry traces of\na time that belonged solely to you?,그런데 저 인형에는 너만이 가진\n시간의 흔적들이 묻어 있지 않아?
S4_L0139,It reminds me of the playground.|It reminds me of my childhood bed.,한바탕 뛰어놀던 놀이터의 흙내음이 떠올라.|이불자락의 포근함이 느껴지는 것만 같아.
S4_L0140,"The earthy smell of it, and\nchildren laughing with delight.",함께 놀곤 했던\n친구들의 함박웃음도.
S4_L0141,"The snugness of the covers,\nand someone reading softly to me.",누군가 가만가만 책을\n읽어 주던 소리도.
S4_L0142,"The past itself is beyond your reach,","과거 그 자체는 네 손을 떠났지만,"
S4_L0143,but it’s left traces of what once was.,그 시간들이 묻어 있는 지문은\n아직 남아 있는 거잖아.
S4_L0144,"Then that doll is a link\nto your past, isn’t it?",그렇다면 과거로의 소중한\n연결고리가 아닐까?
S4_L0145,"At least, that’s what I think.",적어도 나는 그렇게 생각해.
S4_L0146,Really? Well... I still think\nI should throw it away.,그래? 음... 그래도 난\n버리는 게 나을 것 같아.
S4_L0147,"The past is the past. What matters is right\nnow, and how to use space efficiently.",흔적은 흔적일 뿐이야. 중요한 건\n현재와 현재의 공간 효율성이지.
S4_L0148,Well... If that’s the problem...,그게 문제라면...
S4_L0149,I have room in my corner!,나의 모서리에 여분의 공간이 있어!
S4_L0150,"Maybe I could keep it there\nfor you. No, I know I can!","그곳에 보관할 수 있을 거야.\n아니, 꼭 보관할 수 있어!"
S4_L0151,"Well, alright. That’s what we’ll do.",그래. 그럼 그렇게 할까?
S4_L0152,I can’t just throw this away. It reminds\nme of the days when I was little.,아무리 그래도 이걸 버릴 수는 없어.\n이걸 보니까 소꿉놀이 하던 시절이 떠올라.
S4_L0153,"That doll carries traces of a time that\n belonged solely to you, doesn’t it.",이 인형에는 너만이 가진\n시간의 흔적들이 묻어 있구나.
S4_L0154,"The past is beyond your reach,\nsomewhere you can never go back to,","과거는 너의 손을 떠나 다시는\n돌아올 수 없는 곳으로 흘렀지만,"
S4_L0155,"but things stay behind, and help you\nrelive each moment time and time again.",그때를 함께했던 사물은 네게 남아\n그 시간을 몇 번이고 다시 살 수 있게 해.
S4_L0156,"You’re right, so what if the\nhouse gets a little messy.","맞아, 집이 조금 어질러지면 어때."
S4_L0157,Keeping a piece of my childhood\n around isn’t such a bad idea.,어린 시절의 작은 조각 하나쯤은\n집에 두어도 나쁘지 않을 거야.
S4_L0158,"Let’s see, where should I put this?","보자, 이걸 어디에 두는 게 좋을까."
S4_L0159,I have room in my corner.,나의 모서리 깊은 곳에\n여분의 공간이 있어.
S4_L0160,"Maybe I could keep it there\nfor you. No, I know I can!","그곳에 보관할 수 있을 거야.\n아니, 꼭 보관할 수 있어!"
S4_L0161,I want to brush the dust off your past.\nIt will let me see you with clarity.,난 네 과거에 쌓인 먼지를\n살살 털어 줄 수도 있을 거야!
S4_L0162,"You know, that’s a nice thought.\nI’ll leave it to you then.","그럼... 좋아, 이제 이\n인형은 뭉치에게 맡길게."
S4_L0163,...,...
S4_L0164,......,......
S4_L0165,A trace of <nickname>.,<nickname>의 흔적.
S4_L0166,So this is what a trace looks like.,흔적은 이런 모양으로 생겼구나.
