Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
M4_L0026,"It’s a hopeful message, right?","그 말, 정말 긍정적이고 희망적인데?"
M4_L0027,"Maybe the workers saw\nyour unending optimism,","그 직원들은 어쩌면 너의 밝은 사고 방식을 보고,"
M4_L0028,"and thought, here’s someone that can\nseek hope even in the depth of despair!","뭉치는 절망 속에서도 꿋꿋하게 ‘희망’을\n좇을 줄 아는 아이구나, 생각했을 수 있겠어!"
M4_L0029,It’s a valuable quality on Earth too.|It’s a difficult feat even for humans.,그건 지구에서도 멋진 일이거든.|그건 인간에게조차 어려운 일이야.
M4_L0030,But I never sought hope?,하지만 나는 ‘희망’을 좇지 않았는걸?
M4_L0031,"No, no. it wasn’t hope I was gazing at.","아니, 아니. 나는 희망 같은 걸 바라보고 있지 않았어."
M4_L0032,"At the time I was gazing into cold death and,\ncolder still, the darkness of the universe.",당시의 나는 차가운 죽음과 그보다\n차가울 우주의 암흑을 바라보며
M4_L0033,"Turbulating fear lodged in my throat,",휘몰아치는 공포를 머금은 채
M4_L0034,my gaze drifted onto something\nin the far corner of the universe.,우주의 어느 먼 구석을 시선 끝으로\n헤엄치다 무언가를 맞닥뜨렸을 뿐이야.
M4_L0035,Like a shining star?|Like a dying asteroid?,반짝이는 별 같은 것?|죽어 가는 운석 같은 것?
M4_L0036,"Nothing of the sort. It had no shape, no name.\nIt merely rippled in the rough, silent dark.","그런 것들은 분명 아니었어. 그건 형체도, 이름도\n없었어. 거칠고 고요한 암흑 속에서 나풀거리기만 할 뿐."
M4_L0037,"And while gazing at it, I wondered.","그것을 바라보다 보니, 문득\n궁금증이 일었을 뿐이야."
M4_L0038,If there really is no one\nthat wants me as a dream.,나를 꿈으로 삼아 줄 존재가 정말 없을지.
M4_L0039,Isn’t that what one calls hope?,그게 희망을 느꼈다는 것 아니야?
M4_L0040,"No, no. Not that.\nNothing like that.","아니야, 아니야. 그런 것과는 달랐어. 분명 달랐어."
M4_L0041,Something much more vague...,그보다는 훨씬 모호한 종류의 것이었는데...
M4_L0042,......,......
M4_L0043,(Silence.)|I wonder what it was...,"(침묵한다.)|그러게, 뭐였을까..."
M4_L0044,"It’s a mystery, <nickname>.","어려워, <nickname>."
M4_L0045,I’ll ask for you later. Would\nyou mind coming over again?,잠시 후에 부를게. 그때 이 모퉁이로 돌아와 줄래?
M4_L0046,Thank you for coming by again.,돌아와 줘서 고마워.
M4_L0047,"I, was in pain while you were gone.","나, 네가 없는 동안 고통스러운 시간을 보냈어."
M4_L0048,"I looked back, back, back on my past,\none full of questions with no answers.","답 없는 질문만 남긴 과거를\n돌아보고, 돌아보고, 돌아보다,"
M4_L0049,"And I lost hours of something\nprecious. That is, my time on Earth.",나에게 가장 중요한 ‘지구에서의\n시간’을 수없이 잃어버렸어.
M4_L0050,"And yet why does my stupid self return\nto that day, every minute and second of it?",그런데 왜 나의 멍청한 머리는 그날의 기억으로\n매 분 매 초 되돌아가 머물기를 택하는 걸까?
M4_L0051,I want to run forever from my past.,과거로부터 영원히 도망치고 싶어.
M4_L0052,"To think that I’ll never recall Red, Edison,\nand Sir Cello again pains me.","레드, 에디슨, 그리고 첼로 경을 다시는\n떠올리지 못하게 될 거라는 사실은 슬프지만"
M4_L0053,but memories of the Moon are ones of despair.\nI’m reminded endlessly that I was born in the dark.,달에는 나를 비참하게 하는 기억들이 너무 많아. 내가\n암흑 속에서 태어났다는 사실을 수없이 상기당해야만 하지.
M4_L0054,If I could rip out those nightmarish times...\nIf I could focus solely on my future on Earth...,그 악몽 같던 시간을 통째로 도려 낼 수만 있다면...\n지구에서의 미래만 보며 살 길이 있다면...
M4_L0055,.....,.....
M4_L0056,I want to ask you something.,너에게 묻고 싶은 게 있어.
M4_L0057,... Do you have a past like that too?,... 너에게도 그런 과거가 있어?
M4_L0058,Remnants from it that you can’t help but stew over.,끈질기게 잘근잘근 곱씹게\n되는 과거의 파편들 말이야.
M4_L0059,No. But I have a vivid memory.|Yes. I don’t know how to be free of it just yet.,없어. 하지만 유독 생생한 기억은 있지.|있어. 자유로워지는 법을 아직 모르겠어.
M4_L0060,What memory?,어떤 기억인데?
M4_L0061,Well...,어떤 기억이냐면...
M4_L0062,Do you want to go back?,그때로 돌아가고 싶어?
M4_L0063,Not ever.|If only.,무슨 일이 있더라도 절대 돌아가지 않을 거야.|그때를 다시 살아갈 수만 있다면 참 행복할 텐데.
M4_L0064,What was it like?,어떤 기억인데?
M4_L0065,"Precious, but long since lost.|Dim and crooked, reeking of mold.|Like falling head first down a cliff.|I can’t even bring myself to describe it.","너무 소중하지만, 다시는 돌아갈 수 없어.|곰팡내 풍기는 어둑하고 구부정한 기억이야.|낭떠러지 아래로 추락하는 것만 같은 시간이었어.|차마 묘사할 수조차 없어."
M4_L0066,If my memory serves me...,기억을 되짚어 보자면...
M4_L0067,Do you want to go back?,그때로 돌아가고 싶어?
M4_L0068,Not ever.|If only.,무슨 일이 있더라도 절대 돌아가지 않을 거야.|그때를 다시 살아갈 수만 있다면 참 행복할 텐데.
M4_L0069,"But that’s what the past is like, thankfully.\nNo matter what I want... I can’t ever go back.",하지만 다행히 과거라는 게 그런 거잖아. 나의\n희망과는 무관하게... 결코 돌아갈 수 없는 것.
M4_L0070,"But that’s what the past is like, regrettably.\nNo matter what I want... I can’t ever go back.",하지만 아쉽게도 과거라는 게 그런 거잖아. 나의\n희망과는 무관하게... 결코 돌아갈 수 없는 것.
M4_L0071,I think the only choice I have is to live\non with those memories tucked in me.,나에겐 그 기억을 가진 채 미래를\n살아가는 것만이 유일한 선택지인 것 같아.
M4_L0072,I’ve heard your words and come to a decision.\nI will erase my memories from the Moon.,"너의 말을 듣고 결심했어. 나,\n달에서의 기억을 지워 버릴래."
M4_L0073,It’s the only way to stop\nme from losing anything.,그래야 그 무엇도 잃지 않을 수 있어.
M4_L0074,"The only way for me to forget of my darkness\n and start a treasured, vibrant life on earth.","그래야만 나의 암흑에 대한 기억을 잊고,\n지구에서 값지고 다채로운 시간을 시작할 수 있어."
M4_L0075,"Calm down, Dot.","진정해 봐, 뭉치."
M4_L0076,I wouldn’t want you\nto throw your past away.,나는 네가 너의 과거를 버리지 않았으면 좋겠어.
M4_L0077,The past is like a friend for life.|Recalling the past is a double-edged blade.,과거는 너의 영원한 친구 같은 거야.|과거를 떠올리는 행위에는 득과 실이 공존하니까.
M4_L0078,"Is the Dot of today, the past, and the\nfuture all separate from each other?","과연 지금의 너와 미래의 너,\n과거의 너를 떼어 낼 수 있을까?"
M4_L0079,"By giving away time now and mulling over what\nonce was, you may gain something more valuable.","현재의 시간을 내어 주고 과거를 반추하는\n동안, 너는 더 값진 것들을 얻게 될지도 몰라."
M4_L0080,Close your eyes for me?,눈을 감아 볼래?
M4_L0081,Now picture the Moon.\nThe dark side of it.,이제 달을 떠올려 봐. 그 위성의 뒤편을.
M4_L0082,"It’s rough but beautiful,\nI see the factory,","척박하지만 아름다워. 공장이 보이고,"
M4_L0083,and completed moon\nspheres being sent to Earth.,완성형의 꿈 구체들이 지구로 송출되고 있어.
M4_L0084,(Wondrous secrets of the Moon.)|(I still can’t quite wrap my head around it.),(환상적인 달의 비밀이었지.)|(아직 조금 믿기지 않지만.)
M4_L0085,What else do you see?\nDown below?,또 뭐가 보여? 그 아래에는?
M4_L0086,The guillotine of dreams. The eerie\nfan and the filth disposal site.,"꿈들의 단두대, 그 섬뜩한\n파쇄 팬과 오물 처리장이 보여."
M4_L0087,Those on the Moon scraping away\nmoon filth with sharp rakes.,날카로운 갈퀴로 굳은 꿈 폐기물들을\n긁어 내는 달의 이들도.
M4_L0088,Memories of the Moon...\nare like a nest made of thorns.,달에서의 기억은... 가시 깔린 보금자리야.
M4_L0089,"I want to throw myself into it, but\nthe embrace will be a sorry, sore one.","몸통을 폭삭 파묻고 안겨들고 싶지만,\n그건 따갑고 쓰라린 포옹일 거야."
M4_L0090,"Memories from then are dotted\nwith my... worthlessness,",그때의 기억은 꿈 폐기물의 징그러운 악취와
M4_L0091,of having been born from the stench of\ndream filth and never quite escaping it.,그로부터 태어나 멀리 떨어지지 못한...\n나의 무가치함으로 점철되어 있으니까.
M4_L0092,Why did you feel that the Moon and its\ncold surface could be a nest to dive into?,차디찬 달을 안겨들고 싶은 보금자리로\n느낄 수 있던 이유는 뭐야?
M4_L0093,"The beings on it, blindingly vivid. My\nfirst... friends. Something like... my family.",아득하게 선명한 그들.\n나의 첫... 친구들. 어쩌면... 가족.
M4_L0094,You mean the Moon Cleaners\nyou told me about.,전에 이야기해 주었던 달 청소부들을 말하는 거구나.
M4_L0095,"Yes. Sir Cello, stroking me and humming softly.\nAnd I see myself atop his belly, eyes closed.","응, 부드러운 화음을 내며 날 쓰다듬던 첼로 경.\n그리고 그의 뱃살 위로 올라가 눈을 감던 내가 보여."
M4_L0096,How soft it must have felt.|How beautiful it must have sounded.,얼마나 포근한 품이었을까?|얼마나 아름다운 선율이었을까?
M4_L0097,"Edison with her eyes full of curiosity, and\nher probing voice layered with affection.","호기심 어린 눈으로 나를 꿰뚫고, 방울방울 분석하던\n에디슨의 음성에는 분명한 애정이 담겨 있어."
M4_L0098,"And Red too, with a heart that blazes\nlike a bonfire yet flutters like a candle.",그리고 불꽃처럼 뜨겁지만 촛불만큼\n부드러운 마음을 가진 레드도 함께야.
M4_L0099,"I melted in his presence, but his roaring laughter\nmade the stickiness feel like a welcome challenge.","레드와 가까워지면 난 조금 녹았지만, 그의 호탕한 웃음은\n그 질척한 감각마저 기분 좋은 도전처럼 느껴지게 했지."
M4_L0100,Wouldn’t it hurt... not being able\nto recall all those memories?,그 모든 기억을 다시는 떠올리지\n못한다면... 마음 아프지 않겠어?
M4_L0101,I don’t know...,모르겠어...
M4_L0102,"But, but if I ever saw them again... I would\ngrasp the opportunity again and again","하지만, 하지만 그들을 다시 한 번 볼 수 있다면...\n그 찰나와 같은 기회를 하염없이 매만지며"
M4_L0103,and tell them\nhow very thankful I am.,아주 아주 고맙단 말을 전할 것 같아.
M4_L0104,"The trio were your dearest friends and family,\nbut others remember them as passing shadows.","달 삼총사는 뭉치에게 소중한 친구이자 가족이었지만,\n누군가의 기억에서는 그저 스쳐 지나가는 그림자일 거야."
M4_L0105,"Us humans, we can’t\neven perceive them.",우리 인간은 인식조차 못 하는 외계의 존재들인걸.
M4_L0106,"You, Dot, are the only one on Earth to remember\nthem as the kind beautiful souls they are.","그들을 따뜻하고 아름다운 영혼으로 기억해\n줄 지구의 존재는, 뭉치, 네가 유일한 거야."
M4_L0107,"It would be sad, and terrible.",생각만 해도 슬프고 끔찍해.
M4_L0108,No longer hearing their sweet chatterings...|To transmit that you forgot who they were...,더 이상 그들의 귀엽고 따스한 이야기를 전해 듣지 못한다면...|네가 그들을 잊었다는 걸 달 송신기에 띄워 보내야 한다면...
M4_L0109,.....,.....
M4_L0110,But do you have any idea what it’s like\nto long for those you can never return to?,하지만 돌아갈 수 없는 공간의 이들을\n그리워하는 마음이 얼마나 절망적인지 알아?
M4_L0111,"And, and thinking of them reminds me\nof the disturbing source of my very being.","그리고, 그들을 생각할 때마다 내 존재의 근원에\n대한 징그러운 기억도 함께 떠오른단 말이야."
M4_L0112,"I just want to run away from memories of the\nMoon, and the dark aching pain they bring me.","난 달에서의 기억으로부터, 그 기억이 불러오는 시커멓고\n아릿한 통각으로부터 영영 도망치고 싶을 뿐이야."
M4_L0113,(Is there no way to convince Dot...),(뭉치를 설득할 방법이 없을까...)
M4_L0114,(Oh... there is one.),(아... 그거면 되겠어.)
M4_L0115,"Dot, I think you’re right. I want\nto erase all my past memories too.","뭉치야, 네 말이 맞는 것 같아. 나도\n나의 어두웠던 과거를 전부 다 지울래."
M4_L0116,"Could you do it for me, Dot? You come from the\nMoon, you must have the power to do so. Right?","내 기억도, 뭉치가 지워 주면 안 돼? 뭉치는 신비한\n달에서 왔으니까 내 기억도 지워 줄 수 있잖아. 그치?"
M4_L0117,Wait... huh?,어... 어?
M4_L0118,Wait. What are you saying? Why would\nyou want to erase your past as well?,잠시만. 무슨 소리야? 왜 너의\n과거까지 지우려고 하는 거야?
M4_L0119,A new leaf doesn’t sound so bad!|I can’t stand myself whenever I remember.,새로 시작하는 것도 나쁘지 않을 것 같아서!|떠올리려 할 때마다 내 자신이 미워지거든.
M4_L0120,But you might start over with\na huge part of yourself missing...,하지만 네 자신의 커다란 일부를\n잃어버린 채 시작해야 할지도 몰라...
M4_L0121,"Remembering the past is like tracing\na map, so as not to get lost in the future.","과거를 기억하는 일은 마치 지도를 읽어 나가는\n것과 같아서, 미래에서 길을 잃지 않도록 도와줘."
M4_L0122,"But it’s better to know where your troubles\ncome from, and why you loathe a part of yourself,",하지만 원흉조차 모르는\n어려움을 품고 길을 잃는 것보다
M4_L0123,rather than straying off the past laden\nwith troubles you don’t know the source of.,"너의 어려움이 어디에서 왔고, 네가 왜 너의 일부를\n미워하게 되는지 명확하게 아는 편이 나아."
M4_L0124,Events of the past are bound to\nleave their marks on the future.,과거의 사건들은 필연적으로\n미래에 흔적을 남기거든.
M4_L0125,(There we go.),(성공이다.)
M4_L0126,Such as?,예를 들면?
M4_L0127,Violent ones leave behind purpling bruises.\nLike sharp ones leave behind thin nicks of a blade.,"폭력적인 시간들은 검푸른 멍을, 날카로운\n순간들은 칼자국 같은 흉을 남겼을 수 있겠지."
M4_L0128,Like how the human born into a triangular family\nnursed a hole within from their pointy tips?,세모난 가족에게서 태어나 그들의 꼭지점에\n아파하던 인간 속에 텅 빈 구멍이 자라났던 것처럼?
M4_L0129,"Yes, that’s it.","응, 맞아."
M4_L0130,"Losing a loved one leaves\nbehind a fear of love,","사랑했던 사람을 잃었던\n기억은 사랑에 대한 두려움을,"
M4_L0131,and a failed relationship leaves behind\na hesitancy for true commitment.,실패한 애착의 경험은 진실된 교류에\n대한 회피를 남겼을 수도 있어.
M4_L0132,"We look back on those pasts, and\ntrace the patterns left on me now.","우리는 그 과거를 돌아보며, 현재 나에\n새겨진 흔적들을 짐작해 볼 수 있는 거야."
M4_L0133,"’So this is where I come from,’\nor something like that?","’아, 그때의 내가 있었기에\n지금의 내가 이렇구나’ 하며?"
M4_L0134,... Right. Not looking back means\nwe can’t tell what’s left from that time.,"... 맞아. 과거를 돌아보지 않을 경우, 나에게\n어떤 흔적이 남아 있는지를 알 수조차 없게 되지."
M4_L0135,"It’s only when we face them do we decide\nto leave them be, or hide them away.","그걸 바라봐야 흔적을 인정하고 남겨 둘지,\n애써 덮어 볼지를 선택할 수 있는데 말이야."
M4_L0136,See. You already know.,이것 봐. 뭉치도 잘 알고 있잖아.
M4_L0137,I think you lose your level head when it\ncomes to your fear of the ‘blackness’ within.,너는 유독 너의 ‘검정’에 대한 두려움 앞에만\n서면 객관적인 시선을 잃는 것 같아.
M4_L0138,Oh... well...,어어... 어...
M4_L0139,...,...
M4_L0140,"Dot, your past on the Moon is what\nshapes your present here on Earth.","뭉치, 달에서의 과거는 지구에서의 현재를\n가장 잘 설명해 줄 수 있는 시간이야."
M4_L0141,Because those memories\nleft behind vivid things.,그때의 기억은 너에게 분명한 것들을 남겼으니까.
M4_L0142,"First, memories of the Moon Beings. Ones\nyou can gaze into and smile at every day.","우선, 달 삼총사에 대한 기억을 선물해 줬지.\n매일 들여다보며 미소 지을 수 있는 순간을."
M4_L0143,...,...
M4_L0144,I know those instances of having been\nloved and trusted will tie you to this world.,그런 애정과 믿음을 받아 본 경험은 너를\n세상에 묶어 주는 끈이 될 거라 확신해.
M4_L0145,"And... you’ll know where that darkness you\nloathe so comes from, and why it pains you.","무엇보다... 네가 증오하는 너의 암흑이 어디에서 왔고,\n너를 왜 고통스럽게 하는지 알 수 있게 해."
M4_L0146,Those writhing memories painted black will become\nyour most powerful motive.,그 우글거리는 검정의 기억은 너의 강력한 동력이\n되어 줄 거야.
M4_L0147,Like a strong wind.|Like fertile nutrients.,힘찬 바람처럼 말이야.|비옥한 거름처럼 말이야.
M4_L0148,"... and I’ll go far far away, and\nbecome a colorful dream of yours.","... 난 그로부터 멀리 멀리 떨어져서,\n너의 다채로운 꿈이 되고야 말 테니까."
M4_L0149,"I don’t know how not to resent my\npast. I’m not yet used to it, but...",나의 과거를 가혹하게 채찍질하지\n않는 법을 모르겠어. 아직 어색하지만...
M4_L0150,But do I dare?,그래도 되는 걸까?
M4_L0151,Do I dare to gaze ahead while burdened\nby the weight of my past?,이 묵직한 과거와 동행하면서도\n감히 앞을 바라볼 수 있는 걸까?
M4_L0152,Of course. We’re all\nlayers of our past.,그럼. 우리 모두 과거가 차곡히 쌓여 모인 존재인걸.
M4_L0153,"And so am I.|(Hesitate, and fall silent.)",나도 마찬가지고.|(머뭇거리다 침묵한다.)
M4_L0154,... It takes courage not to forget.\nBut I’ve made up my mind.,... 잊지 않는 것에도 용기가\n필요하구나. 하지만 결심이 들어.
M4_L0155,"I see now, <nickname>.","이제야 알겠어, <nickname>."
M4_L0156,"I’ll look back, beyond the atmosphere, and never\nforget. The trio—my first friends and family.","난 몇 번이고 대기 너머를 뒤돌아보며 잊지 않을래.\n나의 첫 친구이자 가족이었던 달 삼총사,"
M4_L0157,"The dry white land, the harsh words surrounding\nme, the terrifying blackness of the dream filth.","백색의 건조한 토지, 날 둘러싼 이들의 맹렬한\n비난, 공포스럽던 공장 폐기물의 검정까지도."
M4_L0158,"Those memories will stay by\nmy side. And repeat, and return.",그 모든 기억은 나의 곁에 오래 남아\n있겠지. 되풀이되고 되돌아오며.
M4_L0159,"Like the remains of a bonfire,\nor the scar of a burn mark.","때로는 모닥불의 잔열처럼, 때로는 화상의 흉터처럼."
M4_L0160,"But no matter how much I struggle\nwith my past, we don’t have to forget it.","하지만 과거와 공생하는 게 아무리 어려울지라도,\n우리는 그를 잊으려 애쓸 필요가 없는 거야."
M4_L0161,Because those layers\nlead to who we are now.,차곡차곡 쌓인 과거는 결국\n우리의 현재로 흐르는 것이니까.
M4_L0162,"It won’t be easy when past pains stab me,\nbut I’ll have you as a friend.","과거의 고통이 날 찔러대는 날이면 유독 마음이\n어렵겠지만, 나에겐 너라는 친구가 있어."
M4_L0163,"It wil be easier now that you’re not alone.\nDo you think you can be free now, Dot?","응, 혼자일 때보다 수월할 거야.\n그러니 뭉치, 이제 자유로워질 수 있지?"
M4_L0164,"Yes, I think I’m freer. And look.\nThe color of my heart... oh...!",응. 이제 조금은 자유로워진 것 같아.\n이것 봐. 심장 색도... 어...!
M4_L0165,Gray like the moon. It’s pretty.|I think the moon inside of you is thanking you.,달을 닮은 회빛이네. 예쁘다.|네 마음속 달이 고마워하고 있나 봐.
M4_L0166,"You’re right. Gray like a warm shadow.\nThe color of my birthplace, my corner.","그러게. 따뜻하고 고마운 그림자의 색.\n나의 시초지와, 나의 모퉁이를 닮은."
M4_L0167,"Now I’d like to gaze at the sky and long for that\nvery shade of gray. Thank you, <nickname>.",이제 눈을 감고 이 회색빛을 마음껏\n그리워해 보고 싶어. 이야기 나눠 주어 고마웠어.
