Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
S7_L0132,“What were you doing crouched\non the floor! Your pants are all dirty.”,“잠깐도 못 기다리고 쪼그려\n앉아서… 바지가 다 더러워졌잖니.”
S7_L0133,"“Mom, this is Dot. They come from\nthe moon, the darker side of it!”","“엄마, 엄마, 얘는 뭉치래요. 달에서\n왔대요! 달의 어두운 뒤편에서요.”"
S7_L0134,“They told me all about the moon\nfactory there!” the child exclaimed.,"“그곳에 있는 꿈 공장에 대해서도 이야기\n해 줬어요!” 아이가 신나서 이야기하는데,"
S7_L0135,"“That’s nice, dear. But Andy, none of\nthose things are real,” said the mother.","“상상력이 풍부하구나. 그런데\n지우야, 그런 건 존재하지 않는단다.”"
S7_L0136,"“They only exist in books. Let’s go home,”\n the mother persuaded him,","“책은 책으로만 읽어야지, 과도한 상상은\n좋지 않아. 집에 가자.” 엄마는 그를 타일렀지."
S7_L0137,(Sympathize with his predicament.)|(Keep on listening.),(아이에게 공감하며 탄식한다.)|(가만히 이야기를 듣는다.)
S7_L0138,Oh no… he must have been quite upset.,아이고…. 꼬마가 제법 속상했겠어.
S7_L0139,I see…,그랬구나….
S7_L0140,"The boy turned around one last time,\nand as our eyes met I asked myself;",뒤를 돌아보는 아이와 마지막으로\n눈을 맞추며 자문했어.
S7_L0141,"Does growing up mean no longer believing \nin the moon beings, in the dream factory… in me?","어른이 된다는 건, 달 뒤편에서 온 생명체와\n꿈 공장의 존재를 믿지 못하게 된다는 걸까?"
S7_L0142,Adults live in a tougher and drier world.\nSo lots of people lose the ability to believe.,어른의 세계는 아이의 것보다 억세고 건조해.\n그래서 믿을 능력을 잃어버린 사람들이 많아.
S7_L0143,"Oh, oh… well.","아, 아… 음."
S7_L0144,Perhaps his innocence is like\nthe ice cream he dropped.,"그 아이의 순수함은 어쩌면 그 애가\n떨어뜨렸던 아이스크림처럼,"
S7_L0145,"Fresh and crisp at first… but a sticky\npuddle by the time he’s an adult,",처음엔 신선하게 사각거리다가도… 시간이\n지나 어른이 될 즈음이면 다 녹아 끈적해져서
S7_L0146,"making him mutter, “Blegh, what a mess,”","‘으으, 걸리적거려.’"
S7_L0147,before wiping it away—\nor something like that.,하며 깨끗하게 닦아내 버리고\n싶게 되는—그런 게 아닐까.
S7_L0148,Perhaps it’s not that adults\n<i>can’t<\i> believe anymore.,순수를 잃은 어른들은 ‘못’\n믿게 되는 게 아닐 수 있겠어.
S7_L0149,Perhaps they close their eyes or avert their\ngaze because they don’t want to see.,"더 이상 보고 싶지 않기 때문에 부러 눈을\n감아 버리거나, 돌려 버리는 것 아닐까?"
S7_L0150,Perhaps they throw away the\nability to believe of their own will.,믿을 능력을 잃어버린 게\n아니라 스스로 버린 것일지도.
S7_L0151,…. And so some things are lost.,…. 그렇게 어떤 것들은 사라지겠지.
S7_L0152,Forever.,아주 영영.
S7_L0153,No way! It’s as soft as a baby\nlamb that just took its first steps…,말도 안 돼! 막 걸음마를 뗀\n아기 양의 솜털처럼 보드라워…
S7_L0154,"<nickname>, I know!","<nickname>, 나 알겠어!"
S7_L0155,I read about a legendary creature\nnamed Pegasus a while ago.,얼마 전에 책에서 ‘페가수스’라고\n불리우는 전설적인 동물을 봤어.
S7_L0156,"It had brilliant, radiant wings and\nthe beautiful body of a horse.",그는 찬란히 빛나는 날개에 아름다운\n말의 몸을 가지고 있었지.
S7_L0157,Mesmerizing.,눈을 떼기 어려울 정도로 말이야.
S7_L0158,Delicate but elegant. This thing\nmust be made out of its feathers!,여리지만 우아해. 이것은 그의\n깃털을 엮어 만든 게 분명해!
S7_L0159,You brought this precious\nglorious present just for me?,오로지 나를 위해 이 귀하고\n황홀한 선물을 가지고 와 준 거야?
S7_L0160,"(Pegasi aren’t real. Refute.)|(Incorrect, but protect Dot’s happiness nonetheless.)",(페가수스는 없다. 반박한다.)|(틀렸지만 뭉치의 행복을 지켜 준다.)
S7_L0161,"It is a gift, just for you!",너만을 위한 선물을 맞아!
S7_L0162,But I don’t think pegasi are real.,하지만 페가수스는 아마\n존재하지 않을 거야.
S7_L0163,Then whose feathers are these?,그럼 이건 누구의 깃털이야?
S7_L0164,"Actually, they don’t belong to anyone.",실은 누구의 깃털도 아니야.
S7_L0165,"Talented people can make all\nthis out of thread. Neat, right?",인간들은 손재주가 좋아 얇은 실 하나로도\n이렇게 멋진 걸 만들어 낼 수 있거든!
S7_L0166,Of course! I had a feeling you’d like it.,그럼! 네가 이걸 좋아할\n것 같다는 생각이 들었어.
S7_L0167,"That’s so thoughtful of you,\nit feels like a second gift.","밖에서도 나를 생각해주다니,\n두 번째 선물처럼 느껴져."
S7_L0168,So… what’s it called?,그럼… 이 물건의 이름은 뭐야?
S7_L0169,It’s called a ‘dreamcatcher’. People hang\nit over a bed before they go to sleep.,그건 ‘드림 캐쳐’라고 불러. 인간이\n잠을 잘 때 침대맡에 걸어 두는 거야.
S7_L0170,It catches our nightmares like a net would.,그건 우리들의 악몽을\n그물처럼 포획해 주거든.
S7_L0171,"So that we dream only of sweet\nthings, and get a good night’s sleep.","악몽을 걸러 줘 좋은 꿈만 꾸게 하고,\n잠을 푹 잘 수 있도록 하는 친구야."
S7_L0172,…!!,…!!
S7_L0173,"What is it, Dot?","뭉치, 왜 그래?"
S7_L0174,"<nickname>, helping someone\nfall asleep is no small feat!","<nickname>, 누군가를 편히 잠들게\n한다는 건 아무나 할 수 없는 일이야!"
S7_L0175,Some find it hard to submerge themselves\ninto the welcoming darkness of the night.,고민거리가 많은 이들은\n어둠에 따스히 잠기지 못해.
S7_L0176,That’s when their doubts that hide\nin the shadows come out to play.,낮 동안 숨어 있던 서늘한 감정들이\n방문을 두드리며 찾아오니까.
S7_L0177,"So basically, dreamcatchers\nare the ‘Keeper of the Night’!","그러니까 ‘드림 캐처’는,\n잠의 문지기 같은 거야!"
S7_L0178,They keep you safe from\nthe chills of the night!,깊은 밤의 차가움으로부터\n인간의 수면을 지켜주고 있는!
S7_L0179,…… Kind. Trustworthy.,…… 다정해. 듬직해.
S7_L0180,"This with a cup of warm milk, and\nno nightmare stands a chance.",김이 모락모락 나는 부드러운 우유\n한 컵과 함께하면 못 이길 악몽이 없겠지.
S7_L0181,It feels like a dream to be\nable to go to sleep with this!,이게 나와 함께 잠들게 되다니 꿈만 같아!
S7_L0182,…….,…….
S7_L0183,…….,…….
S7_L0184,"Oh, but.","아, 음."
S7_L0185,"What’s wrong, Dot?","왜 그래, 뭉치?"
S7_L0186,"But, but.","그런데, 그런데."
S7_L0187,"Where do captured nightmares go, then?","있지, 그럼 포획된 악몽들은 어디로 가?"
S7_L0188,"Well, I don’t know either.","글쎄, 나도 모르겠네."
S7_L0189,People only seem to care about\na good night’s sleep. Why?,다들 평화로운 잠을 자는\n걸로 만족할 뿐인 듯해. 왜?
S7_L0190,I want to know where\nthey ultimately end up.,악몽들의 최종 종착지가 궁금해서.
S7_L0191,I know them.,난 그들을 알아.
S7_L0192,We’re alike.,우리는 닮아 있거든.
S7_L0193,"Not quite the same, but\nI know how they feel.","똑같진 않아도, 마음을 알 수 있어."
S7_L0194,Maybe they're crying on the\ninside while tormenting humans.,"사람들을 괴롭히면서도,\n속으로는 울고 있지 않을까."
S7_L0195,‘If only I could be a happy dream too.’,‘나도 행복한 꿈이 되고 싶었는데.’
S7_L0196,‘If only I could make someone\nsmile in their sleep too.’,‘나도 누군가를 잠결에\n핏- 웃게 하고 싶었는데.’
S7_L0197,"Nightmares torment\nhumans, so I hate them,",인간을 괴롭히는 악몽이 미우면서도
S7_L0198,yet imagining one captured by a\ndreamcatcher makes me shudder.,드림 캐쳐한테 포획되는 순간을\n상상하니 눈이 질끈 감겨.
S7_L0199,How afraid they must be.,얼마나 두려울까.
S7_L0200,How terrifying an end it must be….,그 끝이 얼마나 공포스러울까….
