Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
M5_L0178,"First, I want to tell you what I couldn’t before.\nI don’t know when I’ll get another chance.","우선, 아까 미처 하지 못했던 말을 전해 주려 해.\n지금 하지 않으면... 또 언제 하게 될 수 있을지 모르니까."
M5_L0179,This feels ominous. What is it?|I’ve been meaning to ask. Talk to me.,"괜히 불안해지네. 어떤 이야기를 하려 했었어?|안 그래도 궁금했는데. 응, 이야기해 줘."
M5_L0180,You are special. Truly exquisite.,정말로. 너는 정말로. 무척이나 특별한 존재야.
M5_L0181,"You walk toward death, but you embrace the\nfleeting nature of life and choose to live.","죽음을 향해 걸어가는 예비-사체이면서도,\n그 덧없음을 받아들이고 살아가는 쪽을 고르지."
M5_L0182,Even when you think you haven’t chosen.,고르지 않았다고 생각할 때조차 말이야.
M5_L0183,Huh?|......,응?|......
M5_L0184,"You share your home with a monster friend,\nspend hours chatting to it...","그렇게 너는 불시착한 괴물 친구에게 너의 보금자리\n일부를 내어 주고, 그와 함께 담소를 나누며..."
M5_L0185,and sit by the moonlit window\nand gaze at the night sky.,달빛이 가닿은 창가에 앉아 밤하늘을 바라봐.
M5_L0186,Even when you know all roads lead to death.,결국 모든 게 죽음으로서 끝나게 된다는 걸 알고 있으면서도 말이야.
M5_L0187,(Not that I’ve made any plans yet......),(아직은 죽을 예정이 없지만......)
M5_L0188,It truly is beautiful.,그건 정말로 아름다운 일이야.
M5_L0189,"So even if you... y-you, die...","이건 네가 죽더라도... 죽, 죽게 되더라도..."
M5_L0190,(I’m being comforted by an alien monster.),(인외 괴물에게서 받는 존재론적인 위로인 셈이구나.)
M5_L0191,(How heartwarming...)|(How unexpected.),(마음이 뭉클해지고 있어...)|(다소 당황스럽다.)
M5_L0192,I won’t...,절대...
M5_L0193,I won’t......,절대......
M5_L0194,Oh dear.,이런.
M5_L0195,Oh... dear.,오... 이런.
M5_L0196,... Dot?,... 뭉치야?
M5_L0197,It’s too soon for me to comfort\nyou. I’m not ready yet.,역시 널 위로해 주기엔 너무 일렀던 거야.\n내가 준비되지 않았어.
M5_L0198,The fact that you’ll die.,네가 죽게 될 거란 사실을
M5_L0199,That even you will die...\nI can’t accept it just yet.,‘너도’ 죽게 될 거란 사실을...\n나는 차마 받아들일 수 없나 봐.
M5_L0200,... But I’m still here.|... But that might not happen for a long time.,"... 그치만, 나는 아직 살아 있는 걸?|... 그치만, 죽음은 한참이나 먼 얘기 같은 걸?"
M5_L0201,You are. For now.,아직은. 살아 있지만.
M5_L0202,It is. For now.,당장은. 그렇게 느껴지겠지만.
M5_L0203,<nickname>...,<nickname>...
M5_L0204,"What if your side of the coin that I loved so,",내가 사랑해 마지않았던 너의 동전 앞면이
M5_L0205,were to flip without any kind of warning?,어떠한 예고도 없이 까마득하게 뒤집혀 버린다면?
M5_L0206,......,......
M5_L0207,I know. I know what’s coming.,"그래, 나는 이 질문에 대한 답을 이미 알고 있지."
M5_L0208,‘It’s fixed. A coin flipped can’t be reversed.’,‘어찌할 수 없다. 뒤집힌 동전은 불가역적이다.’
M5_L0209,"But this is your death we’re talking about.\nIt’s you, the human I love more than anyone.","하지만 다른 누구도 아닌 너의 죽음이야.\n내가 가장 애착하는 인간인 <nickname>, 너의 죽음."
M5_L0210,What about all the times we spent together?\nWhere do those hours go?,지금까지 너와 내가 쌓아둔 수많은 시간들은\n어떻게 되는 거야? 어디로 가는 거야?
M5_L0211,Do you and I cease just like that?,너와 나는 그대로 끊겨 버리는 거야?
M5_L0212,"Those chats, shared looks and warmth.","너와 즐겁게 대화하고, 눈빛과 손길을 주고받고,"
M5_L0213,"And future ‘maybes,’ where you and I would enjoy\ncool moonlight. Will they be gone forever?",함께 달빛의 시원함을 느낄 수 있던 미래의\n‘만약에’들도 영영 되돌아오지 못하는 거야?
M5_L0214,It’s sad... but yes. Gone forever.|(How do I break this to them...),"애석하지만... 응, 되돌아오지 않을 거야.|(차마 확답할 수 없어. 어떻게 이야기해야 좋을까...)"
M5_L0215,Dot... my death.,뭉치야... 내가 죽는다는 건.
M5_L0216,가늠하기 아득할 만큼 무서운 일이지만.|I can’t run from it no matter what.,가늠하기 아득할 만큼 무서운 일이지만.|아무리 애써도 피할 수 없는 일이지만.
M5_L0217,"But all living things die.\nAnd like I said, I’m no exception.","살아 있던 건 모두 죽어. 아까도\n이야기했듯이, 나 역시 그 예외가 아니야."
M5_L0218,... I get it now.,... 이젠 그걸 이해할 수 있지.
M5_L0219,"Everyone in the universe has their allotted death,\nand yours will come for you one day.",이 우주 속 모두가 하나씩 나눠 가진\n죽음은 분명 너에게도 찾아올 거야.
M5_L0220,"As it came for stars and galaxies, for tens of billions\nof wonderful humans and creatures big and little.","별과 은하에게도, 수백억 명의 아름다운\n인간들과 크고 작은 생물들에게도 그러했듯이."
M5_L0221,"It will be sudden, if not surprising.","그건 갑작스럽지만, 마땅히 놀랍지는 않은 일이지."
M5_L0222,But the laws of death that\nthe world has established.,하지만 이 세계가 죽음에 대해 정립해 온 모든 법칙들은
M5_L0223,They’ll lose all objectivity once you truly die.,네가 ‘정말로’ 죽게 되는 순간 모든 객관성을 잃어버릴 거야.
M5_L0224,And... it will be an unfathomably unique tragedy.,그리고... 터무니없이 개인적인 비극이 될 거야.
M5_L0225,Death... is the one true end that\nwill take you away from me.,"죽음은... 우주에서 단 하나뿐인 너를,\n나에게서 영영 앗아갈 진짜 ‘끝’이니까."
M5_L0226,And.,그렇게.
M5_L0227,... I will crumble.,... 난 무너지겠지.
M5_L0228,With you no longer there to help me.,나를 도와줄 유일한 존재인 너조차 죽고 없어진 채.
M5_L0229,I will crumble all alone.,난 홀로 무너지고야 말 거야.
M5_L0230,To overcome the death of a loved one...\nit’s truly hard.,"사랑하는 존재의 죽음을 지나오는 일은...\n그래, 정말 어려운 일이야."
M5_L0231,All you can do is cope.,견디는 것 말고는 뾰족한 선택지가 없으니까.
M5_L0232,But your life will still go on.|But you can still imagine what comes after death.,하지만 그럼에도 너의 삶은 계속되는걸.|하지만 죽음 너머를 상상하는 일이 무의미한 건 아니야.
M5_L0233,"The days might feel emptier than when I was by\nour side, and sometimes regret will seize you.","내가 너의 곁에 있었을 때보단 공허한 하루하루가\n이어지고, 때로는 후회에 젖어들기도 할 거야."
M5_L0234,All the words left unsaid or spoken too soon.,"그때 그 말을 했더라면, 혹은 하지 않았더라면."
M5_L0235,... The days I never got.,... 오늘까지도 살아 있었더라면.
M5_L0236,But that hollowness and sadness will lessen.,하지만 그 공허함과 슬픔은 점차 무뎌질 거야.
M5_L0237,"As time passes you’ll find your own way of\ndealing with the loss, or meet a new human friend.","시간이 흘러 상실감을 다루는 너만의 방법을 찾게 될 수도, \n새로운 인간 친구를 만나게 될 수도 있겠지."
M5_L0238,"So when that day comes... I want you to keep\ngoing, even if the path ahead is unclear.",그러니 뭉치도 그날이 오게 되면... 아무것도 보이지\n않을지라도 그저 앞으로 나아가 봤으면 좋겠어.
M5_L0239,"Keep going, even if the path is unclear...","아무것도 보이지 않을지라도, 그저 앞으로..."
M5_L0240,......,......
M5_L0241,......!,......!
M5_L0242,"You can imagine me in the wind,\nor as a bird watching over you.","뭉치는 내가 바람이 되어, 혹은 새가 되어\n너를 지켜보고 있을 거라고 믿을 수도 있을 테고,"
M5_L0243,You can picture my soul floating through\nspace and travelling between planets.,죽고 나서 우주를 떠다니며 행성 간 여행을 하고 있을\n나의 영혼을 상상해 볼 수 있을 거야.
M5_L0244,It doesn’t matter if it’s real or not.,그게 진짜인지 아닌지는 중요하지 않아.
M5_L0245,Loving and reminiscing someone can\ngive you the strength to live on.,누군가를 사랑하고 기억하는 마음은 현재를\n더 힘차게 살아갈 힘이 되어 주기도 하거든.
M5_L0246,"... Love stays, even when they’re gone.","... 더는 옆에 없을지라도, 그게\n사랑이란 사실이 변하진 않으니까."
M5_L0247,So imagine... and believe in love?,상상과... 사랑의 힘을 믿으란 말인 거야?
M5_L0248,......,......
M5_L0249,......!,......!
M5_L0250,"<nickname>, it’s not just humans.","<nickname>, 인간들만 그런 게 아니었어."
M5_L0251,How could I have forgotten?,왜 잊고 있었을까?
M5_L0252,"The Moon Beings... Red, Edison and Sir Cello.","달 뒤편의 이들... 레드, 에디슨과 첼로 경을."
M5_L0253,They survived their losses as well.,그들도 상실을 살아남은 존재들이었어.
M5_L0254,Their beloved humans chose\nto cross into the abyss of death.,사랑하는 인간이 죽음의 심연 너머로\n자진해서 걸어들어가는 모습을
