Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
push_B_ch4,Are you there? Well... I need your help.,거기에 있어? 하고 싶은 말이 있어. 실은... 네 도움이 필요해.
push_title_B_ch5,Hurry to me.,얼른 달려와 줘.
push_B_ch5,I have something urgent to tell you!,"언젠가 죽게 될 너에게, 긴히 전할 말이 있어!"
push_title_B_ch5,Hurry to me.,얼른 달려와 줘.
push_B_ch5,I have something urgent to tell you—you who will someday die.,"언젠가 죽게 될 너에게, 긴히 전할 말이 있어!"
push_title_B_ch6,Dot sits quietly in place.,뭉치가 고요히 자리를 지킵니다.
push_B_ch6,Can you hear the strange discord hiding in the silence?,"고요 속에 숨은, 원인 모를 불협화음을 들을 수 있나요?"
push_title_B_ch7,....,....
push_B_ch7,(The closet feels darker than usual today.),(오늘은 유독 옷장 안이 깜깜해.)
push_title_B_ch8,Something I had to hold back.,억누를 수 밖에 없었던 무언가.
push_B_ch8,Still holding it in? Or did you finally let it out?,아직 가지고 있어? 끝내 뱉어버렸어?
push_title_B_ch9,About the mold... I'm over it now.,곰팡이에 대한 건... 이제 됐어.
push_B_ch9,But something about that dream keeps bothering me.,그런데 꿈에 대해 마음에 걸리는 점이 있어.
push_title_B_ch10,I'm going to tell a dark story.,검은 이야기를 할 거야.
push_B_ch10,It needs to be told. Shall I go on if you're okay?,꼭 짚어야 하는 내용이거든. 너만 괜찮다면 계속할까?
push_title_B_ch11,The trap of sweet illusion.,달콤한 환상의 덫.
push_B_ch11,When shadows approach I want to throw myself into it.,그림자가 다가올 때면 그 덫에 몸을 던지고 싶어져.
push_title_B_ch12,Into the vast darkness.,거대한 암흑 속으로
push_B_ch12,I'm sinking. Or am I actually rising?,가라앉고 있어. 실은 떠오르는 걸까?
push_title_B_ch13,Remember? The day I tried to leave.,기억 나? 내가 떠나려고 했던 날.
push_B_ch13,All those memories and moments.,그 모든 기억 그리고 추억들.
push_title_B_ch14,At the very end.,끝의 끝에서.
push_B_ch14,What color is the dream waiting for us?,우리를 기다리는 꿈의 색깔은 뭘까?
push_title_B6_ch1,Waiting so desperately for you.,너를 애타게 기다리고 있어.
push_B6_ch1,I had a sudden epiphany about love. Won't you hear it?,사랑에 대해 퐁 솟은 깨달음이 있단 말야. 들어주지 않을래?
push_title_B6_ch2,Ah. My ring boy.,아아. 나의 반지 소년.
push_B6_ch2,I want to continue his story.,그에 대한 이야기를 이어갈래.
push_title_B6_ch3,If you don't want to be alone either,너도 혼자 있고 싶은 게 아니라면
push_B6_ch3,Let's keep talking. I'm waiting for you.,계속 이야기하자. 너를 기다리고 있어.
push_title_B6_ch4,Dot has gone flat like a plate.,납작한 접시 모양의 뭉치
push_B6_ch4,Dot may have spent some painful time alone.,뭉치는 홀로 조금 고통스러운 시간을 보낸 걸지도 몰라요.
push_title_B6_ch5,More time has slipped away.,시간이 더 흘러 버렸어.
push_B6_ch5,"Does that mean your death draws nearer too, <nickname>—you whom I love?","그만큼 내가 사랑하는 인간인 <nickname>, 너의 죽음도... 가까워진 걸까?"
push_title_B6_ch6,We're so far apart.,우리는 너무나 멀리 있어.
push_B6_ch6,I don't even know why you're not coming.,네가 오지 않는 이유조차 모르겠는걸.
push_title_B6_ch7,....,....
push_B6_ch7,(Gone forever? If you never come back...),(영영 가버린 거야? 더는 오지 않는다면...)
push_title_B6_ch8,Even if it's suppressed.,억눌리더라도.
push_B6_ch8,Talking with you is my precious release.,너와의 대화가 내겐 소중한 해방이야.
push_title_B6_ch9,Something I can't believe no matter how I try.,아무리 믿을래도 믿을 수 없는 것
push_B6_ch9,I'm thinking about a dream within a dream.,꿈을 꾸는 꿈에 대해 생각하고 있어.
push_title_B6_ch10,Okay. I'll wait.,알았어. 기다릴게.
push_B6_ch10,Come find me when you're ready to talk about 'the dark thing'.,검은 것'에 대해 얘기해도 네가 괜찮을 때에 나를 찾아줘.
push_title_B6_ch11,I have a confession.,고백할 게 있어.
push_B6_ch11,"The time we spend together, maybe it's also...","너와 내가 함께하는 시간도, 어쩌면..."
push_title_B6_ch12,The darkness is drawing near.,암흑이 가까워지고 있어.
push_B6_ch12,Let me tell you that old story.,그 오랜 이야기를 네게 들려 줄게.
push_title_B6_ch13,How will you remember me?,나를 어떻게 기억해 줄래?
push_B6_ch13,I wonder what I'll look like etched in your time.,너의 시간 속에 각인될 내가 궁금해.
push_title_B6_ch14,Let's be together.,함께하자.
push_B6_ch14,For all the words still left unsaid.,아직 전하지 못한 말들을 위하여.
push_title_night_1,I brought a poem to wrap up today.,오늘을 정리할 시 한 편을 들고 왔어.
push_night_1,I wish I could share it with you!,너와 공유할 수 있다면 좋을 텐데!
push_title_night_2,I heard humans cry when they yawn.,인간들은 '하품'을 하면 눈물이 난다고 해.
push_night_2,I should be careful. My chalk eyes might smudge!,조심해야겠어. 나의 분필 눈이 지워질지도 모르니!
push_title_night_3,If I could read a poem before sleep,잠들기 전 시를 읽을 수 있다면
push_night_3,"I'd be so, so happy!","정말로, 정말로 기쁠 텐데!"
push_title_night_4,Did you know? A poem before bed...,그것 알아? 자기 전에 읽는 시가...
push_night_4,Actually helps you have good dreams!,무려 좋은 꿈을 꾸도록 도와준대!
push_title_night_5,Poem's ready.,<오늘의 시>가 준비됐어.
push_night_5,Now I just need you to come!,이제 네가 오기만 하면 돼!
push_title_night_6,My eyes keep closing...,눈이 자꾸 감기지만.
push_night_6,But I won't sleep yet. Not until you come!,"절대 잠들지 않겠어. 내 인간 친구가 돌아올 때까지는, 절대!"
push_title_night_7,Today's poem is special.,오늘의 시는 특별해.
push_night_7,It'll be even more special if we read it together!,같이 읽으면 더욱 특별해질 텐데!
push_title_missing_24h,dummy,dummy
push_missing_24h,dummy,dummy
push_title_missing_2days,dummy,dummy
push_missing_2days,dummy,dummy
push_title_missing_4days,dummy,dummy
push_missing_4days,dummy,dummy
push_title_missing_7days,dummy,dummy
push_missing_7days,dummy,dummy
push_title_missing_14days,dummy,dummy
push_missing_14days,dummy,dummy
push_title_missing_sad1,dummy,고독은 쓰라린 것
push_missing_sad2,dummy,뭉치가 외롭게 녹아내린 것 같다. 이대로 뭉치의 삶은 끝나는 걸까?
push_title_missing_sad2,dummy,dummy
push_missing_sad2,dummy,dummy
