Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
M7_L0027,"Admittedly a sweet scent, but no.\nSomething far more fragile.","그도 매력적인 향을 풍기지만,\n틀렸어. 그보다는 연약해."
M7_L0028,A half-melted stick of cotton candy?,반쯤 녹은 솜사탕?
M7_L0029,Correct. That’s exactly it.,맞아. 바로 그거야.
M7_L0030,"l’ve decided to think of myself, dust\nand all, as a soft piece of cotton candy.",먼지가 붙은 나를 폭신폭신하고 몽글몽글한\n솜사탕이라고 생각하기로 마음먹었어.
M7_L0031,And that makes me feel so much better.,그렇게 생각하니 훨씬 기분이 나아졌어.
M7_L0032,"After all, one might think I look\njust like I could melt in their mouth!",이 모습이 녹여 먹고 싶을\n만큼 사랑스러울 수도 있잖아?
M7_L0033,I’d like to use this opportunity\nto learn how to live with dust.,이번 기회에 먼지와 함께\n살아가는 것을 배우는 게 좋겠어.
M7_L0034,"(Whatever Dot says, it looks uncomfortable.\nPlus we already have the mold!)",(뭉치가 말과는 다르게 불편해 보여. 게다가 이미 곰팡이도 있는데!)
M7_L0035,(This time I have to refuse firmly.)|(I don’t want to upset Dot. Refuse gently.),(이번만큼은 단호하게 거절해야 해.)|(상처받지 않도록... 완곡히 말해 보자.)
M7_L0036,But human lungs are not strong\nenough to get along with dust.,그건 내가 곤란해. 인간의 기관지는\n먼지투성이와 살아갈 만큼 튼튼하지 않거든.
M7_L0037,I’ll help you get rid of the dust.\nAnd do a thorough spring-clean.,먼지를 떼어 내는 걸 도와줄게.\n그리고 나서 방 청소를 해야겠어.
M7_L0038,But I can’t let my dear\nfriend be live among dust...,하지만 소중한 친구가 먼지투성이인 채로\n살아가겠다고 하는 셈인데...
M7_L0039,It doesn’t sit right with me.\nAnd what about our health?,그걸 지켜보는 입장도 곤혹스럽단 말이야.\n게다가... 너와 내 건강은 어쩌고!
M7_L0040,"Don’t, don’t, don’t come near me.\nPlease. Just leave us alone...!","다, 다, 다가오지 말아줘.\n부탁이야. 그냥 내버려 둬...!"
M7_L0041,But... you said you\nwere uncomfortable.,하지만... 너도 불편하다며.
M7_L0042,I’ve already put it behind me!,그 존재의 불편함은 이미 잊었어!
M7_L0043,"To say farewell to the dust, I have\nto first face myself, dust and all.",먼지와 이별하려면 먼저 먼지\n투성이가 된 나를 마주해야 해.
M7_L0044,Coming to terms with that would be even more\npainful. Like someone crushing my small heart.,이제는 그걸 마주하는 게 더 아픈 일이야.\n누군가 내 작은 심장을 옥죄듯 괴로울 거야.
M7_L0045,Just the thought of it\nputs me in misery...,떠올리는 것만으로 절망스러워...
M7_L0046,"Please, leave me alone and just go.",더 이상 날 괴롭히지 말고 이만 나가줘.
M7_L0047,(Knock on the closet door.),(옷장 문을 두드린다.)
M7_L0048,(Apologize sincerely.)|(Question warmly.),(진심 어리게 사과한다.)|(다정하게 물어본다.)
M7_L0049,"Dot, I’m sorry if I’ve offended you...\nI’ll wait until you’re ready to come out.","뭉치, 내가 기분을 상하게 했다면 미안해...\n네가 나오고 싶어할 때까지 얌전히 기다릴게."
M7_L0050,...,...
M7_L0051,.....,.....
M7_L0052,"Dot, are you still upset?\nIs it alright if I come in?","뭉치, 아직 화났어? 나 들어가 보면 안 될까?"
M7_L0053,...,...
M7_L0054,...,...
M7_L0055,(Apologize sincerely.)|(Appeal humorously.),(진심 어리게 사과한다.)|(장난스럽게 달래 본다.)
M7_L0056,"Dot, I’m sorry if I’ve offended you...\nI’ll wait until you’re ready to come out.","뭉치, 내가 기분을 상하게 했다면 미안해...\n네가 나오고 싶어할 때까지 얌전히 기다릴게."
M7_L0057,...,...
M7_L0058,.....,.....
M7_L0059,Ohhhh my leg... If only\nDot would open the door...,"아, 다리 아프다~ 뭉치가 빨리 열어줬으면 좋겠다~"
M7_L0060,(... Dot’s not budging. I should\napologize in earnest.),(... 뭉치가 미동조차 없네. 진심으로 사과해야겠어.)
M7_L0061,"... Sorry about that. And I’m sorry\nfor earlier, too. I’d like to talk it out.",... 장난쳐서 미안. 아까도 정말\n미안했어. 너랑 대화 나누고 싶어.
M7_L0062,...,...
M7_L0063,... I’m sorry I was stubborn.,... 나도 멋대로 굴어서 미안.
M7_L0064,It’s not like you were\nthe one causing me pain.,"나를 괴롭힌 건 <nickname>, 네가 아니었는데."
M7_L0065,"...! Dot, the dust is gone!","...! 뭉치, 네 몸에 박혀 있던\n먼지들이 없어졌네?"
M7_L0066,You seem smaller too. Don’t tell me...,"너 조금 작아진 것 같기도 한데, 설마..."
M7_L0067,"Yes. I rolled, heaved, scratched, and tore the\ndust away from me. It was a fearsome fight.","그래. 난 구르고, 토하고, 긁으며 먼지를\n모두 뽑아 냈어. 거친 승부였지."
M7_L0068,"And in the process a part of me was\ntorn off, but that doesn’t matter.","그 과정에서 내 몸의 일부가 조금\n딸려 나갔지만, 그건 중요하지 않아."
M7_L0069,After I sent you away I thought.,너를 내보내고 나서 혼자 생각해 봤어.
M7_L0070,"What if next time, after I accept\nthe dust, a thorn pierces my body?","만약 먼지를 받아들이고, 다음 번엔\n가시가 들어와 내 몸에 박힌다면?"
M7_L0071,"I will crumble like\na leaf on a windowsill,","나는 창살에 내려앉은 나뭇잎처럼 무너지거나,"
M7_L0072,or attempt to embrace the hole\nin my body until the very end.,몸속에 뻥 뚫린 구멍을 끝까지\n껴안아 보려 애썼을 거야.
M7_L0073,Without knowing you\nwould grieve for me...,그걸 지켜보는 네가 괴로워할 줄도 모르고...
M7_L0074,You’re right. It would\nmake me very sad.,맞아. 네가 만약 그랬다면\n난 정말 슬펐을 거야.
M7_L0075,And at some point my battered\nheart would have nibbled away at us.,그리고 어느새 너덜해진 내\n심장이 우리를 갉아먹었겠지.
M7_L0076,... Your heart?,...심장이?
M7_L0077,(Imagine Dot’s heart with teeth.),(이빨이 난 뭉치의 심장을 상상한다)
M7_L0078,"You mean your soul, Dot?","‘마음’을 말하는 거지, 뭉치?"
M7_L0079,"Ahem, well, <nickname>!","큼, 크흠, <nickname>!"
M7_L0080,Telling a heart and a soul apart is as difficult as\ntelling telling two stars apart from Earth.,심장과 가슴과 마음의 차이는 지구에서\n보는 별과 별만큼 구분하기 어렵다니까.
M7_L0081,"My soul will have given in to the pain, just\nlike my body, used to the prickly dust.",까끌한 먼지에 익숙해진 몸만큼\n마음도 고통에 젖어들었겠지.
M7_L0082,My numb soul might have lost\nthe will to remove the thorn.,무감각해진 마음은 박힌 가시를\n뺄 의지를 잃었을지도 몰라.
M7_L0083,"Like scrapes on your body that\nleave scars if you overlook them,",몸에 난 생채기를 무시하다\n보면 어느새 상처가 쌓이게 되듯이
M7_L0084,"so too, can the soul be hurt.",마음도 그런 법이라는 거구나.
M7_L0085,(I’m glad Dot gets it.)|(And as for my own scrapes...),(뭉치가 깨달아서 다행이야.)|(어쩌면 나도 내 마음의 생채기를...)
M7_L0086,"Dot, I’m glad you’ve learned\nto take care of each little pain.",뭉치 네가 작은 고통도 세심히\n살펴볼 줄 알게 되어 다행이야.
M7_L0087,I... want to try too. So I don’t\noverlook my own wounds as well.,나도... 노력해 볼래. 너와 함께하는\n동안은 작은 상처도 소홀히 하지 않도록.
M7_L0088,"But removing the dust so deeply embedded\nin you must have hurt, are you alright?","그래도 깊숙이 박힌 먼지를\n뽑아내느라 많이 아팠을 텐데, 괜찮아?"
M7_L0089,"<nickname>, as a wise book once said,\nbirds don’t avoid the toughest of winds.","<nickname>, 책이 알려 주기를,\n새들은 거센 바람도 피하지 않아."
M7_L0090,They know riding the winds\nwill take them higher.,바람을 타고 날면 더 높이\n날 수 있다는 것을 알거든.
M7_L0091,Nothing like a plane that reads the\nwind ahead of time and stops its flight.,미리 바람을 알고 운항을\n멈추는 비행기와는 다르지.
M7_L0092,Pain and fear and trials!,고통과 두려움과 시련!
M7_L0093,"Things only those with a trembling\nheart, or soul, can feel.",심장 또는 마음이 새근거리는\n이들만 느낄 수 있는 것.
M7_L0094,All the moving and tragic things that\ntoday’s human fought not to look back on.,오늘의 인간이 절대 돌아보지 않으려고\n애썼던 그 모든 뭉클하고 비극적인 것들.
M7_L0095,"I trust that once I get used to the dark, I’ll\nsee the light even without closing my eyes.",그 어둠에 익숙해지고 나면 눈을 감지\n않아도 빛을 마주할 수 있을 거라 믿어.
M7_L0096,I’d like to let that human\nknow this too... is it too late?,그 인간에게도 알려 주고\n싶은데... 너무 늦었을까?
M7_L0097,Well...,글쎄...
M7_L0098,I think he might have known already.|I think he’ll know by now.,이미 알고 있었을 거야.|이제는 알게 되었을 거야.
M7_L0099,Maybe he already knew.,어쩌면 그 인간은 이미 알고 있었을지도 몰라.
M7_L0100,And maybe the thought of that misfortune\nstriking him down scared him still.,알면서도 눈덩이처럼 커진 불행이\n자신을 덮치는 게 두려웠을 거야.
M7_L0101,Maybe he knows now.,어쩌면 그 인간도 이제는 알게 되었을지도 몰라.
M7_L0102,And maybe the misfortune that struck\nhim down will build him up again.,마지막에 닥친 불행이 그를 무너뜨리고\n다시 세울 수도 있는 일이지.
M7_L0103,If only one day he’ll be set free\nfrom all he once feared...,언젠가 그가 두려워하던\n것들에서 해방되기를...
M7_L0104,That he hurts and grieves\nto his heart’s content.,나도 그가 부디 충분히\n아파하고 슬퍼하기를 바라.
M7_L0105,Our hopes are one and the same...,우린 같은 것을 바라고 있구나...
M7_L0106,"<nickname>, I think it will be alright for you\nto have a nightmare just this one night.","<nickname>, 오늘 밤 하루 정도는\n네가 악몽을 꿔도 괜찮을 것 같아."
M7_L0107,"And if you discover an unfamiliar sorrow within,\nand shed tears with abandon once you wake—","그 속에서 너의 낯선 슬픔을 발견하고,\n깨어났을 때 마음껏 눈물 흘릴 수 있다면."
M7_L0108,"Tomorrow, let me know\nwhat you dreamed of.",부디 내일 무슨 꿈을 꿨는지 말해 줘.
