Sub,ScriptNumber,LineKey,Color,Actor,AnimState,DotAnim,TextType,KorText,EngText,NextLineKey,DeathNote,AfterScript,Exeption,LocTable,LocKey
1,9,14,1,Dot,Default,,text,잔잔한 어둠이 평화로이 내려앉아.,and a calm darkness\nblankets the scene.,15,,,,Sub_Ch2,S2_L0014
1,9,15,1,Dot,Sub,anim_eyesblink,text,어느 길을 고를 거야?,Which path would you choose?,16,,,,Sub_Ch2,S2_L0015
1,9,16,1,Player,Sub,,selection,꽃이 핀 길.|나무로 우거진 길.,The road with flowers.|The tree-filled road.,17|83,sun|moon,,,Sub_Ch2,S2_L0016
1,9,17,1,Player,Sub,,text,아름답고 안전해 보여.,It seems beautiful and safe.,18,,,,Sub_Ch2,S2_L0017
1,9,18,1,Dot,Sub,anim_eyesup_turn,text,으음. 흥미로워!,Hmm. Interesting!,19,,,,Sub_Ch2,S2_L0018
1,9,19,1,Dot,Sub,anim_eyesblink,text,좋아.,Okay.,20,,,,Sub_Ch2,S2_L0019
1,9,20,1,Dot,Sub,,text,"그렇게 선택한 길을 따라 걷고 있던 너는,","Then, as you are walking\nyour chosen path,",21,,,,Sub_Ch2,S2_L0020
1,9,21,1,Dot,Sub,,text,길가에 물 주머니와 강아지\n한 마리가 있는 걸 봤어.,you see a pouch of water and\na dog on the side of the road.,22,,,,Sub_Ch2,S2_L0021
1,9,22,1,Dot,Sub,,text,그 옆에 있는 종이엔 이렇게 적혀 있지.,A note beside it says:,23,,,,Sub_Ch2,S2_L0022
1,9,23,1,Dot,Sub,,text,“당신에겐 두 손이 있겠지요. 하지만\n다음 행인을 위해 하나만 가져가세요.”,“You may wish to take two\nbut can only take one.”,24,,,,Sub_Ch2,S2_L0023
1,9,24,1,Dot,Sub,,text,오직 하나만 선택할 수 있나 봐.\n어떤 걸 가져갈래?,It seems you can choose only one.\nWhich would you take with you?,25,,,,Sub_Ch2,S2_L0024
1,9,25,1,Player,Sub,,selection,물론 물 주머니지. |당연히 강아지...,"The pouch of water, of course. | The dog.",26|59,moon|sun,,,Sub_Ch2,S2_L0025
1,9,26,1,Player,Sub,,text,갈 길이 멀지도 모르니까.,I may have a long way to go.,27,,,,Sub_Ch2,S2_L0026
1,9,27,1,Dot,Default,anim_move,text,신기하다!,Fascinating!,28,,,,Sub_Ch2,S2_L0027
1,9,28,1,Dot,Sub,anim_eyesblink,text,"자, 같이 결과를 보자.","Now, let’s take a look at the results.",29,,,,Sub_Ch2,S2_L0028
1,9,29,1,Dot,Sub,,text,첫 번째 질문은 너의 가장\n깊은 두려움을 드러내.,The first choice reveals\nyour deepest fear.,30,,,,Sub_Ch2,S2_L0029
1,9,30,1,Dot,Sub,,text,넌 꽃이 핀 길을 골랐지.,You chose the road with flowers.,31,,,,Sub_Ch2,S2_L0030
1,9,31,1,Dot,Sub,,text,그곳은 밝고 안전해.새가 지저귀고\n나비가 네 어깨에 내려앉지.,It’s bright and safe. Birds are chirping\nand butterflies rest on your shoulder.,32,,,,Sub_Ch2,S2_L0031
1,9,32,1,Dot,Sub,,text,다만 나무들이 우거진 길은 어떨까?,But how about the\npath lined with trees?,33,,,,Sub_Ch2,S2_L0032
1,9,33,1,Dot,Sub,,text,처음에는 서늘한 그늘이 만족스러웠겠지.,At first the cool shade\nmay have pleased you.,34,,,,Sub_Ch2,S2_L0033
1,9,34,1,Dot,Sub,,text,하지만 어느새 거대해진\n그림자들이 너를 삼킬지 몰라!,But the looming shadows might\nswallow you before you know it!,35,,,,Sub_Ch2,S2_L0034
1,9,35,1,Dot,Sub,,text,너는 분명 어둠에 대한 두려움이 있을 거야.,"You’re afraid of the\ndarkness, aren’t you?",36,,,,Sub_Ch2,S2_L0035
1,9,36,1,Dot,Sub,,text,"어둡고 비밀스러운 것, 어디에서 무엇이\n튀어나올지 모르는 미지의 공포를 마주하는 것!","Afraid of the unknown, of what might\nleap out at you from who knows where!",37,,,,Sub_Ch2,S2_L0036
1,9,37,1,Dot,Default,anim_move,text,어릴 때 꾸었던 최초의 악몽을 기억해 봐!,Think back to your very first\nnightmare when you were little!,38,,,,Sub_Ch2,S2_L0037
1,9,38,1,Dot,Sub,,text,분명 자정 넘어 산길을 걷다...,"You were on a mountain\nroad past midnight,",39,,,,Sub_Ch2,S2_L0038
1,9,39,1,Dot,Sub,,text,서슬 퍼런 짐승의 어금니에 붙잡혀\n뜯겨 나가던 꿈이었을 거야!,and a vicious beast tore you\nto shreds with its teeth!,40,,,,Sub_Ch2,S2_L0039
1,9,40,1,Dot,Sub,,text,두 번째 질문으로 넘어갈게.,"Then, the second choice.",41,,,,Sub_Ch2,S2_L0040
1,9,41,1,Dot,Sub,,text,불확실한 미래를 앞두고 어떻게\n행동하는지에 대한 질문이었어.,It was about who you are when\nfaced with an unsure future.,42,,,,Sub_Ch2,S2_L0041
1,9,42,1,Dot,Sub,,text,"물 주머니를 골랐다면,","If you chose the pouch of water,",43,,,,Sub_Ch2,S2_L0042
1,9,43,1,Dot,Sub,,text,누구와 가고 있는지보단 어디로 가고\n있는지를 중요시한다는 뜻이야.,it means you value where you\nare going over who you are with.,44,,,,Sub_Ch2,S2_L0043
1,9,44,1,Dot,Default,,text,흥미롭네... 항상 미래를 생각하고 있구나.,Interesting... so you’re\nalways be thinking ahead.,45,,,,Sub_Ch2,S2_L0044
1,9,45,1,Dot,Sub,,text,"그럴 줄 알았어, <nickname>!","I knew it, <nickname>!",46,,,,Sub_Ch2,S2_L0045
1,9,46,1,Dot,Sub,,text,"넌 내가 가진 어떤 질문에도,\n고민에도 답을 내놓았지.","You were always prepared for\nany question, any problem I had.",47,,,,Sub_Ch2,S2_L0046
1,9,47,1,Dot,Sub,,text,역시 의지할 수 있어.,I knew I could count on you.,48,,,,Sub_Ch2,S2_L0047
1,9,48,1,Dot,Sub,,text,"하지만 이런 상황이면 어떨까?\n완전, 그저, 오로지 가정일 뿐이야!","But let’s just say—assume,\nreally, completely theoretically.",49,,,,Sub_Ch2,S2_L0048
1,9,49,1,Dot,Sub,,text,길가에 물 주머니랑 내가\n나란히 있는 걸 봤다면.,You saw a pouch of water and\nme on the side of the road.,50,,,,Sub_Ch2,S2_L0049
1,9,50,1,Dot,Sub,,text,히히.,Hehe.,51,,,,Sub_Ch2,S2_L0050
1,9,51,1,Dot,Sub,,text,어느 쪽을 고를 거야?,Which would you choose?,52,,,,Sub_Ch2,S2_L0051
1,9,52,1,Player,Sub,,selection,물 주머니.|너.,The pouch of water.|You.,53|56,passive/active,,,Sub_Ch2,S2_L0052
1,9,53,1,Dot,Sub,,text,그래.,Well.,54,,,,Sub_Ch2,S2_L0053
1,9,54,1,Dot,Default,anim_eyescorner_turn,text,안녕. 나는 저 구석에서 울고 있을게.,Goodbye. For now.\nI’ll be crying over there.,55,,,,Sub_Ch2,S2_L0054
1,9,55,1,Dot,Sub,anim_eyesblink,text,신경 안 써도 돼.,Just in case you care.,,,anim_mud_day1,,Sub_Ch2,S2_L0055
1,9,56,1,Dot,Sub,anim_eyesblink,text,다행이다.,I’m glad.,57,,,,Sub_Ch2,S2_L0056
1,9,57,1,Dot,Sub,anim_bounce,text,내가 물 주머니보단 의미\n있는 존재라니 기뻐!,It’s nice to know that I mean more\nto you than a pouch of water!,58,,,,Sub_Ch2,S2_L0057
1,9,58,1,Dot,Sub,anim_eyesblink,text,나는 이제 저 구석에서\n잠깐 동안 기뻐하고 있을게.,I’ll be quietly celebrating\nin the corner over there.,,,anim_happy,,Sub_Ch2,S2_L0058
1,9,59,1,Dot,Default,anim_move,text,신기하다!,Fascinating!,60,,,,Sub_Ch2,S2_L0059
1,9,60,1,Dot,Sub,anim_eyesblink,text,"자, 같이 결과를 보자.","Now, let’s look at the results.",61,,,,Sub_Ch2,S2_L0060
1,9,61,1,Dot,Sub,,text,첫 번째 질문은 너의 가장\n깊은 두려움을 드러내.,The first choice reveals\nyour deepest fear.,62,,,,Sub_Ch2,S2_L0061
1,9,62,1,Dot,Sub,,text,넌 꽃이 핀 길을 골랐지.,You chose the road with flowers.,63,,,,Sub_Ch2,S2_L0062
1,9,63,1,Dot,Sub,,text,그곳은 밝고 안전해.새가 지저귀고\n나비가 네 어깨에 내려앉지.,It’s bright and safe. Birds are chirping\nand butterflies rest on your shoulder.,64,,,,Sub_Ch2,S2_L0063
1,9,64,1,Dot,Sub,,text,다만 나무들이 우거진 길은 어떨까?,But how about the\npath lined with trees?,65,,,,Sub_Ch2,S2_L0064
1,9,65,1,Dot,Sub,,text,처음에는 서늘한 그늘이 만족스러웠겠지.,At first the cool shade\nmay have pleased you.,66,,,,Sub_Ch2,S2_L0065
1,9,66,1,Dot,Sub,,text,하지만 어느새 거대해진\n그림자들이 너를 삼킬지 몰라!,But the looming shadows might\nswallow you before you know it!,67,,,,Sub_Ch2,S2_L0066
1,9,67,1,Dot,Sub,,text,너는 분명 어둠에 대한 두려움이 있을 거야.,"You’re afraid of the\ndark, aren’t you?",68,,,,Sub_Ch2,S2_L0067
1,9,68,1,Dot,Sub,,text,"어둡고 비밀스러운 것, 어디에서 무엇이\n튀어나올지 모르는 미지의 공포를 마주하는 것!","Afraid of the unknown, of what might\nleap out at you from who knows where!",69,,,,Sub_Ch2,S2_L0068
1,9,69,1,Dot,Default,anim_move,text,어릴 때 꾸었던 최초의 악몽을 기억해 봐!,Think back to your very first\nnightmare when you were little.,70,,,,Sub_Ch2,S2_L0069
1,9,70,1,Dot,Sub,,text,분명 자정 넘어 산길을 걷다...,"You were on a mountain\nroad past midnight,",71,,,,Sub_Ch2,S2_L0070
1,9,71,1,Dot,Sub,,text,서슬 퍼런 짐승의 어금니에 붙잡혀\n뜯겨 나가던 꿈이었을 거야!,and a vicious beast tore you\nto shreds with its teeth!,72,,,,Sub_Ch2,S2_L0071
1,9,72,1,Dot,Sub,,text,두 번째 질문으로 넘어갈게.,"Then, the second choice.",73,,,,Sub_Ch2,S2_L0072
1,9,73,1,Dot,Sub,,text,불확실한 미래를 앞두고 어떻게\n행동하는지에 대한 질문이었어.,It was about who you are when\nfaced with an unsure future.,74,,,,Sub_Ch2,S2_L0073
1,9,74,1,Dot,Sub,,text,"강아지를 골랐다면,","If you chose the dog,",75,,,,Sub_Ch2,S2_L0074
1,9,75,1,Dot,Sub,,text,어디로 가고 있는지보단 누구와\n함께하는지를 중요시한다는 뜻이야.,it means you value who you are\nwith over where you are going.,76,,,,Sub_Ch2,S2_L0075
1,9,76,1,Dot,Sub,,text,누구와 함께하는지...,Who you are with...,77,,,,Sub_Ch2,S2_L0076
1,9,77,1,Dot,Sub,,text,거기에 나도 해당돼?,Do I count?,78,,,,Sub_Ch2,S2_L0077
1,9,78,1,Player,Sub,anim_eyesblink,selection,물론이지.|글쎄...,Of course.|Well...,79|81,,,,Sub_Ch2,S2_L0078
1,9,79,1,Dot,Sub,anim_bounce,text,정말? 정말? 이 순간을 잊지 않을래!,Really? You mean it?\nI won’t forget this moment!,80,,,,Sub_Ch2,S2_L0079
1,9,80,1,Dot,Sub,anim_eyesblink,text,나는 이제 저 구석에서\n잠깐 동안 기뻐하고 있을게.,I’ll be quietly celebrating\nin the corner over there.,,,anim_happy,,Sub_Ch2,S2_L0080
1,9,81,1,Dot,Default,anim_eyescorner_turn,text,안녕. 나는 저 구석에서 울고 있을게.,Goodbye. For now.\nI’ll be crying over there.,82,,,,Sub_Ch2,S2_L0081
1,9,82,1,Dot,Sub,anim_eyesblink,text,신경 안 써도 돼.,Just in case you care.,,,anim_mud_day1,,Sub_Ch2,S2_L0082
1,9,83,1,Dot,Sub,,text,색다른 모험의 가능성이 보여.,It seems full of potential\nfor a distinct adventure.,84,,,,Sub_Ch2,S2_L0083
1,9,84,1,Dot,Sub,,text,으음. 흥미로워!,"Hm, Interesting!",85,,,,Sub_Ch2,S2_L0084
1,9,85,1,Dot,Sub,,text,좋아.,Okay.,86,,,,Sub_Ch2,S2_L0085
1,9,86,1,Dot,Sub,,text,"그렇게 선택한 길을 따라 걷고 있던 너는,","Then, as you are walking\nyour chosen path,",87,,,,Sub_Ch2,S2_L0086
1,9,87,1,Dot,Sub,,text,길가에 물 주머니와 강아지\n한 마리가 있는 걸 봤어.,you see a pouch of water and\na dog on the side of the road.,88,,,,Sub_Ch2,S2_L0087
1,9,88,1,Dot,Sub,,text,그 옆에 있는 종이엔 이렇게 적혀있지.,A note beside it says:,89,,,,Sub_Ch2,S2_L0088
1,9,89,1,Dot,Sub,,text,“당신에겐 두 손이 있겠지요. 하지만\n다음 행인을 위해 하나만 가져가세요.”,"“You may wish to take two,\nbut can only take one.”",90,,,,Sub_Ch2,S2_L0089
1,9,90,1,Dot,Sub,,text,오직 하나만 선택할 수 있나 봐.\n어떤 걸 가져갈래?,It seems you can choose only one.\nWhich would you take with you?,91,,,,Sub_Ch2,S2_L0090
1,9,91,1,Player,Sub,,selection,물론 물 주머니지.| 강아지.,"The pouch of water, of course.|The dog.",92|124,moon|sun,,,Sub_Ch2,S2_L0091
1,9,92,1,Player,Sub,,text,갈 길이 멀지도 모르니까.,I may have a long way to go.,93,,,,Sub_Ch2,S2_L0092
1,9,93,1,Dot,Default,anim_move,text,신기하다!,Fascinating!,94,,,,Sub_Ch2,S2_L0093
1,9,94,1,Dot,Sub,anim_eyesblink,text,"자, 같이 결과를 보자.","Now, let’s take a look at the results.",95,,,,Sub_Ch2,S2_L0094
1,9,95,1,Dot,Sub,,text,첫 번째 질문은 너의 가장\n깊은 두려움을 드러내.,The first choice reveals\nyour deepest fear.,96,,,,Sub_Ch2,S2_L0095
1,9,96,1,Dot,Sub,,text,넌 나무가 자란 길을 골랐지.,You chose the tree-filled path.,97,,,,Sub_Ch2,S2_L0096
1,9,97,1,Dot,Sub,,text,"그곳은 조용하고 시원해. 나무들이 자애로운\n그림자를 드리우고, 싱그러운 샘물이 흐르지.","It’s quiet and cool. Trees with kind\nshadows, and a fresh stream of water.",98,,,,Sub_Ch2,S2_L0097
1,9,98,1,Dot,Sub,,text,다만 꽃길은 어떨까?,But what about the path\nlined with flowers?,99,,,,Sub_Ch2,S2_L0098
1,9,99,1,Dot,Sub,,text,따가운 뙤약볕을 가로질러야 하지.,You’ll have to walk under\nthe scorching sun.,100,,,,Sub_Ch2,S2_L0099
1,9,100,1,Dot,Sub,,text,"처음엔 따뜻하다 느껴지겠지만, 나중엔\n타들어가는 햇볕이 널 갈증 나게 만들 거야!","At first it will be warm, but as time goes\nby, the thirst will be overwhelming!",101,,,,Sub_Ch2,S2_L0100
1,9,101,1,Dot,Sub,,text,너는 분명 열기에 대한\n두려움이 있을 거야.,"You must be afraid of the heat, right?",102,,,,Sub_Ch2,S2_L0101
1,9,102,1,Dot,Default,anim_move,text,어릴 때 꾸었던 최초의 악몽을 기억해 봐!,Think back to your very first\nnightmare when you were little.,103,,,,Sub_Ch2,S2_L0102
1,9,103,1,Dot,Sub,,text,"분명 강렬한 태양을 온몸으로 맞으며,","The sun beat down on you,",104,,,,Sub_Ch2,S2_L0103
1,9,104,1,Dot,Sub,,text,바짝 마른 시체처럼 물을 찾아\n떠돌고 있었을 거야!,"and you were dead on your\nfeet, desperate for water!",105,,,,Sub_Ch2,S2_L0104
1,9,105,1,Dot,Sub,,text,두 번째 질문으로 넘어갈게.,"Then, the second choice.",106,,,,Sub_Ch2,S2_L0105
1,9,106,1,Dot,Sub,,text,불확실한 미래를 앞두고 어떻게\n행동하는지에 대한 질문이었어.,It was about who you are when\nfaced with an unsure future.,107,,,,Sub_Ch2,S2_L0106
1,9,107,1,Dot,Sub,,text,"물 주머니를 골랐다면,","If you chose the pouch of water,",108,,,,Sub_Ch2,S2_L0107
1,9,108,1,Dot,Sub,,text,누구와 가고 있는지보단 어디로 가고\n있는지를 중요시한다는 뜻이야.,it means you value where you\nare going over who you are with.,109,,,,Sub_Ch2,S2_L0108
1,9,109,1,Dot,Sub,,text,흥미롭네... 항상 미래를 생각하고 있구나.,Interesting... you must\nalways be thinking ahead.,110,,,,Sub_Ch2,S2_L0109
1,9,110,1,Dot,Sub,,text,"그럴 줄 알았어, <nickname>!","I knew it, <nickname>!",111,,,,Sub_Ch2,S2_L0110
1,9,111,1,Dot,Sub,,text,"넌 내가 가진 어떤 질문에도,\n고민에도 답을 내놓았지.","You were always prepared for\nany question, any problem I had.",112,,,,Sub_Ch2,S2_L0111
1,9,112,1,Dot,Sub,,text,역시 의지할 수 있어.,I knew I could always count on you.,113,,,,Sub_Ch2,S2_L0112
1,9,113,1,Dot,Sub,,text,"하지만 이런 상황이면 어떨까?\n완전, 그저, 오로지 가정일 뿐이야!","But let’s just say—assume,\nreally, completely theoretically.",114,,,,Sub_Ch2,S2_L0113
1,9,114,1,Dot,Sub,,text,길가에 물 주머니랑 내가\n나란히 있는 걸 봤다면.,You saw a pouch of water and\nme on the side of the road.,115,,,,Sub_Ch2,S2_L0114
1,9,115,1,Dot,Sub,,text,히히.,Hehe.,116,,,,Sub_Ch2,S2_L0115
1,9,116,1,Dot,Sub,,text,어느 쪽을 고를 거야?,Which would you choose?,117,,,,Sub_Ch2,S2_L0116
1,9,117,1,Player,Sub,,selection,물 주머니.|너.,The pouch of water.|You.,118|121,passive|active,,,Sub_Ch2,S2_L0117
1,9,118,1,Dot,Sub,,text,그래.,Well.,119,,,,Sub_Ch2,S2_L0118
1,9,119,1,Dot,Default,anim_eyescorner_turn,text,안녕. 나는 저 구석에서 울고 있을게.,Goodbye. For now.\nI’ll be crying over there.,120,,,,Sub_Ch2,S2_L0119
1,9,120,1,Dot,Sub,anim_eyesblink,text,신경 안 써도 돼.,Just in case you care.,,,anim_mud_day1,,Sub_Ch2,S2_L0120
1,9,121,1,Dot,Sub,anim_eyesblink,text,다행이다.,I’m glad.,122,,,,Sub_Ch2,S2_L0121
1,9,122,1,Dot,Sub,anim_bounce,text,내가 물 주머니보단 의미\n있는 존재라니 기뻐!,It’s nice to know that I mean more\nto you than a pouch of water!,123,,anim_happy,,Sub_Ch2,S2_L0122
1,9,123,1,Dot,Sub,anim_eyesblink,text,나는 이제 저 구석에서\n잠깐 동안 기뻐하고 있을게.,I’ll be quietly celebrating\nin the corner over there.,,,,,Sub_Ch2,S2_L0123
1,9,124,1,Dot,Sub,anim_eyesblink,text,신기하다!,Fascinating!,125,,,,Sub_Ch2,S2_L0124
1,9,125,1,Dot,Sub,,text,"자, 같이 결과를 보자.","Now, let’s take a look at the results.",126,,,,Sub_Ch2,S2_L0125
1,9,126,1,Dot,Sub,,text,첫 번째 질문은 너의 가장\n깊은 두려움을 드러내.,The first choice reveals\nyour deepest fear.,127,,,,Sub_Ch2,S2_L0126
1,9,127,1,Dot,Sub,,text,넌 나무가 자란 길을 골랐지.,You chose the tree-filled path.,128,,,,Sub_Ch2,S2_L0127
1,9,128,1,Dot,Sub,,text,"그곳은 조용하고 시원해. 나무들이 자애로운\n그림자를 드리우고, 싱그러운 샘물이 흐르지.","It’s quiet and cool. Trees with kind\nshadows, and a fresh stream of water.",129,,,,Sub_Ch2,S2_L0128
1,9,129,1,Dot,Sub,,text,다만 꽃길은 어떨까?,But what about the path\nlined with flowers?,130,,,,Sub_Ch2,S2_L0129
1,9,130,1,Dot,Sub,,text,따가운 뙤약볕을 가로질러야 하지.,You’ll have to walk under\nthe scorching sun.,131,,,,Sub_Ch2,S2_L0130
1,9,131,1,Dot,Sub,,text,"처음엔 따뜻하다 느껴지겠지만, 나중엔\n타들어가는 햇볕이 널 갈증 나게 만들 거야!","At first it will be warm, but as time goes\nby, the thirst will be overwhelming!",132,,,,Sub_Ch2,S2_L0131
1,9,132,1,Dot,Sub,,text,너는 분명 열기에 대한\n두려움이 있을 거야.,"You’re afraid of the heat, aren’t you?",133,,,,Sub_Ch2,S2_L0132
1,9,133,1,Dot,Default,anim_move,text,어릴 때 꾸었던 최초의 악몽을 기억해 봐!,Think back to your very first\nnightmare when you were little.,134,,,,Sub_Ch2,S2_L0133
1,9,134,1,Dot,Sub,anim_eyesblink,text,"분명 강렬한 태양을 온몸으로 맞으며,","The sun beat down on you,",135,,,,Sub_Ch2,S2_L0134
1,9,135,1,Dot,Sub,,text,바짝 마른 시체처럼 물을 찾아\n떠돌고 있었을 거야!,"and you were dead on your\nfeet, desperate for water!",136,,,,Sub_Ch2,S2_L0135
1,9,136,1,Dot,Sub,,text,두 번째 질문으로 넘어갈게.,"Then, the second choice.",137,,,,Sub_Ch2,S2_L0136
1,9,137,1,Dot,Sub,,text,불확실한 미래를 앞두고 어떻게\n행동하는지에 대한 질문이었어.,It was about who you are when\nfaced with an unsure future.,138,,,,Sub_Ch2,S2_L0137
1,9,138,1,Dot,Sub,,text,"강아지를 골랐다면,","If you chose the dog,",139,,,,Sub_Ch2,S2_L0138
1,9,139,1,Dot,Sub,,text,어디로 가고 있는지보단 누구와\n함께하는지를 중요시한다는 뜻이야.,it means you value who you are\nwith over where you are going.,140,,,,Sub_Ch2,S2_L0139
1,9,140,1,Dot,Sub,,text,함께 하는 사람...,Who you are with...,141,,,,Sub_Ch2,S2_L0140
1,9,141,1,Dot,Sub,,text,거기에 나도 해당돼?,Do I count?,142,,,,Sub_Ch2,S2_L0141
1,9,142,1,Player,Sub,,selection,물론이지.|글쎄...,Of course.|Well...,143|145,,,,Sub_Ch2,S2_L0142
1,9,143,1,Dot,Sub,anim_bounce,text,정말? 정말? 이 순간을 잊지 않을래!,Really? You mean it?\nI won’t forget this moment!,144,,,,Sub_Ch2,S2_L0143
1,9,144,1,Dot,Sub,anim_eyesblink,text,나는 이제 저 구석에서\n잠깐 동안 기뻐하고 있을게.,I’ll be quietly celebrating\nin the corner over there.,,,anim_happy,,Sub_Ch2,S2_L0144
1,9,145,1,Dot,Default,anim_eyescorner_turn,text,안녕. 나는 저 구석에서 울고 있을게.,Goodbye. For now.\nI’ll be crying over there.,146,,,,Sub_Ch2,S2_L0145
1,9,146,1,Dot,Sub,anim_eyesblink,text,신경 안 써도 돼.,Just in case you care.,,,anim_mud_day1,,Sub_Ch2,S2_L0146
2,10,147,1,Dot,Sub,anim_sub_roundthings2,text,음.. 좋아... 이건 여기에...,Alright... now this one goes here...,148,,,,Sub_Ch2,S2_L0147
2,10,148,1,Dot,Sub,,text,...,...,149,,,,Sub_Ch2,S2_L0148
2,10,149,1,Dot,Sub,,text,"있잖아, 네게 보여 줄 게 있어.","Look, I want to show you something.",150,,,,Sub_Ch2,S2_L0149
2,10,150,1,Player,Sub,,text,뭔데?,What is it?,151,,,,Sub_Ch2,S2_L0150
2,10,151,1,Dot,Sub,anim_sub_roundthings3,text,짠.,Ta-da.,152,,,,Sub_Ch2,S2_L0151
2,10,152,1,Dot,Sub,,text,나의 수집품이야.,It’s my collection.,153,,,,Sub_Ch2,S2_L0152
2,10,153,1,Dot,Sub,anim_sub_roundthings1,text,인간들은 ‘수집’이란\n걸 한다고 들었어.,I heard some humans ‘collect’ things.,154,,,,Sub_Ch2,S2_L0153
2,10,154,1,Dot,Sub,,text,특별한 쓸모가 없더라도 본인의 기쁨을\n위해 물건을 모으고 바라보고 만진다며.,"Not for practical reasons, but simply\nbecause it makes them happy.",155,,,,Sub_Ch2,S2_L0154
2,10,155,1,Dot,Sub,,text,나도 그러한 기쁨이\n궁금해서 수집을 시작했어.,I’ve started collecting to get\na taste of that happiness.,156,,,,Sub_Ch2,S2_L0155
2,10,156,1,Dot,Sub,,text,내 수집 품목은 작고 동그란\n물건이야. 나랑 닮은!,Right now I’m collecting small\nand round objects. Just like me!,157,,,,Sub_Ch2,S2_L0156
2,10,157,1,Dot,Sub,,text,지금까지 총 3개나 모았어.,So far I’ve found three.,158,,,,Sub_Ch2,S2_L0157
2,10,158,1,Dot,Sub,,text,...,...,159,,,,Sub_Ch2,S2_L0158
2,10,159,1,Dot,Sub,,text,네가 어떻게 생각하는지 궁금해.,So. Thoughts?,160,,,,Sub_Ch2,S2_L0159
2,10,160,1,Player,Sub,,selection,수집은 고상한 취미지... 멋진 걸.|우와! 대단한 걸? 더 설명해 줘!,"Collecting is a refined hobby... very nice.|Whoa, that’s cool. Tell me more!",161|161,passive|active,,,Sub_Ch2,S2_L0160
2,10,161,1,Dot,Sub,anim_sub_roundthings2,text,"잘 봐봐, 블루베리, 동전, 구슬이야.","Look. Here’s a blueberry,\na coin, and a marble.",162,,,,Sub_Ch2,S2_L0161
2,10,162,1,Dot,Sub,,text,동전은 다른 아이들에 비해 조금\n납작하지만 끼고 싶어해서 넣어줬어.,The coin is flatter than the others\nbut it didn’t want to be left out.,163,,,,Sub_Ch2,S2_L0162
2,10,163,1,Dot,Sub,,text,"그리고 꼭 추가하고\n싶은 게 하나 있는데,","And something I’d really like\nto add to my collection,",164,,,,Sub_Ch2,S2_L0163
2,10,164,1,Dot,Sub,anim_sub_roundthings3,text,바로 너의 눈알이야.,is your eyeball.,165,,,,Sub_Ch2,S2_L0164
2,10,165,1,Player,Sub,,selection,(심장이 순간 쪼그라들었지만 침착하게 설득해 본다.)|(기겁하며 황급히 두 손으로 눈을 가린다.),"(You swallow a scream and reason with Dot.)|(Quick, slap a hand over your eyes!)",166|167,active|passive,,,Sub_Ch2,S2_L0165
2,10,166,1,Player,Sub,,text,"(오, 세상에!) 하지만 뭉치, 눈알이\n없으면 난 세상을 볼 수 없는걸.","(Yikes!) But Dot, without my eye\nI wouldn’t be able to see the world.",168,,,,Sub_Ch2,S2_L0166
2,10,167,1,Player,Sub,,text,"세상에! 뭉치야, 대체 왜\n그런 걸 원하는 거야?","Whoa! Dot, why on earth would\nyou want something ike that?",168,,,,Sub_Ch2,S2_L0167
