Sub,ScriptNumber,LineKey,Color,Actor,AnimState,DotAnim,TextType,EngText,KorText,NextLineKey,DeathNote,AfterScript,Exeption,LocTable,LocKey
3,29,95,0,Dot,Sub,anim_eyesblink,text,"It was like being inside a mortar\nmade of steel, in a jam factory.",어느 잼 공장의 철로 된\n절구통 속이었던 것 같아.,96,,,,Sub_Ch5,S5_L0095
3,29,96,0,Dot,Sub,,text,"A raspberry, halfway crushed,",몸이 반만 뭉그러진 산딸기 하나가,97,,,,Sub_Ch5,S5_L0096
3,29,97,0,Dot,Sub,,text,"with bloodshot eyes gazed\nat the red, rancid stream","핏발 선 눈을 하고, 내장에서\n솟구치는 시뻘겋고 비릿한 물줄기를",98,,,,Sub_Ch5,S5_L0097
3,29,98,0,Dot,Sub,,text,spurting from its intestines.,그저 바라만 보았어.,99,,,,Sub_Ch5,S5_L0098
3,29,99,0,Dot,Sub,,text,"A violent, yet silent red.","격렬하지만 고요한 붉음이었어,",100,,,,Sub_Ch5,S5_L0099
3,29,100,0,Dot,Sub,,text,"The pestle went thump, thump, thump, thump,\nand the raspberry said—",절구는 일정하게 쿵 쿵 쿵 쿵 쿵\n내려찍혔고 산딸기는,101,,,,Sub_Ch5,S5_L0100
3,29,101,0,Dot,Default,anim_wide,text,I never asked to be born so sweet.,달콤하게 태어나고 싶지\n않았는데 말이에요.,102,,,,Sub_Ch5,S5_L0101
3,29,102,0,Dot,Default,,text,One day I’ll be reborn as a bitter giant. \nMama. Mama. It hurts.,다음에는 아주 씁쓸한 맛이 나는 거인으로\n태어나야지. 엄마. 엄마. 아파요.,103,,,,Sub_Ch5,S5_L0102
3,29,103,0,Dot,Default,,text,Mama. I’m scared.,엄마. 무서워요.,104,,,,Sub_Ch5,S5_L0103
3,29,104,0,Dot,Default,anim_eyesblink,text,— and was thrown into the pot as jam.,하며 잼이 되어 냄비에 던져졌어.,105,,,,Sub_Ch5,S5_L0104
3,29,105,0,Dot,Default,anim_eyesdown_turn,text,Oh.,아.,106,,,,Sub_Ch5,S5_L0105
3,29,106,0,Dot,Default,anim_eyesdown,text,"That day on the moon, staring into space\nand awaiting my death sentence,","사실 달에서의 그날, 우주를\n바라보며 사형 집행을 기다리던 그날",107,,,,Sub_Ch5,S5_L0106
3,29,107,0,Dot,Default,,text,I was that raspberry.,그날은 나도 산딸기였지.,108,,,,Sub_Ch5,S5_L0107
3,29,108,0,Dot,Default,,text,A raspberry being crushed and crushed.,으깨지는 으깨지는 산딸기였어.,109,,,,Sub_Ch5,S5_L0108
3,29,109,0,Dot,Default,,text,......,......,110,,,,Sub_Ch5,S5_L0109
3,29,110,0,Dot,Default,anim_eyesblink,text,"I know its fear. Its sorrow, its confusion, the feel\nof the darkness that crawled in the thick void.","그의 공포를 알아. 그의 설움을, 혼란을, 짙은 \n허공 속 우글거리던 암흑의 감각을 알아.",111,,,,Sub_Ch5,S5_L0110
3,29,111,0,Dot,Default,,text,"I never asked to be born in that\npitch black pit of all places, either.",나도 그 시커먼 구덩이 속에서만큼은\n태어나고 싶지 않았는데 말이에요.,112,,,,Sub_Ch5,S5_L0111
3,29,112,0,Dot,Default,anim_omg,text,"I wanted to be round and pretty,\nlike a color, like a dream.","동그랗고 예쁘게, 색처럼, 꿈처럼.",113,,,,Sub_Ch5,S5_L0112
3,29,113,0,Dot,Default,anim_eyesblink,text,I really really did.,정말이지 그렇게 태어나고\n싶었는데 말이에요.,114,,,,Sub_Ch5,S5_L0113
3,29,114,0,Dot,Sub,,text,"With no one to hold onto, all I could do\nwas gaze into space.",붙잡을 사람 하나 없이\n우주를 바라만 바라만 보았어.,115,,,,Sub_Ch5,S5_L0114
3,29,115,0,Dot,Sub,,text,"And like the raspberry staring at the\nrancid red stream with bloodshot eyes,","핏발 선 눈으로, 내장에서 솟구치는 시뻘겋고\n 비릿한 물줄기를 바라보던 산딸기처럼",116,,,,Sub_Ch5,S5_L0115
3,29,116,0,Dot,Sub,,text,I tried to stomach every single\nthing I felt in a single swallow.,모든 모든 모든 마음을\n한입에 삼켜 보려 노력하면서.,,,,,Sub_Ch5,S5_L0116
4,30,117,1,Dot,Default,anim_mold2,text,Hello.,안녕.,118,,,,Sub_Ch5,S5_L0117
4,30,118,1,Dot,Default,,text,"Nice to see you again, mold.","반가워, 곰팡이야.",119,,,,Sub_Ch5,S5_L0118
4,30,119,1,Dot,Default,,text,"Did you know,","있지,",120,,,,Sub_Ch5,S5_L0119
4,30,120,1,Dot,Default,,text,I come from the Moon?,나는 달에서 왔다?,121,,,,Sub_Ch5,S5_L0120
4,30,121,1,Dot,Default,,text,"The dark side of the Moon,\nin fact, that can’t be seen from Earth.","지구에선 보이지 않는,\n달의 어두운 뒤편에서 왔어.",122,,,,Sub_Ch5,S5_L0121
4,30,122,1,Dot,Default,,text,...,...,123,,,,Sub_Ch5,S5_L0122
4,30,123,1,Dot,Default,,text,"I’m glad to be here, to have\nmet <nickname> and you.","난 이곳에 온 게 참 좋아. 나의 모퉁이를\n찾았고, 나의 인간 친구를 만났지.",124,,,,Sub_Ch5,S5_L0123
4,30,124,1,Dot,Default,,text,"It feels like a dream I don’t want to wake\nfrom, or sweet ripples embracing me.","벗어나고 싶지 않은 꿈결 같고,\n다정히 안겨드는 물결 같아.",125,,,,Sub_Ch5,S5_L0124
4,30,125,1,Dot,Default,,text,"But sometimes, in the middle of\nthe night... the Moon visits my mind.","그런데 아주 가끔, 이따금의 한밤중에...\n달이 내 마음에 찾아올 때가 있어.",126,,,,Sub_Ch5,S5_L0125
4,30,126,1,Dot,Default,,text,...,...,127,,,,Sub_Ch5,S5_L0126
4,30,127,1,Dot,Default,,text,"The dark side of the Moon,\nthat can’t be seen from Earth.","지구에선 보이지 않는,\n달의 어두운 뒤편이.",128,,,,Sub_Ch5,S5_L0127
4,30,128,1,Dot,Default,,text,I look to my very own Moon then.,그럴 때면 난 나만의 달을 바라봐.,129,,,,Sub_Ch5,S5_L0128
4,30,129,1,Dot,Default,anim_sub_light,text,That round lamp over there.,저기 동그란 전등 말이야.,130,,,,Sub_Ch5,S5_L0129
4,30,130,1,Dot,Default,,text,...,...,131,,,,Sub_Ch5,S5_L0130
4,30,131,1,Dot,Default,,text,It’s not as gray or cratered\nas where I came from.,내 시초지만큼 색이 어둡거나\n구덩이가 많진 않아.,132,,,,Sub_Ch5,S5_L0131
4,30,132,1,Dot,Default,,text,"In fact, it’s nothing like it.",사실 조금도 닮지 않았어.,133,,,,Sub_Ch5,S5_L0132
4,30,133,1,Dot,Default,,text,This lamp is more like how\nthe Moon looks from Earth:,이 조명은... 지구에서 보이는\n달과 더 닮았을 거야.,134,,,,Sub_Ch5,S5_L0133
4,30,134,1,Dot,Default,,text,Bright and glowing.,밝고 빛나지.,135,,,,Sub_Ch5,S5_L0134
4,30,135,1,Dot,Default,,text,But that’s okay. I still find it lovable.,하지만 그런 대로 괜찮아.\n그래도 사랑스러워.,136,,,,Sub_Ch5,S5_L0135
4,30,136,1,Dot,Default,,text,...,...,137,,,,Sub_Ch5,S5_L0136
4,30,137,1,Dot,Default,,text,"You see, it still reminds me\nof the Moon that I know.","조금도 닮지 않았지만, 그 자체만으로\n내가 아는 나의 달을 떠올리게 하니까.",138,,,,Sub_Ch5,S5_L0137
4,30,138,1,Dot,Default,,text,"Everyone else here\nsees the shining front,","지구에 있는 모두가 빛나는\n앞면을 바라보지만,",139,,,,Sub_Ch5,S5_L0138
4,30,139,1,Dot,Default,,text,but only I know the\nother side of the Moon.,"오직 나만이 달의 뒤편,\n그 어두운 이면을 아니까.",140,,,,Sub_Ch5,S5_L0139
4,30,140,1,Dot,Default,,text,"Filled with dust and filth,\nthe pitiful and soiled,","먼지와 오물, 안쓰럽거나\n불결한 것들로 가득한...",141,,,,Sub_Ch5,S5_L0140
4,30,141,1,Dot,Default,,text,but the Moon nonetheless.,그럼에도 여전히 달인.,142,,,,Sub_Ch5,S5_L0141
4,30,142,1,Dot,Default,,text,That’s the Moon that\nI know and remember.,그게 바로 내가 알고 기억하는 달이야.,143,,,,Sub_Ch5,S5_L0142
4,30,143,1,Dot,Default,,text,My Moon. And...,나의 달. 그리고...,144,,,,Sub_Ch5,S5_L0143
4,30,144,1,Dot,Default,,text,Their Moon. Those with their\nwarmth and wounds.,"나를 처음으로 알아주었던, 상처 깊고\n따뜻한 이들... 내 첫 친구들의 달.",145,,,,Sub_Ch5,S5_L0144
4,30,145,1,Dot,Default,,text,...,...,146,,,,Sub_Ch5,S5_L0145
4,30,146,1,Dot,Default,,text,So I want to share this lamp with you.,그래서 너와 이 전등을 나누고 싶어.,147,,,,Sub_Ch5,S5_L0146
4,30,147,1,Dot,Default,anim_mold,text,...,...,148,,,,Sub_Ch5,S5_L0147
4,30,148,1,Dot,Default,,text,"From now, it can be\nour little Moon.",이제부턴 우리의 달인 거야.,,,anim_mold2,,Sub_Ch5,S5_L0148
