Sub,ScriptNumber,LineKey,Color,Actor,AnimState,DotAnim,TextType,KorText,EngText,NextLineKey,DeathNote,AfterScript,Exeption,LocTable,LocKey
1,51,20,0,Dot,Sub,anim_sub_deadbug2,text,왜 나에게 죽음을 은유해?,Why would you\nmetaphorize death to me?,21,,,,Sub_Ch9,S9_L0020
1,51,21,0,Player,Sub,anim_sub_deadbug2,text,...,...,22,,,,Sub_Ch9,S9_L0021
1,51,22,0,Dot,Sub,anim_sub_deadbug1,text,날파리가 죽은 것 같아?,Do you think the fruit fly is dead?,23,,,,Sub_Ch9,S9_L0022
1,51,23,0,Dot,Sub,anim_sub_deadbug1,text,... 에이이.,... Naaah.,24,,,,Sub_Ch9,S9_L0023
1,51,24,0,Dot,Sub,anim_sub_deadbug1,text,"<nickname>, 정말 짖궂다.","<nickname>, you’re teasing me.",25,,,,Sub_Ch9,S9_L0024
1,51,25,0,Dot,Sub,anim_sub_deadbug1,text,얘가 듣고 있잖아? 상처받으면 어떡해.,"He can hear you, you know?\nHe might get offended.",26,,,,Sub_Ch9,S9_L0025
1,51,26,0,Dot,Sub,anim_sub_deadbug1,text,작은 몸이지만 세상의 한\n공간을 분명하게 차지한 채,He may be small but has a firm\nplace in the corner of this universe,27,,,,Sub_Ch9,S9_L0026
1,51,27,0,Dot,Sub,anim_sub_deadbug1,text,이다지도 활력 있게 흔들리고\n있는데. 분명한 궤적을 그으며.,"and sways with such spirit,\nleaving a vivid trace in his path.",28,,,,Sub_Ch9,S9_L0027
1,51,28,0,Dot,Sub,anim_sub_deadbug1,text,어떻게 그런 농담을 할 수 있어?,How can you joke about\nsomething like that?,29,,,,Sub_Ch9,S9_L0028
1,51,29,0,Dot,Sub,anim_sub_deadbug1,text,<nickname>. 무슨 말이라도 해 줘.,<nickname>. Say something.,30,,,,Sub_Ch9,S9_L0029
1,51,30,0,Player,Sub,anim_sub_deadbug1,selection,"(그 어떤 말도 할 수가 없어... 차마.)|농담이 아니야, 뭉치야...","(I don’t know what to say...)|But I’m really not joking, Dot...",32|31,passive|active,,,Sub_Ch9,S9_L0030
1,51,31,0,Player,Sub,anim_sub_deadbug1,text,날파리가 흔들리는 건... 단지 그를 묶은\n거미줄이 바람에 흔들리고 있어서 그럴 뿐이야.,The fruit fly is swaying... because the spider\nweb tied to him is swaying in the wind.,32,,,,Sub_Ch9,S9_L0031
1,51,32,0,Dot,Sub,anim_sub_deadbug2,text,정말 죽었다는 말을 하고 싶은 거야?,You mean he’s truly dead?,33,,,,Sub_Ch9,S9_L0032
1,51,33,0,Dot,Sub,anim_sub_deadbug2,text,"지금 너는, <nickname>, 도처에 깔린 죽음이\n검은 뱀처럼 나를 휘감고 있으며","You don’t mean to say, <nickname>, that death\nis coiled around me like a black snake,",34,,,,Sub_Ch9,S9_L0033
1,51,34,0,Dot,Sub,anim_sub_deadbug2,text,"그날 파티에서 추락해 버렸던 그 인간부터,\n내 친구 곰팡이, 그리고 기어코 이 날벌레까지","and like with the girl that fell at the party,\nthe mold, and this bug of all beings,",35,,,,Sub_Ch9,S9_L0034
1,51,35,0,Dot,Sub,anim_sub_deadbug2,text,모든 죽음들이 복선처럼 내 몸뚱아리를\n옥죄어 오고 있다는 말을 하고 싶은 건,it’s closing in on all quarters and\nclutching me tight like a prophecy.,36,,,,Sub_Ch9,S9_L0035
1,51,36,0,Dot,Sub,anim_sub_deadbug2,text,정말이지 결코 아닐 거잖아?,Surely you don’t mean that?,37,,,,Sub_Ch9,S9_L0036
1,51,37,0,Dot,Sub,anim_sub_deadbug2,text,응? <nickname>?,Right? <nickname>?,38,,,,Sub_Ch9,S9_L0037
1,51,38,0,Player,Sub,anim_sub_deadbug2,text,(뭉치는 지금 아까부터 이어지는\n강한 충격을 감당하고 있어.),(Dot has gone through\na lot of shock just now.),39,,,,Sub_Ch9,S9_L0038
1,51,39,0,Player,Sub,anim_sub_deadbug2,text,(그러니......),(So......),40,,,,Sub_Ch9,S9_L0039
1,51,40,0,Player,Sub,anim_sub_deadbug2,text,(말없이 뭉치를 쓰다듬는다.\n다른 위로가 떠오르지 않아.),(Pat Dot silently. It's hard\nto think of what to say.),41,,,,Sub_Ch9,S9_L0040
1,51,41,0,Dot,Sub,anim_sub_deadbug2,text,"<nickname>, 왜 불안하게 날 이렇게\n다정한 손으로 쓰다듬어 주는 거야?","<nickname>, why must you worry\nme with your warm touch?",42,,,,Sub_Ch9,S9_L0041
1,51,42,0,Dot,Sub,anim_sub_deadbug2,text,이건 위로 같은 손길이잖아.\n나를 왜 위로해?,You’re comforting me. Why\nare you comforting me?,43,,,,Sub_Ch9,S9_L0042
1,51,43,0,Dot,Sub,anim_sub_deadbug2,text,왜?,Why?,44,,,,Sub_Ch9,S9_L0043
1,51,44,0,Dot,Sub,anim_sub_deadbug2,text,거짓말.,You’re lying.,45,,,,Sub_Ch9,S9_L0044
1,51,45,0,Dot,Sub,anim_sub_deadbug2,text,...,...,46,,,,Sub_Ch9,S9_L0045
1,51,46,0,Dot,Sub,anim_sub_deadbug2,text,...,...,47,,,,Sub_Ch9,S9_L0046
1,51,47,0,Dot,Sub,anim_sub_deadbug2,text,...,...,48,,,,Sub_Ch9,S9_L0047
1,51,48,0,Dot,Sub,anim_sub_deadbug2,text,아.,Oh.,49,,,,Sub_Ch9,S9_L0048
1,51,49,0,Dot,Sub,anim_sub_deadbug2,text,그럴 리가 없지.,But you’re not.,50,,,,Sub_Ch9,S9_L0049
1,51,50,0,Dot,Sub,anim_sub_deadbug2,text,거짓말일 리가 없잖아?,You would never lie.,51,,,,Sub_Ch9,S9_L0050
1,51,51,0,Dot,Sub,anim_sub_deadbug1,text,너는 늘 나에겐 잔인할\n만큼 진실된 인간이니까.,You’ve always been\nbrutally honest with me.,52,,,,Sub_Ch9,S9_L0051
1,51,52,0,Dot,Sub,anim_sub_deadbug1,text,모든 연약한 생명은 단지\n허무하게 죽어 버릴 뿐이고.,So all feeble life dies in vain.,53,,,,Sub_Ch9,S9_L0052
1,51,53,0,Dot,Sub,anim_sub_deadbug1,text,아침이 오면 영영 차갑게\n식어 흩어지는 꿈처럼?,"Like a dream that loses its warmth for\ngood, and scatters once morning comes?",54,,,,Sub_Ch9,S9_L0053
1,51,54,0,Dot,Sub,anim_sub_deadbug1,text,아름답지만 허무한. 그렇기에 추한.,Beautiful but futile.\nAnd thus ugly.,55,,,,Sub_Ch9,S9_L0054
1,51,55,0,Dot,Sub,anim_sub_deadbug1,text,그러니.,So.,56,,,,Sub_Ch9,S9_L0055
1,51,56,0,Dot,Sub,anim_sub_deadbug1,text,그러니 얘는 죽은 게 맞아.,So he is dead.,57,,,,Sub_Ch9,S9_L0056
1,51,57,0,Dot,Sub,anim_sub_deadbug1,text,...,...,58,,,,Sub_Ch9,S9_L0057
1,51,58,0,Player,Sub,anim_sub_deadbug1,text,"미안해, 뭉치. 받아들이기 쉽지 않을 거야.","I’m sorry, Dot. I know it isn’t easy.",59,,,,Sub_Ch9,S9_L0058
1,51,59,0,Player,Sub,anim_sub_deadbug1,text,그 누구도 이별에 준비된 자는 없으니까...,No one is ready to say goodbye.,60,,,,Sub_Ch9,S9_L0059
1,51,60,0,Dot,Sub,anim_sub_deadbug2,text,"괜찮아, <nickname>. 나의 인간 친구.","It’s alright, <nickname>. My human friend.",61,,,,Sub_Ch9,S9_L0060
1,51,61,0,Dot,Sub,anim_sub_deadbug2,text,"모든 인간이, 모든 곰팡이가, 모든\n날벌레가 죽어 버린다고 해서","Just because all humans,\nall mold, and all insects die",62,,,,Sub_Ch9,S9_L0061
1,51,62,0,Dot,Sub,anim_sub_deadbug2,text,나 역시 죽는다는 보장은 없는 거잖아?,"doesn’t mean I’ll die too, right?",63,,,,Sub_Ch9,S9_L0062
1,51,63,0,Dot,Sub,anim_sub_deadbug2,text,"그러니 괜찮아. 나, 잠시 혼자 있을게.",So it’s alright.\nBut I’d like to be alone.,64,,,,Sub_Ch9,S9_L0063
1,51,64,0,Dot,Sub,anim_sub_deadbug2,text,뭐라도 생각하고 있으면 조금\n나아질 거야. 신경 쓰지 말아 줘.,I’ll be better after thinking things\nthrough. Please don’t mind me.,,,anim_mud,,Sub_Ch9,S9_L0064
2,52,65,0,Dot,Default,anim_eyesclosed,text,“가진 건 없었지만 잃을 것도 없던 날들이었다.\n감히 낭만이라 이름 붙이던 날들.”,“We had nothing to lose but everything to gain.\nThose were the days we dared to dream.”,66,,,,Sub_Ch9,S9_L0065
2,52,66,0,Dot,Sub,anim_eyesblink,text,티비에서 이런 나레이션과 함께\n자유롭게 팔 벌리는 사람들을 봤어.,The people on TV screamed this out\nloud with their arms wide open.,67,,,,Sub_Ch9,S9_L0066
2,52,67,0,Dot,Sub,,text,가진 것이 없다. 잃을 것이 없다.,Nothing to lose.\nEverything to gain.,68,,,,Sub_Ch9,S9_L0067
2,52,68,0,Dot,Sub,,text,<nickname>.,<nickname>.,69,,,,Sub_Ch9,S9_L0068
2,52,69,0,Dot,Sub,,text,<nickname>의 낭만은 뭐야?,What do you dare dream of?,70,,,,Sub_Ch9,S9_L0069
2,52,70,0,Dot,Sub,,text,"가진 것이 없기에 잃을 걱정도 없이,\n맨발로 부랑하며 내달리는 삶이야?","To have nothing and lose nothing,\nsprinting through life barefoot?",71,,,,Sub_Ch9,S9_L0070
2,52,71,0,Dot,Sub,,text,아니면 소중한 것들을 손아귀에\n그러쥐고 까치발 내디디는 삶이야?,Or to tread lightly and keep what\nyou love in your arms safe and sound?,72,,,,Sub_Ch9,S9_L0071
2,52,72,0,Player,Sub,,selection,내달리는 삶.|내디디는 삶.,Sprinting.|Treading.,73|79,active|passive,,,Sub_Ch9,S9_L0072
2,52,73,0,Dot,Sub,anim_eyesup_turn,text,"벼랑 너머로 추락하거나, 벽에\n추돌해 박살 날 수 있는데도?","Even though you could careen\noff a cliff, or smash into a wall?",74,,,,Sub_Ch9,S9_L0073
2,52,74,0,Player,Sub,anim_eyesblink,selection,(그건 무섭다.)|(그럼에도 달린다.),(Sounds scary.)|(Even so.),75|77,passive|active,,,Sub_Ch9,S9_L0074
2,52,75,0,Player,Sub,,text,그렇게 들으니까 섬뜩하네...\n속도는 늦춰야겠어.,Not quite what I imagined...\nI guess I could slow down.,76,,,,Sub_Ch9,S9_L0075
2,52,76,0,Dot,Default,anim_closed_turn,text,너의 온건한 내달림을 상상해 봤어.,"I can see you sprinting, steadily but surely.",85,,,,Sub_Ch9,S9_L0076
2,52,77,0,Player,Sub,anim_eyesblink,text,"응, 그럼에도. 자유는\n무엇과도 바꿀 수 없으니까.",Even so. Freedom is irreplaceable.,78,,,,Sub_Ch9,S9_L0077
2,52,78,0,Dot,Default,anim_eyescorner,text,너의 대담한 내달림을 상상해 봤어.,"I can see you sprinting, arms wide open.",85,,,,Sub_Ch9,S9_L0078
2,52,79,0,Dot,Sub,anim_eyesup_turn,text,그러다 미끄러져서 놓치게 되면?\n돌이킬 수도 없이 산산조각 나 버리면?,And if they slip from your grip?\nAnd shatter into a thousand pieces?,80,,,,Sub_Ch9,S9_L0079
2,52,80,0,Player,Sub,anim_eyesblink,selection,(괜한 걱정은 하지 않는다.)|(두려워지기 시작했다.),(Don’t sweat the small things.)|(I’m starting to get scared.),81|83,active|passive,,,Sub_Ch9,S9_L0080
2,52,81,0,Player,Sub,,text,그럴 일은 없어. 난 소중한 걸 절대 놓치지 않아.,That won’t happen. I never\nlet go of what I hold dear.,82,,,,Sub_Ch9,S9_L0081
2,52,82,0,Dot,Default,anim_closed_turn,text,너의 강인한 내디딤을 상상해 봤어.,I can see you treading firmly.,85,,,,Sub_Ch9,S9_L0082
2,52,83,0,Player,Sub,anim_eyesclosed,text,감당할 수 있을 만큼만\n쥐어야지. 잃는 건 무서워.,Then I’ll only carry what\nI can. I’m bad at letting go.,84,,,,Sub_Ch9,S9_L0083
2,52,84,0,Dot,Default,anim_closed_turn,text,너의 섬세한 내디딤을 상상해 봤어.,I can see you treading softly.,85,,,,Sub_Ch9,S9_L0084
2,52,85,0,Dot,Default,anim_eyesclosed,text,웃고 있네.,You’re smiling.,,,anim_default,,Sub_Ch9,S9_L0085
3,53,86,0,Dot,Sub,anim_eyesblink,text,운석은 평범한 어떤 날에 충돌했어.,The meteor collided\non an ordinary day.,87,,,,Sub_Ch9,S9_L0086
3,53,87,0,Dot,Sub,,text,그리고 이건 어느 공룡 선생의\n특별할 것 없는 이야기.,"This is just another story of\na dinosaur, nothing special.",88,,,,Sub_Ch9,S9_L0087
3,53,88,0,Dot,Sub,,text,"그는 사냥 중이었고, 그의\n반려는 낮잠을 자고 있었지.",He was out hunting while\nhis partner was taking a nap.,89,,,,Sub_Ch9,S9_L0088
3,53,89,0,Dot,Sub,,text,"오래 전 태어난 그의 할아버지는 안\n그래도 생을 마감하기 직전이었고,","His grandfather, born so long ago,\nwas about to draw his last breath.",90,,,,Sub_Ch9,S9_L0089
3,53,90,0,Dot,Sub,,text,그의 딸은 태동하는 잠재력을 품은\n채 알을 깨고 나오려고 하고 있었어.,"And his daughter was thrumming with life,\nready to break out of her egg into the world.",91,,,,Sub_Ch9,S9_L0090
3,53,91,0,Dot,Sub,,text,"다만 중요한 건, 그 누구도\n예상하지 못했다는 거야.","Only, none of them saw it coming.",92,,,,Sub_Ch9,S9_L0091
3,53,92,0,Dot,Sub,,text,"미래에 대한 미련과 과거에 대한\n후회가 수천 빛깔로 산란되다,","Longings for the future and regrets of the\npast spawned into thousands of colors,",93,,,,Sub_Ch9,S9_L0092
3,53,93,0,Dot,Default,anim_omg,text,굉음. 머지않아 물들듯\n붉어지던 공룡 선생의 시야.,"a thunderous roar. And not long\nafter the dinosaur’s vision turned red,",94,,,,Sub_Ch9,S9_L0093
3,53,94,0,Dot,Sub,anim_eyesblink,text,작열하는 찰나의 고통과\n함께 모든 게 암전되었어.,all went the dark\nwith a spark of pain.,95,,,,Sub_Ch9,S9_L0094
3,53,95,0,Player,Sub,,text,......,......,96,,,,Sub_Ch9,S9_L0095
3,53,96,0,Dot,Sub,,text,......,......,97,,,,Sub_Ch9,S9_L0096
3,53,97,0,Player,Sub,,text,말로만 들어도 끔찍한걸.,It sounds terrible.,98,,,,Sub_Ch9,S9_L0097
3,53,98,0,Player,Sub,,text,(뭉치... 어떤 마음으로 공룡의\n멸종을 떠올린 걸까. 안타까워져.),(Dot... What caused them to mull on\nthe death of dinosaurs. I feel bad.),99,,,,Sub_Ch9,S9_L0098
3,53,99,0,Dot,Sub,anim_eyesside_turn,text,"공룡 선생은 모래처럼 타오른 몸을\n내려다보며, 처음에는 믿을 수 없다고 생각했어.",The dinosaur looked at its crumbling\nbody and at first did not believe it.,100,,,,Sub_Ch9,S9_L0099
3,53,100,0,Dot,Sub,anim_eyesblink,text,"하지만 포효할 수도,\n눈물을 흘릴 수도 없었지.","But he couldn’t roar, and he couldn’t weep,",101,,,,Sub_Ch9,S9_L0100
3,53,101,0,Dot,Sub,,text,"죽음이 이미 그와, 그가 알던 모오든\n것들을 집어 삼킨 후였으니까...",Death had already swallowed\nhim and everything he knew.,102,,,,Sub_Ch9,S9_L0101
3,53,102,0,Player,Sub,,selection,허망했을 것 같아.|분노로 들끓었을 것 같아.,He must have felt empty.|He must have seethed with rage.,103|103,passive|active,,,Sub_Ch9,S9_L0102
3,53,103,0,Player,Sub,,text,"죽음으로, 멸종으로... 한 생명의, 한\n종족의 가능성이 사실상 전멸했잖아.","Death, extinction... a whole species\neradicated just like that.",104,,,,Sub_Ch9,S9_L0103
3,53,104,0,Dot,Sub,,text,"응, 그는 부조리에 사무쳐\n이렇게 외쳤을 거야.","Yes, the unfairness of it all must\nhave made him shout out.",105,,,,Sub_Ch9,S9_L0104
3,53,105,0,Player,Default,anim_eyeswide,text,“한 순간 있다가 다음 순간 없다니!”,“Here one moment\nand gone the next!”,106,,,,Sub_Ch9,S9_L0105
3,53,106,0,Dot,Default,,text,"“나의 아름다운 생이 피할 수\n없는 비극의 일부로 귀속되어,”","“To have my beautiful life chained\nto an unavoidable tragedy,”",107,,,,Sub_Ch9,S9_L0106
3,53,107,0,Dot,Default,,text,“어찌해 볼 도리 없이\n끌려 들어가야만 한다니!”,“and dragged away before\nI can do anything about it!”,108,,,,Sub_Ch9,S9_L0107
3,53,108,0,Dot,Sub,anim_eyesblink,text,하지만......,But......,109,,,,Sub_Ch9,S9_L0108
3,53,109,0,Player,Sub,,text,"오, 이야기가 끝난 게 아니구나?","Oh, is the story not over?",110,,,,Sub_Ch9,S9_L0109
3,53,110,0,Dot,Sub,,text,그럼. 끝나지 않지. 죽음 이후에도\n공룡 선생의 이야기는 계속된걸?,"But of course not. It carries on\nlong after his death, doesn’t it?",111,,,,Sub_Ch9,S9_L0110
3,53,111,0,Dot,Sub,,text,그는 남겨졌잖아. 그는. 남겨. 졌잖아.,He remains. He. Remains.,112,,,,Sub_Ch9,S9_L0111
3,53,112,0,Dot,Sub,,text,"영겁에 또 영겁의 시간이 지난 지금,","After eons and eons past,",113,,,,Sub_Ch9,S9_L0112
3,53,113,0,Dot,Sub,,text,그는 어느 박물관의 티라노사우르스\n두개골로서 단단히 남아 있잖아?,"he now remains as a T-Rex’s skull\nin some museum, doesn’t he?",114,,,,Sub_Ch9,S9_L0113
3,53,114,0,Dot,Default,anim_eyescorner_turn,text,"“아예 사라지는 것보단 이게 나아.\n화석으로나마, 어떤 형태로나마”","“It is better than disappearing for good.\nTo remain as a fossil, in any shape,”",115,,,,Sub_Ch9,S9_L0114
3,53,115,0,Dot,Default,anim_eyescorner,text,“세상에 머무를 수 있어서 조금은 기쁘구나.”\n그는 분명 이렇게 말할 것만 같아.,"“makes me somewhat happy,”\nI’m sure he would say.",116,,,,Sub_Ch9,S9_L0115
3,53,116,0,Dot,Default,anim_eyesside,text,"이렇게라도 땅 위에 남아서\n누군가에게는 신비로운 발견이 되고,","To remain on Earth and be\nsomeone’s magical discovery,",117,,,,Sub_Ch9,S9_L0116
3,53,117,0,Dot,Default,,text,"누군가에게는 인생의 연구로\n추적해야 할 흔적이 되고,","or someone’s lifelong\nwork to track down,",118,,,,Sub_Ch9,S9_L0117
3,53,118,0,Dot,Default,anim_eyesclosed,text,누군가에게는 어릴 적 박물관에서\n본 소중한 기억이 된다는 점.,or someone’s important memory\nfrom a day at the museum.,119,,,,Sub_Ch9,S9_L0118
3,53,119,0,Dot,Sub,anim_eyesblink,text,떠났지만 남았다는 점.,To depart and yet remain.,120,,,,Sub_Ch9,S9_L0119
3,53,120,0,Dot,Sub,,text,완전한 소멸로부터 안전하다는 점.,To be kept safe\nfrom total extinction.,121,,,,Sub_Ch9,S9_L0120
3,53,121,0,Dot,Sub,,text,"...... 영원, 히.","...... For, ever.",122,,,,Sub_Ch9,S9_L0121
3,53,122,0,Dot,Sub,,text,"<nickname>, 이 감명 깊은 이야기를\n듣고, 난 찾아 내고야 말았지.","<nickname>, this inspiring story\nled me to a discovery.",123,,,,Sub_Ch9,S9_L0122
3,53,123,0,Player,Sub,,text,응? 뭐를?,Really? What kind?,124,,,,Sub_Ch9,S9_L0123
3,53,124,0,Dot,Sub,,text,"그래, 나는 방법을 찾은 거야.","Yes, I have found a way.",125,,,,Sub_Ch9,S9_L0124
3,53,125,0,Dot,Sub,,text,나 역시. 고체형의 꿈-화석으로 남아,I should too. I should remain\nas a solid dream-fossil,126,,,,Sub_Ch9,S9_L0125
3,53,126,0,Dot,Default,anim_omg,text,"너와 오래 오래 오래 오래,\n친구 하면 되는 거잖아?","and be your friend for a long\nlong long long time, right?",127,,,,Sub_Ch9,S9_L0126
3,53,127,0,Dot,Default,,text,응? 사라지지 않을 수 있는 거잖아?,Right? Then I won’t have to disappear?,128,,,,Sub_Ch9,S9_L0127
3,53,128,0,Dot,Default,,text,"혹은, 혹은? 아주 혐오스럽겠지만서도 영문\n모를 이유로 너만은 그런 대로 예뻐해 줄","Even if I were a hideous black,\nugly Dot-the-fossil...",129,,,,Sub_Ch9,S9_L0128
3,53,129,0,Dot,Default,,text,시커멓고 볼품없는\n뭉치-화석일지라도 괜찮으니까.,It would be okay. So long\nas you cared for me.,130,,,,Sub_Ch9,S9_L0129
3,53,130,0,Dot,Default,,text,응? 내가 이제부터 연구해 보면\n될 것 같은데? 정말 될 것만 같아.,So? How about I start researching\nways today? This might work.,131,,,,Sub_Ch9,S9_L0130
3,53,131,0,Dot,Default,anim_move,text,"멋진 선례가 있잖아. 맞지, 그렇지?",We already have a great\nprecedent. Don't we?,132,,,,Sub_Ch9,S9_L0131
3,53,132,0,Player,Sub,anim_eyesblink,text,......,......,133,,,,Sub_Ch9,S9_L0132
3,53,133,0,Player,Sub,,selection,"응, 뭉치야. 응원하고 있을게.|글쎄, 꿈 화석은 들어 본 적이 없지만.","Yeah, Dot. I’ll be rooting for you.|Well, I’ve never heard of dream fossils.",134|136,sun|moon,,,Sub_Ch9,S9_L0133
3,53,134,0,Player,Sub,,text,(정말 가능할지도 몰라. 뭉치는 인간의\n상식으로 해석할 수 없는 괴물이니까.),(It may be possible. Dot is a creature far\nbeyond what humans can understand.),135,,,,Sub_Ch9,S9_L0134
3,53,135,0,Player,Sub,,text,(어쩌면......),(Just maybe...),139,,,,Sub_Ch9,S9_L0135
3,53,136,0,Player,Sub,,text,(가능할까? 아무리 뭉치가 인간의\n상식을 벗어난 달의 괴물이라지만...),(Is it possible? Even if Dot is a Moon creature\nfar beyond what humans can understand.),137,,,,Sub_Ch9,S9_L0136
3,53,137,0,Player,Sub,,text,(어쩌면......),(But just maybe...),138,,,,Sub_Ch9,S9_L0137
3,53,138,0,Player,Sub,,text,뭉치-화석이라... 응원하고 있을게.,Dot-the-fossil...\nI’ll be rooting for you.,139,,,,Sub_Ch9,S9_L0138
3,53,139,0,Dot,Sub,,text,"응, 고마워! <nickname>!","Yes, thank you! <nickname>!",,,,,Sub_Ch9,S9_L0139
4,54,140,0,Dot,Sub,anim_sub_light,text,우와...,Wow...,141,,,,Sub_Ch9,S9_L0140
4,54,141,0,Dot,Sub,,text,"<nickname>, 곧 별똥별이 내린대.","<nickname>, there’s going to\nbe a meteor shower soon.",142,,,,Sub_Ch9,S9_L0141
4,54,142,0,Dot,Sub,,text,"하늘에서 떨어지는 수십, 수백의 별들...","Hundreds, thousands of stars\nfalling from the sky...",143,,,,Sub_Ch9,S9_L0142
4,54,143,0,Dot,Sub,,text,그 수많은 별들은 어디서 왔을까?,I wonder where\nthey all came from?,144,,,,Sub_Ch9,S9_L0143
4,54,144,0,Dot,Sub,,text,"몇억 광년이 지나야 닿을 수 있는 은하수에서,\n멀고 먼 길을 건너 왔을까?",Did they travel all the way from a galaxy\nhundreds of millions of light-years away?,145,,,,Sub_Ch9,S9_L0144
4,54,145,0,Dot,Sub,,text,혹은 가까운 행성에서 태어난 아기별일까?,Or are they newborn stars\nborn from a nearby planet?,146,,,,Sub_Ch9,S9_L0145
4,54,146,0,Player,Sub,,selection,(과학적으로 반박한다.)|(친절히 설명한다.),(Refute logically.)|(Explain patiently.),147|149,moon|sun,,,Sub_Ch9,S9_L0146
4,54,147,0,Player,Sub,anim_eyesblink,text,"뭉치, 별똥별은 사실 별이 아니야.","Actually, Dot, shooting\nstars aren’t really stars.",148,,,,Sub_Ch9,S9_L0147
4,54,148,0,Player,Sub,,text,우주 티끌이나 먼지가 지구의 대기와의\n마찰로 불타는 현상을 뜻해.,They are pieces of rock or dust from space\nthat burn through Earth’s atmosphere.,151,,,,Sub_Ch9,S9_L0148
4,54,149,0,Player,Sub,anim_eyesblink,text,별똥별이 별처럼 보이긴 하지만...\n실제로는 별이 아닐 거야!,Shooting stars?\nI hear they’re not actually stars.,150,,,,Sub_Ch9,S9_L0149
4,54,150,0,Player,Sub,,text,"우주의 티끌이 지구에 들어와, 반짝 빛을\n내며 타오르다 사라지는 거라고 들었어.","They’re bits from space that enter Earth,\nthen burn up and disappear with a wink!",151,,,,Sub_Ch9,S9_L0150
